power_error_1,power_error_2,power_error_3,power_error_4,label,id
0.028125176537324714,0.0053928898733947555,0.0034894430128546484,0.002278967665605168,0.0,1.0
0.030956650488865093,0.0053928898733947555,0.0034894430128546484,0.002278967665605168,1.0,1.0
0.02903786163724387,0.005493297781127052,0.0037887989021896233,0.0031926031536712806,0.0,2.0
0.030401812209714052,0.005493297781127052,0.0037887989021896233,0.0031926031536712806,1.0,2.0
0.027829787991262282,0.0051657789186231335,0.0035928542544366427,0.0032840244887064832,0.0,3.0
0.029808048891167952,0.0051657789186231335,0.0035928542544366427,0.0032840244887064832,1.0,3.0
0.03139157836326537,0.006733746180726376,0.004523798573072682,0.004643024990023348,0.0,4.0
0.035787809571351394,0.006733746180726376,0.004523798573072682,0.004643024990023348,1.0,4.0
0.04733298265459311,0.008480357463519324,0.005873870503997404,0.004932587623241761,0.0,5.0
0.0504024096389976,0.008480357463519324,0.005873870503997404,0.004932587623241761,1.0,5.0
0.036941016945701254,0.0063971903436813166,0.004200595198208847,0.003127139097624493,0.0,6.0
0.038093204229523774,0.0063971903436813166,0.004200595198208847,0.003127139097624493,1.0,6.0
0.026103474602444412,0.00448481451437691,0.0034219896329310967,0.0025692354159594813,0.0,7.0
0.0272943674770167,0.00448481451437691,0.0034219896329310967,0.0025692354159594813,1.0,7.0
0.03116347704225823,0.003925320683136662,0.0039028917192824265,0.0017631866887086534,0.0,8.0
0.052190966195785636,0.003925320683136662,0.0039028917192824265,0.0017631866887086534,1.0,8.0
0.04435162347795321,0.004475011851759524,0.005226493341376853,0.002470140445085388,0.0,9.0
0.08146492335008271,0.004475011851759524,0.005226493341376853,0.002470140445085388,1.0,9.0
0.043659114525178844,0.004217835417641391,0.004880133349432845,0.0021396204637358332,0.0,10.0
0.07411601396327473,0.004217835417641391,0.004880133349432845,0.0021396204637358332,1.0,10.0
0.04758622311464015,0.005538329165707194,0.00513740279411547,0.002765706436944492,0.0,11.0
0.07717814225046513,0.005538329165707194,0.00513740279411547,0.002765706436944492,1.0,11.0
0.06973839646009518,0.008303455100126271,0.006045876848537389,0.0038448743697323544,0.0,12.0
0.09667262335018359,0.008303455100126271,0.006045876848537389,0.0038448743697323544,1.0,12.0
0.04592123811828719,0.006225591739371562,0.004042649017468449,0.0024593256827745895,0.0,13.0
0.06662947638657873,0.006225591739371562,0.004042649017468449,0.0024593256827745895,1.0,13.0
0.04660423822214455,0.004396474187121964,0.004261341135379659,0.0018985984253961695,0.0,14.0
0.08721353241263506,0.004396474187121964,0.004261341135379659,0.0018985984253961695,1.0,14.0
0.03705296072478445,0.005050871943485559,0.00453250762485345,0.002900778980774113,0.0,15.0
0.045836930523942665,0.005050871943485559,0.00453250762485345,0.002900778980774113,1.0,15.0
0.03643437100236231,0.004440513619668263,0.004249385072785028,0.002315068818413158,0.0,16.0
0.04675859749581171,0.004440513619668263,0.004249385072785028,0.002315068818413158,1.0,16.0
0.03729004065837542,0.0056935720218726235,0.004253699659034462,0.0024727937151995073,0.0,17.0
0.0600035624083487,0.0056935720218726235,0.004253699659034462,0.0024727937151995073,1.0,17.0
0.045881659211441744,0.00687749281633446,0.004604163213728133,0.0025295210475136964,0.0,18.0
0.07019625020115917,0.00687749281633446,0.004604163213728133,0.0025295210475136964,1.0,18.0
0.04371764594967338,0.008117184619851243,0.003953222772019352,0.002468005237416429,0.0,19.0
0.06270726459895504,0.008117184619851243,0.003953222772019352,0.002468005237416429,1.0,19.0
0.033110559797522116,0.00566725991830561,0.003279850896029621,0.002981825238142197,0.0,20.0
0.04223474616521903,0.00566725991830561,0.003279850896029621,0.002981825238142197,1.0,20.0
0.029215228194720416,0.003755510602270904,0.003188087745471445,0.0030487974526532536,0.0,21.0
0.0383635743401429,0.003755510602270904,0.003188087745471445,0.0030487974526532536,1.0,21.0
