power_error_1,power_error_2,power_error_3,power_error_4,label,id
0.024862329625553403,0.004379312816603158,0.0036798410275876913,0.002294705590644758,0.0,1.0
0.056626471010095936,0.004379312816603158,0.0036798410275876913,0.002294705590644758,1.0,1.0
0.025596409690243717,0.005539697381573177,0.003037054888873654,0.0018022850261829647,0.0,2.0
0.060000143735635524,0.005539697381573177,0.003037054888873654,0.0018022850261829647,1.0,2.0
0.02278159467660314,0.0048399112143856496,0.002840100400181909,0.001811516184814199,0.0,3.0
0.05914509035644348,0.0048399112143856496,0.002840100400181909,0.001811516184814199,1.0,3.0
0.027469702557876383,0.0057621625491981535,0.004764732182714287,0.0035579081554810085,0.0,4.0
0.05537210610708482,0.0057621625491981535,0.004764732182714287,0.0035579081554810085,1.0,4.0
0.03257865636797681,0.006379287605090702,0.005315038169501477,0.003303815891752169,0.0,5.0
0.05976028526764594,0.006379287605090702,0.005315038169501477,0.003303815891752169,1.0,5.0
0.03347542042278989,0.005763465792900944,0.00515368709436148,0.003580117980439503,0.0,6.0
0.06705776990316095,0.005763465792900944,0.00515368709436148,0.003580117980439503,1.0,6.0
0.026242372611173223,0.005550032879771838,0.0038072388394313245,0.002763799123243031,0.0,7.0
0.061379218705637874,0.005550032879771838,0.0038072388394313245,0.002763799123243031,1.0,7.0
0.028857251635625098,0.004081189620352264,0.003869642443344059,0.002155735318086411,0.0,8.0
0.06031460314693774,0.004081189620352264,0.003869642443344059,0.002155735318086411,1.0,8.0
0.03651795013625906,0.005851044834302168,0.004448678102035682,0.0019643814595919533,0.0,9.0
0.0838238829911449,0.005851044834302168,0.004448678102035682,0.0019643814595919533,1.0,9.0
0.032754484233613455,0.005723092030799071,0.004038175072692149,0.0016941874253594328,0.0,10.0
0.08371071641709663,0.005723092030799071,0.004038175072692149,0.0016941874253594328,1.0,10.0
0.03902476273063682,0.007246612844074577,0.005190112782966244,0.0031105375668037316,0.0,11.0
0.0910540348409835,0.007246612844074577,0.005190112782966244,0.0031105375668037316,1.0,11.0
0.05022641008594744,0.009166334425045908,0.005949287008587339,0.003382880482150983,0.0,12.0
0.11304424448964077,0.009166334425045908,0.005949287008587339,0.003382880482150983,1.0,12.0
0.03358799241020595,0.006143207568319795,0.003960295387569995,0.0022326396256679886,0.0,13.0
0.07758256080179632,0.006143207568319795,0.003960295387569995,0.0022326396256679886,1.0,13.0
0.027013677801922997,0.005647283564517741,0.004285625429929351,0.0021923485533389534,0.0,14.0
0.09143795973460667,0.005647283564517741,0.004285625429929351,0.0021923485533389534,1.0,14.0
