power_error_1,power_error_2,power_error_3,power_error_4,label,id
0.02519417509640529,0.003973691628048474,0.003282086963785107,0.001685856384782754,0.0,1.0
0.0830660233265821,0.003973691628048474,0.003282086963785107,0.001685856384782754,1.0,1.0
0.023612735867148956,0.004356280534033384,0.0027943161572290126,0.0016232294568117643,0.0,2.0
0.08773258766674093,0.004356280534033384,0.0027943161572290126,0.0016232294568117643,1.0,2.0
0.02210230705700569,0.003310370760783952,0.0030364866173650438,0.001898256747580817,0.0,3.0
0.08005141731929334,0.003310370760783952,0.0030364866173650438,0.001898256747580817,1.0,3.0
0.028962944150739946,0.004280273015440387,0.0033884768471540813,0.0016004881221308351,0.0,4.0
0.07980113970603313,0.004280273015440387,0.0033884768471540813,0.0016004881221308351,1.0,4.0
0.0336985147455706,0.006041094239618537,0.004424736737729574,0.0021668505064262942,0.0,5.0
0.07236664230941622,0.006041094239618537,0.004424736737729574,0.0021668505064262942,1.0,5.0
0.03103496211500568,0.004095534558437219,0.0037646196813652375,0.0016644634092677086,0.0,6.0
0.09606946395670118,0.004095534558437219,0.0037646196813652375,0.0016644634092677086,1.0,6.0
0.025013438759521608,0.003972276062987722,0.002737398264592651,0.0015815717519751921,0.0,7.0
0.12377455963517849,0.003972276062987722,0.002737398264592651,0.0015815717519751921,1.0,7.0
0.03122971066356348,0.003805874237250196,0.003836109020038692,0.001929296756751807,0.0,8.0
0.06223620584234283,0.003805874237250196,0.003836109020038692,0.001929296756751807,1.0,8.0
0.03428285129032394,0.004040329342705394,0.00427310170212761,0.00226989124284964,0.0,9.0
0.060580941365444195,0.004040329342705394,0.00427310170212761,0.00226989124284964,1.0,9.0
0.030506022138958963,0.0035475808432686674,0.003173634382045802,0.0017634771915943362,0.0,10.0
0.05902855415184031,0.0035475808432686674,0.003173634382045802,0.0017634771915943362,1.0,10.0
0.03279555448274159,0.0038383354336329637,0.0037684516875698673,0.0026092653894007373,0.0,11.0
0.05159893375336845,0.0038383354336329637,0.0037684516875698673,0.0026092653894007373,1.0,11.0
0.040710681481933686,0.005767546868904298,0.005756031249768634,0.0043288623942448505,0.0,12.0
0.06170722472018019,0.005767546868904298,0.005756031249768634,0.0043288623942448505,1.0,12.0
0.04366882627353596,0.004571003088289281,0.004786436867403062,0.0026617811964744797,0.0,13.0
0.07587518290718914,0.004571003088289281,0.004786436867403062,0.0026617811964744797,1.0,13.0
0.03215262019920642,0.003893321560275433,0.0037940981561477506,0.0024689476200113704,0.0,14.0
0.05367871385642346,0.003893321560275433,0.0037940981561477506,0.0024689476200113704,1.0,14.0
0.024252358420465782,0.003906664730628534,0.0032951562344385983,0.0017584164568576514,0.0,15.0
0.03218760117812281,0.003906664730628534,0.0032951562344385983,0.0017584164568576514,1.0,15.0
0.02292383337362412,0.004278212353662448,0.0024361453256548774,0.001325598648178918,0.0,16.0
0.034728489336548166,0.004278212353662448,0.0024361453256548774,0.001325598648178918,1.0,16.0
0.025384926088842616,0.0036067042768612397,0.003352458335310298,0.001994379461792812,0.0,17.0
0.03757807468407975,0.0036067042768612397,0.003352458335310298,0.001994379461792812,1.0,17.0
0.03224419093041059,0.00574882292236791,0.0037312359787753046,0.0020382444539971036,0.0,18.0
0.042621299175704674,0.00574882292236791,0.0037312359787753046,0.0020382444539971036,1.0,18.0
0.04367063535691751,0.008167097441414601,0.00513284373338597,0.0029663004404360737,0.0,19.0
0.05234975020514629,0.008167097441414601,0.00513284373338597,0.0029663004404360737,1.0,19.0
0.026249663703327788,0.0047114856139537096,0.003160334956656187,0.0017093642860603914,0.0,20.0
0.03408409786291881,0.0047114856139537096,0.003160334956656187,0.0017093642860603914,1.0,20.0
0.023087590043250377,0.0042018973937806466,0.0024138817411317823,0.001169014452292329,0.0,21.0
0.03161567330642929,0.0042018973937806466,0.0024138817411317823,0.001169014452292329,1.0,21.0
0.029436869910704173,0.004146667938235845,0.0028539339550516284,0.001452800564291964,0.0,22.0
0.042699939746146824,0.004146667938235845,0.0028539339550516284,0.001452800564291964,1.0,22.0
0.026425188111635963,0.00421548542717229,0.0028184706322629816,0.0017024375194465357,0.0,23.0
0.03530403675797055,0.00421548542717229,0.0028184706322629816,0.0017024375194465357,1.0,23.0
0.028604301218918233,0.004263053242115259,0.0025317035725624434,0.0014816810076181298,0.0,24.0
0.04072869957079186,0.004263053242115259,0.0025317035725624434,0.0014816810076181298,1.0,24.0
0.03641066421686098,0.004907057852729685,0.003261436399396564,0.0025628014754462765,0.0,25.0
0.04356725305549077,0.004907057852729685,0.003261436399396564,0.0025628014754462765,1.0,25.0
0.05221571616439505,0.006623595717594473,0.0060972774580866996,0.0038166921873001537,0.0,26.0
0.05814766140575457,0.006623595717594473,0.0060972774580866996,0.0038166921873001537,1.0,26.0
0.02983185509553052,0.0048500681549140025,0.0030095191808305164,0.001641613969032946,0.0,27.0
0.03619810253717915,0.0048500681549140025,0.0030095191808305164,0.001641613969032946,1.0,27.0
0.029289186180684722,0.00394323222967583,0.0026624623251561563,0.0014576910109378113,0.0,28.0
0.04549570526174631,0.00394323222967583,0.0026624623251561563,0.0014576910109378113,1.0,28.0
0.02058906360844311,0.003251204140129201,0.00264216746942792,0.0017975840757891177,0.0,29.0
0.04304087727331089,0.003251204140129201,0.00264216746942792,0.0017975840757891177,1.0,29.0
0.02239030753513506,0.004181391559656596,0.002859298156443809,0.00204094691163463,0.0,30.0
