power_error_1,power_error_2,power_error_3,power_error_4,label,id
0.031646242876263574,0.004290714911106951,0.00566715251719268,0.0034513101358646494,0.0,1.0
0.07955155817277555,0.004290714911106951,0.00566715251719268,0.0034513101358646494,1.0,1.0
0.0559203996371657,0.005824051721012303,0.009075932999662232,0.004137857128445299,0.0,2.0
0.09801227908465654,0.005824051721012303,0.009075932999662232,0.004137857128445299,1.0,2.0
0.053363366970062234,0.005298966416343312,0.010347937367633767,0.004707113564832627,0.0,3.0
0.07890263748656733,0.005298966416343312,0.010347937367633767,0.004707113564832627,1.0,3.0
0.06842204016776456,0.0065279580772509786,0.007696837941074996,0.003778536401443098,0.0,4.0
0.1394373560994531,0.0065279580772509786,0.007696837941074996,0.003778536401443098,1.0,4.0
0.04349481235566848,0.006714315076613349,0.004347946558631394,0.0026900577767339693,0.0,5.0
0.07117750403537279,0.006714315076613349,0.004347946558631394,0.0026900577767339693,1.0,5.0
0.04604438093794556,0.006164783138882163,0.004157639437608316,0.0022485550777054707,0.0,6.0
0.08495951434069383,0.006164783138882163,0.004157639437608316,0.0022485550777054707,1.0,6.0
0.04598992431182475,0.005074235216588305,0.007922027160853945,0.003596524612981925,0.0,7.0
0.1110566557892608,0.005074235216588305,0.007922027160853945,0.003596524612981925,1.0,7.0
0.02547362910694532,0.005382890512571138,0.00349445679782297,0.004022777774133143,0.0,8.0
0.04774264675490787,0.005382890512571138,0.00349445679782297,0.004022777774133143,1.0,8.0
0.030987758833999235,0.010550411490549114,0.005114712370470727,0.0048683372251084175,0.0,9.0
0.06898432124405048,0.010550411490549114,0.005114712370470727,0.0048683372251084175,1.0,9.0
0.038571120831075875,0.011603701123431712,0.004704879667843763,0.010591928617155723,0.0,10.0
0.07685072324918311,0.011603701123431712,0.004704879667843763,0.010591928617155723,1.0,10.0
0.03450810817420301,0.011757639094066763,0.0042866221192511475,0.009280405884794401,0.0,11.0
0.07380449405223961,0.011757639094066763,0.0042866221192511475,0.009280405884794401,1.0,11.0
0.03179587398359875,0.007546311259228909,0.004668317679443601,0.003573655572040729,0.0,12.0
0.05800991615327352,0.007546311259228909,0.004668317679443601,0.003573655572040729,1.0,12.0
0.02264086466535852,0.004820367224139073,0.0032998143647688916,0.003913213976780893,0.0,13.0
0.0453791842419734,0.004820367224139073,0.0032998143647688916,0.003913213976780893,1.0,13.0
0.026068147835248898,0.007888715058461475,0.0064454903759813414,0.005243566668292588,0.0,14.0
0.05263656683370896,0.007888715058461475,0.0064454903759813414,0.005243566668292588,1.0,14.0
0.04716746783116044,0.006929046089551334,0.006017804129993784,0.0018299668731152853,0.0,15.0
0.08995541246245534,0.006929046089551334,0.006017804129993784,0.0018299668731152853,1.0,15.0
0.06174774724525164,0.007746823511660675,0.10193855222158991,0.0022653540310632264,0.0,16.0
0.10915175646045831,0.007746823511660675,0.10193855222158991,0.0022653540310632264,1.0,16.0
0.07209588378246962,0.007512156189217214,0.024074609952871872,0.0022163772809047433,0.0,17.0
0.12304233737209222,0.007512156189217214,0.024074609952871872,0.0022163772809047433,1.0,17.0
0.07405055288046651,0.006832652670693761,0.029952591482342094,0.0024734539266409766,0.0,18.0
0.13159290519050812,0.006832652670693761,0.029952591482342094,0.0024734539266409766,1.0,18.0
0.038340198253651876,0.006320193182651172,0.007161955817531433,0.0026591808898834214,0.0,19.0
0.06446644321227515,0.006320193182651172,0.007161955817531433,0.0026591808898834214,1.0,19.0
0.03704768782823208,0.005552549542671478,0.006073455774787286,0.00284485653835144,0.0,20.0
0.06801224190790352,0.005552549542671478,0.006073455774787286,0.00284485653835144,1.0,20.0
0.04911504746932991,0.006143153293165147,0.030891270301036316,0.0024754058151366417,0.0,21.0
0.09427206804972264,0.006143153293165147,0.030891270301036316,0.0024754058151366417,1.0,21.0
0.06028378823730826,0.007420913611176422,0.015157816052882484,0.0025231625783600155,0.0,22.0
0.10740403670722909,0.007420913611176422,0.015157816052882484,0.0025231625783600155,1.0,22.0
0.08090562858330082,0.011371908052675633,0.023511986013654198,0.0028587072873947146,0.0,23.0
0.15879448903004115,0.011371908052675633,0.023511986013654198,0.0028587072873947146,1.0,23.0
0.09874846941008124,0.014831900764608148,0.08793355651937328,0.0028655420607463147,0.0,24.0
0.18825229827754567,0.014831900764608148,0.08793355651937328,0.0028655420607463147,1.0,24.0
0.08700765173986708,0.010446511408895876,0.07483883189711342,0.004705285169669834,0.0,25.0
0.1529253687490259,0.010446511408895876,0.07483883189711342,0.004705285169669834,1.0,25.0
0.047837633149700486,0.006928794919658359,0.010602171191129184,0.003346138216680433,0.0,26.0
0.06433774441845728,0.006928794919658359,0.010602171191129184,0.003346138216680433,1.0,26.0
0.035785614164179066,0.005592366268913361,0.006855562778654422,0.0024672458613870137,0.0,27.0
0.05432060607864202,0.005592366268913361,0.006855562778654422,0.0024672458613870137,1.0,27.0
0.06431719538195856,0.0064635175550616635,0.04603423185184053,0.0024001224910778743,0.0,28.0
0.13239956426736155,0.0064635175550616635,0.04603423185184053,0.0024001224910778743,1.0,28.0
0.0332248962438752,0.0053888961497255425,0.007173673320560887,0.0032241058544098884,0.0,29.0
0.07600608666442286,0.0053888961497255425,0.007173673320560887,0.0032241058544098884,1.0,29.0
