log_cosh_1,log_cosh_2,log_cosh_3,log_cosh_4,log_cosh_5,log_cosh_6,log_cosh_7,log_cosh_8,log_cosh_9,log_cosh_10,label,id
5.623785135603208,0.007917788446962247,0.002008442216119282,0.35084840385631516,0.01921105277707398,0.00315575153210884,0.19175813616386642,0.030940000314173,0.04176901456079224,0.01723547424124127,0.0,1.0
6.232842322790648,0.007917788446962247,0.002008442216119282,0.35084840385631516,0.01921105277707398,0.00315575153210884,0.19175813616386642,0.030940000314173,0.04176901456079224,0.01723547424124127,1.0,1.0
4.662930309167031,0.002930267949686529,0.0008383262370483077,0.2120499516524703,0.005167928420935758,0.0010799121091641167,0.21248796242867196,0.04361358788915499,0.05435262997065533,0.02947162983663556,0.0,2.0
4.8997350212189925,0.002930267949686529,0.0008383262370483077,0.2120499516524703,0.005167928420935758,0.0010799121091641167,0.21248796242867196,0.04361358788915499,0.05435262997065533,0.02947162983663556,1.0,2.0
4.4424294463164005,0.006308824622017006,0.0011704045204137777,0.21433037063655158,0.0068740853720202,0.0008625999534436802,0.16216377439958782,0.02637821276325887,0.04844222255590764,0.02997256480295461,0.0,3.0
4.787157205631737,0.006308824622017006,0.0011704045204137777,0.21433037063655158,0.0068740853720202,0.0008625999534436802,0.16216377439958782,0.02637821276325887,0.04844222255590764,0.02997256480295461,1.0,3.0
5.839870526546208,0.006887047452294065,0.0011108099762153958,0.34870693719629575,0.012195636115223974,0.0010034634155450838,0.27393831594330637,0.07045674909851612,0.08562366493737182,0.07265955279368422,0.0,4.0
6.715084652673921,0.006887047452294065,0.0011108099762153958,0.34870693719629575,0.012195636115223974,0.0010034634155450838,0.27393831594330637,0.07045674909851612,0.08562366493737182,0.07265955279368422,1.0,4.0
12.643966083174567,0.03199112209131382,0.005665761802366029,1.1722159022015965,0.07622075704102058,0.019963038798072024,0.7489239733795384,0.18160303556623064,0.2549519921382105,0.18971144435634218,0.0,5.0
13.498919068838262,0.03199112209131382,0.005665761802366029,1.1722159022015965,0.07622075704102058,0.019963038798072024,0.7489239733795384,0.18160303556623064,0.2549519921382105,0.18971144435634218,1.0,5.0
8.625126984391294,0.01076866485913123,0.0032590297751470534,0.5818657062357896,0.027982555436596085,0.0095056364044098,0.5129975295422394,0.10913274723361521,0.11796053873861753,0.03562688809652013,0.0,6.0
8.908223579597838,0.01076866485913123,0.0032590297751470534,0.5818657062357896,0.027982555436596085,0.0095056364044098,0.5129975295422394,0.10913274723361521,0.11796053873861753,0.03562688809652013,1.0,6.0
