log_cosh_1,log_cosh_2,log_cosh_3,log_cosh_4,log_cosh_5,log_cosh_6,log_cosh_7,log_cosh_8,log_cosh_9,log_cosh_10,label,id
5.4265368335188136,0.0013225599429490323,0.0032421426760539875,0.40302927218741685,0.019277958744289423,0.005800146848312636,0.1793569023445829,0.011059136896589048,0.050507533128247316,0.011822620630695052,0.0,1.0
12.855290303712822,0.0013225599429490323,0.0032421426760539875,0.40302927218741685,0.019277958744289423,0.005800146848312636,0.1793569023445829,0.011059136896589048,0.050507533128247316,0.011822620630695052,1.0,1.0
5.177372969070082,0.0019662029363316787,0.004060467707692184,0.5222170727342228,0.037637789490246945,0.0028912296587888186,0.12848591169380458,0.009212448049839173,0.025511215383711844,0.0046387768702989725,0.0,2.0
12.676342302505956,0.0019662029363316787,0.004060467707692184,0.5222170727342228,0.037637789490246945,0.0028912296587888186,0.12848591169380458,0.009212448049839173,0.025511215383711844,0.0046387768702989725,1.0,2.0
4.86444946315635,0.003252566244793902,0.0025278969056086852,0.3808653826952972,0.01979117827071247,0.0048816415155215395,0.10495433726468385,0.008452983486811751,0.023545776370087784,0.005006420260792882,0.0,3.0
13.269290638771206,0.003252566244793902,0.0025278969056086852,0.3808653826952972,0.01979117827071247,0.0048816415155215395,0.10495433726468385,0.008452983486811751,0.023545776370087784,0.005006420260792882,1.0,3.0
6.521104416564964,0.00473077440318339,0.006902172264093077,0.6125442635644258,0.04761712574284183,0.011466076484217607,0.22726302164758924,0.021427528459690596,0.11668470198054666,0.05232653665766133,0.0,4.0
13.594787404245993,0.00473077440318339,0.006902172264093077,0.6125442635644258,0.04761712574284183,0.011466076484217607,0.22726302164758924,0.021427528459690596,0.11668470198054666,0.05232653665766133,1.0,4.0
8.831921513483293,0.00815995343314418,0.004985395745184135,0.9253159995423105,0.12429805183637109,0.029065265822445528,0.33700660784928416,0.02777512527031629,0.1649881561826954,0.03870244761929058,0.0,5.0
16.577365125649557,0.00815995343314418,0.004985395745184135,0.9253159995423105,0.12429805183637109,0.029065265822445528,0.33700660784928416,0.02777512527031629,0.1649881561826954,0.03870244761929058,1.0,5.0
7.783839508895153,0.002758424600991428,0.004088949392615861,0.771570633791237,0.0765054728015868,0.022755280654164493,0.3737497753936556,0.03596448190203777,0.1625157693305502,0.06269447619242924,0.0,6.0
16.003570478919702,0.002758424600991428,0.004088949392615861,0.771570633791237,0.0765054728015868,0.022755280654164493,0.3737497753936556,0.03596448190203777,0.1625157693305502,0.06269447619242924,1.0,6.0
5.252096374741523,0.0017024100213706196,0.004344400893170993,0.5641628280284828,0.06391594656556067,0.028141630659887375,0.13371196047435996,0.010781660349011677,0.057085019447613156,0.0275312404054603,0.0,7.0
12.82128200571844,0.0017024100213706196,0.004344400893170993,0.5641628280284828,0.06391594656556067,0.028141630659887375,0.13371196047435996,0.010781660349011677,0.057085019447613156,0.0275312404054603,1.0,7.0
5.5805641487643385,0.0019515103840394377,0.0006501362485689003,0.35318828245916767,0.015665294513197082,0.0012053680830602436,0.16841063077760912,0.012565835799989378,0.05012771771990055,0.025566043195833322,0.0,8.0
12.062927838781018,0.0019515103840394377,0.0006501362485689003,0.35318828245916767,0.015665294513197082,0.0012053680830602436,0.16841063077760912,0.012565835799989378,0.05012771771990055,0.025566043195833322,1.0,8.0
6.144492059159166,0.0010679849443645188,0.0008034874896144789,0.7021501126462097,0.056890345378537,0.0013584346938830395,0.1330179350834804,0.013364864100267236,0.05304273292698441,0.010911266423940672,0.0,9.0
14.567827231011606,0.0010679849443645188,0.0008034874896144789,0.7021501126462097,0.056890345378537,0.0013584346938830395,0.1330179350834804,0.013364864100267236,0.05304273292698441,0.010911266423940672,1.0,9.0
5.5233580110193055,0.0008082982518555075,0.00040476671196026714,0.6239177847387858,0.057101725291183056,0.0022182755136256243,0.11158401935525462,0.012501861928001661,0.03197183604736292,0.009185647862911416,0.0,10.0
14.654781237883794,0.0008082982518555075,0.00040476671196026714,0.6239177847387858,0.057101725291183056,0.0022182755136256243,0.11158401935525462,0.012501861928001661,0.03197183604736292,0.009185647862911416,1.0,10.0
7.549142862224281,0.004876074405388777,0.0005958251457036507,1.0688597109879872,0.11274172100084573,0.004729818130544484,0.25124960914585176,0.026872282240669433,0.15799932547479006,0.0443132250355988,0.0,11.0
18.132552819209984,0.004876074405388777,0.0005958251457036507,1.0688597109879872,0.11274172100084573,0.004729818130544484,0.25124960914585176,0.026872282240669433,0.15799932547479006,0.0443132250355988,1.0,11.0
16.24911145880366,0.02564585219679728,0.016053242532667496,2.240356762460906,0.18859306314743468,0.006698721961448561,0.5648819485006175,0.04777893618888778,0.18992296712804202,0.08823478272603737,0.0,12.0
37.285368988385976,0.02564585219679728,0.016053242532667496,2.240356762460906,0.18859306314743468,0.006698721961448561,0.5648819485006175,0.04777893618888778,0.18992296712804202,0.08823478272603737,1.0,12.0
8.51300734947072,0.017604204766009882,0.002348089643274843,0.9007269333735552,0.08608454158244687,0.0011320675631997402,0.1770435709605102,0.018567258660013058,0.06652522166596937,0.025558806799603397,0.0,13.0
20.280171604307693,0.017604204766009882,0.002348089643274843,0.9007269333735552,0.08608454158244687,0.0011320675631997402,0.1770435709605102,0.018567258660013058,0.06652522166596937,0.025558806799603397,1.0,13.0
