power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,label,id
0.0489199233586767,0.011875729818888625,0.0019635418121380596,0.006298079782562343,0.0034513101358646494,0.0,1.0
0.14097699637589428,0.011875729818888625,0.0019635418121380596,0.006298079782562343,0.0034513101358646494,1.0,1.0
0.11658985863112627,0.015311699423320122,0.0028759080722799433,0.010096367552179913,0.0041378571284454106,0.0,2.0
0.22704668982412038,0.015311699423320122,0.0028759080722799433,0.010096367552179913,0.0041378571284454106,1.0,2.0
0.09353071046805632,0.01550001768176561,0.002399648296802012,0.011486065064247033,0.004707113564832627,0.0,3.0
0.14886180349808545,0.01550001768176561,0.002399648296802012,0.011486065064247033,0.004707113564832627,1.0,3.0
0.11319091519581274,0.019264954813829713,0.0034117108433543786,0.008554170154324445,0.003778536401443222,0.0,4.0
0.2622774674508427,0.019264954813829713,0.0034117108433543786,0.008554170154324445,0.003778536401443222,1.0,4.0
0.09186977052115232,0.013174495795571449,0.0040561697767981355,0.00481889951097924,0.002690057776733795,0.0,5.0
0.1662219307677263,0.013174495795571449,0.0040561697767981355,0.00481889951097924,0.002690057776733795,1.0,5.0
0.08225475578070857,0.01477319232150376,0.0033131667667774,0.004639065446883158,0.0022485550777054707,0.0,6.0
0.17057051126562287,0.01477319232150376,0.0033131667667774,0.004639065446883158,0.0022485550777054707,1.0,6.0
0.1463573430221632,0.011632791881535232,0.0027602126551441136,0.008781812958424402,0.003596524612981925,0.0,7.0
0.41203682227155786,0.011632791881535232,0.0027602126551441136,0.008781812958424402,0.003596524612981925,1.0,7.0
0.036417163126887815,0.011927017612005921,0.0019473992852763534,0.003863807611665983,0.004022777774133257,0.0,8.0
0.07480814401651609,0.011927017612005921,0.0019473992852763534,0.003863807611665983,0.004022777774133257,1.0,8.0
0.0411318862826599,0.023138963633547567,0.002897642513462247,0.005645892723175641,0.0048683372251084175,0.0,9.0
