power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,label,id
0.030301994676939926,0.016446294671268603,0.0025683196241288887,0.0038356463555398548,0.002278967665605168,0.0,1.0
0.03400930841589979,0.016446294671268603,0.0025683196241288887,0.0038356463555398548,0.002278967665605168,1.0,1.0
0.028875287943032242,0.02043098260426827,0.0020405366197641895,0.004131153936521209,0.0031926031536712806,0.0,2.0
0.03052868019534105,0.02043098260426827,0.0020405366197641895,0.004131153936521209,0.0031926031536712806,1.0,2.0
0.02764517229970572,0.021159789957879246,0.0019879529929028895,0.003928571922126246,0.0032840244887064832,0.0,3.0
0.03002317770732716,0.021159789957879246,0.0019879529929028895,0.003928571922126246,0.0032840244887064832,1.0,3.0
0.03117550100536823,0.02463521167872826,0.0025992800036055276,0.004923281113497202,0.004643024990023348,0.0,4.0
0.03648733964982055,0.02463521167872826,0.0025992800036055276,0.004923281113497202,0.004643024990023348,1.0,4.0
0.049041958207151425,0.032529385259843696,0.003669304279226449,0.006453319707668415,0.004932587623241761,0.0,5.0
0.05294032305545988,0.032529385259843696,0.003669304279226449,0.006453319707668415,0.004932587623241761,1.0,5.0
0.04117199387860613,0.01948344995702639,0.002900042515880666,0.004654129861223037,0.003127139097624493,0.0,6.0
0.04274772485520079,0.01948344995702639,0.002900042515880666,0.004654129861223037,0.003127139097624493,1.0,6.0
0.027870371833717027,0.014623903951986917,0.0017775503576090922,0.0037366059984040552,0.0025692354159594813,0.0,7.0
0.029396786957389672,0.014623903951986917,0.0017775503576090922,0.0037366059984040552,0.0025692354159594813,1.0,7.0
0.03412521675673882,0.010921441847919286,0.002563411633504223,0.004298198026194198,0.0017631866887086534,0.0,8.0
0.06229803406685739,0.010921441847919286,0.002563411633504223,0.004298198026194198,0.0017631866887086534,1.0,8.0
0.05123091287728988,0.012097219450123044,0.003127648735453945,0.005736602972852987,0.0024701404450851844,0.0,9.0
0.10463598039443044,0.012097219450123044,0.003127648735453945,0.005736602972852987,0.0024701404450851844,1.0,9.0
0.05010192542160444,0.011778385372194404,0.002912956190472242,0.005323265127928586,0.0021396204637358332,0.0,10.0
0.09347465275925547,0.011778385372194404,0.002912956190472242,0.005323265127928586,0.0021396204637358332,1.0,10.0
0.059480708106375665,0.012359433954638201,0.004621321760633624,0.005614872464936284,0.002765706436944492,0.0,11.0
0.10494525695804617,0.012359433954638201,0.004621321760633624,0.005614872464936284,0.002765706436944492,1.0,11.0
0.08013074792759195,0.020069549454002047,0.006509082867319777,0.006604508671472445,0.0038448743697323544,0.0,12.0
0.11874031999478239,0.020069549454002047,0.006509082867319777,0.006604508671472445,0.0038448743697323544,1.0,12.0
0.049511539983562954,0.01678217058907343,0.004456088183543269,0.00441630008002102,0.0024593256827745895,0.0,13.0
0.07719548945728252,0.01678217058907343,0.004456088183543269,0.00441630008002102,0.0024593256827745895,1.0,13.0
0.05343780336583061,0.013638433051509916,0.002853023223900632,0.0046801961953475,0.0018985984253961695,0.0,14.0
0.11246211276439258,0.013638433051509916,0.002853023223900632,0.0046801961953475,0.0018985984253961695,1.0,14.0
0.04318552863048493,0.014287434203368064,0.002955109989003017,0.004961084983691438,0.002900778980774113,0.0,15.0
0.05579369221177527,0.014287434203368064,0.002955109989003017,0.004961084983691438,0.002900778980774113,1.0,15.0
0.048414372031930254,0.011014895639305454,0.0029336252200024273,0.004646593619107978,0.002315068818413158,0.0,16.0
0.06536333826581983,0.011014895639305454,0.0029336252200024273,0.004646593619107978,0.002315068818413158,1.0,16.0
0.05157673186638219,0.013101926273633957,0.0035591608585549155,0.004667951243922339,0.0024727937151993234,0.0,17.0
0.09024851060836404,0.013101926273633957,0.0035591608585549155,0.004667951243922339,0.0024727937151993234,1.0,17.0
0.06860209707187527,0.015590452683937571,0.0044230831628801264,0.005066769718009816,0.002529521047513863,0.0,18.0
0.1135615425046128,0.015590452683937571,0.0044230831628801264,0.005066769718009816,0.002529521047513863,1.0,18.0
0.05818469181113328,0.017121189625632926,0.005386043298815436,0.004339834164436189,0.002468005237416429,0.0,19.0
0.08917575386899557,0.017121189625632926,0.005386043298815436,0.004339834164436189,0.002468005237416429,1.0,19.0
0.04269180460808209,0.01214231737286898,0.003545060825335083,0.0035945355573258056,0.0029818252381425703,0.0,20.0
0.05693774221578012,0.01214231737286898,0.003545060825335083,0.0035945355573258056,0.0029818252381425703,1.0,20.0
0.03392390481282655,0.01006914553008322,0.0023800134060924225,0.003511100071093586,0.0030487974526534683,0.0,21.0
0.04688370419800148,0.01006914553008322,0.0023800134060924225,0.003511100071093586,0.0030487974526534683,1.0,21.0
0.036511339609059765,0.010263909758496939,0.0023523869930887863,0.004080404047751964,0.00192033009840613,0.0,22.0
