power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,label,id
0.026788444394614946,0.0118112733691088,0.0019385190932608971,0.0036657062835760306,0.0016858563847829298,0.0,1.0
0.09992856922885388,0.0118112733691088,0.0019385190932608971,0.0036657062835760306,0.0016858563847829298,1.0,1.0
0.025712114156053057,0.010918690423790178,0.0028660463685104623,0.003114251149162999,0.001623229456811947,0.0,2.0
0.1087866958719049,0.010918690423790178,0.0028660463685104623,0.003114251149162999,0.001623229456811947,1.0,2.0
0.023902026124295272,0.00939063647569279,0.0016863082171096658,0.0033878689767314635,0.001898256747580817,0.0,3.0
0.09786625440717657,0.00939063647569279,0.0016863082171096658,0.0033878689767314635,0.001898256747580817,1.0,3.0
0.030026406910541186,0.011807818611661346,0.0027199187122024225,0.0037749555107797783,0.0016004881221308351,0.0,4.0
0.09204766314511743,0.011807818611661346,0.0027199187122024225,0.0037749555107797783,0.0016004881221308351,1.0,4.0
0.03766666631318692,0.013591848328721205,0.004056087495417524,0.004912332530855836,0.0021668505064264465,0.0,5.0
0.08918914643398873,0.013591848328721205,0.004056087495417524,0.004912332530855836,0.0021668505064264465,1.0,5.0
0.031643972863328235,0.010804753342552164,0.0028248437629478113,0.004152447676647587,0.0016644634092677086,0.0,6.0
0.11186333713483122,0.010804753342552164,0.0028248437629478113,0.004152447676647587,0.0016644634092677086,1.0,6.0
0.025671385103312433,0.011333771897626115,0.0024832102809913396,0.0030500600069632232,0.0015815717519751921,0.0,7.0
0.14682083331471646,0.011333771897626115,0.0024832102809913396,0.0030500600069632232,0.0015815717519751921,1.0,7.0
0.03225720778841832,0.012309795358843334,0.0019961089747329726,0.004171414488023571,0.0019292967567519747,0.0,8.0
0.07160378383145392,0.012309795358843334,0.0019961089747329726,0.004171414488023571,0.0019292967567519747,1.0,8.0
0.037327560619275224,0.013268412151166512,0.0018920843349023904,0.004640514457887516,0.00226989124284964,0.0,9.0
0.07287815366036435,0.013268412151166512,0.0018920843349023904,0.004640514457887516,0.00226989124284964,1.0,9.0
0.0336187137085167,0.011134918646888434,0.0017372596482095688,0.0034705428302805367,0.0017634771915943362,0.0,10.0
0.07239876959683238,0.011134918646888434,0.0017372596482095688,0.0034705428302805367,0.0017634771915943362,1.0,10.0
0.03816940324092244,0.011501918412626436,0.001868392108599359,0.004124223402456138,0.0026092653894005877,0.0,11.0
0.06481098470630568,0.011501918412626436,0.001868392108599359,0.004124223402456138,0.0026092653894005877,1.0,11.0
0.04411869172983199,0.015796678424174686,0.00346823601827815,0.006226276091461187,0.004328862394244726,0.0,12.0
0.07170083227816429,0.015796678424174686,0.00346823601827815,0.006226276091461187,0.004328862394244726,1.0,12.0
0.04845987941111546,0.014992658798459464,0.0021305647659074917,0.005182405424663626,0.0026617811964744797,0.0,13.0
0.09323404298277731,0.014992658798459464,0.0021305647659074917,0.005182405424663626,0.0026617811964744797,1.0,13.0
0.039550264812969395,0.011313863803240789,0.0020567041672228236,0.0041301819974663865,0.0024689476200113704,0.0,14.0
0.07253403176652912,0.011313863803240789,0.0020567041672228236,0.0041301819974663865,0.0024689476200113704,1.0,14.0
0.02925552085507386,0.009535580878195117,0.0021929792341950187,0.003604542818299304,0.0017584164568578264,0.0,15.0
0.04105250672470302,0.009535580878195117,0.0021929792341950187,0.003604542818299304,0.0017584164568578264,1.0,15.0
0.027606199105219168,0.008729572951213176,0.002929759427283737,0.002692632302975824,0.0013255986481791255,0.0,16.0
0.04473342042382566,0.008729572951213176,0.002929759427283737,0.002692632302975824,0.0013255986481791255,1.0,16.0
0.029854520009202593,0.008895571510798585,0.0023376862580416708,0.0036706969075665295,0.001994379461792812,0.0,17.0
0.04740312661931462,0.008895571510798585,0.0023376862580416708,0.0036706969075665295,0.001994379461792812,1.0,17.0
0.03708754683867315,0.012249849753290893,0.004461896659015147,0.004084312904417965,0.0020382444539971036,0.0,18.0
0.05167219031000515,0.012249849753290893,0.004461896659015147,0.004084312904417965,0.0020382444539971036,1.0,18.0
0.05148988520603833,0.018184886683354207,0.0056165656733081345,0.005614083573517968,0.0029663004404359315,0.0,19.0
