gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,label,id
0.09305412366622923,0.001105403215616807,0.0009509930252193932,0.016706302502431214,0.0028311952338659907,0.0010841273678616759,0.006182066211953163,0.002037008396887696,0.003816691373488723,0.0017170190633151172,0.0,1.0
0.10377968095856227,0.001105403215616807,0.0009509930252193932,0.016706302502431214,0.0028311952338659907,0.0010841273678616759,0.006182066211953163,0.002037008396887696,0.003816691373488723,0.0017170190633151172,1.0,1.0
0.08334062416244192,0.0008174288953690656,0.0010360719473450075,0.017008374131292747,0.002314147509966613,0.0009148171278647865,0.008765716854074235,0.0019628336535775226,0.006790658288686746,0.0022143428584096014,0.0,2.0
0.08772609718241986,0.0008174288953690656,0.0010360719473450075,0.017008374131292747,0.002314147509966613,0.0009148171278647865,0.008765716854074235,0.0019628336535775226,0.006790658288686746,0.0022143428584096014,1.0,2.0
0.07649569006387491,0.001215563254687524,0.001269056630451626,0.019794260498250615,0.0018959666751183768,0.000835515653097918,0.007103478301297095,0.0019372026975386092,0.00734351438566172,0.002290521376775878,0.0,3.0
0.08259578607376561,0.001215563254687524,0.001269056630451626,0.019794260498250615,0.0018959666751183768,0.000835515653097918,0.007103478301297095,0.0019372026975386092,0.00734351438566172,0.002290521376775878,1.0,3.0
0.08134076972472881,0.0012188095721117342,0.0010592718142419244,0.024105512750232982,0.0024176225332155354,0.0009857748324306748,0.009881612553156227,0.0025522629678431663,0.013254493840296533,0.003193161515145704,0.0,4.0
0.09421549956175745,0.0012188095721117342,0.0010592718142419244,0.024105512750232982,0.0024176225332155354,0.0009857748324306748,0.009881612553156227,0.0025522629678431663,0.013254493840296533,0.003193161515145704,1.0,4.0
0.18151982755560692,0.001545734761758677,0.0014010896340033163,0.03510078548018214,0.0035428558233348006,0.0017474154978427414,0.011326161957299519,0.003341862576917265,0.009810104856063706,0.003728090500528136,0.0,5.0
0.19616029268330726,0.001545734761758677,0.0014010896340033163,0.03510078548018214,0.0035428558233348006,0.0017474154978427414,0.011326161957299519,0.003341862576917265,0.009810104856063706,0.003728090500528136,1.0,5.0
0.1295460302433349,0.001204836563184486,0.000936725746641276,0.018887610636102448,0.003773349185316466,0.0013853944092088177,0.007274176115537934,0.0025724730840073207,0.005435516252591643,0.0021536003879960575,0.0,6.0
0.13429043196732193,0.001204836563184486,0.000936725746641276,0.018887610636102448,0.003773349185316466,0.0013853944092088177,0.007274176115537934,0.0025724730840073207,0.005435516252591643,0.0021536003879960575,1.0,6.0
0.08344206884430072,0.001697288850092793,0.000934315572660438,0.012961366204688574,0.0019779664529107066,0.0007869765136065965,0.0061529506631061714,0.0020490305901015304,0.004827267840281202,0.0018976576039597681,0.0,7.0
0.08777187201634717,0.001697288850092793,0.000934315572660438,0.012961366204688574,0.0019779664529107066,0.0007869765136065965,0.0061529506631061714,0.0020490305901015304,0.004827267840281202,0.0018976576039597681,1.0,7.0
0.08645933250498983,0.002159199796320621,0.0004037737278408393,0.008289984434939779,0.002454196765550698,0.0010149248850068737,0.0062113112022266215,0.0022709823163760134,0.0026327876120060267,0.0013287250592646238,0.0,8.0
0.15693883131507436,0.002159199796320621,0.0004037737278408393,0.008289984434939779,0.002454196765550698,0.0010149248850068737,0.0062113112022266215,0.0022709823163760134,0.0026327876120060267,0.0013287250592646238,1.0,8.0
0.10690182974426676,0.0034469851366942805,0.0003760843405435921,0.008462550115452938,0.0027529832458710324,0.001761332425836759,0.008207005996317296,0.002980069479962655,0.0035478593337114894,0.0019971934462823526,0.0,9.0
0.22050165094050245,0.0034469851366942805,0.0003760843405435921,0.008462550115452938,0.0027529832458710324,0.001761332425836759,0.008207005996317296,0.002980069479962655,0.0035478593337114894,0.0019971934462823526,1.0,9.0
0.10673694988495308,0.003465703653331431,0.00039938139658968197,0.007958558544737038,0.0027032364767931583,0.0014451031087800992,0.01014643638858903,0.0022703657047240533,0.0028377979716811552,0.0020300580243879374,0.0,10.0
0.19970272635867037,0.003465703653331431,0.00039938139658968197,0.007958558544737038,0.0027032364767931583,0.0014451031087800992,0.01014643638858903,0.0022703657047240533,0.0028377979716811552,0.0020300580243879374,1.0,10.0
0.1535962352879654,0.0033979500355463266,0.0009955126581999707,0.009305182500112696,0.00496969200006836,0.0025175260779821684,0.007659015217231779,0.003046508988339358,0.003996180491740553,0.002500527650702633,0.0,11.0
0.2820860123383975,0.0033979500355463266,0.0009955126581999707,0.009305182500112696,0.00496969200006836,0.0025175260779821684,0.007659015217231779,0.003046508988339358,0.003996180491740553,0.002500527650702633,1.0,11.0
0.2787247402596078,0.002196971990351404,0.0008609817137519293,0.015477570988471356,0.006968134253483971,0.0032459804315498886,0.00931069035449017,0.003594699285235592,0.006442709441055072,0.002988243654429734,0.0,12.0
0.4389214241289108,0.002196971990351404,0.0008609817137519293,0.015477570988471356,0.006968134253483971,0.0032459804315498886,0.00931069035449017,0.003594699285235592,0.006442709441055072,0.002988243654429734,1.0,12.0
