gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,label,id
0.07412063123112178,0.0005781877553543424,0.000832865590877141,0.011723689485651168,0.0020911350054704236,0.0012440390545198632,0.005729346654105072,0.0019401769133522428,0.0037959636273634523,0.0015705045047154087,0.0,1.0
0.1914917535795868,0.0005781877553543424,0.000832865590877141,0.011723689485651168,0.0020911350054704236,0.0012440390545198632,0.005729346654105072,0.0019401769133522428,0.0037959636273634523,0.0015705045047154087,1.0,1.0
0.08912639316810722,0.0007455434390877258,0.0008616963367247266,0.020609258470233538,0.0022788804194355805,0.0010958742688638168,0.0047109621900971455,0.0016870936172281858,0.0028851322110212685,0.0012103144221322637,0.0,2.0
0.2452043538675115,0.0007455434390877258,0.0008616963367247266,0.020609258470233538,0.0022788804194355805,0.0010958742688638168,0.0047109621900971455,0.0016870936172281858,0.0028851322110212685,0.0012103144221322637,1.0,2.0
0.06532971933705589,0.0008756914305143582,0.0008072252712389982,0.01701008112775515,0.002013487725149421,0.001271130060581882,0.004668428845862049,0.0015149677768611092,0.003004635036961023,0.0012154419287302431,0.0,3.0
0.1956492242114689,0.0008756914305143582,0.0008072252712389982,0.01701008112775515,0.002013487725149421,0.001271130060581882,0.004668428845862049,0.0015149677768611092,0.003004635036961023,0.0012154419287302431,1.0,3.0
0.09929592652250951,0.0008579034937543639,0.0010755414090333204,0.018060790519064618,0.0028202179682246253,0.001639798342848664,0.007944671936247705,0.0025658129118175665,0.0053175566552030595,0.0029613148338545336,0.0,4.0
0.22914159344612894,0.0008579034937543639,0.0010755414090333204,0.018060790519064618,0.0028202179682246253,0.001639798342848664,0.007944671936247705,0.0025658129118175665,0.0053175566552030595,0.0029613148338545336,1.0,4.0
0.11567998777535182,0.000959384914588135,0.0008932151933978005,0.018138671389680727,0.0040359974395358655,0.0018968203502804926,0.008286750406840682,0.0029548515881261395,0.005057805075506572,0.0024107081147417553,0.0,5.0
0.24053741762959158,0.000959384914588135,0.0008932151933978005,0.018138671389680727,0.0040359974395358655,0.0018968203502804926,0.008286750406840682,0.0029548515881261395,0.005057805075506572,0.0024107081147417553,1.0,5.0
0.11849371671294007,0.0007348196757996917,0.0008329305501488804,0.01650302087606681,0.003346254791661618,0.0017609363615669338,0.008239480840638969,0.002867260206483202,0.005566214133165381,0.002809131729688552,0.0,6.0
0.27648518173136294,0.0007348196757996917,0.0008329305501488804,0.01650302087606681,0.003346254791661618,0.0017609363615669338,0.008239480840638969,0.002867260206483202,0.005566214133165381,0.002809131729688552,1.0,6.0
0.08960494784895223,0.0007087784305159772,0.0009134262939825,0.018083673338359585,0.0033296592789993085,0.0020094011687281643,0.005371647008577174,0.0025246526591211627,0.004207375072754704,0.002291576321157951,0.0,7.0
0.24595575650087165,0.0007087784305159772,0.0009134262939825,0.018083673338359585,0.0033296592789993085,0.0020094011687281643,0.005371647008577174,0.0025246526591211627,0.004207375072754704,0.002291576321157951,1.0,7.0
0.08345916583395896,0.0006758987493427071,0.0005455608113527077,0.010483836686991488,0.0018813983205983043,0.0007102820004032395,0.006375467353332276,0.001998914421301734,0.003643214734772471,0.0016705775482712681,0.0,8.0
0.19620056040686729,0.0006758987493427071,0.0005455608113527077,0.010483836686991488,0.0018813983205983043,0.0007102820004032395,0.006375467353332276,0.001998914421301734,0.003643214734772471,0.0016705775482712681,1.0,8.0
0.10873251235766457,0.0006498621498369772,0.0006081231386838581,0.015928395094983117,0.0026519596175909044,0.0008489361109806914,0.008930810342140383,0.002084856998455731,0.003193195183299302,0.0013290280926128162,0.0,9.0
0.2985563275503167,0.0006498621498369772,0.0006081231386838581,0.015928395094983117,0.0026519596175909044,0.0008489361109806914,0.008930810342140383,0.002084856998455731,0.003193195183299302,0.0013290280926128162,1.0,9.0
