poisson_1,label,id
-19.55832761781403,0.0,1.0
-38.67394719981803,1.0,1.0
-18.88699816982853,0.0,2.0
-38.17213779703616,1.0,2.0
-17.477905066973108,0.0,3.0
-39.09289913271414,1.0,3.0
-24.2406573721928,0.0,4.0
-42.421135859052356,1.0,4.0
-32.05597041828378,0.0,5.0
-51.94247498563209,1.0,5.0
-28.87758190511795,0.0,6.0
-49.9875963577756,1.0,6.0
-20.101208919294095,0.0,7.0
-39.56659888345075,1.0,7.0
-19.72409628630703,0.0,8.0
-36.40715322694996,1.0,8.0
-22.150496137369828,0.0,9.0
-43.762146028717325,1.0,9.0
-20.090465550118097,0.0,10.0
-43.52419120076411,1.0,10.0
-28.390274300487363,0.0,11.0
-55.50241090773079,1.0,11.0
-55.978978436374746,0.0,12.0
-109.46399817071597,1.0,12.0
-29.6488138173886,0.0,13.0
-59.80206832586828,1.0,13.0
-20.91868207314974,0.0,14.0
-58.510596754387734,1.0,14.0
-19.447954146904976,0.0,15.0
-66.45863600602479,1.0,15.0
-22.58581438109195,0.0,16.0
-64.78983991103678,1.0,16.0
-20.925783303859134,0.0,17.0
-65.18377524733796,1.0,17.0
-29.652063454065228,0.0,18.0
-89.08656702988901,1.0,18.0
-41.69081406857458,0.0,19.0
-103.9601758774279,1.0,19.0
-31.635096702525516,0.0,20.0
-84.9665003051523,1.0,20.0
-27.119079465537652,0.0,21.0
-75.65947401128233,1.0,21.0
-22.738073538005665,0.0,22.0
-36.84612273464245,1.0,22.0
-20.845038274265335,0.0,23.0
-39.80275531774487,1.0,23.0
-20.505851570438608,0.0,24.0
-77.76779843264376,1.0,24.0
-31.69911505404616,0.0,25.0
-97.45891973992502,1.0,25.0
-54.42705502113131,0.0,26.0
-110.1510067134368,1.0,26.0
-38.695382223920205,0.0,27.0
-60.22976419013776,1.0,27.0
-24.767094077063575,0.0,28.0
-43.9553296397994,1.0,28.0
-16.73923730073284,0.0,29.0
-44.04130179605181,1.0,29.0
-17.623662784520093,0.0,30.0
-46.572304284177335,1.0,30.0
-15.305879891564018,0.0,31.0
-49.596519733802324,1.0,31.0
-19.47559204156596,0.0,32.0
-47.0484641292428,1.0,32.0
-33.23649331800425,0.0,33.0
-70.91468478839533,1.0,33.0
-27.301682943327705,0.0,34.0
-65.92404728023212,1.0,34.0
-16.068205563835818,0.0,35.0
-42.00246143066124,1.0,35.0
-17.486752922393862,0.0,36.0
-20.51266440902691,1.0,36.0
-19.09436437311524,0.0,37.0
-22.091297301147733,1.0,37.0
-17.12967745649439,0.0,38.0
-20.850538933268126,1.0,38.0
-28.30798629568062,0.0,39.0
-32.0360405403444,1.0,39.0
-48.65278734677031,0.0,40.0
-51.72958759914127,1.0,40.0
-30.691182134677092,0.0,41.0
-33.887710658012566,1.0,41.0
-20.776573614630706,0.0,42.0
-24.574686661668693,1.0,42.0
-23.229537850271754,0.0,43.0
-64.766949463733,1.0,43.0
-19.39304409030092,0.0,44.0
-62.57777960730846,1.0,44.0
-20.212604956820087,0.0,45.0
-79.47920716117505,1.0,45.0
-25.782709469941892,0.0,46.0
-94.87185151466883,1.0,46.0
-48.053200815892524,0.0,47.0
-122.07051135498659,1.0,47.0
-35.63748825266339,0.0,48.0
-98.5859679925361,1.0,48.0
-21.74404672479841,0.0,49.0
-37.444614509136954,1.0,49.0
-19.913689770813107,0.0,50.0
-23.04663205136194,1.0,50.0
-17.45989000990585,0.0,51.0
-20.99177016442536,1.0,51.0
-17.916681716982566,0.0,52.0
-21.08920796462462,1.0,52.0
