poisson_1,label,id
-29.319349448143612,1.0,126.0
-17.245454609711942,0.0,127.0
-31.133130036083912,1.0,127.0
-20.028060986614946,0.0,128.0
-37.40704353791625,1.0,128.0
-19.39565383619447,0.0,129.0
-34.77283268027804,1.0,129.0
-29.356347578062014,0.0,130.0
-44.69764329866075,1.0,130.0
-38.80185756364972,0.0,131.0
-58.31917723151946,1.0,131.0
-22.889069802634367,0.0,132.0
-38.851153388536204,1.0,132.0
-19.378665717426884,0.0,133.0
-34.436073351495,1.0,133.0
-19.81425748363654,0.0,134.0
-49.90113349898229,1.0,134.0
-20.06821828617649,0.0,135.0
-62.52310911487757,1.0,135.0
-19.36426877167787,0.0,136.0
-49.5792809225959,1.0,136.0
-28.011552259243672,0.0,137.0
-54.60072082849911,1.0,137.0
-57.75459104214224,0.0,138.0
-102.57076117039833,1.0,138.0
-29.92433423950979,0.0,139.0
-75.22983217520687,1.0,139.0
-18.769012812045275,0.0,140.0
-44.48632745794612,1.0,140.0
-18.931122607092675,0.0,141.0
-28.987117442383806,1.0,141.0
-18.41584214905879,0.0,142.0
-28.671312578728703,1.0,142.0
-19.454600806557664,0.0,143.0
-37.91541985125741,1.0,143.0
-29.187276662509248,0.0,144.0
-41.144182691734386,1.0,144.0
-44.373988227162044,0.0,145.0
-58.76728848219136,1.0,145.0
-27.752196801023274,0.0,146.0
-39.01153116929527,1.0,146.0
-19.368999143775,0.0,147.0
-33.74931994665303,1.0,147.0
-14.7179240331634,0.0,148.0
-30.67609883966088,1.0,148.0
-15.8715637706091,0.0,149.0
-25.529629442161877,1.0,149.0
-17.631800603189276,0.0,150.0
-24.655300583602184,1.0,150.0
-23.50120783544071,0.0,151.0
-42.77646916368121,1.0,151.0
-38.18090391263377,0.0,152.0
-55.464269892675475,1.0,152.0
-26.58784931041191,0.0,153.0
-42.15779335060097,1.0,153.0
-15.551065388471216,0.0,154.0
-31.54725371756649,1.0,154.0
-14.284711325805802,0.0,155.0
-33.331826150098095,1.0,155.0
-18.95967270087499,0.0,156.0
-44.78082897025661,1.0,156.0
-18.1324079683327,0.0,157.0
-46.22170154488822,1.0,157.0
-28.974893897281618,0.0,158.0
-64.76498586590878,1.0,158.0
-46.45671517665778,0.0,159.0
-88.99737910943895,1.0,159.0
-27.46201061039028,0.0,160.0
-61.61742768679369,1.0,160.0
-16.799816189988633,0.0,161.0
-32.7276117479355,1.0,161.0
-22.452463688807256,0.0,162.0
-44.90835864762312,1.0,162.0
-20.83281957545023,0.0,163.0
-40.802706108785515,1.0,163.0
-19.260507104639373,0.0,164.0
-42.255250661552736,1.0,164.0
-29.497343544040632,0.0,165.0
-73.00750912324565,1.0,165.0
-41.07794355038459,0.0,166.0
-68.12972005745951,1.0,166.0
-30.70340797932522,0.0,167.0
-49.84535086173855,1.0,167.0
-20.728213346959365,0.0,168.0
-39.39639610855738,1.0,168.0
-15.173391196657576,0.0,169.0
-29.87377153210491,1.0,169.0
-15.620057630865176,0.0,170.0
-34.30385513080341,1.0,170.0
-13.526460341326583,0.0,171.0
-30.339621842000497,1.0,171.0
-20.95317357324211,0.0,172.0
-38.57155690669288,1.0,172.0
-28.434692745505345,0.0,173.0
-53.014719399315254,1.0,173.0
-20.16406525228649,0.0,174.0
-41.03178844697595,1.0,174.0
-14.36786673739698,0.0,175.0
-36.09972321801206,1.0,175.0
-16.678149456512983,0.0,176.0
-32.02343117041073,1.0,176.0
-16.240359191862353,0.0,177.0
-29.352212969338098,1.0,177.0
-16.497837939309193,0.0,178.0
-31.59309175956878,1.0,178.0
-23.436387709687097,0.0,179.0
-37.11389468843254,1.0,179.0
-46.33848175188268,0.0,180.0
-61.586251516459015,1.0,180.0
-26.23654649953096,0.0,181.0
-38.84719184562255,1.0,181.0
-16.877368867860923,0.0,182.0
-32.501178223695206,1.0,182.0
-17.46390831871804,0.0,183.0
-18.15961367104319,1.0,183.0
-20.563538947447796,0.0,184.0
-20.83424411774331,1.0,184.0
-20.29169913613123,0.0,185.0
-20.684758728260476,1.0,185.0
-27.11796152261877,0.0,186.0
-28.116156880949802,1.0,186.0
-36.96313991523175,0.0,187.0
-37.935834503121896,1.0,187.0
-27.166230400391214,0.0,188.0
-27.489281093764475,1.0,188.0
-18.250124073194,0.0,189.0
-18.532341318847102,1.0,189.0
-16.474337703837136,0.0,190.0
-24.288478707934246,1.0,190.0
-17.011920049247692,0.0,191.0
-24.95557827037692,1.0,191.0
-18.02898058853907,0.0,192.0
-25.21186277372044,1.0,192.0
-21.263215694674273,0.0,193.0
-27.806286742968496,1.0,193.0
-48.12466163571662,0.0,194.0
-53.540265428977364,1.0,194.0
-33.92977134174771,0.0,195.0
-41.0711214557482,1.0,195.0
-19.131794561576953,0.0,196.0
-27.13628694429417,1.0,196.0
-18.908158869860472,0.0,197.0
-50.83477412537013,1.0,197.0
-18.909022749836367,0.0,198.0
-39.14629538047984,1.0,198.0
-20.673882849093843,0.0,199.0
-47.86165142326172,1.0,199.0
-24.35225855643921,0.0,200.0
-47.91601334307916,1.0,200.0
-42.5831450529613,0.0,201.0
-82.505131017223,1.0,201.0
-31.672009416242872,0.0,202.0
-65.29728473048499,1.0,202.0
-20.020507246706984,0.0,203.0
-68.964769617402,1.0,203.0
-15.533759510118216,0.0,204.0
-66.60683353721879,1.0,204.0
-13.604680270157587,0.0,205.0
-37.540366241144056,1.0,205.0
-14.69514611320028,0.0,206.0
-45.814691175750795,1.0,206.0
-18.93530821876857,0.0,207.0
-49.990001217965755,1.0,207.0
-31.282769651732906,0.0,208.0
-40.964795730600144,1.0,208.0
-18.6076970619456,0.0,209.0
-24.463420373446752,1.0,209.0
-12.03619318158303,0.0,210.0
-18.42089821153013,1.0,210.0
-15.647168287948716,0.0,211.0
-19.789900954115637,1.0,211.0
-16.899751664828727,0.0,212.0
-22.233971045075123,1.0,212.0
-16.711485305390624,0.0,213.0
-22.51727198762319,1.0,213.0
-23.84260814647132,0.0,214.0
-30.58982851004771,1.0,214.0
-33.59302032133746,0.0,215.0
-46.83614856070062,1.0,215.0
-23.273030073328755,0.0,216.0
-30.749177637725552,1.0,216.0
-15.259276229396164,0.0,217.0
-24.63667216394265,1.0,217.0
-18.31056761854461,0.0,218.0
-36.20949282765059,1.0,218.0
-16.261115118668613,0.0,219.0
-43.244630431904625,1.0,219.0
-17.620433945778586,0.0,220.0
-37.84667616092247,1.0,220.0
-21.39760125631574,0.0,221.0
-46.32250727423343,1.0,221.0
-36.437518686230305,0.0,222.0
-56.963688882057795,1.0,222.0
-23.664691004999895,0.0,223.0
-44.01952138297611,1.0,223.0
-16.122891800365778,0.0,224.0
-34.575886993905215,1.0,224.0
-15.993343383452611,0.0,225.0
-26.55930262840684,1.0,225.0
-17.920583922301375,0.0,226.0
-28.008438628254453,1.0,226.0
-18.278305674789408,0.0,227.0
-27.24910184113105,1.0,227.0
-28.314026669067516,0.0,228.0
-36.03654833377277,1.0,228.0
-35.63086696925393,0.0,229.0
-45.47336692724275,1.0,229.0
-25.417702555630967,0.0,230.0
-34.34798422916583,1.0,230.0
-16.6736816200239,0.0,231.0
-24.02821986110689,1.0,231.0
-21.07342232390465,0.0,232.0
-37.59612464664542,1.0,232.0
-18.681587375729578,0.0,233.0
-29.11995828839781,1.0,233.0
-20.038200090203645,0.0,234.0
-36.00278501348157,1.0,234.0
-26.284059828363297,0.0,235.0
-38.84784231412732,1.0,235.0
-44.45046352837744,0.0,236.0
-64.62360540925329,1.0,236.0
-29.933059740093086,0.0,237.0
-57.86480185133087,1.0,237.0
-17.546411225078828,0.0,238.0
-45.23620267176466,1.0,238.0
-16.629118508364627,0.0,239.0
-42.235385432299154,1.0,239.0
-20.577619856507226,0.0,240.0
-39.593454922903675,1.0,240.0
-20.450448373765994,0.0,241.0
-45.22256906084294,1.0,241.0
-24.38302000923204,0.0,242.0
-48.56961484011799,1.0,242.0
-31.718514716176287,0.0,243.0
-52.82491640134367,1.0,243.0
-26.542151935384027,0.0,244.0
-51.86877264649593,1.0,244.0
-21.072784572571436,0.0,245.0
-50.48574698127186,1.0,245.0
-13.136638278928785,0.0,246.0
-20.95718836872993,1.0,246.0
-15.138619506874193,0.0,247.0
-27.675655057190625,1.0,247.0
-15.647136031529044,0.0,248.0
-29.730781839721203,1.0,248.0
-15.95832716475843,0.0,249.0
-30.95922602966766,1.0,249.0
-33.959107774225686,0.0,250.0
-48.546654809309075,1.0,250.0
-18.392667609229193,0.0,251.0
-32.92961021278643,1.0,251.0
-12.460883293761526,0.0,252.0
-26.179193138596474,1.0,252.0
-18.28965231121174,0.0,253.0
-28.762114995744923,1.0,253.0
-15.799077971537372,0.0,254.0
-32.16186395809609,1.0,254.0
-16.894387201077734,0.0,255.0
-38.79733093109462,1.0,255.0
-18.590809346209426,0.0,256.0
-37.8887690048623,1.0,256.0
-31.146252661781546,0.0,257.0
-44.23470599457187,1.0,257.0
-20.96626413759668,0.0,258.0
-36.76308058444147,1.0,258.0
-12.041585011969346,0.0,259.0
-35.02064427600135,1.0,259.0
-13.6311734703404,0.0,260.0
-42.893987447495874,1.0,260.0
-13.937978080799212,0.0,261.0
-48.281172610034446,1.0,261.0
-14.626591328412587,0.0,262.0
-47.027541054916355,1.0,262.0
-15.77836141771104,0.0,263.0
-48.58144677853625,1.0,263.0
-29.95503885061953,0.0,264.0
-55.18772469192618,1.0,264.0
-17.623084943445974,0.0,265.0
-35.854530491481,1.0,265.0
-10.807463545107566,0.0,266.0
-46.82247175404882,1.0,266.0
-16.443449197475047,0.0,267.0
-28.35861557857652,1.0,267.0
-19.433002583396956,0.0,268.0
-33.16502445526908,1.0,268.0
-21.35113508605332,0.0,269.0
-42.35334471027409,1.0,269.0
-28.81671884130992,0.0,270.0
-44.05689308238652,1.0,270.0
-36.24097099742039,0.0,271.0
-55.182094455134575,1.0,271.0
-24.93822885030295,0.0,272.0
-43.37121270797252,1.0,272.0
-18.935922636543182,0.0,273.0
-34.0476475537298,1.0,273.0
-13.774109963360388,0.0,274.0
-27.943866188708398,1.0,274.0
-16.20625784853314,0.0,275.0
-29.649636905527814,1.0,275.0
-18.23299325085486,0.0,276.0
-32.78809805419837,1.0,276.0
-26.413409255987062,0.0,277.0
-37.77450707448543,1.0,277.0
-45.30172277643442,0.0,278.0
-80.84985657013021,1.0,278.0
-28.110727384934762,0.0,279.0
-41.95417559017051,1.0,279.0
-15.882883412205047,0.0,280.0
-30.49747806905134,1.0,280.0
-19.5055614560074,0.0,281.0
-35.13649585484973,1.0,281.0
-19.312187741291837,0.0,282.0
-32.249470686752375,1.0,282.0
-19.131257816671678,0.0,283.0
-30.815993756784337,1.0,283.0
-25.423597783871173,0.0,284.0
-36.58119006216748,1.0,284.0
-38.63705130968265,0.0,285.0
-51.686332462641985,1.0,285.0
-31.38011018616544,0.0,286.0
-45.29089136778248,1.0,286.0
-20.223526026022682,0.0,287.0
-32.477601884862906,1.0,287.0
-15.597905118682775,0.0,288.0
-35.27962226722593,1.0,288.0
-15.79505160043891,0.0,289.0
-41.85310404533902,1.0,289.0
-15.606612426443007,0.0,290.0
-43.30354516812395,1.0,290.0
-24.43588687820329,0.0,291.0
-63.55934202251319,1.0,291.0
-40.54419741153606,0.0,292.0
-92.07261984633396,1.0,292.0
-30.745069386440264,0.0,293.0
-95.98692202806751,1.0,293.0
-16.664695729350115,0.0,294.0
-55.30086618790028,1.0,294.0
-14.586217139841665,0.0,295.0
-34.16933461903636,1.0,295.0
-14.478360789377803,0.0,296.0
-58.98922440582055,1.0,296.0
-14.190088912287592,0.0,297.0
-31.85013929368415,1.0,297.0
-20.81616603346356,0.0,298.0
-36.80101632638434,1.0,298.0
-33.956963244126655,0.0,299.0
-76.08681359833372,1.0,299.0
-20.845608732448,0.0,300.0
-47.80221273494817,1.0,300.0
-15.916146361223127,0.0,301.0
-33.8815934491256,1.0,301.0
-18.19007296457994,0.0,302.0
-49.57812205851678,1.0,302.0
-19.715674131000014,0.0,303.0
-55.19367175089337,1.0,303.0
-16.58927461753251,0.0,304.0
-42.94799413229384,1.0,304.0
-26.48731003802868,0.0,305.0
-50.22599903332548,1.0,305.0
-44.489461739998205,0.0,306.0
-73.12529303179917,1.0,306.0
-24.415125669673216,0.0,307.0
-58.588804094824354,1.0,307.0
-18.268790243153035,0.0,308.0
-41.094249188187405,1.0,308.0
-14.78582369333617,0.0,309.0
-35.82303935575601,1.0,309.0
-14.217843190163876,0.0,310.0
-38.513935727417675,1.0,310.0
-14.850034987244953,0.0,311.0
-35.91162582677339,1.0,311.0
-20.996309607143303,0.0,312.0
-41.9275308547999,1.0,312.0
-32.262224833831624,0.0,313.0
-56.816364126350436,1.0,313.0
-21.677873837228617,0.0,314.0
-34.84624291014188,1.0,314.0
-15.233157213395316,0.0,315.0
-35.65760685730038,1.0,315.0
-14.966028445502161,0.0,316.0
-27.97008281137414,1.0,316.0
-13.50277928013702,0.0,317.0
-27.730848248622806,1.0,317.0
-13.73135444305558,0.0,318.0
-27.819376942431063,1.0,318.0
-17.442896777638452,0.0,319.0
-32.917652909156914,1.0,319.0
-29.885580653675788,0.0,320.0
-52.74836933623783,1.0,320.0
-19.58145440648559,0.0,321.0
-38.63926508363966,1.0,321.0
-12.85240836175376,0.0,322.0
-31.6465648637909,1.0,322.0
-20.344754437582196,0.0,323.0
-33.45966444569967,1.0,323.0
-21.96033041424289,0.0,324.0
-35.300562299479225,1.0,324.0
-20.352611268507644,0.0,325.0
-34.7188939044388,1.0,325.0
-27.281742979550472,0.0,326.0
-38.109218351669824,1.0,326.0
-39.48390217768065,0.0,327.0
-71.7399121256608,1.0,327.0
-28.41079539453267,0.0,328.0
-41.14666219370656,1.0,328.0
-21.07619451643768,0.0,329.0
-34.997963727698334,1.0,329.0
-16.082741624435585,0.0,330.0
-29.38217547737304,1.0,330.0
-17.53657692403749,0.0,331.0
-34.82209566073243,1.0,331.0
-17.494168659380648,0.0,332.0
-35.56994636243644,1.0,332.0
-25.051661986738964,0.0,333.0
-42.81944075833826,1.0,333.0
-47.4120701306083,0.0,334.0
-56.755967778965896,1.0,334.0
-22.372180019928237,0.0,335.0
-31.736545297435896,1.0,335.0
-15.96276278126561,0.0,336.0
-34.651717291623754,1.0,336.0
-19.777195201809718,0.0,337.0
-43.11565011564744,1.0,337.0
-20.287450480293046,0.0,338.0
-49.77526514029978,1.0,338.0
-17.274040765964855,0.0,339.0
-51.635985121488375,1.0,339.0
-25.418198849825785,0.0,340.0
-76.56418892338888,1.0,340.0
-48.82715051096784,0.0,341.0
-117.85322613878179,1.0,341.0
-32.27675515928422,0.0,342.0
-51.92354293676135,1.0,342.0
-21.24750560051598,0.0,343.0
-27.385421062319438,1.0,343.0
-12.185082075947776,0.0,344.0
-24.58446231356129,1.0,344.0
-14.302105887610423,0.0,345.0
-25.20814532793065,1.0,345.0
-15.418974697035992,0.0,346.0
-27.6112452974819,1.0,346.0
-20.223751666455428,0.0,347.0
-31.093579012897408,1.0,347.0
-36.02936959615681,0.0,348.0
-48.92314017070521,1.0,348.0
-22.32396209049739,0.0,349.0
-34.28832582421819,1.0,349.0
-12.659316556209205,0.0,350.0
-24.438353851305237,1.0,350.0
-12.976729382379062,0.0,351.0
-34.3725333794182,1.0,351.0
-15.153267216971017,0.0,352.0
-32.13193445971888,1.0,352.0
-15.397591698024371,0.0,353.0
-32.15859069265957,1.0,353.0
-18.784268450917352,0.0,354.0
-36.237714894197325,1.0,354.0
-27.08386936786519,0.0,355.0
-47.09228590446946,1.0,355.0
-19.525837558760486,0.0,356.0
-41.27403022550152,1.0,356.0
-16.45948490727619,0.0,357.0
-34.975181123525545,1.0,357.0
-17.536112158306423,0.0,358.0
-31.30348784479702,1.0,358.0
-18.388013360790865,0.0,359.0
-34.585154488764374,1.0,359.0
-18.230842816533823,0.0,360.0
-34.22391273178141,1.0,360.0
-27.44751675405496,0.0,361.0
-41.46421257454949,1.0,361.0
-39.137629004909286,0.0,362.0
-52.40606193725307,1.0,362.0
-28.023191738279365,0.0,363.0
-40.89223849557766,1.0,363.0
-20.499327314404127,0.0,364.0
-33.65068080256515,1.0,364.0
-14.87444766388171,0.0,365.0
-53.14308345917971,1.0,365.0
-14.832662996620911,0.0,366.0
-52.19818224306414,1.0,366.0
-16.02240592119915,0.0,367.0
-58.43858979082893,1.0,367.0
-23.35688401638481,0.0,368.0
-69.4844302660681,1.0,368.0
-31.788574619405153,0.0,369.0
-74.78228488319746,1.0,369.0
-21.817261963233705,0.0,370.0
-44.84147049068588,1.0,370.0
-15.138383982157848,0.0,371.0
-48.640911326855985,1.0,371.0
-17.53764121156655,0.0,372.0
-28.55708126209538,1.0,372.0
-17.779027926631443,0.0,373.0
-27.48131244569231,1.0,373.0
-18.15879785034076,0.0,374.0
-32.58060592956599,1.0,374.0
-25.71807760985712,0.0,375.0
-35.635000315764955,1.0,375.0
-37.33350324110188,0.0,376.0
-46.796360022045974,1.0,376.0
-28.32467173942132,0.0,377.0
-38.38673619626752,1.0,377.0
-19.839219908390987,0.0,378.0
-35.65871271519518,1.0,378.0
-12.443218318079289,0.0,379.0
-22.699697240197565,1.0,379.0
-15.594073436915778,0.0,380.0
-28.609026357527,1.0,380.0
-16.444535139737354,0.0,381.0
-28.467016248082928,1.0,381.0
-20.810734452672477,0.0,382.0
-32.36499931612889,1.0,382.0
-30.855531071453697,0.0,383.0
-41.646992777526975,1.0,383.0
-22.588992639825847,0.0,384.0
-32.479966263348615,1.0,384.0
-16.96717705676474,0.0,385.0
-32.10453713831703,1.0,385.0
-17.003509048121487,0.0,386.0
-29.573788794705706,1.0,386.0
-16.423161946669325,0.0,387.0
-29.38631656278062,1.0,387.0
-17.85547392895569,0.0,388.0
-36.830396603035524,1.0,388.0
-26.104040919443833,0.0,389.0
-104.38429692088721,1.0,389.0
-40.93607912425523,0.0,390.0
-113.91611828019722,1.0,390.0
-22.951127540231937,0.0,391.0
-76.54633496843644,1.0,391.0
-14.467080747484943,0.0,392.0
-72.00672514968483,1.0,392.0
-15.864752487588248,0.0,393.0
-26.720321813260398,1.0,393.0
-16.183583845573594,0.0,394.0
-27.74973960602847,1.0,394.0
-17.759914682001636,0.0,395.0
-28.976365595023253,1.0,395.0
-24.934914765560734,0.0,396.0
-37.2396978986244,1.0,396.0
-47.79214328186117,0.0,397.0
-66.87890857710954,1.0,397.0
-28.44043310913503,0.0,398.0
-36.58750737237642,1.0,398.0
-15.747842660051447,0.0,399.0
-24.621002419489514,1.0,399.0
-17.2180024548029,0.0,400.0
-23.680017034869252,1.0,400.0
-16.214151715591925,0.0,401.0
-25.104683947088233,1.0,401.0
-16.843584018825823,0.0,402.0
-30.320261143341668,1.0,402.0
-21.675076268538305,0.0,403.0
-32.90715127734211,1.0,403.0
-41.69736623460085,0.0,404.0
-60.538190456042685,1.0,404.0
-26.152182144251583,0.0,405.0
-34.44769358544181,1.0,405.0
-16.97630285626701,0.0,406.0
-24.23148152975682,1.0,406.0
-15.790161029606224,0.0,407.0
-28.12313083369463,1.0,407.0
-16.66295715993624,0.0,408.0
-35.03624865186589,1.0,408.0
-19.41134655941596,0.0,409.0
-33.72665857679749,1.0,409.0
-20.726276498523475,0.0,410.0
-35.598782162718635,1.0,410.0
-31.214410721265722,0.0,411.0
-48.98638521310477,1.0,411.0
