gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,label,id
0.03146615042093348,0.013584684177697426,0.0021991580777425135,0.004168544136760932,0.0019118546391911906,0.0,1.0
0.13059981784298547,0.013584684177697426,0.0021991580777425135,0.004168544136760932,0.0019118546391911906,1.0,1.0
0.030155953622601483,0.01254243896364704,0.0032555779330776247,0.003538735039753771,0.0018406724863564428,0.0,2.0
0.1440949915630223,0.01254243896364704,0.0032555779330776247,0.003538735039753771,0.0018406724863564428,1.0,2.0
0.027961468088478547,0.010764170451400101,0.0019123682394708297,0.0038511097260784943,0.0021533621866716146,0.0,3.0
0.12750803282073386,0.010764170451400101,0.0019123682394708297,0.0038511097260784943,0.0021533621866716146,1.0,3.0
0.03543162488015961,0.013580645154576576,0.0030889635875515076,0.00429343045917463,0.0018148276010108155,0.0,4.0
0.11888490149579445,0.013580645154576576,0.0030889635875515076,0.00429343045917463,0.0018148276010108155,1.0,4.0
0.04493301146281414,0.015671569626670934,0.004614975526255005,0.005595853097576153,0.002458967383199173,0.0,5.0
0.11470198863410008,0.015671569626670934,0.004614975526255005,0.005595853097576153,0.002458967383199173,1.0,5.0
0.03742619145396686,0.012409583972988525,0.0032085920059157225,0.004725245311533843,0.0018875378625278216,0.0,6.0
0.14886528160243673,0.012409583972988525,0.0032085920059157225,0.004725245311533843,0.0018875378625278216,1.0,6.0
0.030106452567296493,0.013026796337378688,0.002819212438379015,0.0034654857898086533,0.0017933309202424752,0.0,7.0
0.2062539920736124,0.013026796337378688,0.002819212438379015,0.0034654857898086533,0.0017933309202424752,1.0,7.0
0.038184727798145524,0.014167923370191016,0.0022646718328509508,0.00474695345599363,0.0021886677977844826,0.0,8.0
0.08971936387792923,0.014167923370191016,0.0022646718328509508,0.00474695345599363,0.0021886677977844826,1.0,8.0
0.04450694557127477,0.015291723119108092,0.0021463419062461853,0.005284217519145873,0.002576267206101157,0.0,9.0
0.0914873850430955,0.015291723119108092,0.0021463419062461853,0.005284217519145873,0.002576267206101157,1.0,9.0
0.0398735225761544,0.012794685217758062,0.001970289133831127,0.0039455406220412215,0.0020000960665313983,0.0,10.0
0.09082154013347088,0.012794685217758062,0.001970289133831127,0.0039455406220412215,0.0020000960665313983,1.0,10.0
0.04556542159881172,0.013223165363061895,0.002119396333942092,0.004692943807976135,0.0029628418660059275,0.0,11.0
0.08040389654094326,0.013223165363061895,0.002119396333942092,0.004692943807976135,0.0029628418660059275,1.0,11.0
0.05311791756870354,0.01827008992238799,0.003942905464912716,0.007105589983617655,0.004927201900504663,0.0,12.0
0.08985377751647361,0.01827008992238799,0.003942905464912716,0.007105589983617655,0.004927201900504663,1.0,12.0
0.058709881492761795,0.0173206544784672,0.0024176682855365783,0.005905720720612351,0.003022694116507907,0.0,13.0
0.12063122392121928,0.0173206544784672,0.0024176682855365783,0.005905720720612351,0.003022694116507907,1.0,13.0
0.04730708479962553,0.013003552859437217,0.002333615690405466,0.004699762960651999,0.0028029644688127853,0.0,14.0
0.09100932055981792,0.013003552859437217,0.002333615690405466,0.004699762960651999,0.0028029644688127853,1.0,14.0
0.0344842592746506,0.010932524761437357,0.0024887087134093377,0.0040986427207130305,0.0019943423085262424,0.0,15.0
0.04920958249682572,0.010932524761437357,0.0024887087134093377,0.0040986427207130305,0.0019943423085262424,1.0,15.0
0.032464237758591974,0.009997198784189365,0.0033282445134590333,0.0030578591760446194,0.0015025522060971852,0.0,16.0
0.0539055805784634,0.009997198784189365,0.0033282445134590333,0.0030578591760446194,0.0015025522060971852,1.0,16.0
0.03522020984847307,0.010189659221212732,0.002653462167591325,0.004174248255708779,0.0022627042015184173,0.0,17.0
0.05734230558021025,0.010189659221212732,0.002653462167591325,0.004174248255708779,0.0022627042015184173,1.0,17.0
0.04420562919483162,0.014097747962401819,0.005079562655356362,0.004647272224683974,0.0023126114147529186,0.0,18.0
0.06289234988384917,0.014097747962401819,0.005079562655356362,0.004647272224683974,0.0023126114147529186,1.0,18.0
0.06265396175159488,0.021102829490862174,0.006404340681088083,0.006401488356255758,0.003369926383460342,0.0,19.0
0.079389325406233,0.021102829490862174,0.006404340681088083,0.006401488356255758,0.003369926383460342,1.0,19.0
0.03796816534252878,0.01065264375973829,0.004081174411610267,0.0039528664226304855,0.0019385770526216817,0.0,20.0
0.05241265533602002,0.01065264375973829,0.004081174411610267,0.0039528664226304855,0.0019385770526216817,1.0,20.0
0.03259922671924098,0.009450528336271358,0.0037308917448366508,0.0030083439446091376,0.0013247782737244584,0.0,21.0
0.04790258664521341,0.009450528336271358,0.0037308917448366508,0.0030083439446091376,0.0013247782737244584,1.0,21.0
0.03605881417557022,0.01451892157710466,0.0026062002281199703,0.003567456336087016,0.0016470244688608915,0.0,22.0
0.057286664827236766,0.01451892157710466,0.0026062002281199703,0.003567456336087016,0.0016470244688608915,1.0,22.0
0.03347001490238499,0.01426342833549965,0.0026544744132017684,0.003521218447863461,0.001930702926812522,0.0,23.0
0.047875141042037495,0.01426342833549965,0.0026544744132017684,0.003521218447863461,0.001930702926812522,1.0,23.0
0.0352224633870879,0.013960936309644456,0.0025856620628568194,0.0032006325447442308,0.0016798331330489802,0.0,24.0
0.05448695659269198,0.013960936309644456,0.0025856620628568194,0.0032006325447442308,0.0016798331330489802,1.0,24.0
0.044226299271017844,0.017852457449759385,0.0027183062797684343,0.004104457609390266,0.0029098942190026733,0.0,25.0
0.05551456232705476,0.017852457449759385,0.0027183062797684343,0.004104457609390266,0.0029098942190026733,1.0,25.0
0.061876084972649625,0.030120369933476887,0.0034104491263633463,0.007656452525236723,0.004341150991804987,0.0,26.0
0.07123681345722499,0.030120369933476887,0.0034104491263633463,0.007656452525236723,0.004341150991804987,1.0,26.0
0.03666340167825899,0.01619266283759302,0.003312876108737317,0.003748078989626258,0.0018615671559896185,0.0,27.0
0.04647069651891966,0.01619266283759302,0.003312876108737317,0.003748078989626258,0.0018615671559896185,1.0,27.0
