gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,label,id
0.03577080180155612,0.019038753807268716,0.002916182032205228,0.004362824474153815,0.0025866012565303187,0.0,1.0
0.04035920836104978,0.019038753807268716,0.002916182032205228,0.004362824474153815,0.0025866012565303187,1.0,1.0
0.03401773489789717,0.023784308775335106,0.002315219483617792,0.004700875280669425,0.003628161078956804,0.0,2.0
0.036049989904674895,0.023784308775335106,0.002315219483617792,0.004700875280669425,0.003628161078956804,1.0,2.0
0.032511862630223654,0.02465801406456558,0.002255393022524199,0.004469098359120238,0.003732528185720785,0.0,3.0
0.03542765212824461,0.02465801406456558,0.002255393022524199,0.004469098359120238,0.003732528185720785,1.0,3.0
0.03684760028552514,0.02884901393528372,0.002951462510235814,0.005608410417506704,0.005287094733590347,0.0,4.0
0.04345301452281625,0.02884901393528372,0.002951462510235814,0.005608410417506704,0.005287094733590347,1.0,4.0
0.059464923293290894,0.03852181556607759,0.004172656519416229,0.007367024271220046,0.005619084685417608,0.0,5.0
0.06455403125914572,0.03852181556607759,0.004172656519416229,0.007367024271220046,0.005619084685417608,1.0,5.0
0.04936125311050521,0.022651052467490995,0.003294349922375428,0.005299821796041826,0.0035534431970787317,0.0,6.0
0.051366208564195937,0.022651052467490995,0.003294349922375428,0.005299821796041826,0.0035534431970787317,1.0,6.0
0.032787156428388364,0.01688591804675932,0.0020160968533455836,0.004249587582676018,0.0029172255668452607,0.0,7.0
0.03465771191013545,0.01688591804675932,0.0020160968533455836,0.004249587582676018,0.0029172255668452607,1.0,7.0
0.04050343772745979,0.012545647750349165,0.002910589476419645,0.004892090753654266,0.0019997657796393398,0.0,8.0
0.07700350067196338,0.012545647750349165,0.002910589476419645,0.004892090753654266,0.0019997657796393398,1.0,8.0
0.062315533694322855,0.01391912396987971,0.0035540248235959027,0.006542305962796924,0.00280432330602709,0.0,9.0
0.13772763288229184,0.01391912396987971,0.0035540248235959027,0.006542305962796924,0.00280432330602709,1.0,9.0
0.060843070381638054,0.013546235766092707,0.0033090786914771186,0.006067428006355957,0.002427974759523721,0.0,10.0
0.1209861345446468,0.013546235766092707,0.0033090786914771186,0.006067428006355957,0.002427974759523721,1.0,10.0
0.07322023946980227,0.01422604173177966,0.005262222244701853,0.006402394915010046,0.0031411633640048287,0.0,11.0
0.13819939399485293,0.01422604173177966,0.005262222244701853,0.006402394915010046,0.0031411633640048287,1.0,11.0
0.10167424246070711,0.02335167761274226,0.007431259184799366,0.00754120552300197,0.004373376824211128,0.0,12.0
0.1596864181091715,0.02335167761274226,0.007431259184799366,0.00754120552300197,0.004373376824211128,1.0,12.0
0.06007495113924666,0.019436728793052804,0.005072909182412211,0.005027335721705661,0.0027920035569750645,0.0,13.0
0.0975256854286557,0.019436728793052804,0.005072909182412211,0.005027335721705661,0.0027920035569750645,1.0,13.0
0.06520753949749603,0.015726307382964766,0.003240726240747893,0.0053296974211258785,0.0021537508022499985,0.0,14.0
0.14979873099355778,0.015726307382964766,0.003240726240747893,0.0053296974211258785,0.0021537508022499985,1.0,14.0
0.051924858911673866,0.016489633408171223,0.0033571611290286185,0.005651771957343232,0.0032951898876563135,0.0,15.0
0.06831494179737829,0.016489633408171223,0.0033571611290286185,0.005651771957343232,0.0032951898876563135,1.0,15.0
0.05865090436141651,0.012654650733148642,0.003332653974463806,0.005291184622577827,0.002627707152099923,0.0,16.0
0.08115460499805227,0.012654650733148642,0.003332653974463806,0.005291184622577827,0.002627707152099923,1.0,16.0
0.06276750985982416,0.015096333969763176,0.004046785052520985,0.005315662743673677,0.002807345862698263,0.0,17.0
0.11624810695644605,0.015096333969763176,0.004046785052520985,0.005315662743673677,0.002807345862698263,1.0,17.0
0.08558047832484128,0.018026362857528788,0.005035104737608709,0.005773017882534592,0.002871973917046855,0.0,18.0
0.15151697950345344,0.018026362857528788,0.005035104737608709,0.005773017882534592,0.002871973917046855,1.0,18.0
0.07149009315169819,0.01983880667064497,0.006139517868287037,0.004939765462224077,0.00280189093273453,0.0,19.0
0.11468247303025159,0.01983880667064497,0.006139517868287037,0.004939765462224077,0.00280189093273453,1.0,19.0
0.05129490259037839,0.013971894386714645,0.004030674365534281,0.004087206928307552,0.0033876366011247327,0.0,20.0
0.06983148875786815,0.013971894386714645,0.004030674365534281,0.004087206928307552,0.0033876366011247327,1.0,20.0
0.04025296740117623,0.01155285036156295,0.0027016654332410184,0.003991873419529668,0.003464045205277433,0.0,21.0
0.056671608541449814,0.01155285036156295,0.0027016654332410184,0.003991873419529668,0.003464045205277433,1.0,21.0
0.043483084198158384,0.011779513970491262,0.0026702031091745404,0.004642799395893071,0.002178468605173123,0.0,22.0
0.09385784943239317,0.011779513970491262,0.0026702031091745404,0.004642799395893071,0.002178468605173123,1.0,22.0
0.052648018326103774,0.01621321748512594,0.004000575765257697,0.005027053070367327,0.0020573484817205667,0.0,23.0
0.11037366213818167,0.01621321748512594,0.004000575765257697,0.005027053070367327,0.0020573484817205667,1.0,23.0
0.0737876901839547,0.020782068952080568,0.004547569113249494,0.005265518804174807,0.002316634952467922,0.0,24.0
0.19612653826526527,0.020782068952080568,0.004547569113249494,0.005265518804174807,0.002316634952467922,1.0,24.0
0.057963648448966065,0.01832480802533709,0.004682014657266809,0.005408365200540999,0.002248032350661955,0.0,25.0
0.13727292914463662,0.01832480802533709,0.004682014657266809,0.005408365200540999,0.002248032350661955,1.0,25.0
0.0510515228270747,0.02124320229204102,0.005251167586579175,0.0050645233737083295,0.0017887513891050588,0.0,26.0
0.11160559553418903,0.02124320229204102,0.005251167586579175,0.0050645233737083295,0.0017887513891050588,1.0,26.0
0.049078701690665305,0.015666924620359346,0.004903411367049859,0.004744374816565422,0.0020992026443269474,0.0,27.0
0.11060001392255092,0.015666924620359346,0.004903411367049859,0.004744374816565422,0.0020992026443269474,1.0,27.0
0.047145412386668806,0.013180315959523625,0.0033972675925504348,0.00400406807589615,0.0024945525051189854,0.0,28.0
0.12302777234289897,0.013180315959523625,0.0033972675925504348,0.00400406807589615,0.0024945525051189854,1.0,28.0
0.03329889134985864,0.014498919289049006,0.003736004967476614,0.006957287158473768,0.002586751641520113,0.0,29.0
0.12350955291322219,0.014498919289049006,0.003736004967476614,0.006957287158473768,0.002586751641520113,1.0,29.0
0.03616910092573322,0.021216012905338477,0.0030147237891635648,0.013031822136246873,0.0023973368889844693,0.0,30.0
0.12546284849079914,0.021216012905338477,0.0030147237891635648,0.013031822136246873,0.0023973368889844693,1.0,30.0
0.03556257974181731,0.023195677821865157,0.003257202920962765,0.013149809846095373,0.0025859903675309326,0.0,31.0
0.1342086316085429,0.023195677821865157,0.003257202920962765,0.013149809846095373,0.0025859903675309326,1.0,31.0
0.0427526323687033,0.017148961450485167,0.0033716800582901385,0.008494301931109671,0.002570318729040899,0.0,32.0
0.12295164715644313,0.017148961450485167,0.0033716800582901385,0.008494301931109671,0.002570318729040899,1.0,32.0
0.06964652039879171,0.03562878226157018,0.007035509987616706,0.010459834181904437,0.0037368412348803837,0.0,33.0
0.14523929155412585,0.03562878226157018,0.007035509987616706,0.010459834181904437,0.0037368412348803837,1.0,33.0
0.05877251595197608,0.023361664246094094,0.004717163069695385,0.009762756043557808,0.003890136025176627,0.0,34.0
0.15717152848543714,0.023361664246094094,0.004717163069695385,0.009762756043557808,0.003890136025176627,1.0,34.0
0.041138464999523894,0.020011574143738553,0.002426236103906021,0.00930058233146136,0.0031356115915199823,0.0,35.0
0.1826680614063685,0.020011574143738553,0.002426236103906021,0.00930058233146136,0.0031356115915199823,1.0,35.0
0.023866684823702133,0.007349525258236067,0.0011556266979577678,0.004147776040465345,0.003463301642141925,0.0,36.0
0.07445035643336873,0.007349525258236067,0.0011556266979577678,0.004147776040465345,0.003463301642141925,1.0,36.0
0.029019575362032146,0.010883508993114965,0.0016743153416869383,0.00638545564144799,0.004883123730822447,0.0,37.0
0.11103183121370908,0.010883508993114965,0.0016743153416869383,0.00638545564144799,0.004883123730822447,1.0,37.0
0.025906585485824696,0.01096505882777743,0.0019511123075912629,0.006263463805380898,0.004910507282541499,0.0,38.0
0.09391843470809746,0.01096505882777743,0.0019511123075912629,0.006263463805380898,0.004910507282541499,1.0,38.0
0.034517255611844266,0.014840732208528884,0.002227478258846727,0.009542812108603638,0.005440366331898261,0.0,39.0
0.10656384675883102,0.014840732208528884,0.002227478258846727,0.009542812108603638,0.005440366331898261,1.0,39.0
0.04820211667755503,0.018955462621670804,0.0024470416722377486,0.010119071028336535,0.005589995108072454,0.0,40.0
0.08512432825541838,0.018955462621670804,0.0024470416722377486,0.010119071028336535,0.005589995108072454,1.0,40.0
0.03467586146216295,0.01451229780921226,0.003014180264614197,0.007025341601301971,0.00427131559938454,0.0,41.0
0.08138273749437985,0.01451229780921226,0.003014180264614197,0.007025341601301971,0.00427131559938454,1.0,41.0
0.028601380147160516,0.010578455205553006,0.002269443736593324,0.006369475766353272,0.004426855258219842,0.0,42.0
0.0957136333238564,0.010578455205553006,0.002269443736593324,0.006369475766353272,0.004426855258219842,1.0,42.0
