gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,label,id
0.0348478994241308,0.013012283522199297,0.00260576965224546,0.004641843009694835,0.002604520441969349,0.0,1.0
0.09557478252320228,0.013012283522199297,0.00260576965224546,0.004641843009694835,0.002604520441969349,1.0,1.0
0.0388144492234086,0.01510687738813532,0.0031408996141957246,0.003812442869211008,0.002044220975031763,0.0,2.0
0.11121156007961952,0.01510687738813532,0.0031408996141957246,0.003812442869211008,0.002044220975031763,1.0,2.0
0.03095835698193028,0.01481036508846545,0.0026831959499582503,0.0035583291589840194,0.0020547175960943243,0.0,3.0
0.09792842913258104,0.01481036508846545,0.0026831959499582503,0.0035583291589840194,0.0020547175960943243,1.0,3.0
0.03970939752258973,0.015844538899084437,0.003506060874407968,0.0059576021700129544,0.004045353689469788,0.0,4.0
0.09438725138225523,0.015844538899084437,0.003506060874407968,0.0059576021700129544,0.004045353689469788,1.0,4.0
0.04550440792622856,0.018287975658271005,0.004384354530190926,0.006662618822805388,0.0037551256452732495,0.0,5.0
0.09710670272689015,0.018287975658271005,0.004384354530190926,0.006662618822805388,0.0037551256452732495,1.0,5.0
0.04907731431229223,0.017248743292015867,0.0037813940188171635,0.006446458015272327,0.0040707318075279275,0.0,6.0
0.11830684035858452,0.017248743292015867,0.0037813940188171635,0.006446458015272327,0.0040707318075279275,1.0,6.0
0.03932933656122817,0.014882205325794207,0.0038231925535341382,0.004762877746702365,0.003138988820416966,0.0,7.0
0.11295151694460825,0.014882205325794207,0.0038231925535341382,0.004762877746702365,0.003138988820416966,1.0,7.0
0.036968253383642846,0.015069521734861091,0.0022607719801572834,0.004878222201356586,0.002446316042765684,0.0,8.0
0.09153205780628237,0.015069521734861091,0.0022607719801572834,0.004878222201356586,0.002446316042765684,1.0,8.0
0.048455924422308616,0.019893932536819925,0.003585954013630488,0.005561625245098956,0.002228577590760672,0.0,9.0
0.1405793628700711,0.019893932536819925,0.003585954013630488,0.005561625245098956,0.002228577590760672,1.0,9.0
0.042008628224211364,0.02022261752968557,0.003507664247136777,0.0050564066015112985,0.001921324681974923,0.0,10.0
0.13649368213074498,0.02022261752968557,0.003507664247136777,0.0050564066015112985,0.001921324681974923,1.0,10.0
0.049546963438974245,0.02686805023007066,0.004249511305358666,0.0064719905719829995,0.003534497073027776,0.0,11.0
0.1462914488412661,0.02686805023007066,0.004249511305358666,0.0064719905719829995,0.003534497073027776,1.0,11.0
0.07156176460443264,0.026922557256199298,0.005189122064065632,0.007485731285169717,0.0038454125104672165,0.0,12.0
0.20944431720076828,0.026922557256199298,0.005189122064065632,0.007485731285169717,0.0038454125104672165,1.0,12.0
0.04474427155318672,0.01783557159611382,0.003995106834319362,0.004945760606263949,0.0025338567330459583,0.0,13.0
0.12617494273784402,0.01783557159611382,0.003995106834319362,0.004945760606263949,0.0025338567330459583,1.0,13.0
0.03778250349450962,0.01691689523498674,0.003117976750702134,0.0053812989367241215,0.0024879908081838487,0.0,14.0
0.17383913831695041,0.01691689523498674,0.003117976750702134,0.0053812989367241215,0.0024879908081838487,1.0,14.0
0.0375817261502589,0.011935161876372113,0.002084208335522586,0.005013252561388182,0.0045360970100398745,0.0,15.0
