gamma_1,gamma_2,label,id
0.018644973385095742,0.002905254716157657,0.0,1.0
0.059697891995659,0.002905254716157657,1.0,1.0
0.017439939356824752,0.002527029811636883,0.0,2.0
0.06181469823959107,0.002527029811636883,1.0,2.0
0.016755723922976973,0.0027972407340928207,0.0,3.0
0.05948888270197461,0.0027972407340928207,1.0,3.0
0.020891639536533724,0.0029259973735800138,0.0,4.0
0.05589426802702668,0.0029259973735800138,1.0,4.0
0.025301559926460993,0.0038186341145709513,0.0,5.0
0.05243196604745215,0.0038186341145709513,1.0,5.0
0.020460155949196146,0.003125684651791971,0.0,6.0
0.0611700411699192,0.003125684651791971,1.0,6.0
0.017819254020901898,0.0025123412138521317,0.0,7.0
0.0862982270670769,0.0025123412138521317,1.0,7.0
0.018701091529434333,0.0032385883959116235,0.0,8.0
0.03555953250753818,0.0032385883959116235,1.0,8.0
0.021667074115844898,0.003834533264628792,0.0,9.0
0.03708825155087947,0.003834533264628792,1.0,9.0
0.01911000726718859,0.002914344820518444,0.0,10.0
0.03566638990277626,0.002914344820518444,1.0,10.0
0.021587859993793757,0.003644237476581935,0.0,11.0
0.0331569409143011,0.003644237476581935,1.0,11.0
0.028198994606424055,0.005757819953914556,0.0,12.0
0.04173446678097559,0.005757819953914556,1.0,12.0
0.026343002615393463,0.0043490644819002,0.0,13.0
0.04457320198514747,0.0043490644819002,1.0,13.0
0.019747561745311337,0.0035681181619531266,0.0,14.0
0.03179956744915291,0.0035681181619531266,1.0,14.0
0.017409417790161807,0.002835845528379899,0.0,15.0
0.022576489158862678,0.002835845528379899,1.0,15.0
0.016543030194593022,0.002130311421284947,0.0,16.0
0.02410469038421592,0.002130311421284947,1.0,16.0
0.01739490210006256,0.0029997255746874174,0.0,17.0
0.025025136853316088,0.0029997255746874174,1.0,17.0
0.021777320025861968,0.003231099176703278,0.0,18.0
0.027890899216479692,0.003231099176703278,1.0,18.0
0.029793669797578914,0.004651023951439015,0.0,19.0
0.03494426380686422,0.004651023951439015,1.0,19.0
0.019172973356533785,0.0027153678756794974,0.0,20.0
0.02430957709985737,0.0027153678756794974,1.0,20.0
0.016263127674324362,0.0020880614429890088,0.0,21.0
0.021552254084024725,0.0020880614429890088,1.0,21.0
0.018923134276591647,0.0025892671042080373,0.0,22.0
0.026567938992400286,0.0025892671042080373,1.0,22.0
0.018085677746799256,0.0026390282001731435,0.0,23.0
0.02351750489317528,0.0026390282001731435,1.0,23.0
0.019163918219419873,0.0023897930869081208,0.0,24.0
0.026477871618386217,0.0023897930869081208,1.0,24.0
0.024449435301004296,0.0034221536550060883,0.0,25.0
0.028853038709108603,0.0034221536550060883,1.0,25.0
0.03480432469552319,0.005792022013059395,0.0,26.0
0.03847881594809133,0.005792022013059395,1.0,26.0
0.021127981650598482,0.002865193634449703,0.0,27.0
0.025198133678244083,0.002865193634449703,1.0,27.0
0.019127173400793396,0.0025142615102957677,0.0,28.0
0.028761870716356164,0.0025142615102957677,1.0,28.0
0.016086374677816373,0.002512447778727278,0.0,29.0
0.032691795313275485,0.002512447778727278,1.0,29.0
0.018382838645382815,0.0028088318906864806,0.0,30.0
0.039891760748760774,0.0028088318906864806,1.0,30.0
0.01847997992727546,0.0032719911871263996,0.0,31.0
0.0358737483305922,0.0032719911871263996,1.0,31.0
0.024469793719893218,0.003526173371587671,0.0,32.0
0.0466267379539449,0.003526173371587671,1.0,32.0
0.03368501731115536,0.004520049168777351,0.0,33.0
0.050235540506092136,0.004520049168777351,1.0,33.0
0.022252928121805127,0.0029360934824640417,0.0,34.0
0.03903406507317442,0.0029360934824640417,1.0,34.0
0.01713100724250305,0.0022198188421156395,0.0,35.0
0.043047507867937096,0.0022198188421156395,1.0,35.0
0.021286503743927376,0.0031340419969434485,0.0,36.0
0.026685700928695155,0.0031340419969434485,1.0,36.0
0.024455545543042412,0.004178577298067143,0.0,37.0
0.029920892172999203,0.004178577298067143,1.0,37.0
0.023273296766681995,0.004056553913398542,0.0,38.0
0.02993248543913163,0.004056553913398542,1.0,38.0
0.031630157115256186,0.007769245780355316,0.0,39.0
0.03754380666307355,0.007769245780355316,1.0,39.0
0.03189847110122468,0.00759591619775124,0.0,40.0
0.03604207148376792,0.00759591619775124,1.0,40.0
0.0301074973399742,0.005669540102450021,0.0,41.0
0.034885940866741905,0.005669540102450021,1.0,41.0
0.024016572188897634,0.004198687901603382,0.0,42.0
0.03022870850795334,0.004198687901603382,1.0,42.0
0.019374639784479175,0.002890021269747578,0.0,43.0
0.053954414269463236,0.002890021269747578,1.0,43.0
0.01876381935641902,0.002849784671168809,0.0,44.0
0.05340718623594842,0.002849784671168809,1.0,44.0
0.01994509570580627,0.0028954895651831514,0.0,45.0
0.05068683057649537,0.0028954895651831514,1.0,45.0
0.023140099933650404,0.003689516065580545,0.0,46.0
0.04522646774130967,0.003689516065580545,1.0,46.0
0.02309823126178623,0.003522779460601644,0.0,47.0
0.0612670883703319,0.003522779460601644,1.0,47.0
0.02227399444744771,0.003409425550191969,0.0,48.0
0.05871606280253028,0.003409425550191969,1.0,48.0
0.02155986086022743,0.003159010654456118,0.0,49.0
0.04759030397999986,0.003159010654456118,1.0,49.0
0.020070461035885945,0.002923496805834702,0.0,50.0
0.03770245277943518,0.002923496805834702,1.0,50.0
0.021201835047477413,0.0031801882794009195,0.0,51.0
0.051435970314244184,0.0031801882794009195,1.0,51.0
0.02047007650196342,0.0027740540848224526,0.0,52.0
0.050996203464586554,0.0027740540848224526,1.0,52.0
0.02784398134861421,0.004433682359997082,0.0,53.0
0.05070362332663958,0.004433682359997082,1.0,53.0
0.03624830369656795,0.006371026520332279,0.0,54.0
0.059551388326704036,0.006371026520332279,1.0,54.0
0.025430162788278476,0.004365382451430033,0.0,55.0
0.05500575097186022,0.004365382451430033,1.0,55.0
0.02282996399342352,0.00364308899527499,0.0,56.0
0.05820730822837605,0.00364308899527499,1.0,56.0
0.018988953266680042,0.003070245757106793,0.0,57.0
0.04226727954241527,0.003070245757106793,1.0,57.0
0.017565042489017024,0.0025950297720251925,0.0,58.0
0.03254778101636813,0.0025950297720251925,1.0,58.0
0.018370395103112003,0.0031963106580468192,0.0,59.0
0.033158907816710936,0.0031963106580468192,1.0,59.0
0.022791850513192546,0.0036207721523591196,0.0,60.0
0.040069613951072114,0.0036207721523591196,1.0,60.0
0.029176967451129965,0.004614938603906715,0.0,61.0
0.047163172274425236,0.004614938603906715,1.0,61.0
0.019362884791422008,0.0031229847361879948,0.0,62.0
0.041908999025391136,0.0031229847361879948,1.0,62.0
0.016396022482828787,0.0025728112885303744,0.0,63.0
0.037959387629403096,0.0025728112885303744,1.0,63.0
0.018565210100906615,0.0031773977391962305,0.0,64.0
0.03123773930125795,0.0031773977391962305,1.0,64.0
0.017127218337181116,0.0024842448927748784,0.0,65.0
0.03281178415104158,0.0024842448927748784,1.0,65.0
0.0183523480543486,0.0024708205579457854,0.0,66.0
0.03470112695008565,0.0024708205579457854,1.0,66.0
0.021663395518912498,0.0034998605361509227,0.0,67.0
0.0334133934809735,0.0034998605361509227,1.0,67.0
0.028415748222819115,0.004844298887789922,0.0,68.0
0.04591872245835926,0.004844298887789922,1.0,68.0
0.023957644275057977,0.0036883588085747654,0.0,69.0
0.045592763879978904,0.0036883588085747654,1.0,69.0
0.020160030518357352,0.002689746541512772,0.0,70.0
0.03283809572484975,0.002689746541512772,1.0,70.0
0.021600565603747235,0.003124005917623851,0.0,71.0
0.030638725401283207,0.003124005917623851,1.0,71.0
0.020400670920304176,0.002929014744994962,0.0,72.0
0.0319969780493814,0.002929014744994962,1.0,72.0
0.020053112921563532,0.002894541180027854,0.0,73.0
0.029235691653781704,0.002894541180027854,1.0,73.0
0.022717197008156997,0.0039845623650744955,0.0,74.0
0.038024223108142685,0.0039845623650744955,1.0,74.0
0.03153989693965409,0.0053810434660936934,0.0,75.0
0.05188147826514511,0.0053810434660936934,1.0,75.0
0.02515492838592115,0.004261912223395559,0.0,76.0
0.03597255789536513,0.004261912223395559,1.0,76.0
0.02137936634151094,0.0033076500450270885,0.0,77.0
0.03317326783722452,0.0033076500450270885,1.0,77.0
0.020568320426669118,0.002861288611122337,0.0,78.0
0.034468208412009815,0.002861288611122337,1.0,78.0
0.018836279860215743,0.002603987876056202,0.0,79.0
0.03143046972471053,0.002603987876056202,1.0,79.0
0.020392306857092368,0.0027936544087605597,0.0,80.0
0.034395106634041994,0.0027936544087605597,1.0,80.0
0.024856753051909486,0.0032140638789290854,0.0,81.0
0.03456150901526689,0.0032140638789290854,1.0,81.0
0.033655713824019884,0.00479401916019917,0.0,82.0
0.0455790782892298,0.00479401916019917,1.0,82.0
0.023174757870594753,0.002975143910360245,0.0,83.0
0.03917909226190108,0.002975143910360245,1.0,83.0
0.023428074421556033,0.0029572070635097703,0.0,84.0
0.03425821317686495,0.0029572070635097703,1.0,84.0
0.020945128663661272,0.002802111247434791,0.0,85.0
0.03669220476685142,0.002802111247434791,1.0,85.0
0.018143391073386805,0.0024940581772932013,0.0,86.0
0.030554697492782168,0.0024940581772932013,1.0,86.0
0.018832875217742018,0.0024987088679542246,0.0,87.0
0.03377636196086797,0.0024987088679542246,1.0,87.0
0.021340094263301523,0.002924394402378905,0.0,88.0
0.036581767200638104,0.002924394402378905,1.0,88.0
0.02748761699225577,0.0030052998310061696,0.0,89.0
0.058750438861903564,0.0030052998310061696,1.0,89.0
0.024181979706109136,0.0030893211985483227,0.0,90.0
0.03940518225472678,0.0030893211985483227,1.0,90.0
0.02102510751776432,0.002825576600756996,0.0,91.0
0.036934514237601856,0.002825576600756996,1.0,91.0
0.020842910567490325,0.0031858920491356635,0.0,92.0
0.022245411028225526,0.0031858920491356635,1.0,92.0
0.023314937964826754,0.003117541050396966,0.0,93.0
0.0314500953078376,0.003117541050396966,1.0,93.0
0.02096327534198883,0.0029262547062707256,0.0,94.0
0.032257750081206904,0.0029262547062707256,1.0,94.0
0.03365372867783023,0.005465761170658112,0.0,95.0
0.04905836036964706,0.005465761170658112,1.0,95.0
0.036901446853536246,0.005340344360298399,0.0,96.0
0.05093982233245864,0.005340344360298399,1.0,96.0
0.02285636439581662,0.003416927489681143,0.0,97.0
0.05011768160481811,0.003416927489681143,1.0,97.0
0.023947983348832302,0.0034470480887640598,0.0,98.0
0.051327650107849454,0.0034470480887640598,1.0,98.0
0.021987168009514058,0.0032744495196079804,0.0,99.0
0.04934548627342927,0.0032744495196079804,1.0,99.0
0.0194248998872375,0.0027452714438100934,0.0,100.0
0.031039067183027846,0.0027452714438100934,1.0,100.0
0.020706392706407506,0.0028260177289030075,0.0,101.0
0.03726399761525956,0.0028260177289030075,1.0,101.0
0.024846233890130964,0.003995843080142336,0.0,102.0
0.03785167669118117,0.003995843080142336,1.0,102.0
0.030524151352072426,0.0053584465330516196,0.0,103.0
0.04826688514587962,0.0053584465330516196,1.0,103.0
0.027292074244685605,0.005063038076126958,0.0,104.0
0.05643106256506325,0.005063038076126958,1.0,104.0
0.02208718791299713,0.003968978335450402,0.0,105.0
0.054504665331807534,0.003968978335450402,1.0,105.0
0.018223591742834166,0.0027614237357784788,0.0,106.0
