gamma_1,gamma_2,label,id
0.0218015035893524,0.0033521107231848646,0.0,1.0
0.02379257062621276,0.0033521107231848646,1.0,1.0
0.023630499500138402,0.004031886850983657,0.0,2.0
0.024658788279527943,0.004031886850983657,1.0,2.0
0.02209654338647349,0.003935494996590183,0.0,3.0
0.023541394862864884,0.003935494996590183,1.0,3.0
0.026242217295672,0.0052049036622698885,0.0,4.0
0.029636435040932163,0.0052049036622698885,1.0,4.0
0.03560071217977345,0.00622892926517693,0.0,5.0
0.03771409619861821,0.00622892926517693,1.0,5.0
0.02832898008569762,0.004313655102410774,0.0,6.0
0.029142820256857327,0.004313655102410774,1.0,6.0
0.020880823673643523,0.003490832217893036,0.0,7.0
0.02176720074033822,0.003490832217893036,1.0,7.0
0.017931167369545253,0.002926258039804619,0.0,8.0
0.028628257870425333,0.002926258039804619,1.0,8.0
0.021908708066103788,0.004031117727928191,0.0,9.0
0.03817687275691117,0.004031117727928191,1.0,9.0
0.021567734716627207,0.0036761089672139313,0.0,10.0
0.03498389746513997,0.0036761089672139313,1.0,10.0
0.025286165478701772,0.004359424712605975,0.0,11.0
0.03916089507262166,0.004359424712605975,1.0,11.0
0.0349372670105792,0.005437992756117449,0.0,12.0
0.046576681255342756,0.005437992756117449,1.0,12.0
0.02601373076076019,0.0035855999120926185,0.0,13.0
0.03622038317532672,0.0035855999120926185,1.0,13.0
0.021712126608315785,0.003476459460265424,0.0,14.0
0.03842960381257843,0.003476459460265424,1.0,14.0
0.022219425365206824,0.004114040853430367,0.0,15.0
0.0268528916952957,0.004114040853430367,1.0,15.0
0.021137585238452772,0.003661417526590327,0.0,16.0
0.026460590745176926,0.003661417526590327,1.0,16.0
0.02299180782776622,0.003731812584577554,0.0,17.0
0.035259726625147536,0.003731812584577554,1.0,17.0
0.02617562653242045,0.003914088121785841,0.0,18.0
0.03800563689834924,0.003914088121785841,1.0,18.0
0.028031530348832767,0.0036069833406568996,0.0,19.0
0.038374721382355315,0.0036069833406568996,1.0,19.0
0.022550724219235985,0.0035601821617956553,0.0,20.0
0.028037674503901044,0.0035601821617956553,1.0,20.0
0.01825212495266726,0.0035423995995680357,0.0,21.0
0.02339137539951963,0.0035423995995680357,1.0,21.0
0.019797743288872738,0.003097645787628167,0.0,22.0
0.03569747412496982,0.003097645787628167,1.0,22.0
0.02348085393261412,0.003198352382626002,0.0,23.0
0.040608160695728035,0.003198352382626002,1.0,23.0
0.02893437865318793,0.003457130139362885,0.0,24.0
0.05819532000060068,0.003457130139362885,1.0,24.0
0.027509768004629898,0.0035031716517326394,0.0,25.0
0.05266582378833107,0.0035031716517326394,1.0,25.0
0.02811454039159278,0.0032259211323100168,0.0,26.0
0.050456910944306266,0.0032259211323100168,1.0,26.0
0.023724359805878947,0.0032313700768993314,0.0,27.0
0.043232689122700396,0.0032313700768993314,1.0,27.0
0.020527949080921815,0.0030454193357720705,0.0,28.0
0.04229175504839233,0.0030454193357720705,1.0,28.0
0.020003584074816505,0.003647640534197638,0.0,29.0
0.056823937960419624,0.003647640534197638,1.0,29.0
0.022188500797119648,0.004326542444285764,0.0,30.0
0.0587540618730773,0.004326542444285764,1.0,30.0
0.0227911133046943,0.004543636349382041,0.0,31.0
0.06483318595610799,0.004543636349382041,1.0,31.0
0.025326584720576584,0.004707672094652171,0.0,32.0
0.05853334158508039,0.004707672094652171,1.0,32.0
0.03520497071230366,0.005956729085532686,0.0,33.0
0.058283450247328616,0.005956729085532686,1.0,33.0
0.02844145600820891,0.005584955412303305,0.0,34.0
0.05778577685946029,0.005584955412303305,1.0,34.0
0.022790888626467165,0.004793443886622395,0.0,35.0
0.07355592481626605,0.004793443886622395,1.0,35.0
0.014424957322799692,0.0036082194632074405,0.0,36.0
0.037611296713595976,0.0036082194632074405,1.0,36.0
0.017529014461044934,0.005315346034322932,0.0,37.0
0.05269430802477215,0.005315346034322932,1.0,37.0
0.016921513692105705,0.005316676403404497,0.0,38.0
0.04899756564269442,0.005316676403404497,1.0,38.0
0.022172387645587044,0.0067167456623020705,0.0,39.0
0.05496107947046225,0.0067167456623020705,1.0,39.0
0.029048330687004853,0.007005450679438585,0.0,40.0
0.04520636881004059,0.007005450679438585,1.0,40.0
0.02044071244655843,0.005169589353598791,0.0,41.0
0.03951097785795854,0.005169589353598791,1.0,41.0
0.017278161568013317,0.004994306913321811,0.0,42.0
0.04622831708887931,0.004994306913321811,1.0,42.0
0.018460621123378207,0.003285714594401856,0.0,43.0
0.025798327326612913,0.003285714594401856,1.0,43.0
0.01688840466987518,0.003584095998808934,0.0,44.0
0.025368873160288796,0.003584095998808934,1.0,44.0
0.020650024463103822,0.004727394726733447,0.0,45.0
0.03413296245401609,0.004727394726733447,1.0,45.0
0.0237916153378519,0.006672452003446683,0.0,46.0
0.03876667997663619,0.006672452003446683,1.0,46.0
0.03222893655311543,0.007297377649543968,0.0,47.0
0.03979952780679108,0.007297377649543968,1.0,47.0
0.021498455400000616,0.004624282725226081,0.0,48.0
0.028298160427741692,0.004624282725226081,1.0,48.0
0.01647601106817609,0.00558108950289915,0.0,49.0
0.02789159778382011,0.00558108950289915,1.0,49.0
0.02031107693649936,0.0041911176880882195,0.0,50.0
0.030617014078377025,0.0041911176880882195,1.0,50.0
0.02109058043481049,0.004871570527601676,0.0,51.0
0.027501463316129904,0.004871570527601676,1.0,51.0
0.020760951758403312,0.004557243305018943,0.0,52.0
0.025321892115893085,0.004557243305018943,1.0,52.0
0.026881844440179936,0.005926042500370876,0.0,53.0
0.037270257309544697,0.005926042500370876,1.0,53.0
0.03237190834399506,0.00625750114551904,0.0,54.0
0.03979437808549102,0.00625750114551904,1.0,54.0
0.024463008260501518,0.005044603524210434,0.0,55.0
0.03169431922017063,0.005044603524210434,1.0,55.0
0.02082085989160598,0.004427112900675212,0.0,56.0
0.029346519899087653,0.004427112900675212,1.0,56.0
0.023665683267833693,0.003239222511973061,0.0,57.0
0.038648209601019,0.003239222511973061,1.0,57.0
0.025507192383151356,0.003006398594655124,0.0,58.0
0.050728405834496115,0.003006398594655124,1.0,58.0
0.02471154185254365,0.003097645513999936,0.0,59.0
0.04938546251519327,0.003097645513999936,1.0,59.0
0.026936880183185075,0.00351534016609234,0.0,60.0
0.04822446172663897,0.00351534016609234,1.0,60.0
0.029659346845041235,0.004416543140050688,0.0,61.0
0.03815035339270034,0.004416543140050688,1.0,61.0
0.027234845682484465,0.0037236037695307367,0.0,62.0
0.03803693687458676,0.0037236037695307367,1.0,62.0
0.022699059773202634,0.0028132763989252574,0.0,63.0
0.04236482585166623,0.0028132763989252574,1.0,63.0
0.021802986641279,0.0031455176579600064,0.0,64.0
0.052028659199554905,0.0031455176579600064,1.0,64.0
0.025271076467956455,0.0029359919308320492,0.0,65.0
0.04803683845485729,0.0029359919308320492,1.0,65.0
0.02466289591682358,0.0032037556430335457,0.0,66.0
0.06085021411682412,0.0032037556430335457,1.0,66.0
0.02983315393295527,0.0036525337803610114,0.0,67.0
0.06677547501656589,0.0036525337803610114,1.0,67.0
