gamma_1,gamma_2,label,id
0.017746121853241537,0.003405472849974167,0.0,1.0
0.03832559071421571,0.003405472849974167,1.0,1.0
0.018845844524302713,0.0028171318643357424,0.0,2.0
0.041234623291924954,0.0028171318643357424,1.0,2.0
0.017315299900440895,0.0026963882524513316,0.0,3.0
0.04228783883198828,0.0026963882524513316,1.0,3.0
0.020426386818868103,0.004676670183498821,0.0,4.0
0.03892264890162611,0.004676670183498821,1.0,4.0
0.02303336643435916,0.004785887753724349,0.0,5.0
0.040012821609406224,0.004785887753724349,1.0,5.0
0.022435214074965515,0.004926501131606198,0.0,6.0
0.042480222421647174,0.004926501131606198,1.0,6.0
0.01808466497735317,0.0036900111632571786,0.0,7.0
0.03882352716272486,0.0036900111632571786,1.0,7.0
0.01961072351657478,0.003305861498775986,0.0,8.0
0.03940467647878121,0.003305861498775986,1.0,8.0
0.02294440912473572,0.0033426026500884554,0.0,9.0
0.04931642413483939,0.0033426026500884554,1.0,9.0
0.02116191882254359,0.0030176600126208264,0.0,10.0
0.050184125437523264,0.0030176600126208264,1.0,10.0
0.025344136654583238,0.004491903925119001,0.0,11.0
0.05482035425656173,0.004491903925119001,1.0,11.0
0.03509658198364285,0.00518402152413433,0.0,12.0
0.07559392286112043,0.00518402152413433,1.0,12.0
0.023779489611613247,0.0033947088514256762,0.0,13.0
0.05210184017109487,0.0033947088514256762,1.0,13.0
0.020076022758900525,0.0034377136131205077,0.0,14.0
0.06400257409975874,0.0034377136131205077,1.0,14.0
0.018246707548029928,0.004590615635137407,0.0,15.0
0.07469364935968148,0.004590615635137407,1.0,15.0
0.021426157996373263,0.007000883350624765,0.0,16.0
0.07386466622213561,0.007000883350624765,1.0,16.0
0.019223219782348533,0.007334791764300519,0.0,17.0
0.07266372792027909,0.007334791764300519,1.0,17.0
0.02252685830183676,0.007891812141778587,0.0,18.0
0.08144093114527085,0.007891812141778587,1.0,18.0
0.026589308548803814,0.006902540842353311,0.0,19.0
0.07723943832959623,0.006902540842353311,1.0,19.0
0.022958812157767294,0.005895474227756825,0.0,20.0
0.07291844950646098,0.005895474227756825,1.0,20.0
0.02396495428192047,0.006933027865776431,0.0,21.0
0.08056848329975974,0.006933027865776431,1.0,21.0
0.02029356807868954,0.004131511264202192,0.0,22.0
0.03580976976999839,0.004131511264202192,1.0,22.0
0.020050667284794432,0.0038355242575249804,0.0,23.0
0.04225188304128702,0.0038355242575249804,1.0,23.0
0.020276513121814776,0.003734132940460988,0.0,24.0
0.09450957684016315,0.003734132940460988,1.0,24.0
0.027682419103790323,0.004837113364321688,0.0,25.0
0.10464861054458607,0.004837113364321688,1.0,25.0
0.03574110767963079,0.004909309936950823,0.0,26.0
0.08090852853501795,0.004909309936950823,1.0,26.0
