cm_1_power,cm_2_power,cm_3_power,cm_4_power,load_1_power,load_2_power,load_3_power,load_4_power,load_5_power,load_6_power,load_7_power,load_8_power,load_9_power,load_10_power,load_11_power,load_12_power,load_13_power,load_14_power,load_15_power,load_16_power,load_17_power,load_18_power,load_19_power,load_20_power,load_21_power,load_22_power,load_23_power,load_24_power,load_25_power,load_26_power,load_27_power,load_28_power,load_29_power,load_30_power,load_31_power,load_32_power,load_33_power,load_34_power,load_35_power,load_36_power,load_37_power,load_38_power,load_39_power,load_40_power,load_41_power,load_42_power,load_43_power,load_44_power,load_45_power,load_46_power,load_47_power,load_48_power,load_49_power,load_50_power,load_51_power,load_52_power,load_53_power,load_54_power,load_55_power,label,id
680.72598,672.76639,378.589903,352.422887,74.62703,33.061631,42.230133,50.318683,24.140338,36.425576,17.536623,70.001383,47.945411,78.306049,40.243989,19.569969,17.298799,16.562529,34.41662,27.122452,29.79246,52.518763,40.669064,162.66471,79.159024,27.303205,9.177776,27.194733,21.524761,26.477784,20.535686,23.224016,26.589379,29.714108,24.929409,31.623652,33.700298,21.076774,92.388338,25.930268,22.665175,80.704575,26.460825,45.920242,43.900909,11.925371,35.19917,43.672311,26.516305,17.227537,43.058401,39.204693,28.913473,45.316639,32.588454,26.139664,20.42426,18.286713,14.485535,0.0,6.0
680.72598,672.76639,378.589903,352.422887,30.356355,33.061631,42.230133,50.318683,24.140338,36.425576,17.536623,70.001383,47.945411,78.306049,40.243989,19.569969,17.298799,16.562529,34.41662,27.122452,29.79246,52.518763,40.669064,162.66471,79.159024,27.303205,9.177776,27.194733,21.524761,26.477784,20.535686,23.224016,26.589379,29.714108,24.929409,31.623652,33.700298,21.076774,92.388338,25.930268,22.665175,80.704575,26.460825,45.920242,43.900909,11.925371,35.19917,43.672311,26.516305,17.227537,43.058401,39.204693,28.913473,45.316639,32.588454,26.139664,20.42426,18.286713,14.485535,1.0,6.0
603.9992,506.638,379.18706,314.10083,100.554703,32.993734,22.626448,46.296174,21.551378,29.698467,23.190899,17.191692,52.516458,71.514538,39.3581,22.247917,19.142247,25.086601,18.591396,25.005463,21.324888,46.589449,29.324333,73.094355,26.934906,24.798722,5.860352,33.584317,14.304776,33.147646,17.279798,47.701117,23.06105,29.946777,22.107266,28.700424,37.851986,26.195194,95.234147,24.887051,24.43513,61.765715,25.538279,12.951042,40.090198,10.759548,36.777358,43.071285,17.076212,20.258285,39.641876,33.119176,23.223484,37.918559,40.82801,28.081383,25.197938,21.296783,13.744698,0.0,7.0
603.9992,506.638,379.18706,314.10083,40.903065,32.993734,22.626448,46.296174,21.551378,29.698467,23.190899,17.191692,52.516458,71.514538,39.3581,22.247917,19.142247,25.086601,18.591396,25.005463,21.324888,46.589449,29.324333,73.094355,26.934906,24.798722,5.860352,33.584317,14.304776,33.147646,17.279798,47.701117,23.06105,29.946777,22.107266,28.700424,37.851986,26.195194,95.234147,24.887051,24.43513,61.765715,25.538279,12.951042,40.090198,10.759548,36.777358,43.071285,17.076212,20.258285,39.641876,33.119176,23.223484,37.918559,40.82801,28.081383,25.197938,21.296783,13.744698,1.0,7.0
474.69825,578.95108,317.365068,339.091432,27.843112,23.069745,46.930786,32.672061,19.736441,29.276956,31.947044,25.159027,50.038818,31.024356,20.431979,23.88196,35.929299,20.751762,2.837016,4.942182,33.401017,44.085104,27.788383,55.972888,13.887398,55.385897,40.025712,28.573602,51.193446,15.244781,2.577165,23.242489,17.948109,48.773446,14.987488,27.986296,77.353743,31.242332,42.148076,23.00464,32.951003,11.187257,34.144327,47.090632,26.314393,9.942961,25.942432,33.560868,15.752588,18.287691,8.324712,82.643592,28.756592,64.417326,47.908432,19.787957,21.276919,50.407972,11.213861,0.0,8.0
474.69825,578.95108,317.365068,339.091432,27.843112,8.351016,46.930786,32.672061,19.736441,29.276956,31.947044,25.159027,50.038818,31.024356,20.431979,23.88196,35.929299,20.751762,2.837016,4.942182,33.401017,44.085104,27.788383,55.972888,13.887398,55.385897,40.025712,28.573602,51.193446,15.244781,2.577165,23.242489,17.948109,48.773446,14.987488,27.986296,77.353743,31.242332,42.148076,23.00464,32.951003,11.187257,34.144327,47.090632,26.314393,9.942961,25.942432,33.560868,15.752588,18.287691,8.324712,82.643592,28.756592,64.417326,47.908432,19.787957,21.276919,50.407972,11.213861,1.0,8.0
483.18026,516.42498,425.979564,347.337346,35.874879,19.916172,61.99582,21.088403,19.981166,23.485514,31.871478,17.251569,37.453995,30.551903,18.854453,25.759125,27.094487,22.835314,1.102978,10.670282,60.827925,41.253098,30.75238,44.692824,24.10586,36.751397,41.432082,45.506116,49.306066,17.309146,12.341544,24.243215,23.222512,49.17999,15.526046,32.196063,58.287265,16.426428,38.491659,19.880564,25.030282,17.118652,48.846805,42.165354,32.776905,9.841902,11.937826,52.130892,16.64577,30.037895,9.374429,70.525793,64.061287,76.49228,54.653983,21.939503,20.800632,47.801428,11.960818,0.0,9.0
483.18026,516.42498,425.979564,347.337346,35.874879,7.209454,61.99582,21.088403,19.981166,23.485514,31.871478,17.251569,37.453995,30.551903,18.854453,25.759125,27.094487,22.835314,1.102978,10.670282,60.827925,41.253098,30.75238,44.692824,24.10586,36.751397,41.432082,45.506116,49.306066,17.309146,12.341544,24.243215,23.222512,49.17999,15.526046,32.196063,58.287265,16.426428,38.491659,19.880564,25.030282,17.118652,48.846805,42.165354,32.776905,9.841902,11.937826,52.130892,16.64577,30.037895,9.374429,70.525793,64.061287,76.49228,54.653983,21.939503,20.800632,47.801428,11.960818,1.0,9.0
484.28474,523.17652,412.193669,311.456821,38.187177,21.650171,52.527446,22.796597,19.387582,24.38452,37.145203,19.192592,41.579395,26.611908,20.099081,20.652654,30.476351,26.243328,1.600078,11.496956,55.4801,33.820502,38.892184,44.222283,20.151257,41.311019,54.171947,37.455382,46.346192,17.689028,19.654488,38.162153,25.266175,45.458512,15.621364,30.402487,64.871765,11.72657,34.199535,15.069162,30.192042,18.430981,60.940757,48.587521,18.083145,12.18239,10.713004,39.954036,17.066165,33.3031,8.377633,77.015953,25.694762,68.548897,40.761106,17.095837,22.002204,43.377223,16.294839,0.0,10.0
484.28474,523.17652,412.193669,311.456821,38.187177,7.837144,52.527446,22.796597,19.387582,24.38452,37.145203,19.192592,41.579395,26.611908,20.099081,20.652654,30.476351,26.243328,1.600078,11.496956,55.4801,33.820502,38.892184,44.222283,20.151257,41.311019,54.171947,37.455382,46.346192,17.689028,19.654488,38.162153,25.266175,45.458512,15.621364,30.402487,64.871765,11.72657,34.199535,15.069162,30.192042,18.430981,60.940757,48.587521,18.083145,12.18239,10.713004,39.954036,17.066165,33.3031,8.377633,77.015953,25.694762,68.548897,40.761106,17.095837,22.002204,43.377223,16.294839,1.0,10.0
596.06472,573.82296,403.028651,378.974099,44.664196,17.567169,77.337956,20.90236,23.070089,22.261405,31.741355,18.633318,84.055286,27.087412,15.614233,21.704381,27.19397,26.382628,4.089633,14.705971,99.505085,33.10852,33.522098,46.057325,54.261114,30.486575,56.473747,52.874294,49.014571,17.424575,30.062304,28.611166,29.186476,43.684136,15.490523,29.771832,66.805534,31.945907,34.566457,19.127216,27.890236,18.875663,64.094211,92.58611,18.031224,12.215875,10.294297,27.045955,14.602724,27.623172,8.550825,69.910679,23.000131,99.853036,38.036363,18.748181,23.164636,42.764521,11.353338,0.0,11.0
596.06472,573.82296,403.028651,378.974099,44.664196,6.359138,77.337956,20.90236,23.070089,22.261405,31.741355,18.633318,84.055286,27.087412,15.614233,21.704381,27.19397,26.382628,4.089633,14.705971,99.505085,33.10852,33.522098,46.057325,54.261114,30.486575,56.473747,52.874294,49.014571,17.424575,30.062304,28.611166,29.186476,43.684136,15.490523,29.771832,66.805534,31.945907,34.566457,19.127216,27.890236,18.875663,64.094211,92.58611,18.031224,12.215875,10.294297,27.045955,14.602724,27.623172,8.550825,69.910679,23.000131,99.853036,38.036363,18.748181,23.164636,42.764521,11.353338,1.0,11.0
803.49188,728.16296,471.014816,456.614884,60.306753,26.442455,153.726825,22.931505,23.551588,25.758461,24.703177,19.784168,80.668455,29.676855,19.008592,98.103741,37.697089,22.466122,3.988876,13.101188,108.865328,33.184606,58.635527,52.073052,70.063753,59.47902,60.343842,60.473064,47.863061,14.027221,30.770905,39.040135,57.094006,41.448668,15.39033,29.906908,65.035393,31.630274,67.758469,33.043402,30.919843,19.328118,37.584872,56.766031,28.721185,10.159409,27.437067,28.813057,19.089827,28.714139,8.511116,118.961709,50.524103,79.799943,39.006319,20.550331,113.031493,52.027599,9.69735,0.0,12.0
803.49188,728.16296,471.014816,456.614884,60.306753,9.571903,153.726825,22.931505,23.551588,25.758461,24.703177,19.784168,80.668455,29.676855,19.008592,98.103741,37.697089,22.466122,3.988876,13.101188,108.865328,33.184606,58.635527,52.073052,70.063753,59.47902,60.343842,60.473064,47.863061,14.027221,30.770905,39.040135,57.094006,41.448668,15.39033,29.906908,65.035393,31.630274,67.758469,33.043402,30.919843,19.328118,37.584872,56.766031,28.721185,10.159409,27.437067,28.813057,19.089827,28.714139,8.511116,118.961709,50.524103,79.799943,39.006319,20.550331,113.031493,52.027599,9.69735,1.0,12.0
541.20344,634.98907,471.520687,390.754883,47.072206,27.319618,54.322066,21.652446,23.977411,23.37064,24.467166,18.367465,43.592106,39.899442,17.574011,28.811685,29.744984,26.047683,1.320986,10.991316,79.03849,35.686319,27.605894,56.446708,79.89021,53.778176,44.194473,19.477719,46.645544,12.756866,52.547839,36.17096,31.886354,62.623351,15.583999,31.554911,65.973678,26.753299,41.289806,16.952771,26.775951,20.112623,32.718501,40.309936,20.604145,10.538548,47.105981,24.693107,14.93831,31.950416,17.550574,159.411015,37.331278,77.701766,45.798026,17.942855,41.20062,54.415051,12.147515,0.0,13.0
541.20344,634.98907,471.520687,390.754883,47.072206,9.889427,54.322066,21.652446,23.977411,23.37064,24.467166,18.367465,43.592106,39.899442,17.574011,28.811685,29.744984,26.047683,1.320986,10.991316,79.03849,35.686319,27.605894,56.446708,79.89021,53.778176,44.194473,19.477719,46.645544,12.756866,52.547839,36.17096,31.886354,62.623351,15.583999,31.554911,65.973678,26.753299,41.289806,16.952771,26.775951,20.112623,32.718501,40.309936,20.604145,10.538548,47.105981,24.693107,14.93831,31.950416,17.550574,159.411015,37.331278,77.701766,45.798026,17.942855,41.20062,54.415051,12.147515,1.0,13.0
516.91585,593.85308,374.335861,364.880969,31.451752,17.440445,47.390846,14.400828,21.492834,25.081049,24.022039,20.140141,43.55638,33.224815,20.828411,24.981242,36.88891,28.186082,1.147047,10.27613,99.7867,41.267296,25.178842,48.929232,36.520849,32.221171,53.253218,13.50689,51.668763,16.13563,46.442216,25.002835,40.377279,34.948837,23.392275,26.099134,86.14276,24.564331,36.551283,23.295482,33.229401,17.772292,39.701881,39.156827,21.117002,12.421179,13.141579,44.493675,23.719116,33.561768,20.464023,72.326205,25.451889,101.657878,40.241284,21.16168,22.043496,47.742248,13.534964,0.0,14.0
516.91585,593.85308,374.335861,364.880969,31.451752,6.313266,47.390846,14.400828,21.492834,25.081049,24.022039,20.140141,43.55638,33.224815,20.828411,24.981242,36.88891,28.186082,1.147047,10.27613,99.7867,41.267296,25.178842,48.929232,36.520849,32.221171,53.253218,13.50689,51.668763,16.13563,46.442216,25.002835,40.377279,34.948837,23.392275,26.099134,86.14276,24.564331,36.551283,23.295482,33.229401,17.772292,39.701881,39.156827,21.117002,12.421179,13.141579,44.493675,23.719116,33.561768,20.464023,72.326205,25.451889,101.657878,40.241284,21.16168,22.043496,47.742248,13.534964,1.0,14.0
604.25612,497.2354,301.218191,324.826919,61.713002,36.20079,10.782777,20.438972,23.68171,49.162033,55.902132,37.39376,14.013863,51.405282,9.880482,23.987096,33.279975,19.496545,61.853707,27.780489,52.628869,44.86704,49.899222,34.035973,15.673113,64.158265,12.963157,26.83807,34.684653,13.549353,33.588815,22.90531,26.081346,31.605216,45.752694,11.257442,27.693636,16.786336,17.124621,41.574927,32.392669,23.598593,18.488828,27.565971,19.679951,23.899943,48.796644,23.20213,28.307295,39.572151,14.272666,35.530649,27.794346,29.97595,24.485602,67.022448,22.323812,32.015323,9.810076,0.0,15.0
604.25612,497.2354,301.218191,324.826919,61.713002,36.20079,5.987858,20.438972,23.68171,49.162033,55.902132,37.39376,14.013863,51.405282,9.880482,23.987096,33.279975,19.496545,61.853707,27.780489,52.628869,44.86704,49.899222,34.035973,15.673113,64.158265,12.963157,26.83807,34.684653,13.549353,33.588815,22.90531,26.081346,31.605216,45.752694,11.257442,27.693636,16.786336,17.124621,41.574927,32.392669,23.598593,18.488828,27.565971,19.679951,23.899943,48.796644,23.20213,28.307295,39.572151,14.272666,35.530649,27.794346,29.97595,24.485602,67.022448,22.323812,32.015323,9.810076,1.0,15.0
611.8047,522.75105,270.978087,273.806103,61.61364,27.271719,16.241272,18.888022,28.407502,55.395626,57.800302,38.442736,24.056047,48.859917,9.796871,23.261805,25.276629,29.53515,54.446074,32.022809,46.46367,73.363582,50.234224,30.118853,21.099173,39.891022,18.41082,30.200366,32.884263,14.183633,35.315569,18.895373,32.39851,30.943873,60.612406,17.201174,21.198634,19.690292,17.724676,52.137734,19.806548,25.496641,10.468851,35.411763,19.952845,15.694114,55.576591,20.028844,27.044406,41.271948,14.328439,20.851435,20.709997,21.554727,16.916423,29.705377,22.92372,16.902321,13.126534,0.0,16.0
611.8047,522.75105,270.978087,273.806103,61.61364,27.271719,9.019128,18.888022,28.407502,55.395626,57.800302,38.442736,24.056047,48.859917,9.796871,23.261805,25.276629,29.53515,54.446074,32.022809,46.46367,73.363582,50.234224,30.118853,21.099173,39.891022,18.41082,30.200366,32.884263,14.183633,35.315569,18.895373,32.39851,30.943873,60.612406,17.201174,21.198634,19.690292,17.724676,52.137734,19.806548,25.496641,10.468851,35.411763,19.952845,15.694114,55.576591,20.028844,27.044406,41.271948,14.328439,20.851435,20.709997,21.554727,16.916423,29.705377,22.92372,16.902321,13.126534,1.0,16.0
602.42799,543.51753,278.449993,305.802387,71.773337,23.353559,16.518599,20.030192,26.896955,46.500889,53.017545,51.010048,20.247325,44.126971,12.170653,20.437325,30.490677,25.335722,54.060523,30.375855,40.789225,74.394515,46.337782,30.406384,63.650534,40.213024,12.400446,32.519922,40.451087,14.324403,31.737587,23.070071,17.855931,29.422876,51.271797,18.548901,26.957811,15.943889,25.944778,45.991568,20.314801,20.425349,14.724896,37.736602,19.335274,16.034554,41.283229,15.164891,25.446324,53.504595,11.997118,17.219887,20.241445,26.051137,18.712427,69.803429,21.186173,20.311136,13.329652,0.0,17.0
602.42799,543.51753,278.449993,305.802387,71.773337,23.353559,9.173105,20.030192,26.896955,46.500889,53.017545,51.010048,20.247325,44.126971,12.170653,20.437325,30.490677,25.335722,54.060523,30.375855,40.789225,74.394515,46.337782,30.406384,63.650534,40.213024,12.400446,32.519922,40.451087,14.324403,31.737587,23.070071,17.855931,29.422876,51.271797,18.548901,26.957811,15.943889,25.944778,45.991568,20.314801,20.425349,14.724896,37.736602,19.335274,16.034554,41.283229,15.164891,25.446324,53.504595,11.997118,17.219887,20.241445,26.051137,18.712427,69.803429,21.186173,20.311136,13.329652,1.0,17.0
696.71269,723.00244,293.660601,322.911709,84.473573,30.346039,16.258463,15.553388,31.833581,49.208596,60.760107,50.174333,54.38318,43.453507,12.198453,28.689334,28.113976,24.323834,80.109807,29.659194,34.708388,95.989755,44.616024,34.268261,72.72948,49.237039,14.831663,40.810406,67.394923,14.190948,32.517304,18.218115,17.875961,30.027209,74.205417,19.021662,23.070203,19.344902,107.03795,45.466639,22.750601,21.447271,13.047636,43.897079,22.890411,21.925742,38.675907,19.201108,28.601485,55.274219,13.037578,18.199314,18.711159,28.412963,18.072527,71.304523,23.691144,21.281315,12.388604,0.0,18.0
696.71269,723.00244,293.660601,322.911709,84.473573,30.346039,9.0286,15.553388,31.833581,49.208596,60.760107,50.174333,54.38318,43.453507,12.198453,28.689334,28.113976,24.323834,80.109807,29.659194,34.708388,95.989755,44.616024,34.268261,72.72948,49.237039,14.831663,40.810406,67.394923,14.190948,32.517304,18.218115,17.875961,30.027209,74.205417,19.021662,23.070203,19.344902,107.03795,45.466639,22.750601,21.447271,13.047636,43.897079,22.890411,21.925742,38.675907,19.201108,28.601485,55.274219,13.037578,18.199314,18.711159,28.412963,18.072527,71.304523,23.691144,21.281315,12.388604,1.0,18.0
822.24272,870.38915,429.087873,399.989827,82.949579,23.468144,16.048373,18.835109,57.506428,50.161089,57.652348,37.282137,70.735353,53.33361,10.100636,60.285401,31.287688,26.422711,95.567683,29.65001,65.048559,112.522956,42.783532,38.577957,62.078493,52.110084,11.575222,78.112562,81.057375,14.624996,32.621892,20.120141,28.25477,39.448692,146.261959,19.523607,48.25899,19.913399,98.269071,57.073359,25.094738,95.94139,12.991411,58.483042,23.299946,25.535178,40.033224,33.447405,22.904981,59.391434,11.692624,18.981844,15.593572,69.418763,19.189873,94.895507,22.809181,25.771217,10.304979,0.0,19.0
822.24272,870.38915,429.087873,399.989827,82.949579,23.468144,8.912034,18.835109,57.506428,50.161089,57.652348,37.282137,70.735353,53.33361,10.100636,60.285401,31.287688,26.422711,95.567683,29.65001,65.048559,112.522956,42.783532,38.577957,62.078493,52.110084,11.575222,78.112562,81.057375,14.624996,32.621892,20.120141,28.25477,39.448692,146.261959,19.523607,48.25899,19.913399,98.269071,57.073359,25.094738,95.94139,12.991411,58.483042,23.299946,25.535178,40.033224,33.447405,22.904981,59.391434,11.692624,18.981844,15.593572,69.418763,19.189873,94.895507,22.809181,25.771217,10.304979,1.0,19.0
753.53853,616.28608,293.083174,329.836656,67.182481,21.068996,13.275834,17.537658,29.596144,52.440101,74.19331,37.965919,81.385036,56.18694,10.479733,36.213907,26.836415,27.005192,92.49779,31.332025,58.560916,88.867093,64.671317,33.227297,24.089389,63.010746,15.778166,31.463115,27.28114,14.601639,36.421608,19.368686,20.413604,32.989031,53.189372,20.147905,20.802561,20.617166,72.356216,47.404167,28.685192,28.347282,15.159978,46.464106,23.978227,26.878094,47.151316,16.918293,23.914802,43.68045,9.763568,20.14915,19.020733,29.912177,17.968815,70.716225,21.720478,21.656515,16.026616,0.0,20.0
753.53853,616.28608,293.083174,329.836656,67.182481,21.068996,7.372286,17.537658,29.596144,52.440101,74.19331,37.965919,81.385036,56.18694,10.479733,36.213907,26.836415,27.005192,92.49779,31.332025,58.560916,88.867093,64.671317,33.227297,24.089389,63.010746,15.778166,31.463115,27.28114,14.601639,36.421608,19.368686,20.413604,32.989031,53.189372,20.147905,20.802561,20.617166,72.356216,47.404167,28.685192,28.347282,15.159978,46.464106,23.978227,26.878094,47.151316,16.918293,23.914802,43.68045,9.763568,20.14915,19.020733,29.912177,17.968815,70.716225,21.720478,21.656515,16.026616,1.0,20.0
617.34083,561.15078,302.245544,257.805196,65.914702,20.345142,11.839428,20.911214,21.3065,46.778965,67.36658,34.166302,37.027586,48.347093,12.387004,29.620466,33.479111,33.550292,57.95596,25.954644,36.136929,97.964402,35.581848,37.672391,21.446657,44.741545,17.38429,28.619835,8.192016,13.753474,31.167879,21.987124,21.300609,29.906172,46.639335,17.897419,25.556408,15.713149,78.308856,44.449276,33.935928,24.655988,14.458317,30.95397,21.295255,23.144885,40.810256,23.381817,23.731452,53.201428,11.627092,17.133844,32.113949,29.826854,19.939122,27.042074,24.303288,18.58803,9.386425,0.0,21.0
617.34083,561.15078,302.245544,257.805196,65.914702,20.345142,6.574694,20.911214,21.3065,46.778965,67.36658,34.166302,37.027586,48.347093,12.387004,29.620466,33.479111,33.550292,57.95596,25.954644,36.136929,97.964402,35.581848,37.672391,21.446657,44.741545,17.38429,28.619835,8.192016,13.753474,31.167879,21.987124,21.300609,29.906172,46.639335,17.897419,25.556408,15.713149,78.308856,44.449276,33.935928,24.655988,14.458317,30.95397,21.295255,23.144885,40.810256,23.381817,23.731452,53.201428,11.627092,17.133844,32.113949,29.826854,19.939122,27.042074,24.303288,18.58803,9.386425,1.0,21.0
518.40668,556.05827,396.427534,273.991496,25.145458,45.80647,18.759275,24.090716,5.805422,25.894402,15.255125,27.845384,55.816141,38.442912,84.10212,29.233784,21.917102,11.223368,15.49398,37.815003,20.499748,29.463664,19.831211,67.90668,23.845602,41.859939,39.941438,15.822974,41.827929,17.117427,69.515638,20.167413,39.515305,27.74927,2.790493,26.935959,62.575535,27.18248,22.681252,54.969413,51.61227,25.043911,22.347098,26.637312,18.717544,43.730953,23.635823,30.00255,9.895074,22.127926,32.594335,60.572489,41.911818,26.831783,31.189084,45.682217,14.162923,31.437339,12.810007,0.0,22.0
