cm_1_power,cm_2_power,cm_3_power,cm_4_power,load_1_power,load_2_power,load_3_power,load_4_power,load_5_power,load_6_power,load_7_power,load_8_power,load_9_power,load_10_power,load_11_power,load_12_power,load_13_power,load_14_power,load_15_power,load_16_power,load_17_power,load_18_power,load_19_power,load_20_power,load_21_power,load_22_power,load_23_power,load_24_power,load_25_power,load_26_power,load_27_power,load_28_power,load_29_power,load_30_power,load_31_power,load_32_power,load_33_power,load_34_power,load_35_power,load_36_power,load_37_power,load_38_power,load_39_power,load_40_power,load_41_power,load_42_power,load_43_power,load_44_power,load_45_power,load_46_power,load_47_power,load_48_power,load_49_power,load_50_power,load_51_power,load_52_power,load_53_power,load_54_power,load_55_power,label,id
598.34398,447.55335,389.994846,323.191824,58.371156,29.055937,21.754859,45.600166,19.864022,23.989517,25.013125,45.797864,52.270388,68.874481,47.151402,23.011851,20.946888,31.736662,18.708202,27.328093,23.794584,2.57235,23.068896,83.964868,21.750953,31.761239,5.734213,19.684698,32.512792,32.7424,36.175231,29.466553,23.709422,29.975184,22.162299,26.821808,34.666117,19.942027,65.077298,20.347017,28.530236,85.490842,32.832596,25.327328,33.372795,15.208744,55.483659,49.347647,22.473398,8.235656,44.677622,30.946555,21.762119,41.432436,18.226589,20.853013,27.158009,20.106171,13.535949,0.0,1.0
598.34398,447.55335,389.994846,323.191824,23.743884,29.055937,21.754859,45.600166,19.864022,23.989517,25.013125,45.797864,52.270388,68.874481,47.151402,23.011851,20.946888,31.736662,18.708202,27.328093,23.794584,2.57235,23.068896,83.964868,21.750953,31.761239,5.734213,19.684698,32.512792,32.7424,36.175231,29.466553,23.709422,29.975184,22.162299,26.821808,34.666117,19.942027,65.077298,20.347017,28.530236,85.490842,32.832596,25.327328,33.372795,15.208744,55.483659,49.347647,22.473398,8.235656,44.677622,30.946555,21.762119,41.432436,18.226589,20.853013,27.158009,20.106171,13.535949,1.0,1.0
556.10913,441.2085,330.690569,311.103891,60.108038,12.319244,21.316303,46.100652,20.113738,23.324048,13.433581,47.640626,50.414293,62.031176,42.349122,19.037283,18.943356,25.287951,21.609428,30.445734,28.503299,12.361579,22.940243,71.928625,25.825718,16.713786,5.855636,29.696949,21.066742,24.94084,21.08778,22.68353,15.683985,21.637504,18.925155,30.292671,30.489371,21.685543,105.222906,26.122996,22.826683,61.123791,27.081589,11.701201,39.285409,11.073022,51.076731,37.141518,19.469676,9.277797,41.972367,30.521674,24.845354,43.107715,23.652289,22.97844,20.821714,22.353762,14.179594,0.0,2.0
556.10913,441.2085,330.690569,311.103891,24.450403,12.319244,21.316303,46.100652,20.113738,23.324048,13.433581,47.640626,50.414293,62.031176,42.349122,19.037283,18.943356,25.287951,21.609428,30.445734,28.503299,12.361579,22.940243,71.928625,25.825718,16.713786,5.855636,29.696949,21.066742,24.94084,21.08778,22.68353,15.683985,21.637504,18.925155,30.292671,30.489371,21.685543,105.222906,26.122996,22.826683,61.123791,27.081589,11.701201,39.285409,11.073022,51.076731,37.141518,19.469676,9.277797,41.972367,30.521674,24.845354,43.107715,23.652289,22.97844,20.821714,22.353762,14.179594,1.0,2.0
605.44191,410.12536,331.502202,335.544178,59.142445,17.079765,22.483911,51.755733,19.489333,20.482229,23.136928,65.216954,47.233778,65.101625,48.767161,23.120738,18.636222,21.728575,22.993679,38.661605,27.029566,19.634242,30.910807,78.124591,20.725996,11.884069,14.670624,25.493691,22.707131,30.117485,17.503642,28.752276,15.977535,26.083769,18.804963,32.487388,30.813975,18.284629,55.921431,20.353992,23.869939,65.650106,17.86287,10.543769,42.056697,13.813879,53.455307,41.220621,21.19084,8.35353,52.930619,26.573218,22.666894,44.654445,25.639977,26.353288,26.426648,17.344946,14.310693,0.0,3.0
605.44191,410.12536,331.502202,335.544178,24.057625,17.079765,22.483911,51.755733,19.489333,20.482229,23.136928,65.216954,47.233778,65.101625,48.767161,23.120738,18.636222,21.728575,22.993679,38.661605,27.029566,19.634242,30.910807,78.124591,20.725996,11.884069,14.670624,25.493691,22.707131,30.117485,17.503642,28.752276,15.977535,26.083769,18.804963,32.487388,30.813975,18.284629,55.921431,20.353992,23.869939,65.650106,17.86287,10.543769,42.056697,13.813879,53.455307,41.220621,21.19084,8.35353,52.930619,26.573218,22.666894,44.654445,25.639977,26.353288,26.426648,17.344946,14.310693,1.0,3.0
680.05431,542.74879,383.948027,319.107023,58.279221,13.834852,23.825509,43.581049,23.233006,28.602326,24.248458,76.87489,50.126875,86.918844,92.859617,18.311254,16.670372,19.642709,18.217833,32.960377,32.170743,30.243835,38.104723,70.86791,53.549607,32.59306,16.362698,24.595063,20.926538,27.616422,18.609029,30.844499,21.86348,28.6283,20.350754,40.78527,34.944314,28.36692,88.965439,33.051617,21.606482,66.192628,22.744147,10.087273,43.566118,10.237398,39.786835,82.299011,17.104674,8.504035,55.267217,27.05034,23.169186,40.875523,29.767691,26.468361,22.448308,18.996021,14.228275,0.0,4.0
680.05431,542.74879,383.948027,319.107023,23.706487,13.834852,23.825509,43.581049,23.233006,28.602326,24.248458,76.87489,50.126875,86.918844,92.859617,18.311254,16.670372,19.642709,18.217833,32.960377,32.170743,30.243835,38.104723,70.86791,53.549607,32.59306,16.362698,24.595063,20.926538,27.616422,18.609029,30.844499,21.86348,28.6283,20.350754,40.78527,34.944314,28.36692,88.965439,33.051617,21.606482,66.192628,22.744147,10.087273,43.566118,10.237398,39.786835,82.299011,17.104674,8.504035,55.267217,27.05034,23.169186,40.875523,29.767691,26.468361,22.448308,18.996021,14.228275,1.0,4.0
917.23544,703.27375,418.120017,373.496463,59.787994,23.497648,117.925893,47.419252,23.704725,60.511593,29.337396,82.65746,49.060898,91.07604,57.214377,20.271419,15.999363,59.749384,31.766884,58.244962,58.10068,30.889029,51.811805,120.482881,63.150426,31.845111,20.384926,26.838255,22.678783,30.763318,19.505862,28.00365,25.033898,70.093674,24.618094,77.935068,39.748739,17.98922,107.062129,48.473465,24.763027,56.190298,22.740133,26.368724,41.804116,12.116058,32.774821,79.792333,25.426669,8.443514,41.48985,29.332989,24.608468,41.738857,58.3149,22.549546,46.742219,20.831064,14.646386,0.0,5.0
917.23544,703.27375,418.120017,373.496463,24.320217,23.497648,117.925893,47.419252,23.704725,60.511593,29.337396,82.65746,49.060898,91.07604,57.214377,20.271419,15.999363,59.749384,31.766884,58.244962,58.10068,30.889029,51.811805,120.482881,63.150426,31.845111,20.384926,26.838255,22.678783,30.763318,19.505862,28.00365,25.033898,70.093674,24.618094,77.935068,39.748739,17.98922,107.062129,48.473465,24.763027,56.190298,22.740133,26.368724,41.804116,12.116058,32.774821,79.792333,25.426669,8.443514,41.48985,29.332989,24.608468,41.738857,58.3149,22.549546,46.742219,20.831064,14.646386,1.0,5.0
