poisson_1,poisson_2,poisson_3,poisson_4,poisson_5,poisson_6,poisson_7,poisson_8,poisson_9,poisson_10,label,id
-14.562283034920256,-0.08832551346722539,-0.1383811283161549,-1.7800878311115298,-0.3393705044626927,-0.18524470853117236,-1.0981458781682818,-0.2562476322538032,-0.555579732951685,-0.2650559272187252,0.0,1.0
-32.26962976626328,-0.08832551346722539,-0.1383811283161549,-1.7800878311115298,-0.3393705044626927,-0.18524470853117236,-1.0981458781682818,-0.2562476322538032,-0.555579732951685,-0.2650559272187252,1.0,1.0
-13.862695360409134,-0.10771477082545289,-0.1549105166467939,-2.103631634550254,-0.4775006200483176,-0.13064864973480894,-0.9123279765221355,-0.2337312078093987,-0.3912258922370597,-0.16559210103105215,0.0,2.0
-31.338337229398178,-0.10771477082545289,-0.1549105166467939,-2.103631634550254,-0.4775006200483176,-0.13064864973480894,-0.9123279765221355,-0.2337312078093987,-0.3912258922370597,-0.16559210103105215,1.0,2.0
-13.170159314495493,-0.13860194111248347,-0.1221589446647613,-1.7141278545827277,-0.3439347728297548,-0.16988393582346362,-0.8173193460423249,-0.22383763490421416,-0.3755559745358994,-0.17205290119136407,0.0,3.0
-33.244379984972284,-0.13860194111248347,-0.1221589446647613,-1.7141278545827277,-0.3439347728297548,-0.16988393582346362,-0.8173193460423249,-0.22383763490421416,-0.3755559745358994,-0.17205290119136407,1.0,3.0
-17.207868440349614,-0.16725195051350283,-0.2021750242303142,-2.348466646518318,-0.539033100257484,-0.26098680467299573,-1.2571718403887076,-0.35802794354862044,-0.8654041092992202,-0.5660469700389967,0.0,4.0
-33.711409934575954,-0.16725195051350283,-0.2021750242303142,-2.348466646518318,-0.539033100257484,-0.26098680467299573,-1.2571718403887076,-0.35802794354862044,-0.8654041092992202,-0.5660469700389967,1.0,4.0
-22.919474202098627,-0.21994035930396194,-0.1717086199539608,-3.171414178296857,-0.896133815531698,-0.4182964759567085,-1.5923994869365288,-0.4085596632618831,-1.0478813147396977,-0.4843820647860184,0.0,5.0
-40.813205152252124,-0.21994035930396194,-0.1717086199539608,-3.171414178296857,-0.896133815531698,-0.4182964759567085,-1.5923994869365288,-0.4085596632618831,-1.0478813147396977,-0.4843820647860184,1.0,5.0
-20.271643231775954,-0.12762190357466352,-0.15545608229177788,-2.770680717055143,-0.6906638196152244,-0.36924179182432226,-1.6988134187080846,-0.46637481911710665,-1.0388670942674025,-0.6220706367757884,0.0,6.0
-39.0252323584545,-0.12762190357466352,-0.15545608229177788,-2.770680717055143,-0.6906638196152244,-0.36924179182432226,-1.6988134187080846,-0.46637481911710665,-1.0388670942674025,-0.6220706367757884,1.0,6.0
-14.049658462377693,-0.10022005471228113,-0.16024979947536622,-2.2187703942136636,-0.628281949468203,-0.41143562942477274,-0.9323116897420505,-0.2529356002686143,-0.5920458681694072,-0.4068154031755853,0.0,7.0
-31.681536573704136,-0.10022005471228113,-0.16024979947536622,-2.2187703942136636,-0.628281949468203,-0.41143562942477274,-0.9323116897420505,-0.2529356002686143,-0.5920458681694072,-0.4068154031755853,1.0,7.0
-14.909605306228968,-0.10731349313169858,-0.0619117999095522,-1.6383106470073585,-0.30552253770235893,-0.08431393381567887,-1.0595688329894983,-0.273298310741211,-0.5534354063149749,-0.3918153564333693,0.0,8.0
-30.284141578528363,-0.10731349313169858,-0.0619117999095522,-1.6383106470073585,-0.30552253770235893,-0.08431393381567887,-1.0595688329894983,-0.273298310741211,-0.5534354063149749,-0.3918153564333693,1.0,8.0
-16.210148948740425,-0.07936117286365629,-0.06882990049351179,-2.5882141473972524,-0.5913027279821677,-0.0895084388145051,-0.9285329996055225,-0.28193162328045673,-0.570018124771309,-0.25456701692729666,0.0,9.0
-35.36957885797119,-0.07936117286365629,-0.06882990049351179,-2.5882141473972524,-0.5913027279821677,-0.0895084388145051,-0.9285329996055225,-0.28193162328045673,-0.570018124771309,-0.25456701692729666,1.0,9.0
-14.714274690729155,-0.0690376180367025,-0.04884759747278622,-2.3791959369732467,-0.592463414077713,-0.11441036710709795,-0.8436143034134886,-0.27261098118873406,-0.439073725038611,-0.23342504640686457,0.0,10.0
-35.654919605736495,-0.0690376180367025,-0.04884759747278622,-2.3791959369732467,-0.592463414077713,-0.11441036710709795,-0.8436143034134886,-0.27261098118873406,-0.439073725038611,-0.23342504640686457,1.0,10.0
