poisson_1,poisson_2,poisson_3,poisson_4,poisson_5,poisson_6,poisson_7,poisson_8,poisson_9,poisson_10,label,id
-11.723761832111876,-0.14566595008784589,-0.1811373250898214,-1.2962243593796927,-0.27701643576992296,-0.14223618537477023,-0.9810584979570365,-0.29264693020934374,-0.37873967943193065,-0.3996553459490997,0.0,1.0
-26.3177032640547,-0.14566595008784589,-0.1811373250898214,-1.2962243593796927,-0.27701643576992296,-0.14223618537477023,-0.9810584979570365,-0.29264693020934374,-0.37873967943193065,-0.3996553459490997,1.0,1.0
-12.56992581821396,-0.08994169885985315,-0.16011455317237733,-1.6768178718321565,-0.3513597480572628,-0.14673868684741365,-0.8948443949860518,-0.31750780070882456,-0.3015528499559821,-0.2944496352942565,0.0,2.0
-19.633062870307683,-0.08994169885985315,-0.16011455317237733,-1.6768178718321565,-0.3513597480572628,-0.14673868684741365,-0.8948443949860518,-0.31750780070882456,-0.3015528499559821,-0.2944496352942565,1.0,2.0
-14.095092106919992,-0.12377414783634322,-0.18086003671720619,-1.5912914549056154,-0.304335040666615,-0.1554699187292954,-1.1613421052879858,-0.39929089981313837,-0.4725386889369929,-0.4156938080806185,0.0,3.0
-20.035830275950275,-0.12377414783634322,-0.18086003671720619,-1.5912914549056154,-0.304335040666615,-0.1554699187292954,-1.1613421052879858,-0.39929089981313837,-0.4725386889369929,-0.4156938080806185,1.0,3.0
-19.259882030708013,-0.1196094362169049,-0.248168928383393,-2.5375678090619544,-0.5648329448112577,-0.23476307781572814,-1.5308340781650713,-0.6216313620864469,-0.5338217967410657,-0.4440059868475146,0.0,4.0
-32.93944550944957,-0.1196094362169049,-0.248168928383393,-2.5375678090619544,-0.5648329448112577,-0.23476307781572814,-1.5308340781650713,-0.6216313620864469,-0.5338217967410657,-0.4440059868475146,1.0,4.0
-29.734700319819922,-0.07105663036469423,-1.0813521723603117,-3.4395701761094983,-0.8691315760637508,-0.3656578900394152,-1.8255858545807087,-0.5161645756703592,-0.56293509692523,-0.4286385592343436,0.0,5.0
-46.42344408171721,-0.07105663036469423,-1.0813521723603117,-3.4395701761094983,-0.8691315760637508,-0.3656578900394152,-1.8255858545807087,-0.5161645756703592,-0.56293509692523,-0.4286385592343436,1.0,5.0
-19.643616749920824,-0.07096035750456053,-0.2746232406872764,-2.881133787689862,-0.6934217532536877,-0.20221664634107128,-1.5248382853098974,-0.363478762146201,-0.4740120481911845,-0.311112436506221,0.0,6.0
-33.40464991278429,-0.07096035750456053,-0.2746232406872764,-2.881133787689862,-0.6934217532536877,-0.20221664634107128,-1.5248382853098974,-0.363478762146201,-0.4740120481911845,-0.311112436506221,1.0,6.0
-11.17465539316676,-0.06354094652250275,-0.25921810257608513,-1.7334758245444277,-0.4267230556018262,-0.13294311935806036,-0.8426640382488131,-0.2734388117469706,-0.35394921738779317,-0.22494391194776142,0.0,7.0
-22.008018885351177,-0.06354094652250275,-0.25921810257608513,-1.7334758245444277,-0.4267230556018262,-0.13294311935806036,-0.8426640382488131,-0.2734388117469706,-0.35394921738779317,-0.22494391194776142,1.0,7.0
-10.085672180843403,-0.10039708174022621,-0.11876581512581197,-0.8974694318812908,-0.16539104923606374,-0.06855382497337814,-0.8512045719269281,-0.19305484309660415,-0.3479200991184115,-0.22200760958884302,0.0,8.0
-18.4661585882981,-0.10039708174022621,-0.11876581512581197,-0.8974694318812908,-0.16539104923606374,-0.06855382497337814,-0.8512045719269281,-0.19305484309660415,-0.3479200991184115,-0.22200760958884302,1.0,8.0
-10.630459956111935,-0.16121335675788373,-0.09724631209718382,-1.077907411714449,-0.2105035829380597,-0.06502329900857262,-0.8245157155278378,-0.21528659099914194,-0.3707015758894272,-0.18182707336411852,0.0,9.0
-22.296920132289188,-0.16121335675788373,-0.09724631209718382,-1.077907411714449,-0.2105035829380597,-0.06502329900857262,-0.8245157155278378,-0.21528659099914194,-0.3707015758894272,-0.18182707336411852,1.0,9.0
-11.087935942028423,-0.08635371125113522,-0.11321365069898093,-1.2559210793704025,-0.2546232680988396,-0.09073303735665661,-0.8145568393873077,-0.22625032372464204,-0.3511602533319973,-0.24060071161109065,0.0,10.0
-20.604436775246967,-0.08635371125113522,-0.11321365069898093,-1.2559210793704025,-0.2546232680988396,-0.09073303735665661,-0.8145568393873077,-0.22625032372464204,-0.3511602533319973,-0.24060071161109065,1.0,10.0
