poisson_1,poisson_2,poisson_3,poisson_4,poisson_5,poisson_6,poisson_7,poisson_8,poisson_9,poisson_10,label,id
-14.973786477181932,-0.21662133724430532,-0.10885980508822968,-1.6281308768719782,-0.33868755751421986,-0.13650885590428175,-1.1405172592266695,-0.4318645308122768,-0.5035552237054617,-0.32067919591025884,0.0,1.0
-16.457701882089623,-0.21662133724430532,-0.10885980508822968,-1.6281308768719782,-0.33868755751421986,-0.13650885590428175,-1.1405172592266695,-0.4318645308122768,-0.5035552237054617,-0.32067919591025884,1.0,1.0
-12.583912485673693,-0.13154210635104846,-0.07029701921260312,-1.2039510317586917,-0.17475188482438853,-0.07979628900676516,-1.2087236889115047,-0.5152388324651156,-0.5766001156256095,-0.4212305344205447,0.0,2.0
-13.165965608968577,-0.13154210635104846,-0.07029701921260312,-1.2039510317586917,-0.17475188482438853,-0.07979628900676516,-1.2087236889115047,-0.5152388324651156,-0.5766001156256095,-0.4212305344205447,1.0,2.0
-12.051080905287733,-0.19323662114203444,-0.0830652587222005,-1.2102951488597284,-0.20170500476550046,-0.07131299330544039,-1.0370678128433042,-0.3980777972514602,-0.5430238872298503,-0.4248656397511468,0.0,3.0
-12.90187692822559,-0.19323662114203444,-0.0830652587222005,-1.2102951488597284,-0.20170500476550046,-0.07131299330544039,-1.0370678128433042,-0.3980777972514602,-0.5430238872298503,-0.4248656397511468,1.0,3.0
-15.577386114569265,-0.20194241203915908,-0.08092677966925521,-1.617937146288483,-0.26916608534116904,-0.07691589104774721,-1.4029302899149911,-0.6614592608065095,-0.7307464173209439,-0.6721351202851906,0.0,4.0
-17.725359741496504,-0.20194241203915908,-0.08092677966925521,-1.617937146288483,-0.26916608534116904,-0.07691589104774721,-1.4029302899149911,-0.6614592608065095,-0.7307464173209439,-0.6721351202851906,1.0,4.0
-31.84501259051433,-0.43938849039477645,-0.18306696573182535,-3.7920597511837855,-0.6892573146957375,-0.34547869866884184,-2.7158091393052928,-1.106811839573652,-1.3442068504461986,-1.1344976512106086,0.0,5.0
-33.80184261032309,-0.43938849039477645,-0.18306696573182535,-3.7920597511837855,-0.6892573146957375,-0.34547869866884184,-2.7158091393052928,-1.106811839573652,-1.3442068504461986,-1.1344976512106086,1.0,5.0
-22.30511255378576,-0.25289487858259463,-0.13873706182550904,-2.265733190455421,-0.4100014112688086,-0.23747230066129532,-2.0879029851500945,-0.8353333479641378,-0.8705047191401718,-0.4642331030102014,0.0,6.0
-22.979156263543302,-0.25289487858259463,-0.13873706182550904,-2.265733190455421,-0.4100014112688086,-0.23747230066129532,-2.0879029851500945,-0.8353333479641378,-0.8705047191401718,-0.4642331030102014,1.0,6.0
-13.309498029337476,-0.32879115145499327,-0.09606482232524627,-1.1833811061456743,-0.1873796865339159,-0.07721516299636733,-1.1175543820605753,-0.45807067247613986,-0.4736396211879992,-0.3491607153139853,0.0,7.0
-13.916519716629864,-0.32879115145499327,-0.09606482232524627,-1.1833811061456743,-0.1873796865339159,-0.07721516299636733,-1.1175543820605753,-0.45807067247613986,-0.4736396211879992,-0.3491607153139853,1.0,7.0
-12.389656649602443,-0.24792901551748514,-0.036985286490619274,-1.6608698420760106,-0.4294182437722611,-0.12238220364298513,-0.5745540669045113,-0.17182746906206603,-0.37238723882376235,-0.17736831866824332,0.0,8.0
-20.48679584435081,-0.24792901551748514,-0.036985286490619274,-1.6608698420760106,-0.4294182437722611,-0.12238220364298513,-0.5745540669045113,-0.17182746906206603,-0.37238723882376235,-0.17736831866824332,1.0,8.0
-12.796723131722956,-0.16725682614458037,-0.029851865939150457,-1.775725860285604,-0.45078263591631185,-0.17161175693541963,-0.826951438545592,-0.2274768657271693,-0.513634730991896,-0.2664987687170992,0.0,9.0
-22.871689647986557,-0.16725682614458037,-0.029851865939150457,-1.775725860285604,-0.45078263591631185,-0.17161175693541963,-0.826951438545592,-0.2274768657271693,-0.513634730991896,-0.2664987687170992,1.0,9.0
-13.236845920430255,-0.19171642750426088,-0.03257004250230011,-1.753488016417407,-0.43811080666341695,-0.15396842015360335,-0.6544237007410345,-0.20482007716842077,-0.32656633983233974,-0.24066988853743965,0.0,10.0
-21.996252311246963,-0.19171642750426088,-0.03257004250230011,-1.753488016417407,-0.43811080666341695,-0.15396842015360335,-0.6544237007410345,-0.20482007716842077,-0.32656633983233974,-0.24066988853743965,1.0,10.0
-18.066202740173708,-0.31002520593182226,-0.12200411413428469,-2.4609782417217048,-0.76508786450961,-0.3882777531705415,-0.9691487758463211,-0.24821737890295026,-0.43710574862825524,-0.36522214305887246,0.0,11.0
-28.473786989021335,-0.31002520593182226,-0.12200411413428469,-2.4609782417217048,-0.76508786450961,-0.3882777531705415,-0.9691487758463211,-0.24821737890295026,-0.43710574862825524,-0.36522214305887246,1.0,11.0
-33.15346340344536,-0.34654876118793254,-0.11508067746279949,-5.591122619951875,-1.7788933344709221,-0.7879155646793379,-1.5677022755809276,-0.44294068794576447,-1.0332019304254914,-0.71677071678846,0.0,12.0
-44.161201158391464,-0.34654876118793254,-0.11508067746279949,-5.591122619951875,-1.7788933344709221,-0.7879155646793379,-1.5677022755809276,-0.44294068794576447,-1.0332019304254914,-0.71677071678846,1.0,12.0
-20.28892023661149,-0.37378980391940786,-0.05154392194194202,-3.0512600735866613,-0.9142418908359105,-0.37633351194955367,-0.9433034398925315,-0.2886445619499227,-0.5539472246534842,-0.40248497235364766,0.0,13.0
-28.754697177650144,-0.37378980391940786,-0.05154392194194202,-3.0512600735866613,-0.9142418908359105,-0.37633351194955367,-0.9433034398925315,-0.2886445619499227,-0.5539472246534842,-0.40248497235364766,1.0,13.0
-13.485979460090334,-0.2013212123986392,-0.032623214862724126,-1.936057672519496,-0.5183971227505708,-0.1657902958655768,-0.9453207780822481,-0.21595983943899455,-0.3502329580933292,-0.18589193241183466,0.0,14.0
-24.3877047035391,-0.2013212123986392,-0.032623214862724126,-1.936057672519496,-0.5183971227505708,-0.1657902958655768,-0.9453207780822481,-0.21595983943899455,-0.3502329580933292,-0.18589193241183466,1.0,14.0
-15.849386684360354,-0.16882847206829865,-0.11208155422801269,-2.21532712467382,-0.5194152339552147,-0.1962963132949085,-1.098229056338937,-0.4129518466127138,-0.7734082143044247,-0.46152727902767765,0.0,15.0
-19.404540270409143,-0.16882847206829865,-0.11208155422801269,-2.21532712467382,-0.5194152339552147,-0.1962963132949085,-1.098229056338937,-0.4129518466127138,-0.7734082143044247,-0.46152727902767765,1.0,15.0
-13.411918803542193,-0.1249366598456163,-0.16992733275469618,-1.7134756814459138,-0.46276715412665226,-0.14742746052735356,-0.9028036170572875,-0.3468061252219172,-0.48241046901358686,-0.2905793262304428,0.0,16.0
-16.980405253489465,-0.1249366598456163,-0.16992733275469618,-1.7134756814459138,-0.46276715412665226,-0.14742746052735356,-0.9028036170572875,-0.3468061252219172,-0.48241046901358686,-0.2905793262304428,1.0,16.0
-15.36950691890928,-0.17147785100689816,-0.23328331463153518,-2.375109514826363,-0.6577462645698233,-0.1485926888940412,-0.9303109501819335,-0.3085031946417871,-0.5709970178841104,-0.292241277255755,0.0,17.0
-23.7120122008032,-0.17147785100689816,-0.23328331463153518,-2.375109514826363,-0.6577462645698233,-0.1485926888940412,-0.9303109501819335,-0.3085031946417871,-0.5709970178841104,-0.292241277255755,1.0,17.0
-19.513487003081963,-0.16224347034878406,-0.29911273893384305,-3.488503555039472,-1.005873725851302,-0.3903726033142334,-1.0527762323837067,-0.3407407328269869,-0.6358731913006181,-0.338717669330606,0.0,18.0
-28.2836726325867,-0.16224347034878406,-0.29911273893384305,-3.488503555039472,-1.005873725851302,-0.3903726033142334,-1.0527762323837067,-0.3407407328269869,-0.6358731913006181,-0.338717669330606,1.0,18.0
-29.990769262471588,-0.37729358406090796,-0.35489648340455915,-5.412865499588065,-1.4761357853038817,-0.7815587362517817,-1.1056255635858747,-0.3777657769754228,-0.5425624029373921,-0.48045194333087693,0.0,19.0
-41.28774906880676,-0.37729358406090796,-0.35489648340455915,-5.412865499588065,-1.4761357853038817,-0.7815587362517817,-1.1056255635858747,-0.3777657769754228,-0.5425624029373921,-0.48045194333087693,1.0,19.0
-21.077616296026548,-0.40761146417867167,-0.31223411644339194,-3.152423247847821,-0.6658488574498165,-0.14030634284432608,-0.8499919562217997,-0.3110633780867147,-0.495190578362525,-0.529999991788543,0.0,20.0
-26.459915059003833,-0.40761146417867167,-0.31223411644339194,-3.152423247847821,-0.6658488574498165,-0.14030634284432608,-0.8499919562217997,-0.3110633780867147,-0.495190578362525,-0.529999991788543,1.0,20.0
-12.104755137667496,-0.2820435832535395,-0.17542221428425364,-1.415127223239267,-0.3498223846158339,-0.11096178253305311,-0.6724354164673514,-0.25469832943639403,-0.40859266738557665,-0.503798117964493,0.0,21.0
-15.78198305817844,-0.2820435832535395,-0.17542221428425364,-1.415127223239267,-0.3498223846158339,-0.11096178253305311,-0.6724354164673514,-0.25469832943639403,-0.40859266738557665,-0.503798117964493,1.0,21.0
-8.854558635570385,-0.23026784345597662,-0.05904194087185033,-1.1153888748958707,-0.2550308201316227,-0.13481844458019054,-0.7671160495284255,-0.26143890502044087,-0.5245726304097502,-0.1274288808550068,0.0,22.0
-6.521701169045187,-0.23026784345597662,-0.05904194087185033,-1.1153888748958707,-0.2550308201316227,-0.13481844458019054,-0.7671160495284255,-0.26143890502044087,-0.5245726304097502,-0.1274288808550068,1.0,22.0
-14.044243698732089,-0.3466014353047058,-0.05035324716496348,-1.473726449358253,-0.4200849787715981,-0.22892099069287042,-0.698090091584163,-0.2682531751946158,-0.40082446436287,-0.12882560363874518,0.0,23.0
-27.78184842560094,-0.3466014353047058,-0.05035324716496348,-1.473726449358253,-0.4200849787715981,-0.22892099069287042,-0.698090091584163,-0.2682531751946158,-0.40082446436287,-0.12882560363874518,1.0,23.0
-13.366133558385393,-0.20679852790811992,-0.06647955189035315,-1.5055589950771946,-0.4251362680048203,-0.22556906480897965,-0.8365806293514595,-0.29699751835124744,-0.4775600490638112,-0.16883419530063293,0.0,24.0
-30.894994162781906,-0.20679852790811992,-0.06647955189035315,-1.5055589950771946,-0.4251362680048203,-0.22556906480897965,-0.8365806293514595,-0.29699751835124744,-0.4775600490638112,-0.16883419530063293,1.0,24.0
