gamma_1,label,id
0.015169076144301297,0.0,1.0
0.033600207151004646,1.0,1.0
0.023333877845664208,0.0,2.0
0.037659849397396084,1.0,2.0
0.02280183969621241,0.0,3.0
0.03156930297807925,1.0,3.0
0.023960169033641066,0.0,4.0
0.044121360610994476,1.0,4.0
0.02011901855206144,0.0,5.0
0.030804751625558957,1.0,5.0
0.017129414290756095,0.0,6.0
0.028644625874182594,1.0,6.0
0.018582868631738858,0.0,7.0
0.039451762975791116,1.0,7.0
0.014401700608579038,0.0,8.0
0.02469853786976861,1.0,8.0
0.020460301107108947,0.0,9.0
0.04141092734957841,1.0,9.0
0.024427380636208973,0.0,10.0
0.04456058298304377,1.0,10.0
0.021276099824226957,0.0,11.0
0.040867990061853376,1.0,11.0
0.018040324486561232,0.0,12.0
0.030069583732025063,1.0,12.0
0.013457412226453691,0.0,13.0
0.024637454005013826,1.0,13.0
0.01926800896378733,0.0,14.0
0.03576616191063309,1.0,14.0
0.018796546152282545,0.0,15.0
0.032393345036557,1.0,15.0
0.029688392356995053,0.0,16.0
0.048560310494004444,1.0,16.0
0.029673124998104594,0.0,17.0
0.04708272606064323,1.0,17.0
0.02713709079046467,0.0,18.0
0.04415286622139858,1.0,18.0
0.017652009763505117,0.0,19.0
0.027035382341212166,1.0,19.0
0.016117008428166546,0.0,20.0
0.026668308090972204,1.0,20.0
0.023408624302162284,0.0,21.0
0.041370666540173406,1.0,21.0
0.02113576166425224,0.0,22.0
0.033585374249954114,1.0,22.0
0.03395711865988904,0.0,23.0
0.06037226985365507,1.0,23.0
0.03687111177305491,0.0,24.0
0.06349052174499725,1.0,24.0
0.0346732333865134,0.0,25.0
0.05497804668520434,1.0,25.0
0.020113382168460703,0.0,26.0
0.02536411470864408,1.0,26.0
0.015564493525871637,0.0,27.0
0.02178444884838804,1.0,27.0
0.025492374850167643,0.0,28.0
0.04677751955416687,1.0,28.0
0.01641751346520781,0.0,29.0
0.03312969143133104,1.0,29.0
0.039014608695929986,0.0,30.0
0.06535000173567918,1.0,30.0
0.03858755747103704,0.0,31.0
0.06284862165946015,1.0,31.0
0.03261027870844213,0.0,32.0
0.052875632329007605,1.0,32.0
0.02283588004339876,0.0,33.0
0.03709150701564923,1.0,33.0
0.017510120183431344,0.0,34.0
0.024568498570392894,1.0,34.0
0.027582962208539286,0.0,35.0
0.045939379026304294,1.0,35.0
0.01652938234405177,0.0,36.0
0.029679972805970234,1.0,36.0
0.029322256076839803,0.0,37.0
0.05414362635744929,1.0,37.0
0.03156254037311079,0.0,38.0
0.05679923588406499,1.0,38.0
0.030666839692710113,0.0,39.0
0.04951742001820403,1.0,39.0
0.02225809501581244,0.0,40.0
0.028426308166857872,1.0,40.0
0.019354270207572633,0.0,41.0
0.029791552777575614,1.0,41.0
0.026244964498252976,0.0,42.0
0.04711387749012674,1.0,42.0
0.01981785625261745,0.0,43.0
0.05757187710622835,1.0,43.0
0.03450485318459506,0.0,44.0
0.09528755645748044,1.0,44.0
0.028129262175921266,0.0,45.0
0.08862583247705391,1.0,45.0
0.025428940749684603,0.0,46.0
0.07252636598261741,1.0,46.0
0.022885073349487417,0.0,47.0
0.04954804576535565,1.0,47.0
0.017703383972142994,0.0,48.0
0.04223249156935216,1.0,48.0
0.0241634945865683,0.0,49.0
0.06812915098020644,1.0,49.0
0.02057435190777923,0.0,50.0
0.03753838828952816,1.0,50.0
0.03579508861544323,0.0,51.0
0.0690457150865611,1.0,51.0
0.03517492310204329,0.0,52.0
0.06945745000497316,1.0,52.0
0.030855508539791465,0.0,53.0
0.04967711033753952,1.0,53.0
0.02209073297290054,0.0,54.0
0.032901169096519745,1.0,54.0
0.019762619511615398,0.0,55.0
0.029080286995184945,1.0,55.0
0.02613328031978357,0.0,56.0
0.049845638183002805,1.0,56.0
0.01443865429213842,0.0,57.0
0.058519361563745154,1.0,57.0
0.021657440601368982,0.0,58.0
0.07122894570081773,1.0,58.0
0.022903493093263005,0.0,59.0
0.0681196505693995,1.0,59.0
0.021217834738899377,0.0,60.0
0.10098466428190012,1.0,60.0
0.016736164000582754,0.0,61.0
0.0593217874141132,1.0,61.0
0.016289411707459678,0.0,62.0
0.04378159160012274,1.0,62.0
0.018523521612425764,0.0,63.0
