gamma_1,label,id
0.013200751695551904,0.0,1.0
0.014251773634840426,1.0,1.0
0.013387694532392302,0.0,2.0
0.013872392298651892,1.0,2.0
0.013216168770599612,0.0,3.0
0.013946236499585485,1.0,3.0
0.015938767828609812,0.0,4.0
0.017646586112071372,1.0,4.0
0.021521357570448263,0.0,5.0
0.02260276052179666,1.0,5.0
0.016005163290891744,0.0,6.0
0.016395527259599252,1.0,6.0
0.012531345394646731,0.0,7.0
0.012987401258977904,1.0,7.0
0.012787794929545182,0.0,8.0
0.01974570474076298,1.0,8.0
0.014997746580181381,0.0,9.0
0.024824939313379257,1.0,9.0
0.01548482391934991,0.0,10.0
0.024230449001112042,1.0,10.0
0.018222187956964397,0.0,11.0
0.027289211390411072,1.0,11.0
0.024582704213022222,0.0,12.0
0.03201317010272309,1.0,12.0
0.017542983894337283,0.0,13.0
0.02380457285803983,1.0,13.0
0.014675092367510523,0.0,14.0
0.024781434950487125,1.0,14.0
0.014472892360462453,0.0,15.0
0.017093823170305278,1.0,15.0
0.013957914638431212,0.0,16.0
0.017059793125919764,1.0,16.0
0.015413194415811127,0.0,17.0
0.02274705292195911,1.0,17.0
0.017860035768384463,0.0,18.0
0.025162527757012665,1.0,18.0
0.020159400429149876,0.0,19.0
0.02707883854524784,1.0,19.0
0.01614137287586015,0.0,20.0
0.01974151519128231,1.0,20.0
0.012544032595227073,0.0,21.0
0.01566055945139988,1.0,21.0
0.012271463129383875,0.0,22.0
0.020856803925942913,1.0,22.0
0.014720182694051953,0.0,23.0
0.02426876838014458,1.0,23.0
0.015950708106066802,0.0,24.0
0.02984900855423689,1.0,24.0
0.016880993691160917,0.0,25.0
0.030553336261322173,1.0,25.0
0.018348990679174726,0.0,26.0
0.03163909856050573,1.0,26.0
0.015134743849011034,0.0,27.0
0.02624810937507549,1.0,27.0
0.012854368450345266,0.0,28.0
0.024823031534331186,1.0,28.0
0.013577972293461471,0.0,29.0
0.035400611618882305,1.0,29.0
0.015031136858564054,0.0,30.0
0.036402061934688756,1.0,30.0
0.015241272408863527,0.0,31.0
0.0391945600949577,1.0,31.0
0.01678262716895995,0.0,32.0
0.035738530391535406,1.0,32.0
0.022625026598408038,0.0,33.0
0.035445636701828764,1.0,33.0
0.01772413310898946,0.0,34.0
0.03287883720290985,1.0,34.0
