gamma_1,label,id
0.01209648203235858,0.0,1.0
0.024369396937719223,1.0,1.0
0.012468930163226144,0.0,2.0
0.025712298454238613,1.0,2.0
0.011609613510696004,0.0,3.0
0.02656328567545385,1.0,3.0
0.014364526069053252,0.0,4.0
0.025568395741379035,1.0,4.0
0.016234894841996805,0.0,5.0
0.02672720516142979,1.0,5.0
0.015268451957683116,0.0,6.0
0.026899174530586212,1.0,6.0
0.012712201564812897,0.0,7.0
0.02551312020668961,1.0,7.0
0.012506307104337644,0.0,8.0
0.023472418377917137,1.0,8.0
0.01492797093552678,0.0,9.0
0.030179791297383574,1.0,9.0
0.013797276005322434,0.0,10.0
0.03066176915069363,1.0,10.0
0.016522937120973857,0.0,11.0
0.03311881289717844,1.0,11.0
0.02377572188158128,0.0,12.0
0.04820448543213418,1.0,12.0
0.0159009662344749,0.0,13.0
0.03290415334216279,1.0,13.0
0.013353220860781168,0.0,14.0
0.0388051578662556,1.0,14.0
0.013010121652190065,0.0,15.0
0.04675775926173831,1.0,15.0
0.016232800835947803,0.0,16.0
0.04888384788373301,1.0,16.0
0.015284456193556561,0.0,17.0
0.050145552618358735,1.0,17.0
0.017807209843789362,0.0,18.0
0.05666267380536105,1.0,18.0
0.01944416435313112,0.0,19.0
0.050792495620850975,1.0,19.0
0.01618004346971258,0.0,20.0
0.04539255744287107,1.0,20.0
0.017357019162541842,0.0,21.0
0.0508967059189005,1.0,21.0
0.012873412396039896,0.0,22.0
0.02112451270186133,1.0,22.0
0.012960057409633574,0.0,23.0
0.025211084607626777,1.0,23.0
0.012622749209389994,0.0,24.0
0.05066342635077481,1.0,24.0
0.01637883224433212,0.0,25.0
0.053182259181070446,1.0,25.0
0.022145472400697308,0.0,26.0
0.046465897854302884,1.0,26.0
0.017162272627501363,0.0,27.0
0.027118047448222438,1.0,27.0
0.013435432268478653,0.0,28.0
0.02423878116839706,1.0,28.0
0.011256244892011491,0.0,29.0
0.03049027165991225,1.0,29.0
0.012636303594336429,0.0,30.0
0.03451234055068175,1.0,30.0
0.01123194953923301,0.0,31.0
0.03788562488615543,1.0,31.0
0.012746668240102732,0.0,32.0
0.03168667016025006,1.0,32.0
0.017555158275063043,0.0,33.0
0.03865903374013202,1.0,33.0
0.014953655891142947,0.0,34.0
0.03734263800513693,1.0,34.0
0.011043679681963958,0.0,35.0
0.02969551658926628,1.0,35.0
0.01139500530699289,0.0,36.0
0.013408110023550801,1.0,36.0
0.012701391724290634,0.0,37.0
0.014740841735292776,1.0,37.0
0.012269417037916064,0.0,38.0
0.014997000541570493,1.0,38.0
0.016704087448336402,0.0,39.0
0.018969163321038263,1.0,39.0
0.02037813441148817,0.0,40.0
0.02171057260485698,1.0,40.0
0.016077204060956696,0.0,41.0
0.017798238371184993,1.0,41.0
0.012991381841925609,0.0,42.0
0.015423540813336523,1.0,42.0
0.013837338472061589,0.0,43.0
0.04013248533140201,1.0,43.0
0.0130456005546562,0.0,44.0
0.04409837297863595,1.0,44.0
0.013304018576259402,0.0,45.0
0.05571181836829897,1.0,45.0
0.014810639204829723,0.0,46.0
0.05810440164816155,1.0,46.0
0.02118941264951557,0.0,47.0
0.056723298048080295,1.0,47.0
0.01695328916565808,0.0,48.0
0.04920251081258842,1.0,48.0
0.01308982790680524,0.0,49.0
0.022879441958471247,1.0,49.0
0.012982363002002728,0.0,50.0
0.015072932591644328,1.0,50.0
0.012423183358996504,0.0,51.0
0.014995094199447223,1.0,51.0
0.012625310520272048,0.0,52.0
0.01491298291815113,1.0,52.0
0.017287119883157676,0.0,53.0
0.019295730984588477,1.0,53.0
0.018461203599142273,0.0,54.0
0.01999493690285492,1.0,54.0
0.015368369424329842,0.0,55.0
0.01891660398478301,1.0,55.0
0.01285735302828872,0.0,56.0
0.01813840960388946,1.0,56.0
0.012823424668677585,0.0,57.0
0.019867883865074987,1.0,57.0
0.011705152133400176,0.0,58.0
0.019968602997117557,1.0,58.0
0.012336587261230658,0.0,59.0
0.02103110270900599,1.0,59.0
0.014503277239888313,0.0,60.0
0.020631949848532116,1.0,60.0
0.01953293033985659,0.0,61.0
0.023935504507391236,1.0,61.0
0.01626820750178215,0.0,62.0
0.02018095765425132,1.0,62.0
0.012435809236172268,0.0,63.0
0.022063643668211785,1.0,63.0
0.013220945590496136,0.0,64.0
0.01678079752287065,1.0,64.0
0.013505044592347026,0.0,65.0
0.017519790318106132,1.0,65.0
0.014021498147245293,0.0,66.0
0.017681937933210268,1.0,66.0
0.016106099875210944,0.0,67.0
0.019726286097629053,1.0,67.0
0.01652420419803402,0.0,68.0
0.019394909254199177,1.0,68.0
0.014555593965625224,0.0,69.0
0.017563909786769916,1.0,69.0
0.01294765469437209,0.0,70.0
0.016952534030068023,1.0,70.0
0.014065403666734255,0.0,71.0
0.02822417784983111,1.0,71.0
0.014099652491802228,0.0,72.0
0.03952787693267279,1.0,72.0
0.014228255066778939,0.0,73.0
0.029741579893570513,1.0,73.0
0.017728256085865812,0.0,74.0
0.03200828042188997,1.0,74.0
0.0187436272317294,0.0,75.0
0.038948330008684806,1.0,75.0
0.01450713513621782,0.0,76.0
0.03162416903127596,1.0,76.0
0.011941438816398087,0.0,77.0
0.026917402987423067,1.0,77.0
0.012166246300504113,0.0,78.0
0.017444509117112705,1.0,78.0
0.01269252312757052,0.0,79.0
0.018346143696939876,1.0,79.0
0.011350993092306805,0.0,80.0
0.01660326260342293,1.0,80.0
0.016028912477120905,0.0,81.0
0.020130598917663445,1.0,81.0
0.019460284730858923,0.0,82.0
0.022524941316337976,1.0,82.0
0.015021624293509728,0.0,83.0
0.018326234561697685,1.0,83.0
0.01131199339632305,0.0,84.0
0.01605746249699802,1.0,84.0
0.012576899815837095,0.0,85.0
0.03193778162970151,1.0,85.0
0.014332040568232784,0.0,86.0
0.029393718480349662,1.0,86.0
0.012810886698537693,0.0,87.0
0.028276308452166887,1.0,87.0
0.015213769847434833,0.0,88.0
0.02730832305621389,1.0,88.0
0.017885934498978795,0.0,89.0
0.02578763454058164,1.0,89.0
0.01506425495421393,0.0,90.0
0.026177025748961746,1.0,90.0
0.013606474904736654,0.0,91.0
0.03501490279991781,1.0,91.0
0.01184383539083278,0.0,92.0
0.01914584923761531,1.0,92.0
0.011816648275334796,0.0,93.0
0.01947174705715371,1.0,93.0
0.011459288489866992,0.0,94.0
0.018782464074339256,1.0,94.0
0.01386447914134159,0.0,95.0
0.020204517218878948,1.0,95.0
0.018965541594882396,0.0,96.0
0.02334777853853387,1.0,96.0
0.014812697353329352,0.0,97.0
0.022782772397866413,1.0,97.0
0.012763783922341343,0.0,98.0
0.017953690674374467,1.0,98.0
0.011871654514319374,0.0,99.0
0.019425127667363817,1.0,99.0
0.011949145247915904,0.0,100.0
0.0203386021683154,1.0,100.0
0.012603277607960983,0.0,101.0
0.021089940764142945,1.0,101.0
0.015453245465823606,0.0,102.0
0.02220984189513331,1.0,102.0
0.019095576082863275,0.0,103.0
0.02523897199227676,1.0,103.0
0.015215812705534404,0.0,104.0
0.02623080508286746,1.0,104.0
0.012018871020816668,0.0,105.0
0.02086870642423344,1.0,105.0
0.014453722828382087,0.0,106.0
0.03031128880731515,1.0,106.0
0.012323759589771388,0.0,107.0
0.03279000636929208,1.0,107.0
0.01368391253403356,0.0,108.0
0.030105139365027345,1.0,108.0
0.01798416430927796,0.0,109.0
0.03274530861077096,1.0,109.0
0.01950947110624357,0.0,110.0
0.03174891280905179,1.0,110.0
0.01549708373956138,0.0,111.0
0.029963626770102003,1.0,111.0
0.012912400797715051,0.0,112.0
0.028160101586353736,1.0,112.0
0.011136349280268742,0.0,113.0
0.046147188318964805,1.0,113.0
0.011653360370269539,0.0,114.0
0.031620771873269504,1.0,114.0
0.011987098436420762,0.0,115.0
0.03526890515741554,1.0,115.0
0.013794570070310375,0.0,116.0
0.036914515081710064,1.0,116.0
0.017962322291394717,0.0,117.0
