gamma_1,label,id
0.015540307561160649,0.0,1.0
0.022974483124491574,1.0,1.0
0.017859743900877856,0.0,2.0
0.023473116912983816,1.0,2.0
0.01903273131200045,0.0,3.0
0.026961317018438624,1.0,3.0
0.017854154591869786,0.0,4.0
0.024220004312117016,1.0,4.0
0.019995636017482443,0.0,5.0
0.023667146308226528,1.0,5.0
0.016737981237636923,0.0,6.0
0.021782474047527867,1.0,6.0
0.015837538835306475,0.0,7.0
0.022976923506786484,1.0,7.0
0.01456960556714737,0.0,8.0
0.024992423245633333,1.0,8.0
0.017471969880070937,0.0,9.0
0.030151028219698173,1.0,9.0
0.020190444790092688,0.0,10.0
0.03299255700877746,1.0,10.0
0.017112438343500624,0.0,11.0
0.026600255749977375,1.0,11.0
0.01803677588572805,0.0,12.0
0.024174436400405508,1.0,12.0
0.01361481361575878,0.0,13.0
0.021431529489917,1.0,13.0
0.01728461714635987,0.0,14.0
0.028400054297928357,1.0,14.0
0.013568764465546224,0.0,15.0
0.028847677969360053,1.0,15.0
0.021391033934757164,0.0,16.0
0.036508694796799634,1.0,16.0
0.01968640904685426,0.0,17.0
0.03570877010268925,1.0,17.0
0.019813443091798888,0.0,18.0
0.031199659876015584,1.0,18.0
0.021097935070459428,0.0,19.0
0.029950283216749973,1.0,19.0
0.01750760893600045,0.0,20.0
0.02923274576424717,1.0,20.0
0.017803718596934193,0.0,21.0
0.034107437727231904,1.0,21.0
0.01772549533012091,0.0,22.0
0.025654874908071168,1.0,22.0
0.027468049817924278,0.0,23.0
0.04144837686436231,1.0,23.0
0.02862726944550431,0.0,24.0
0.040076513269493574,1.0,24.0
0.0232605823202241,0.0,25.0
0.03251410429662105,1.0,25.0
0.020603400511070458,0.0,26.0
0.02593878040767894,1.0,26.0
0.014673416143216045,0.0,27.0
0.021158667108657436,1.0,27.0
0.02047677062830955,0.0,28.0
0.028612567603734096,1.0,28.0
0.012450814057884951,0.0,29.0
0.028700635263390506,1.0,29.0
0.015703259025379612,0.0,30.0
0.04579192242636054,1.0,30.0
0.015611003124591072,0.0,31.0
0.044106387498385136,1.0,31.0
0.01828404146393625,0.0,32.0
0.04373159025321183,1.0,32.0
0.01810048379089446,0.0,33.0
0.027712532051051397,1.0,33.0
0.01404955799239005,0.0,34.0
0.02541246446451595,1.0,34.0
0.014253477427295103,0.0,35.0
0.03967218053736321,1.0,35.0
0.014615646839939433,0.0,36.0
0.029406065019853322,1.0,36.0
0.01692088045087381,0.0,37.0
0.03174363539776781,1.0,37.0
0.016605835936525093,0.0,38.0
0.033524784185781975,1.0,38.0
0.019061673571706628,0.0,39.0
0.030215552072833773,1.0,39.0
0.021723977619671153,0.0,40.0
0.0488008283240986,1.0,40.0
0.01654607577386047,0.0,41.0
0.02837443818756702,1.0,41.0
0.015723149651624357,0.0,42.0
0.03111070092817858,1.0,42.0
0.013890620765957706,0.0,43.0
0.02154071160462756,1.0,43.0
0.01771283252052891,0.0,44.0
0.03108823338167177,1.0,44.0
0.01821091182268164,0.0,45.0
0.0373077185035684,1.0,45.0
0.020102357233761747,0.0,46.0
0.03532314200198572,1.0,46.0
0.02065638162465966,0.0,47.0
0.025853041635254925,1.0,47.0
0.018071681666765205,0.0,48.0
0.023547311500512702,1.0,48.0
0.016485334384079398,0.0,49.0
0.03146606890911663,1.0,49.0
0.01385684162868861,0.0,50.0
0.024470803367850014,1.0,50.0
0.02008568242948927,0.0,51.0
0.03668455863994202,1.0,51.0
0.020593006986795448,0.0,52.0
0.044800954530550996,1.0,52.0
0.01936826953281079,0.0,53.0
0.036561034757574884,1.0,53.0
0.019991242955079702,0.0,54.0
0.028594260405421235,1.0,54.0
0.016068402715391894,0.0,55.0
0.027919381435076662,1.0,55.0
0.017623221135907752,0.0,56.0
0.04571735847908087,1.0,56.0
0.012109285563650207,0.0,57.0
0.028699742215140933,1.0,57.0
0.014683206635391688,0.0,58.0
0.03717924916937454,1.0,58.0
0.014395658054225269,0.0,59.0
0.03932147028749089,1.0,59.0
0.016088652629406397,0.0,60.0
0.043496275414858676,1.0,60.0
0.016446285276136674,0.0,61.0
0.026428134697101147,1.0,61.0
0.01489728829664605,0.0,62.0
0.026756309691037483,1.0,62.0
0.01361828354766148,0.0,63.0
0.034127758067926894,1.0,63.0
0.013687171621044047,0.0,64.0
0.03677983126030071,1.0,64.0
0.02109412932809107,0.0,65.0
0.055897952566407394,1.0,65.0
0.022560403778119742,0.0,66.0
0.05034072267241774,1.0,66.0
0.020804195317328134,0.0,67.0
0.049474464047945865,1.0,67.0
0.016728926291500024,0.0,68.0
0.031575734037359915,1.0,68.0
0.01591698159232946,0.0,69.0
0.03361322955720425,1.0,69.0
0.018353731405861495,0.0,70.0
0.042077917203956705,1.0,70.0
0.013901132423995488,0.0,71.0
0.02620921598733128,1.0,71.0
0.016394381434020833,0.0,72.0
0.03172107803487334,1.0,72.0
0.015251809378738823,0.0,73.0
0.03240055850254908,1.0,73.0
0.017694551879787745,0.0,74.0
0.03548198508787204,1.0,74.0
0.018986615427320164,0.0,75.0
0.027935360395377362,1.0,75.0
0.017334173576079248,0.0,76.0
0.024226238759279983,1.0,76.0
0.015038592338764811,0.0,77.0
0.02695074125384922,1.0,77.0
0.012903249701349928,0.0,78.0
0.04600815408868497,1.0,78.0
0.01773283196654951,0.0,79.0
0.056206994749163464,1.0,79.0
0.017933659802161994,0.0,80.0
0.05225876533638418,1.0,80.0
0.021030114151084245,0.0,81.0
0.04455636687779574,1.0,81.0
0.018514409778478402,0.0,82.0
0.0455978250928597,1.0,82.0
0.01566002725669069,0.0,83.0
0.04494366677460304,1.0,83.0
0.014205102589176732,0.0,84.0
0.0420428961835313,1.0,84.0
0.012666614743863658,0.0,85.0
0.04048364668729887,1.0,85.0
0.0161430884073388,0.0,86.0
0.046750394115703475,1.0,86.0
0.01753566916364724,0.0,87.0
0.04138671193352028,1.0,87.0
0.018194866379195762,0.0,88.0
0.03588814775022442,1.0,88.0
0.01773967784097019,0.0,89.0
0.05435684569595045,1.0,89.0
0.014328755119093373,0.0,90.0
0.026499022088716462,1.0,90.0
0.015389055208033131,0.0,91.0
0.04494103380003578,1.0,91.0
0.01486644009198157,0.0,92.0
0.020072488982296743,1.0,92.0
0.023544737860836218,0.0,93.0
0.031773165445202256,1.0,93.0
0.0214928380352446,0.0,94.0
0.03077082901338901,1.0,94.0
0.020894584694907792,0.0,95.0
0.028604518238453114,1.0,95.0
0.019398378189087406,0.0,96.0
0.02165049739002889,1.0,96.0
0.017407349586543663,0.0,97.0
0.02034976614872841,1.0,97.0
0.018846978650787882,0.0,98.0
0.02664173239250278,1.0,98.0
0.013466714716160677,0.0,99.0
0.023769342004787752,1.0,99.0
0.017610891628535352,0.0,100.0
0.02431447338632431,1.0,100.0
0.019069824193044926,0.0,101.0
0.027741036368557292,1.0,101.0
0.020269627511940502,0.0,102.0
0.026823552040129872,1.0,102.0
0.02015883085495096,0.0,103.0
0.025210241335997807,1.0,103.0
0.014881739013711037,0.0,104.0
0.01994774069385885,1.0,104.0
0.015253746329579876,0.0,105.0
0.021316634033347714,1.0,105.0
0.011929359323802124,0.0,106.0
0.021009161272878885,1.0,106.0
0.015321620046655937,0.0,107.0
0.024541884655651547,1.0,107.0
0.01446007208850375,0.0,108.0
0.020332587438974592,1.0,108.0
0.017381996675327915,0.0,109.0
0.0232859287418945,1.0,109.0
0.021058952758239435,0.0,110.0
0.024942200906347356,1.0,110.0
0.017503950493671372,0.0,111.0
0.022937734691008238,1.0,111.0
0.014931904087028602,0.0,112.0
0.023009584650296233,1.0,112.0
0.013653526814099592,0.0,113.0
0.03314160527178123,1.0,113.0
0.018287192359441207,0.0,114.0
0.05264604240406889,1.0,114.0
0.016730218683329134,0.0,115.0
0.03877762861861456,1.0,115.0
0.021677676745359697,0.0,116.0
0.04647824968343217,1.0,116.0
0.019240693994369007,0.0,117.0
0.04084943409402042,1.0,117.0
0.015615411652343258,0.0,118.0
0.03573864283532613,1.0,118.0
0.01588960209030521,0.0,119.0
0.0361036350180477,1.0,119.0
0.013918411834374034,0.0,120.0
0.04192904794571506,1.0,120.0
0.01885022594930108,0.0,121.0
0.04079412698776608,1.0,121.0
0.01942728359511392,0.0,122.0
0.035691629255619084,1.0,122.0
0.02355034055593519,0.0,123.0
0.03842946562023153,1.0,123.0
0.022231096127242722,0.0,124.0
0.029542156364656957,1.0,124.0
0.01588302697467059,0.0,125.0
0.026407275236512096,1.0,125.0
0.01806938385006429,0.0,126.0
0.03321241375184991,1.0,126.0
0.015007625791381596,0.0,127.0
0.027614774287457067,1.0,127.0
0.01946690823146735,0.0,128.0
0.03734508221190547,1.0,128.0
0.021486117434420304,0.0,129.0
0.03957453589806326,1.0,129.0
0.025252644018818327,0.0,130.0
0.03925939097845266,1.0,130.0
0.020520621882815338,0.0,131.0
0.031348249116256444,1.0,131.0
0.014953280451109663,0.0,132.0
0.025801691813140515,1.0,132.0
0.017041396898481054,0.0,133.0
0.030922693330610596,1.0,133.0
0.014667124358261674,0.0,134.0
0.038270653067037586,1.0,134.0
0.017641558402781143,0.0,135.0
0.0583695915212572,1.0,135.0
0.017385222169071124,0.0,136.0
0.04648366752214095,1.0,136.0
0.020978883343829136,0.0,137.0
0.042206496397093396,1.0,137.0
0.02509056484030525,0.0,138.0
0.04595940906220841,1.0,138.0
0.015841475817663042,0.0,139.0
0.041376824610944496,1.0,139.0
