cm_1_power,cm_2_power,cm_3_power,cm_4_power,cm_5_power,cm_6_power,cm_7_power,cm_8_power,cm_9_power,cm_10_power,cm_11_power,cm_12_power,cm_13_power,cm_14_power,cm_15_power,cm_16_power,cm_17_power,cm_18_power,cm_19_power,cm_20_power,cm_21_power,cm_22_power,cm_23_power,cm_24_power,load_1_power,load_2_power,load_3_power,load_4_power,load_5_power,load_6_power,load_7_power,load_8_power,load_9_power,load_10_power,load_11_power,load_12_power,load_13_power,load_14_power,load_15_power,load_16_power,load_17_power,load_18_power,load_19_power,load_20_power,load_21_power,load_22_power,load_23_power,load_24_power,load_25_power,load_26_power,load_27_power,load_28_power,load_29_power,load_30_power,load_31_power,load_32_power,load_33_power,load_34_power,load_35_power,load_36_power,load_37_power,load_38_power,load_39_power,load_40_power,load_41_power,load_42_power,load_43_power,load_44_power,load_45_power,load_46_power,load_47_power,load_48_power,load_49_power,load_50_power,load_51_power,load_52_power,load_53_power,load_54_power,load_55_power,label,id
86.23568,55.8936,68.987312,93.898034,168.422794,82.391309,42.515251,45.633565,115.964464,8.665757,82.612369,45.935803,48.936759,99.804633,85.9649,82.37616,112.550288,61.021814,73.498876,38.449518,55.989487,100.281459,34.425488,68.62868,58.371156,29.055937,21.754859,45.600166,19.864022,23.989517,25.013125,45.797864,52.270388,68.874481,47.151402,23.011851,20.946888,31.736662,18.708202,27.328093,23.794584,2.57235,23.068896,83.964868,21.750953,31.761239,5.734213,19.684698,32.512792,32.7424,36.175231,29.466553,23.709422,29.975184,22.162299,26.821808,34.666117,19.942027,65.077298,20.347017,28.530236,85.490842,32.832596,25.327328,33.372795,15.208744,55.483659,49.347647,22.473398,8.235656,44.677622,30.946555,21.762119,41.432436,18.226589,20.853013,27.158009,20.106171,13.535949,0.0,1.0
86.23568,55.8936,68.987312,93.898034,168.422794,82.391309,42.515251,45.633565,115.964464,8.665757,82.612369,45.935803,48.936759,99.804633,85.9649,82.37616,112.550288,61.021814,73.498876,38.449518,55.989487,100.281459,34.425488,68.62868,23.743884,29.055937,21.754859,45.600166,19.864022,23.989517,25.013125,45.797864,52.270388,68.874481,47.151402,23.011851,20.946888,31.736662,18.708202,27.328093,23.794584,2.57235,23.068896,83.964868,21.750953,31.761239,5.734213,19.684698,32.512792,32.7424,36.175231,29.466553,23.709422,29.975184,22.162299,26.821808,34.666117,19.942027,65.077298,20.347017,28.530236,85.490842,32.832596,25.327328,33.372795,15.208744,55.483659,49.347647,22.473398,8.235656,44.677622,30.946555,21.762119,41.432436,18.226589,20.853013,27.158009,20.106171,13.535949,1.0,1.0
86.69364,38.1231,69.303687,80.197599,154.906344,76.751315,50.133445,49.436068,88.841331,18.66798,64.641478,34.713588,49.051649,135.856406,73.90876,62.28293,91.59474,64.72013,49.964299,46.121936,58.887994,93.154971,37.195522,63.963178,60.108038,12.319244,21.316303,46.100652,20.113738,23.324048,13.433581,47.640626,50.414293,62.031176,42.349122,19.037283,18.943356,25.287951,21.609428,30.445734,28.503299,12.361579,22.940243,71.928625,25.825718,16.713786,5.855636,29.696949,21.066742,24.94084,21.08778,22.68353,15.683985,21.637504,18.925155,30.292671,30.489371,21.685543,105.222906,26.122996,22.826683,61.123791,27.081589,11.701201,39.285409,11.073022,51.076731,37.141518,19.469676,9.277797,41.972367,30.521674,24.845354,43.107715,23.652289,22.97844,20.821714,22.353762,14.179594,0.0,2.0
86.69364,38.1231,69.303687,80.197599,154.906344,76.751315,50.133445,49.436068,88.841331,18.66798,64.641478,34.713588,49.051649,135.856406,73.90876,62.28293,91.59474,64.72013,49.964299,46.121936,58.887994,93.154971,37.195522,63.963178,24.450403,12.319244,21.316303,46.100652,20.113738,23.324048,13.433581,47.640626,50.414293,62.031176,42.349122,19.037283,18.943356,25.287951,21.609428,30.445734,28.503299,12.361579,22.940243,71.928625,25.825718,16.713786,5.855636,29.696949,21.066742,24.94084,21.08778,22.68353,15.683985,21.637504,18.925155,30.292671,30.489371,21.685543,105.222906,26.122996,22.826683,61.123791,27.081589,11.701201,39.285409,11.073022,51.076731,37.141518,19.469676,9.277797,41.972367,30.521674,24.845354,43.107715,23.652289,22.97844,20.821714,22.353762,14.179594,1.0,2.0
86.99757,40.11328,74.428934,111.591742,161.216964,81.047298,50.046122,52.289268,90.170317,34.579514,67.205835,34.828812,44.270007,86.781607,72.23718,71.56151,98.3325,57.66477,42.343674,43.120038,63.415313,106.528814,40.714442,71.128139,59.142445,17.079765,22.483911,51.755733,19.489333,20.482229,23.136928,65.216954,47.233778,65.101625,48.767161,23.120738,18.636222,21.728575,22.993679,38.661605,27.029566,19.634242,30.910807,78.124591,20.725996,11.884069,14.670624,25.493691,22.707131,30.117485,17.503642,28.752276,15.977535,26.083769,18.804963,32.487388,30.813975,18.284629,55.921431,20.353992,23.869939,65.650106,17.86287,10.543769,42.056697,13.813879,53.455307,41.220621,21.19084,8.35353,52.930619,26.573218,22.666894,44.654445,25.639977,26.353288,26.426648,17.344946,14.310693,0.0,3.0
86.99757,40.11328,74.428934,111.591742,161.216964,81.047298,50.046122,52.289268,90.170317,34.579514,67.205835,34.828812,44.270007,86.781607,72.23718,71.56151,98.3325,57.66477,42.343674,43.120038,63.415313,106.528814,40.714442,71.128139,24.057625,17.079765,22.483911,51.755733,19.489333,20.482229,23.136928,65.216954,47.233778,65.101625,48.767161,23.120738,18.636222,21.728575,22.993679,38.661605,27.029566,19.634242,30.910807,78.124591,20.725996,11.884069,14.670624,25.493691,22.707131,30.117485,17.503642,28.752276,15.977535,26.083769,18.804963,32.487388,30.813975,18.284629,55.921431,20.353992,23.869939,65.650106,17.86287,10.543769,42.056697,13.813879,53.455307,41.220621,21.19084,8.35353,52.930619,26.573218,22.666894,44.654445,25.639977,26.353288,26.426648,17.344946,14.310693,1.0,3.0
89.89663,46.163,71.527166,119.632714,230.21412,72.211721,50.408959,92.619255,103.725981,47.11204,78.17347,42.31694,54.764597,124.036507,74.69146,110.28593,107.171,58.790892,43.177086,48.883631,60.80507,95.158725,40.734885,63.356371,58.279221,13.834852,23.825509,43.581049,23.233006,28.602326,24.248458,76.87489,50.126875,86.918844,92.859617,18.311254,16.670372,19.642709,18.217833,32.960377,32.170743,30.243835,38.104723,70.86791,53.549607,32.59306,16.362698,24.595063,20.926538,27.616422,18.609029,30.844499,21.86348,28.6283,20.350754,40.78527,34.944314,28.36692,88.965439,33.051617,21.606482,66.192628,22.744147,10.087273,43.566118,10.237398,39.786835,82.299011,17.104674,8.504035,55.267217,27.05034,23.169186,40.875523,29.767691,26.468361,22.448308,18.996021,14.228275,0.0,4.0
89.89663,46.163,71.527166,119.632714,230.21412,72.211721,50.408959,92.619255,103.725981,47.11204,78.17347,42.31694,54.764597,124.036507,74.69146,110.28593,107.171,58.790892,43.177086,48.883631,60.80507,95.158725,40.734885,63.356371,23.706487,13.834852,23.825509,43.581049,23.233006,28.602326,24.248458,76.87489,50.126875,86.918844,92.859617,18.311254,16.670372,19.642709,18.217833,32.960377,32.170743,30.243835,38.104723,70.86791,53.549607,32.59306,16.362698,24.595063,20.926538,27.616422,18.609029,30.844499,21.86348,28.6283,20.350754,40.78527,34.944314,28.36692,88.965439,33.051617,21.606482,66.192628,22.744147,10.087273,43.566118,10.237398,39.786835,82.299011,17.104674,8.504035,55.267217,27.05034,23.169186,40.875523,29.767691,26.468361,22.448308,18.996021,14.228275,1.0,4.0
190.62994,89.64247,78.116084,132.459592,197.546124,138.900572,89.940658,116.474998,152.938256,52.33859,111.315725,49.820092,73.423374,146.962715,75.23733,111.03252,134.463901,62.485855,61.440313,79.377742,67.398509,74.375564,37.256256,88.54849,59.787994,23.497648,117.925893,47.419252,23.704725,60.511593,29.337396,82.65746,49.060898,91.07604,57.214377,20.271419,15.999363,59.749384,31.766884,58.244962,58.10068,30.889029,51.811805,120.482881,63.150426,31.845111,20.384926,26.838255,22.678783,30.763318,19.505862,28.00365,25.033898,70.093674,24.618094,77.935068,39.748739,17.98922,107.062129,48.473465,24.763027,56.190298,22.740133,26.368724,41.804116,12.116058,32.774821,79.792333,25.426669,8.443514,41.48985,29.332989,24.608468,41.738857,58.3149,22.549546,46.742219,20.831064,14.646386,0.0,5.0
190.62994,89.64247,78.116084,132.459592,197.546124,138.900572,89.940658,116.474998,152.938256,52.33859,111.315725,49.820092,73.423374,146.962715,75.23733,111.03252,134.463901,62.485855,61.440313,79.377742,67.398509,74.375564,37.256256,88.54849,24.320217,23.497648,117.925893,47.419252,23.704725,60.511593,29.337396,82.65746,49.060898,91.07604,57.214377,20.271419,15.999363,59.749384,31.766884,58.244962,58.10068,30.889029,51.811805,120.482881,63.150426,31.845111,20.384926,26.838255,22.678783,30.763318,19.505862,28.00365,25.033898,70.093674,24.618094,77.935068,39.748739,17.98922,107.062129,48.473465,24.763027,56.190298,22.740133,26.368724,41.804116,12.116058,32.774821,79.792333,25.426669,8.443514,41.48985,29.332989,24.608468,41.738857,58.3149,22.549546,46.742219,20.831064,14.646386,1.0,5.0
