cm_1_power,cm_2_power,cm_3_power,cm_4_power,cm_5_power,cm_6_power,cm_7_power,cm_8_power,cm_9_power,cm_10_power,cm_11_power,cm_12_power,cm_13_power,cm_14_power,cm_15_power,cm_16_power,cm_17_power,cm_18_power,cm_19_power,cm_20_power,cm_21_power,cm_22_power,cm_23_power,cm_24_power,load_1_power,load_2_power,load_3_power,load_4_power,load_5_power,load_6_power,load_7_power,load_8_power,load_9_power,load_10_power,load_11_power,load_12_power,load_13_power,load_14_power,load_15_power,load_16_power,load_17_power,load_18_power,load_19_power,load_20_power,load_21_power,load_22_power,load_23_power,load_24_power,load_25_power,load_26_power,load_27_power,load_28_power,load_29_power,load_30_power,load_31_power,load_32_power,load_33_power,load_34_power,load_35_power,load_36_power,load_37_power,load_38_power,load_39_power,load_40_power,load_41_power,load_42_power,load_43_power,load_44_power,load_45_power,load_46_power,load_47_power,load_48_power,load_49_power,load_50_power,load_51_power,load_52_power,load_53_power,load_54_power,load_55_power,label,id
32.38221,40.767294,8.010738,76.311172,111.707409,134.99648,13.407413,64.83591,34.444224,48.726825,58.45702,21.423596,75.983118,39.452596,81.817826,37.480456,69.750974,42.45989,47.496122,48.735608,31.202728,62.275467,65.422272,55.538058,13.271301,19.831286,14.744576,12.624671,-7.284959,18.850156,35.811835,20.739306,71.149286,25.055555,15.404427,19.7092,47.521692,36.055181,2.076348,49.406932,11.32164,31.012537,55.83101,21.883594,8.399301,12.455785,17.438038,19.972523,2.114051,20.980374,19.353208,42.078143,25.36404,-5.622713,-3.994185,31.130987,28.115137,61.812161,11.315919,9.353072,66.552607,38.428541,-8.799669,36.026367,26.175531,20.10902,4.958918,16.323483,4.877103,13.229911,57.16906,3.072888,26.074297,0.820626,28.508731,46.399454,54.674925,20.078068,18.910113,0.0,1.0
32.38221,40.767294,8.010738,76.311172,111.707409,134.99648,13.407413,64.83591,34.444224,48.726825,58.45702,21.423596,75.983118,39.452596,81.817826,37.480456,69.750974,42.45989,47.496122,48.735608,31.202728,62.275467,65.422272,55.538058,2.79113,19.831286,14.744576,12.624671,-7.284959,18.850156,35.811835,20.739306,71.149286,25.055555,15.404427,19.7092,47.521692,36.055181,2.076348,49.406932,11.32164,31.012537,55.83101,21.883594,8.399301,12.455785,17.438038,19.972523,2.114051,20.980374,19.353208,42.078143,25.36404,-5.622713,-3.994185,31.130987,28.115137,61.812161,11.315919,9.353072,66.552607,38.428541,-8.799669,36.026367,26.175531,20.10902,4.958918,16.323483,4.877103,13.229911,57.16906,3.072888,26.074297,0.820626,28.508731,46.399454,54.674925,20.078068,18.910113,1.0,1.0
34.379061,55.390711,10.353869,64.058136,76.668373,169.423125,1.532943,78.36675,32.054576,15.74058,38.579313,22.768863,63.97269,43.901737,82.259369,31.300256,50.31395,37.029712,59.011621,41.667861,17.959248,40.840011,35.307969,25.617809,18.735154,34.490796,11.398373,17.142092,-9.177198,18.977131,30.922578,15.002025,42.681655,25.207684,8.724469,18.091224,39.72559,41.022921,-6.309324,86.895479,7.830346,11.101565,64.218786,17.689763,13.643013,14.254918,4.312829,21.242208,5.932209,16.719197,21.308533,39.395114,29.793333,-8.70353,-7.086587,17.333069,29.702785,41.196869,14.173855,7.096699,56.81426,32.865965,-11.193789,51.070896,12.37034,19.045118,10.739716,14.450056,5.550495,14.404049,30.060181,3.248239,19.314898,3.557236,28.5123,20.595972,22.050882,13.100077,14.687611,0.0,2.0
34.379061,55.390711,10.353869,64.058136,76.668373,169.423125,1.532943,78.36675,32.054576,15.74058,38.579313,22.768863,63.97269,43.901737,82.259369,31.300256,50.31395,37.029712,59.011621,41.667861,17.959248,40.840011,35.307969,25.617809,6.236709,34.490796,11.398373,17.142092,-9.177198,18.977131,30.922578,15.002025,42.681655,25.207684,8.724469,18.091224,39.72559,41.022921,-6.309324,86.895479,7.830346,11.101565,64.218786,17.689763,13.643013,14.254918,4.312829,21.242208,5.932209,16.719197,21.308533,39.395114,29.793333,-8.70353,-7.086587,17.333069,29.702785,41.196869,14.173855,7.096699,56.81426,32.865965,-11.193789,51.070896,12.37034,19.045118,10.739716,14.450056,5.550495,14.404049,30.060181,3.248239,19.314898,3.557236,28.5123,20.595972,22.050882,13.100077,14.687611,1.0,2.0
12.732264,42.10541,5.247485,64.53803,103.588175,109.241317,7.579682,69.136557,33.932041,22.754105,45.480193,32.87017,60.021263,42.098762,78.542841,36.981509,57.79967,33.865576,41.50994,43.59023,15.802872,44.289243,29.787527,35.780092,0.440475,25.891607,8.379678,14.294745,-11.344729,14.380764,24.256241,9.274182,58.724105,29.080864,15.680901,30.948169,40.927835,29.622472,-5.70492,37.01559,13.270144,16.323796,59.551864,17.620075,9.067256,16.173705,6.042288,18.60281,6.438062,22.466811,24.414384,35.212339,40.364167,-8.032852,-7.573012,23.576869,34.927093,46.898003,7.140643,2.713748,57.246893,34.111554,-12.643657,36.292546,10.636069,17.785932,11.544021,14.382118,5.129351,13.315544,32.702447,8.550757,11.941646,6.63709,30.830688,13.421699,29.128366,12.701606,16.343493,0.0,3.0
12.732264,42.10541,5.247485,64.53803,103.588175,109.241317,7.579682,69.136557,33.932041,22.754105,45.480193,32.87017,60.021263,42.098762,78.542841,36.981509,57.79967,33.865576,41.50994,43.59023,15.802872,44.289243,29.787527,35.780092,-10.532007,25.891607,8.379678,14.294745,-11.344729,14.380764,24.256241,9.274182,58.724105,29.080864,15.680901,30.948169,40.927835,29.622472,-5.70492,37.01559,13.270144,16.323796,59.551864,17.620075,9.067256,16.173705,6.042288,18.60281,6.438062,22.466811,24.414384,35.212339,40.364167,-8.032852,-7.573012,23.576869,34.927093,46.898003,7.140643,2.713748,57.246893,34.111554,-12.643657,36.292546,10.636069,17.785932,11.544021,14.382118,5.129351,13.315544,32.702447,8.550757,11.941646,6.63709,30.830688,13.421699,29.128366,12.701606,16.343493,1.0,3.0
16.695607,57.966496,10.528984,56.147243,95.03318,139.082683,-0.32761,98.048679,26.696945,70.090372,39.747695,29.029538,58.667964,36.28789,87.203303,66.616717,53.487368,41.825436,39.855169,49.283723,16.127144,52.836921,28.552728,41.618158,1.370338,41.707464,10.594854,17.598777,-9.864211,14.026268,22.892044,10.304293,50.018523,24.375108,20.535589,22.905523,38.66846,26.850276,-8.103145,71.278638,7.765807,60.004906,84.891301,14.784467,12.464516,11.746559,9.630711,18.433889,7.183682,51.092329,30.434264,37.949154,38.333756,-7.170276,-9.369919,21.861182,27.992873,39.570185,8.268043,4.102726,54.508942,31.496515,-12.02096,31.719838,10.383203,20.06838,14.625081,15.361804,5.679181,19.076172,38.139939,7.821881,14.861068,19.081734,33.361305,13.705696,22.509689,15.840213,14.81792,0.0,4.0
16.695607,57.966496,10.528984,56.147243,95.03318,139.082683,-0.32761,98.048679,26.696945,70.090372,39.747695,29.029538,58.667964,36.28789,87.203303,66.616717,53.487368,41.825436,39.855169,49.283723,16.127144,52.836921,28.552728,41.618158,-7.750202,41.707464,10.594854,17.598777,-9.864211,14.026268,22.892044,10.304293,50.018523,24.375108,20.535589,22.905523,38.66846,26.850276,-8.103145,71.278638,7.765807,60.004906,84.891301,14.784467,12.464516,11.746559,9.630711,18.433889,7.183682,51.092329,30.434264,37.949154,38.333756,-7.170276,-9.369919,21.861182,27.992873,39.570185,8.268043,4.102726,54.508942,31.496515,-12.02096,31.719838,10.383203,20.06838,14.625081,15.361804,5.679181,19.076172,38.139939,7.821881,14.861068,19.081734,33.361305,13.705696,22.509689,15.840213,14.81792,1.0,4.0
60.47219,72.6131,57.178508,73.201596,137.494895,186.040128,18.846574,83.650528,48.939156,125.950736,114.557021,31.556771,92.161761,56.428453,139.883257,81.506283,93.980348,82.819286,71.413078,55.455879,19.285493,59.798439,34.021344,142.752033,19.00829,52.95588,32.486692,51.587367,0.257357,15.419933,28.145105,17.211596,95.573197,19.497865,22.267798,27.765389,48.478282,33.339451,9.798215,100.009976,9.042677,67.520698,73.993368,21.644258,8.327402,26.946916,57.567144,22.639352,12.360856,70.584746,73.195153,43.135511,28.601952,-1.91521,2.870338,53.350239,39.020035,103.800833,17.384589,12.196707,79.841548,40.295901,-0.987432,53.952491,13.687894,18.202508,13.11088,10.568303,5.361424,49.086904,46.437451,15.615455,17.929612,24.933871,36.128964,16.182438,117.570043,19.118017,17.659403,0.0,5.0
60.47219,72.6131,57.178508,73.201596,137.494895,186.040128,18.846574,83.650528,48.939156,125.950736,114.557021,31.556771,92.161761,56.428453,139.883257,81.506283,93.980348,82.819286,71.413078,55.455879,19.285493,59.798439,34.021344,142.752033,8.2058,52.95588,32.486692,51.587367,0.257357,15.419933,28.145105,17.211596,95.573197,19.497865,22.267798,27.765389,48.478282,33.339451,9.798215,100.009976,9.042677,67.520698,73.993368,21.644258,8.327402,26.946916,57.567144,22.639352,12.360856,70.584746,73.195153,43.135511,28.601952,-1.91521,2.870338,53.350239,39.020035,103.800833,17.384589,12.196707,79.841548,40.295901,-0.987432,53.952491,13.687894,18.202508,13.11088,10.568303,5.361424,49.086904,46.437451,15.615455,17.929612,24.933871,36.128964,16.182438,117.570043,19.118017,17.659403,1.0,5.0
