log_cosh_1,label,id
7.8107544751165845,0.0,1.0
22.84918762807954,1.0,1.0
6.857156275127662,0.0,2.0
22.34307039334793,1.0,2.0
6.8139648203136485,0.0,3.0
22.05110854488251,1.0,3.0
10.048734741591264,0.0,4.0
25.06348234210024,1.0,4.0
16.12285684138052,0.0,5.0
31.52631667785572,1.0,5.0
10.944367657080665,0.0,6.0
30.170877519713,1.0,6.0
7.800890778843814,0.0,7.0
33.70726799873407,1.0,7.0
7.907031047337298,0.0,8.0
14.29929383266664,1.0,8.0
8.932068952421423,0.0,9.0
14.450526462922207,1.0,9.0
7.727776868520809,0.0,10.0
13.726698273001402,1.0,10.0
10.234274898739047,0.0,11.0
15.101860915039683,1.0,11.0
17.764845235861088,0.0,12.0
25.091632876122897,1.0,12.0
12.655391936699095,0.0,13.0
20.225227706518783,1.0,13.0
8.929203911724086,0.0,14.0
13.76167635057376,1.0,14.0
7.586153003677629,0.0,15.0
9.668559866550659,1.0,15.0
7.205510393479963,0.0,16.0
10.342047680190474,1.0,16.0
7.862088517172129,0.0,17.0
11.052196028225637,1.0,17.0
12.022180159016676,0.0,18.0
15.162069764833177,1.0,18.0
19.852555702946965,0.0,19.0
22.951828351637992,1.0,19.0
10.197521425324805,0.0,20.0
12.761399745375785,1.0,20.0
7.360694669226018,0.0,21.0
9.647139594114392,1.0,21.0
7.992036809163379,0.0,22.0
10.97809974378428,1.0,22.0
6.64209755633972,0.0,23.0
8.479115008102958,1.0,23.0
7.949571060428719,0.0,24.0
10.774813011222905,1.0,24.0
10.456348776293485,0.0,25.0
12.133062054663458,1.0,25.0
19.829987155900582,0.0,26.0
21.60237594292835,1.0,26.0
10.476250320926669,0.0,27.0
12.336091684891901,1.0,27.0
7.5759414375244,0.0,28.0
11.0795665693582,1.0,28.0
6.474247950617958,0.0,29.0
12.55885131343326,1.0,29.0
6.9845635101058345,0.0,30.0
14.218200629827676,1.0,30.0
7.726085291513672,0.0,31.0
14.170490340929364,1.0,31.0
11.801483863558616,0.0,32.0
21.197646057880622,1.0,32.0
17.820458815741663,0.0,33.0
25.365273143280852,1.0,33.0
10.73684394755348,0.0,34.0
18.023392901183637,1.0,34.0
6.946116722506041,0.0,35.0
16.53341843273084,1.0,35.0
8.367297642141953,0.0,36.0
10.258392139908333,1.0,36.0
9.70719861231107,0.0,37.0
11.581653551297851,1.0,37.0
9.41563674906341,0.0,38.0
11.743765692619412,1.0,38.0
15.774519660513713,0.0,39.0
18.10421857862193,1.0,39.0
18.36409822512022,0.0,40.0
20.29797246653202,1.0,40.0
15.18923531897001,0.0,41.0
17.19195956748129,1.0,41.0
10.675189331430072,0.0,42.0
13.051030301062408,1.0,42.0
8.374146900415495,0.0,43.0
21.559872410573117,1.0,43.0
7.217836105170598,0.0,44.0
18.886983569797845,1.0,44.0
7.604689995048661,0.0,45.0
17.830738131833208,1.0,45.0
10.527180903408704,0.0,46.0
19.231206244743618,1.0,46.0
11.448581813392442,0.0,47.0
27.7471929327762,1.0,47.0
10.337919276845655,0.0,48.0
25.00945002842917,1.0,48.0
8.594419758753732,0.0,49.0
17.647947927345,1.0,49.0
8.425373237439995,0.0,50.0
15.023183692403817,1.0,50.0
8.72658338689755,0.0,51.0
19.612851640899986,1.0,51.0
9.015362291105586,0.0,52.0
21.02188708105455,1.0,52.0
14.047927226602452,0.0,53.0
