log_cosh_1,label,id
7.2371774099219595,0.0,1.0
14.665930880117466,1.0,1.0
6.9793419875502085,0.0,2.0
14.47831132099094,1.0,2.0
6.434236399999919,0.0,3.0
14.839077575635114,1.0,3.0
9.048955403575244,0.0,4.0
16.12263839125653,1.0,4.0
12.071178999642653,0.0,5.0
19.816622611808892,1.0,5.0
10.840857475969267,0.0,6.0
19.06058844599378,1.0,6.0
7.448016089229488,0.0,7.0
15.017201720209682,1.0,7.0
7.302113555150736,0.0,8.0
13.784477245168215,1.0,8.0
8.244360600265832,0.0,9.0
16.667695772118325,1.0,9.0
7.4466919253542,0.0,10.0
16.578115152219677,1.0,10.0
10.65743493871533,0.0,11.0
21.240844895700956,1.0,11.0
21.358772350728284,0.0,12.0
42.39502988031065,1.0,12.0
11.140843783577242,0.0,13.0
22.90800803841419,1.0,13.0
7.764886463410298,0.0,14.0
22.45087748406329,1.0,14.0
7.196934380345796,0.0,15.0
25.60872950965158,1.0,15.0
8.416104958901647,0.0,16.0
24.975611105282585,1.0,16.0
7.772844475496845,0.0,17.0
25.13972794993249,1.0,17.0
11.149388527508693,0.0,18.0
34.54230554234117,1.0,18.0
15.807057437392343,0.0,19.0
40.28240307020873,1.0,19.0
11.908516172918343,0.0,20.0
32.80952484635734,1.0,20.0
10.169679240384408,0.0,21.0
29.235521425142096,1.0,21.0
8.465005214680332,0.0,22.0
13.943184083456932,1.0,22.0
7.735431308764431,0.0,23.0
15.107086346246081,1.0,23.0
7.603769290746784,0.0,24.0
30.056286749190253,1.0,24.0
11.934037053852755,0.0,25.0
37.773977206785005,1.0,25.0
20.74688399781306,0.0,26.0
42.638682982082024,1.0,26.0
14.638331900087406,0.0,27.0
23.029362511198006,1.0,27.0
9.249037042860266,0.0,28.0
16.709107922440477,1.0,28.0
6.1488189350822555,0.0,29.0
16.7776891012556,1.0,29.0
6.492745421190988,0.0,30.0
17.783142496678224,1.0,30.0
5.596479304348071,0.0,31.0
18.97881340081827,1.0,31.0
7.206926627785181,0.0,32.0
17.951037703320623,1.0,32.0
12.532469226541187,0.0,33.0
27.272899060500666,1.0,33.0
10.231716035651715,0.0,34.0
25.321308644288436,1.0,34.0
5.889819603498908,0.0,35.0
15.982774721948255,1.0,35.0
6.437160504746843,0.0,36.0
7.608477911519836,1.0,36.0
7.059849327132737,0.0,37.0
8.220988608427882,1.0,37.0
6.301505583263092,0.0,38.0
7.743038845203929,1.0,38.0
10.62633380798286,0.0,39.0
12.074780603781118,1.0,39.0
18.50280753969515,0.0,40.0
19.700831451338235,1.0,40.0
11.543805655789113,0.0,41.0
12.784983672921157,1.0,41.0
7.709120011872679,0.0,42.0
9.181155946749882,1.0,42.0
8.657369441022459,0.0,43.0
24.894623436002707,1.0,43.0
7.175853291899385,0.0,44.0
24.07458034367776,1.0,44.0
7.492505650250336,0.0,45.0
30.775143570176574,1.0,45.0
9.645233475632947,0.0,46.0
36.822313354418434,1.0,46.0
18.276090619835003,0.0,47.0
47.44384611532048,1.0,47.0
13.456791635504668,0.0,48.0
38.16457384650795,1.0,48.0
8.082393947596081,0.0,49.0
14.18300497071989,1.0,49.0
7.376422643887687,0.0,50.0
8.590510239827536,1.0,50.0
6.429131268365149,0.0,51.0
7.7975202193693365,1.0,51.0
6.6056763182037415,0.0,52.0
7.834887785181314,1.0,52.0
10.785170500321783,0.0,53.0
12.043856230902682,1.0,53.0
15.056668665547212,0.0,54.0
16.30239504878815,1.0,54.0
11.067391557853146,0.0,55.0
13.633266763931909,1.0,55.0
7.179794948617062,0.0,56.0
10.186305336034952,1.0,56.0
8.184754551213771,0.0,57.0
12.736656685858224,1.0,57.0
6.776609414746936,0.0,58.0
11.654989820395228,1.0,58.0
7.364231129191868,0.0,59.0
12.632141547315673,1.0,59.0
10.003316658968377,0.0,60.0
14.251385939778721,1.0,60.0
17.705438527976163,0.0,61.0
21.649741836302937,1.0,61.0
12.281064402562588,0.0,62.0
15.235002140062514,1.0,62.0
7.387349493052533,0.0,63.0
13.18462015228495,1.0,63.0
7.9325949234252615,0.0,64.0
10.10531115233771,1.0,64.0
7.397780377919014,0.0,65.0
9.638816340368649,1.0,65.0
7.785626196393709,0.0,66.0
9.852380651844534,1.0,66.0
10.297010039533564,0.0,67.0
12.623516024610694,1.0,67.0
13.001543313438525,0.0,68.0
15.25948332000721,1.0,68.0
10.168850172218326,0.0,69.0
12.287592282919839,1.0,69.0
7.591761048322457,0.0,70.0
9.983878506547747,1.0,70.0
8.225361085271803,0.0,71.0
16.524866305793662,1.0,71.0
7.039100473965475,0.0,72.0
19.673987709412025,1.0,72.0
7.305169685420221,0.0,73.0
15.310331386537694,1.0,73.0
11.074197820973431,0.0,74.0
19.895793192976637,1.0,74.0
14.327099102576119,0.0,75.0
29.388228050868978,1.0,75.0
9.558929607600525,0.0,76.0
20.76429008635301,1.0,76.0
6.3955199155272,0.0,77.0
14.528613045062398,1.0,77.0
7.267278360462811,0.0,78.0
10.482656598829292,1.0,78.0
6.957370595416069,0.0,79.0
10.120060227237962,1.0,79.0
6.066655196345611,0.0,80.0
8.954837274929472,1.0,80.0
10.316209764284084,0.0,81.0
12.968378415328027,1.0,81.0
16.768061226886747,0.0,82.0
19.38481099145898,1.0,82.0
10.378340801454073,0.0,83.0
12.676614170851522,1.0,83.0
6.033773458237601,0.0,84.0
8.640431521933905,1.0,84.0
7.111811359009009,0.0,85.0
18.098704341584856,1.0,85.0
7.713971949824496,0.0,86.0
15.847775585131892,1.0,86.0
6.610153894312215,0.0,87.0
14.677258583089037,1.0,87.0
9.366724333038967,0.0,88.0
16.80648065393351,1.0,88.0
14.247872497420206,0.0,89.0
20.48087732476335,1.0,89.0
10.173613948390589,0.0,90.0
17.663338455194936,1.0,90.0
8.013828403381872,0.0,91.0
20.565358024561004,1.0,91.0
6.9095717104431795,0.0,92.0
11.254138619365607,1.0,92.0
6.63874132858375,0.0,93.0
11.03071017732252,1.0,93.0
6.178188099421015,0.0,94.0
10.22650493616343,1.0,94.0
8.441333993944463,0.0,95.0
12.343492497158238,1.0,95.0
16.322849450297426,0.0,96.0
20.05846600847425,1.0,96.0
10.507188591228687,0.0,97.0
16.166413103559798,1.0,97.0
7.523671925155223,0.0,98.0
10.637441757946746,1.0,98.0
7.014565441504765,0.0,99.0
11.562003028875166,1.0,99.0
6.7297698862850615,0.0,100.0
11.54720487869883,1.0,100.0
7.042153998467582,0.0,101.0
11.86351457870329,1.0,101.0
9.838416347073421,0.0,102.0
14.155502838359,1.0,102.0
16.05271524249186,0.0,103.0
21.158153923463203,1.0,103.0
11.013545122219567,0.0,104.0
18.952301025581658,1.0,104.0
7.229113429982294,0.0,105.0
12.63688056870248,1.0,105.0
9.019135441564215,0.0,106.0
18.882923350686564,1.0,106.0
6.664495859949231,0.0,107.0
17.791008438334245,1.0,107.0
7.747326634623649,0.0,108.0
17.06626823000187,1.0,108.0
12.134901726088994,0.0,109.0
21.953829186703096,1.0,109.0
16.255325344250956,0.0,110.0
26.258596915009733,1.0,110.0
11.341922128698334,0.0,111.0
21.830583795745206,1.0,111.0
7.940365320295605,0.0,112.0
17.351452913077267,1.0,112.0
6.133616022448923,0.0,113.0
25.29662291164264,1.0,113.0
5.890805017678277,0.0,114.0
16.109232154894386,1.0,114.0
6.349866011000795,0.0,115.0
18.73929782257626,1.0,115.0
7.834040476647433,0.0,116.0
20.886623458898836,1.0,116.0
13.160459915962113,0.0,117.0
16.91258096733476,1.0,117.0
7.625737642819705,0.0,118.0
10.163484463894578,1.0,118.0
5.533551336804308,0.0,119.0
6.952357968506155,1.0,119.0
8.157490846523093,0.0,120.0
15.834822317914567,1.0,120.0
7.358301272335824,0.0,121.0
12.373872264755965,1.0,121.0
8.104289338195931,0.0,122.0
11.715961725593523,1.0,122.0
11.607864091869661,0.0,123.0
16.53025763749193,1.0,123.0
18.387829378494438,0.0,124.0
22.23834853063202,1.0,124.0
13.160792585534708,0.0,125.0
18.359158125388056,1.0,125.0
7.042738558840328,0.0,126.0
13.893377889388915,1.0,126.0
6.025714255536487,0.0,127.0
9.094593239206011,1.0,127.0
5.709233877800943,0.0,128.0
9.100818850604027,1.0,128.0
5.718027472470323,0.0,129.0
9.57869261229369,1.0,129.0
7.761430347923546,0.0,130.0
11.626027155691977,1.0,130.0
