gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13,gamma_14,gamma_15,gamma_16,gamma_17,gamma_18,gamma_19,gamma_20,gamma_21,gamma_22,gamma_23,gamma_24,label,id
0.2005468214464634,0.1129413259896026,0.0533495551934573,0.0008566730101944309,0.0005846938243876387,0.0735681452458481,0.0011027878794211965,0.02375015050403384,0.003742041081008285,0.009212575446281956,0.0057189634485981244,0.0014428954221097356,0.001222208033069716,0.0015332033551613833,0.009514217438030492,0.00930415313425259,0.009775030233083015,0.0024384092679383684,0.0020977971202995604,0.0038255122412431675,0.0032294231661875727,0.002959709984051706,0.002156268000080619,0.0009670619981672068,0.0,1.0
0.7727029778318926,0.1129413259896026,0.0533495551934573,0.0008566730101944309,0.0005846938243876387,0.0735681452458481,0.0011027878794211965,0.02375015050403384,0.003742041081008285,0.009212575446281956,0.0057189634485981244,0.0014428954221097356,0.001222208033069716,0.0015332033551613833,0.009514217438030492,0.00930415313425259,0.009775030233083015,0.0024384092679383684,0.0020977971202995604,0.0038255122412431675,0.0032294231661875727,0.002959709984051706,0.002156268000080619,0.0009670619981672068,1.0,1.0
0.25601445325159355,0.08017898761506759,0.06884461280071408,0.0012578520386123948,0.00045493371121274606,0.1652244706992243,0.0011530793995002675,0.02096390327749509,0.0031182926537649536,0.010244820082708994,0.0043923725085490695,0.0011999869997199042,0.0013423434461086181,-0.0014252965599910183,0.1484767430160172,0.01022310486453959,0.0057309339556441685,0.002535841883646306,0.0020651180762372157,0.003950413972050093,0.004100011263280301,0.0027712566299218366,0.002818144540142953,0.0004576438340424538,0.0,2.0
0.7277662928729889,0.08017898761506759,0.06884461280071408,0.0012578520386123948,0.00045493371121274606,0.1652244706992243,0.0011530793995002675,0.02096390327749509,0.0031182926537649536,0.010244820082708994,0.0043923725085490695,0.0011999869997199042,0.0013423434461086181,-0.0014252965599910183,0.1484767430160172,0.01022310486453959,0.0057309339556441685,0.002535841883646306,0.0020651180762372157,0.003950413972050093,0.004100011263280301,0.0027712566299218366,0.002818144540142953,0.0004576438340424538,1.0,2.0
0.317902531420589,0.12060343380370009,0.07350062963077475,0.0011284009516772109,0.00039345368458798546,0.12171693469506195,0.0016027280944492794,0.024432729769018557,0.003682258657737858,0.012220237883284302,0.005905451515500815,0.0014073465506405647,0.0016791624209870903,-0.002276235426747153,0.08080107332046804,0.05154676227665922,0.006782234561222289,0.0023605112997060473,0.0025247941049189038,0.003890238462068929,0.003018149565125583,0.005017112405527158,0.003208013774162133,0.0012569364140597727,0.0,3.0
1.3744551069077091,0.12060343380370009,0.07350062963077475,0.0011284009516772109,0.00039345368458798546,0.12171693469506195,0.0016027280944492794,0.024432729769018557,0.003682258657737858,0.012220237883284302,0.005905451515500815,0.0014073465506405647,0.0016791624209870903,-0.002276235426747153,0.08080107332046804,0.05154676227665922,0.006782234561222289,0.0023605112997060473,0.0025247941049189038,0.003890238462068929,0.003018149565125583,0.005017112405527158,0.003208013774162133,0.0012569364140597727,1.0,3.0
0.3725960233911456,0.13382852633957176,0.06346161663645722,0.0011050741382563345,0.0003526853274724573,0.19087714442378134,0.0016873406122610568,0.024969032661009027,0.0030723765071463127,0.008882323827000604,0.004431036378171438,0.0011669004215835166,0.0011102778659157764,-0.0014097987972063741,0.014185635658427564,0.038286796188715666,0.005659628634757663,0.0022375521172310897,0.0023873218463217327,0.004146029135984275,0.0024683405130576652,0.002474938263226978,0.0022153510940712273,0.000629308456820965,0.0,4.0
1.4352025036404625,0.13382852633957176,0.06346161663645722,0.0011050741382563345,0.0003526853274724573,0.19087714442378134,0.0016873406122610568,0.024969032661009027,0.0030723765071463127,0.008882323827000604,0.004431036378171438,0.0011669004215835166,0.0011102778659157764,-0.0014097987972063741,0.014185635658427564,0.038286796188715666,0.005659628634757663,0.0022375521172310897,0.0023873218463217327,0.004146029135984275,0.0024683405130576652,0.002474938263226978,0.0022153510940712273,0.000629308456820965,1.0,4.0
0.39290690176345766,0.12512883792021467,0.11974410561604065,0.0014581796960873028,0.0005406060517199052,0.1675862343451131,0.0012439289593642044,0.055707723564176526,0.004119071668380325,0.011571699393035928,0.005848072978581698,0.0016803473671469504,0.0013523080855257774,0.0011436324877758253,0.008806251031475032,0.014683253485185954,0.008652573131091579,0.002856480611242773,0.0032734664816538306,0.004945670181468298,0.004416244485157428,0.0024358530456680683,0.0015116065462792427,0.0009525917014667762,0.0,5.0
0.8591991186611558,0.12512883792021467,0.11974410561604065,0.0014581796960873028,0.0005406060517199052,0.1675862343451131,0.0012439289593642044,0.055707723564176526,0.004119071668380325,0.011571699393035928,0.005848072978581698,0.0016803473671469504,0.0013523080855257774,0.0011436324877758253,0.008806251031475032,0.014683253485185954,0.008652573131091579,0.002856480611242773,0.0032734664816538306,0.004945670181468298,0.004416244485157428,0.0024358530456680683,0.0015116065462792427,0.0009525917014667762,1.0,5.0
