gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13,gamma_14,gamma_15,gamma_16,gamma_17,gamma_18,gamma_19,gamma_20,gamma_21,gamma_22,gamma_23,gamma_24,label,id
0.069658616793014,0.04962932148699961,0.05812175834434363,0.0006784085210882473,0.0003969497153009094,0.029448514614309307,0.0005581402255581125,0.019525485871847437,0.004042200938811469,0.013694939520104477,0.0022418020465622135,0.0017349590893656064,0.0018367419803198004,0.001005987715353207,0.010752369298125064,0.002907002596868047,0.0038512748298842325,0.00246919473654561,0.0030254856754154957,0.003635322860487733,0.002846270824468089,0.004666197393505822,0.0012610334981624227,0.0007538446234498508,0.0,1.0
0.38895114486866156,0.04962932148699961,0.05812175834434363,0.0006784085210882473,0.0003969497153009094,0.029448514614309307,0.0005581402255581125,0.019525485871847437,0.004042200938811469,0.013694939520104477,0.0022418020465622135,0.0017349590893656064,0.0018367419803198004,0.001005987715353207,0.010752369298125064,0.002907002596868047,0.0038512748298842325,0.00246919473654561,0.0030254856754154957,0.003635322860487733,0.002846270824468089,0.004666197393505822,0.0012610334981624227,0.0007538446234498508,1.0,1.0
0.09547056215877614,0.06415288660744611,0.05673389535356543,0.0007389003922235737,0.0007598066307226148,0.023801414113042263,0.0005027264904948758,0.14801541468907642,0.006060606099237642,0.020436332941812907,0.0027274818635998344,0.0015799963439491194,0.0016448634439294452,0.0007382006204541547,0.008563565938811024,0.002662348365054523,0.002505137387716072,0.0024879318823494145,0.002443601851730648,0.002570970146043461,0.002306595013455759,0.0031295633550123547,0.0008893298027845553,0.0006680657607405216,0.0,2.0
0.658830382001546,0.06415288660744611,0.05673389535356543,0.0007389003922235737,0.0007598066307226148,0.023801414113042263,0.0005027264904948758,0.14801541468907642,0.006060606099237642,0.020436332941812907,0.0027274818635998344,0.0015799963439491194,0.0016448634439294452,0.0007382006204541547,0.008563565938811024,0.002662348365054523,0.002505137387716072,0.0024879318823494145,0.002443601851730648,0.002570970146043461,0.002306595013455759,0.0031295633550123547,0.0008893298027845553,0.0006680657607405216,1.0,2.0
0.07071199987454779,0.045397246000222324,0.042556156716961446,0.0008724665687607214,0.0008816337614576675,0.02591475473756777,0.00045697512139097896,0.9050674757750712,0.004523649887509862,0.01523044299824372,0.0021156568098428252,0.0017206387424124614,0.001691125799081039,0.0010631579089812604,0.007571809243346994,0.002591938019226969,0.002656750207606251,0.001958402978206042,0.0022748857234562436,0.002574603409657872,0.002590402747266296,0.003110263395297519,0.0009342573857411551,0.000635494223788946,0.0,3.0
0.5066958920612543,0.045397246000222324,0.042556156716961446,0.0008724665687607214,0.0008816337614576675,0.02591475473756777,0.00045697512139097896,0.9050674757750712,0.004523649887509862,0.01523044299824372,0.0021156568098428252,0.0017206387424124614,0.001691125799081039,0.0010631579089812604,0.007571809243346994,0.002591938019226969,0.002656750207606251,0.001958402978206042,0.0022748857234562436,0.002574603409657872,0.002590402747266296,0.003110263395297519,0.0009342573857411551,0.000635494223788946,1.0,3.0
0.12002350989810395,0.07296909220471193,0.05661781454211212,0.0008495802353420956,0.0008694062372112121,0.025142885965969697,0.00043473653892700526,0.05606232764553232,0.006811551485680134,0.0152864912351931,0.0028587618717357266,0.002691444328791537,0.002260087958222634,0.0010783590897123219,0.012104315970880464,0.00390668525089799,0.005356053349593104,0.0032354043119777742,0.004753139269422668,0.0049145100997272095,0.0046336361733696485,0.01061710865902743,0.002085389844646901,0.0007355076432991048,0.0,4.0
0.6461183227165401,0.07296909220471193,0.05661781454211212,0.0008495802353420956,0.0008694062372112121,0.025142885965969697,0.00043473653892700526,0.05606232764553232,0.006811551485680134,0.0152864912351931,0.0028587618717357266,0.002691444328791537,0.002260087958222634,0.0010783590897123219,0.012104315970880464,0.00390668525089799,0.005356053349593104,0.0032354043119777742,0.004753139269422668,0.0049145100997272095,0.0046336361733696485,0.01061710865902743,0.002085389844646901,0.0007355076432991048,1.0,4.0
0.13477655568890778,0.05500716118634408,0.1020509903965201,0.0010859100163731483,0.0008426767388969303,0.03651016197002166,0.0004836602347610963,0.028646728367215157,0.010880929383024984,0.015603745796077817,0.00433926758339398,0.0033758126135672306,0.002830484317631221,0.001195241826614346,0.014332845162060348,0.004082563097999259,0.006806130076891126,0.0027413958715531983,0.0061350724129662915,0.004661533300022391,0.0038407082033740103,0.006579976202965909,0.00196143314070385,0.0008339678106565884,0.0,5.0
0.6010647715178621,0.05500716118634408,0.1020509903965201,0.0010859100163731483,0.0008426767388969303,0.03651016197002166,0.0004836602347610963,0.028646728367215157,0.010880929383024984,0.015603745796077817,0.00433926758339398,0.0033758126135672306,0.002830484317631221,0.001195241826614346,0.014332845162060348,0.004082563097999259,0.006806130076891126,0.0027413958715531983,0.0061350724129662915,0.004661533300022391,0.0038407082033740103,0.006579976202965909,0.00196143314070385,0.0008339678106565884,1.0,5.0
