power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,power_error_6,power_error_7,power_error_8,power_error_9,power_error_10,power_error_11,power_error_12,power_error_13,power_error_14,power_error_15,power_error_16,power_error_17,power_error_18,power_error_19,power_error_20,power_error_21,power_error_22,power_error_23,power_error_24,label,id
0.14350434528348577,0.08797878525033945,0.04429958370102364,0.0007563798526969781,0.0005164135959064913,0.059740737902030494,0.0009733887874800469,0.02040245903538725,0.003292356245430824,0.008052035630415151,0.005019656676653826,0.0012730602150934018,0.0010786391554488447,0.001352589476325251,0.00831266028896209,0.008131180527121959,0.008537855613032556,0.00214878842648966,0.0018493996110791127,0.003365455221026969,0.0028431114744419802,0.002606517190241437,0.0019008115832305178,0.000853730191165729,0.0,1.0
0.36984114321011274,0.08797878525033945,0.04429958370102364,0.0007563798526969781,0.0005164135959064913,0.059740737902030494,0.0009733887874800469,0.02040245903538725,0.003292356245430824,0.008052035630415151,0.005019656676653826,0.0012730602150934018,0.0010786391554488447,0.001352589476325251,0.00831266028896209,0.008131180527121959,0.008537855613032556,0.00214878842648966,0.0018493996110791127,0.003365455221026969,0.0028431114744419802,0.002606517190241437,0.0019008115832305178,0.000853730191165729,1.0,1.0
0.1743970589296812,0.06464533141258814,0.056193689298671703,0.0011100478817406645,0.00040187051770126307,0.12220621787894971,0.0010177167116787224,0.018068132361530792,0.0027456458059943786,0.008943134041825004,0.003861485471849376,0.0010590570792560186,0.001184488970162393,0.0012619521142950678,0.1116137899662584,0.008924410814858542,0.005030090523683377,0.0022343833861804296,0.0018206625603548953,0.003474808913594557,0.0036057403872470474,0.002441112478230208,0.0024822728845232387,0.0004042631944453956,0.0,2.0
0.3572650167278235,0.06464533141258814,0.056193689298671703,0.0011100478817406645,0.00040187051770126307,0.12220621787894971,0.0010177167116787224,0.018068132361530792,0.0027456458059943786,0.008943134041825004,0.003861485471849376,0.0010590570792560186,0.001184488970162393,0.0012619521142950678,0.1116137899662584,0.008924410814858542,0.005030090523683377,0.0022343833861804296,0.0018206625603548953,0.003474808913594557,0.0036057403872470474,0.002441112478230208,0.0024822728845232387,0.0004042631944453956,1.0,2.0
0.2056966681521963,0.09321519567593746,0.05969029088261633,0.0009959653275741507,0.0003475876017527856,0.09396956257680744,0.0014138041825986802,0.020972009657406785,0.0032399933218923683,0.01064230675511209,0.005182170880023755,0.0012417494612830214,0.0014810906238493613,0.0020174755985191495,0.06510332709897748,0.042889280801653724,0.0059452586890476325,0.0020803401302497584,0.00222467888680033,0.003422128320401478,0.0026577939657002943,0.004407373967300109,0.0028243366742615587,0.00110924108738669,0.0,3.0
0.49621778496092556,0.09321519567593746,0.05969029088261633,0.0009959653275741507,0.0003475876017527856,0.09396956257680744,0.0014138041825986802,0.020972009657406785,0.0032399933218923683,0.01064230675511209,0.005182170880023755,0.0012417494612830214,0.0014810906238493613,0.0020174755985191495,0.06510332709897748,0.042889280801653724,0.0059452586890476325,0.0020803401302497584,0.00222467888680033,0.003422128320401478,0.0026577939657002943,0.004407373967300109,0.0028243366742615587,0.00110924108738669,1.0,3.0
0.2309836222575652,0.10206897372629521,0.05210714930756122,0.0009754040585561401,0.00031158726172527,0.13780813657451527,0.0014882892825146257,0.021418869960792085,0.002705367918465033,0.007766475034876456,0.0038952933924401626,0.0010298978763359924,0.00097999095213872,0.0012482067352557289,0.012324924060888752,0.03233964370721174,0.004967934242615833,0.001972270497038854,0.0021038997994564366,0.0036460068785505078,0.0021750853105898787,0.0021808816801340857,0.0019527544228959749,0.0005557878580086903,0.0,4.0
0.5058703419888662,0.10206897372629521,0.05210714930756122,0.0009754040585561401,0.00031158726172527,0.13780813657451527,0.0014882892825146257,0.021418869960792085,0.002705367918465033,0.007766475034876456,0.0038952933924401626,0.0010298978763359924,0.00097999095213872,0.0012482067352557289,0.012324924060888752,0.03233964370721174,0.004967934242615833,0.001972270497038854,0.0021038997994564366,0.0036460068785505078,0.0021750853105898787,0.0021808816801340857,0.0019527544228959749,0.0005557878580086903,1.0,4.0
0.23987097882140906,0.0962707269380448,0.09263188496452897,0.0012865214714173354,0.0004775000926614891,0.12367347302311844,0.0010977794907648742,0.04613587780845684,0.0036224191403264106,0.010085345877253111,0.005132176412460603,0.0014821336534599269,0.001193267296334567,0.0010093904349396676,0.0077006646032465025,0.012749696966460087,0.007567681418831944,0.002515922597195884,0.002881731846032711,0.004344990645925619,0.0038823596464102033,0.0021465425012484286,0.0013335719406462614,0.0008409705549917388,0.0,5.0
0.39248132110886,0.0962707269380448,0.09263188496452897,0.0012865214714173354,0.0004775000926614891,0.12367347302311844,0.0010977794907648742,0.04613587780845684,0.0036224191403264106,0.010085345877253111,0.005132176412460603,0.0014821336534599269,0.001193267296334567,0.0010093904349396676,0.0077006646032465025,0.012749696966460087,0.007567681418831944,0.002515922597195884,0.002881731846032711,0.004344990645925619,0.0038823596464102033,0.0021465425012484286,0.0013335719406462614,0.0008409705549917388,1.0,5.0
