power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,power_error_6,power_error_7,power_error_8,power_error_9,power_error_10,power_error_11,power_error_12,power_error_13,power_error_14,power_error_15,power_error_16,power_error_17,power_error_18,power_error_19,power_error_20,power_error_21,power_error_22,power_error_23,power_error_24,label,id
0.16560460438362376,0.05951141949503071,0.030811384510823117,0.0007795127887742039,0.0010635114940741527,0.025452921326044858,0.0004971937818138057,0.010975830401575709,0.012900391683724912,0.036584487949811915,0.0036750154785735963,0.001138259831643628,0.0011455084156718513,0.0005203269761528299,0.007036287311394611,0.003730352199550164,0.0066758653005796345,0.0017950756652722459,0.00196273276710561,0.003044540734266629,0.002382319392146506,0.0030626064933462456,0.0011032078789145986,0.0006127832419511495,0.0,1.0
0.20884411274289738,0.05951141949503071,0.030811384510823117,0.0007795127887742039,0.0010635114940741527,0.025452921326044858,0.0004971937818138057,0.010975830401575709,0.012900391683724912,0.036584487949811915,0.0036750154785735963,0.001138259831643628,0.0011455084156718513,0.0005203269761528299,0.007036287311394611,0.003730352199550164,0.0066758653005796345,0.0017950756652722459,0.00196273276710561,0.003044540734266629,0.002382319392146506,0.0030626064933462456,0.0011032078789145986,0.0006127832419511495,1.0,1.0
0.14184885656732515,0.04044374985074779,0.03249911110349841,0.0006931954723165927,0.0007463291430754464,0.03021194024799036,0.0064571792751262885,0.009366995331131327,0.009190884126143318,0.020105943711127828,0.0034709520200351266,0.0009301393925555125,0.0008567075532378781,0.0007228529763845385,0.010521474309499478,0.004384650004063873,0.005267759850211139,0.0019394103440892258,0.0023963291979393667,0.005900642676397017,0.003121859000446165,0.0070429717124372545,0.0012833870489796734,0.0007553016550967546,0.0,2.0
0.15892849021079192,0.04044374985074779,0.03249911110349841,0.0006931954723165927,0.0007463291430754464,0.03021194024799036,0.0064571792751262885,0.009366995331131327,0.009190884126143318,0.020105943711127828,0.0034709520200351266,0.0009301393925555125,0.0008567075532378781,0.0007228529763845385,0.010521474309499478,0.004384650004063873,0.005267759850211139,0.0019394103440892258,0.0023963291979393667,0.005900642676397017,0.003121859000446165,0.0070429717124372545,0.0012833870489796734,0.0007553016550967546,1.0,2.0
0.13650653889550798,0.03400811046265994,0.03203266842179124,0.0008988374281867049,0.001190464109838898,0.030572520616319505,0.003347221980091018,0.009032831212454812,0.007108925751179497,0.025218699550773955,0.002195838252322475,0.0008850619022830614,0.0007680257732669412,0.0006741289703408167,0.008593396540278735,0.0036588932052206385,0.010448167279438944,0.0016125027649912574,0.002292155374554549,0.007781307960706541,0.0032695111665509632,0.0057027105990740835,0.0013096224471062729,0.001139787751051858,0.0,3.0
0.16130981707228856,0.03400811046265994,0.03203266842179124,0.0008988374281867049,0.001190464109838898,0.030572520616319505,0.003347221980091018,0.009032831212454812,0.007108925751179497,0.025218699550773955,0.002195838252322475,0.0008850619022830614,0.0007680257732669412,0.0006741289703408167,0.008593396540278735,0.0036588932052206385,0.010448167279438944,0.0016125027649912574,0.002292155374554549,0.007781307960706541,0.0032695111665509632,0.0057027105990740835,0.0013096224471062729,0.001139787751051858,1.0,3.0
0.1470582838605625,0.05438738687387903,0.026063176160715358,0.000925458398744179,0.0012204659729926673,0.03315410291156055,0.004466561378665279,0.012736708949951178,0.021454171805693114,0.042351454788077884,0.0027477568041129686,0.0010161010404349422,0.0009636113527680498,0.0007101077996019533,0.01098015279128485,0.005628903662777172,0.01790421466037068,0.0019812125966400863,0.002880345265412097,0.017852211689608325,0.0049121806738561926,0.012117878027419619,0.0018378162812049464,0.000984918927322486,0.0,4.0
0.19973263113939196,0.05438738687387903,0.026063176160715358,0.000925458398744179,0.0012204659729926673,0.03315410291156055,0.004466561378665279,0.012736708949951178,0.021454171805693114,0.042351454788077884,0.0027477568041129686,0.0010161010404349422,0.0009636113527680498,0.0007101077996019533,0.01098015279128485,0.005628903662777172,0.01790421466037068,0.0019812125966400863,0.002880345265412097,0.017852211689608325,0.0049121806738561926,0.012117878027419619,0.0018378162812049464,0.000984918927322486,1.0,4.0
0.3089172816651004,0.11268931027939637,0.054005211395266,0.0012318472560686909,0.0014372943215891902,0.04906803124208394,0.0005444893324174565,0.026094605842008622,0.01909394927570824,0.05174113265526582,0.0031383279293801434,0.0030485074419261,0.0018939209460386913,0.00037692153027795783,0.00979418621771244,0.008329461807161407,0.010413539736996456,0.002899767834678275,0.003943651701087204,0.007571116347767328,0.006146306780741344,0.008882902043956118,0.0021963288781794996,0.0005894965478719455,0.0,5.0
0.3620350680646835,0.11268931027939637,0.054005211395266,0.0012318472560686909,0.0014372943215891902,0.04906803124208394,0.0005444893324174565,0.026094605842008622,0.01909394927570824,0.05174113265526582,0.0031383279293801434,0.0030485074419261,0.0018939209460386913,0.00037692153027795783,0.00979418621771244,0.008329461807161407,0.010413539736996456,0.002899767834678275,0.003943651701087204,0.007571116347767328,0.006146306780741344,0.008882902043956118,0.0021963288781794996,0.0005894965478719455,1.0,5.0
0.2254413072018137,0.07018311308661389,0.04398001235412338,0.0008831454365282878,0.001136797697713008,0.031847375987561814,0.0005932448059605857,0.018038346336062126,0.0059250125480190905,0.026681777370154657,0.004433677466970229,0.0020379379771044933,0.0015885645976214749,0.00041715540280020156,0.006247846483530203,0.005222621545510945,0.009587431216705493,0.0022306904313498335,0.0027146159837008518,0.004529037621362312,0.0029539523438743623,0.004690793754116568,0.0013430170231432887,0.0006668224355922587,0.0,6.0
0.2439846726946102,0.07018311308661389,0.04398001235412338,0.0008831454365282878,0.001136797697713008,0.031847375987561814,0.0005932448059605857,0.018038346336062126,0.0059250125480190905,0.026681777370154657,0.004433677466970229,0.0020379379771044933,0.0015885645976214749,0.00041715540280020156,0.006247846483530203,0.005222621545510945,0.009587431216705493,0.0022306904313498335,0.0027146159837008518,0.004529037621362312,0.0029539523438743623,0.004690793754116568,0.0013430170231432887,0.0006668224355922587,1.0,6.0
0.16367251298774765,0.04878552485386618,0.028817548115031896,0.0013702724032214717,0.0015391277762508446,0.0231177879767232,0.001055141608333107,0.009646054559518568,0.009801276817286328,0.02451706592140821,0.003119162596957725,0.0009140717540505531,0.0008183168183045419,0.0004846063043080051,0.00907649992520245,0.00260499029459585,0.014846270537292037,0.0016553999467530955,0.0018388681340383043,0.005313002043203922,0.0028061313865754105,0.003724172099485125,0.001090232475754459,0.0007515042667079924,0.0,7.0
