log_cosh_1,log_cosh_2,log_cosh_3,log_cosh_4,log_cosh_5,label,id
4.6771425960840665,1.246817343321267,0.08177285754943062,0.38364829467661593,0.1064939318085371,0.0,1.0
5.286199783226956,1.246817343321267,0.08177285754943062,0.38364829467661593,0.1064939318085371,1.0,1.0
3.834591325923206,0.9638125194588992,0.02366243877579,0.4376550490160431,0.15113374172665028,0.0,2.0
4.071396036465079,0.9638125194588992,0.02366243877579,0.4376550490160431,0.15113374172665028,1.0,2.0
3.7065548001091186,0.8974272494907701,0.030991772636605984,0.32882294032123777,0.1430820201014537,0.0,3.0
4.051282556200541,0.8974272494907701,0.030991772636605984,0.32882294032123777,0.1430820201014537,1.0,3.0
4.835654436125603,1.286048079561919,0.05098612824795466,0.5719264632697666,0.2736986106784589,0.0,4.0
5.710868562230795,1.286048079561919,0.05098612824795466,0.5719264632697666,0.2736986106784589,1.0,4.0
10.45439445112499,3.223288872766248,0.3508674526406315,1.3171507171259438,0.6580301333748902,0.0,5.0
11.30934743678871,3.223288872766248,0.3508674526406315,1.3171507171259438,0.6580301333748902,1.0,5.0
7.095950490235497,2.026288185334543,0.13087360076243135,0.94667041881232,0.2511345452380761,0.0,6.0
7.379047085442041,2.026288185334543,0.13087360076243135,0.94667041881232,0.2511345452380761,1.0,6.0
4.208423328146035,0.9570282228334207,0.025166171111701607,0.38084800610432534,0.10619017888172624,0.0,7.0
4.455398782421287,0.9570282228334207,0.025166171111701607,0.38084800610432534,0.10619017888172624,1.0,7.0
3.7868184991916274,1.1051694390312718,0.11508496118848553,0.10618558733555367,0.04944126732104052,0.0,8.0
7.161631016206129,1.1051694390312718,0.11508496118848553,0.10618558733555367,0.04944126732104052,1.0,8.0
3.8419478400747002,1.2438541734080069,0.13230967122463852,0.1970145748723347,0.0961505282706634,0.0,9.0
8.160746752254193,1.2438541734080069,0.13230967122463852,0.1970145748723347,0.0961505282706634,1.0,9.0
4.007136088013888,1.2681385101206895,0.12223610267259828,0.1353549584256139,0.052522241427292594,0.0,10.0
7.736671653804615,1.2681385101206895,0.12223610267259828,0.1353549584256139,0.052522241427292594,1.0,10.0
5.759128233648776,1.8119057941560508,0.34591714781199756,0.2503384712163147,0.10132369699035422,0.0,11.0
10.391258022229344,1.8119057941560508,0.34591714781199756,0.2503384712163147,0.10132369699035422,1.0,11.0
10.950834736210677,4.1351448203814245,1.1216062734682863,0.5535874186601206,0.39100564756408335,0.0,12.0
16.37234512381063,4.1351448203814245,1.1216062734682863,0.5535874186601206,0.39100564756408335,1.0,12.0
6.460667996463297,2.216133977022621,0.44702475715836293,0.25506173864437004,0.13985001654101117,0.0,13.0
10.24141296284378,2.216133977022621,0.44702475715836293,0.25506173864437004,0.13985001654101117,1.0,13.0
4.019905214310796,1.4210305072701384,0.16188821912334064,0.2328282861486864,0.04710650639203709,0.0,14.0
8.792560535999439,1.4210305072701384,0.16188821912334064,0.2328282861486864,0.04710650639203709,1.0,14.0
4.976235125612188,1.562430598826004,0.18676747216091152,0.3584178944671951,0.21985972510982701,0.0,15.0
6.516950824140049,1.562430598826004,0.18676747216091152,0.3584178944671951,0.21985972510982701,1.0,15.0
4.188357185944436,1.254309673346207,0.12867025965133927,0.26200559646401533,0.09450434339564798,0.0,16.0
5.76000767997463,1.254309673346207,0.12867025965133927,0.26200559646401533,0.09450434339564798,1.0,16.0
4.938959630232694,1.579153582194971,0.2482094641169769,0.2596597231112637,0.11599384500383358,0.0,17.0
8.867857644682879,1.579153582194971,0.2482094641169769,0.2596597231112637,0.11599384500383358,1.0,17.0
6.434201222147158,2.273154612844812,0.5575123091313342,0.3171210540519419,0.1447038573591085,0.0,18.0
10.84823917927824,2.273154612844812,0.5575123091313342,0.3171210540519419,0.1447038573591085,1.0,18.0
10.124556478009112,3.6218521778319133,1.0396346591825119,0.34915156397743813,0.15786757411062358,0.0,19.0
15.677563417428685,3.6218521778319133,1.0396346591825119,0.34915156397743813,0.15786757411062358,1.0,19.0
7.0688370514358185,2.1554456572013874,0.30822462673772383,0.23177686738460815,0.15855577747748237,0.0,20.0
9.528106859630748,2.1554456572013874,0.30822462673772383,0.23177686738460815,0.15855577747748237,1.0,20.0
3.8181376453648794,1.0277103829083991,0.07562109423891877,0.15768842728863278,0.12847459269363815,0.0,21.0
5.3917650458254975,1.0277103829083991,0.07562109423891877,0.15768842728863278,0.12847459269363815,1.0,21.0
3.41644913801768,0.771360899669609,0.04819083187912592,0.18868802999803663,0.06855365040170262,0.0,22.0
7.292433131149225,0.771360899669609,0.04819083187912592,0.18868802999803663,0.06855365040170262,1.0,22.0
3.680469771177871,0.8885504364108047,0.12870336544435124,0.16814369104529744,0.04601350347813622,0.0,23.0
7.543945660159358,0.8885504364108047,0.12870336544435124,0.16814369104529744,0.04601350347813622,1.0,23.0
3.5536358086678836,0.9645909218567023,0.12970818136471043,0.2228224286704568,0.06743720130239433,0.0,24.0
8.766217101316142,0.9645909218567023,0.12970818136471043,0.2228224286704568,0.06743720130239433,1.0,24.0
5.140111805407145,1.232662457773488,0.19148280927511918,0.2742262519458328,0.07332621673513522,0.0,25.0
11.55512250139844,1.232662457773488,0.19148280927511918,0.2742262519458328,0.07332621673513522,1.0,25.0
8.067953656072794,2.2785632404018616,0.40562444417747157,0.4235045426261773,0.05871097173810234,0.0,26.0
16.841779675128098,2.2785632404018616,0.40562444417747157,0.4235045426261773,0.05871097173810234,1.0,26.0
5.854476284267062,1.630478257687675,0.3131406235663003,0.36890998905269895,0.07940211265746604,0.0,27.0
12.680994464996122,1.630478257687675,0.3131406235663003,0.36890998905269895,0.07940211265746604,1.0,27.0
3.2090196959060036,0.7680843009926427,0.08582829176608418,0.13720307444519592,0.06246455980296385,0.0,28.0
8.144631386914188,0.7680843009926427,0.08582829176608418,0.13720307444519592,0.06246455980296385,1.0,28.0
4.55320624264232,1.137594917228094,0.11427878641817783,0.18331349520391158,0.16170470814673402,0.0,29.0
16.031648485763686,1.137594917228094,0.11427878641817783,0.18331349520391158,0.16170470814673402,1.0,29.0
3.73007575452402,1.0142799820934176,0.06446960712391567,0.20448150423150116,0.11051782922518205,0.0,30.0
12.400286489440013,1.0142799820934176,0.06446960712391567,0.20448150423150116,0.11051782922518205,1.0,30.0
3.7382283303996173,1.0157042890676238,0.07000654463486397,0.22596304714790036,0.13324756296578943,0.0,31.0
13.41481186229497,1.0157042890676238,0.07000654463486397,0.22596304714790036,0.13324756296578943,1.0,31.0
5.781477461981975,1.41374794458707,0.0770508322743405,0.509614515676356,0.12279533868235848,0.0,32.0
15.749090415714699,1.41374794458707,0.0770508322743405,0.509614515676356,0.12279533868235848,1.0,32.0
10.077132823468723,3.602205998940706,1.0234697953620155,1.0450500413920485,0.48976805155424225,0.0,33.0
19.711713133877005,3.602205998940706,1.0234697953620155,1.0450500413920485,0.48976805155424225,1.0,33.0
6.576377943865768,2.2050961577286547,0.3389540940477675,0.7301967340400861,0.5179128910794825,0.0,34.0
16.308935957980342,2.2050961577286547,0.3389540940477675,0.7301967340400861,0.5179128910794825,1.0,34.0
4.21970760164827,1.1666731514309137,0.05463292794968048,0.3817261006975646,0.24512173306193427,0.0,35.0
17.044973034376174,1.1666731514309137,0.05463292794968048,0.3817261006975646,0.24512173306193427,1.0,35.0
3.376160510772589,0.5925489143945553,0.0035397792233804438,0.15209428504033654,0.12141821748956388,0.0,36.0
10.533220636768366,0.5925489143945553,0.0035397792233804438,0.15209428504033654,0.12141821748956388,1.0,36.0
3.6893728078669117,0.843404627748539,0.011127853857793257,0.2832903371664206,0.20601880181987034,0.0,37.0
13.656600537855278,0.843404627748539,0.011127853857793257,0.2832903371664206,0.20601880181987034,1.0,37.0
3.5195719224202455,0.7711053705032759,0.01216622013873729,0.3024717070752505,0.21716882122920064,0.0,38.0
12.542235206555603,0.7711053705032759,0.01216622013873729,0.3024717070752505,0.21716882122920064,1.0,38.0
