log_cosh_1,log_cosh_2,log_cosh_3,log_cosh_4,log_cosh_5,log_cosh_6,log_cosh_7,log_cosh_8,log_cosh_9,log_cosh_10,log_cosh_11,log_cosh_12,log_cosh_13,log_cosh_14,log_cosh_15,log_cosh_16,log_cosh_17,log_cosh_18,log_cosh_19,log_cosh_20,log_cosh_21,log_cosh_22,log_cosh_23,log_cosh_24,label,id
2.031630207982108,0.8648411498001398,1.0981689177196878,0.00048598932344728115,0.004500714761041055,0.7693497444145421,2.2485420675743534e-05,0.12525128608764735,0.00798028311032309,0.04411507748286254,0.011978373408810684,0.0008802170763517634,0.0022071247948514754,8.508185839403933e-05,0.07553562334322744,0.013461589915669083,0.015150079536197125,0.007378340231410264,0.00976093188075573,0.007355892674164345,0.005429739364327953,0.0029600078631572017,0.0026824439534620416,0.00018959875481005078,0.0,1.0
2.640678577251338,0.8648411498001398,1.0981689177196878,0.00048598932344728115,0.004500714761041055,0.7693497444145421,2.2485420675743534e-05,0.12525128608764735,0.00798028311032309,0.04411507748286254,0.011978373408810684,0.0008802170763517634,0.0022071247948514754,8.508185839403933e-05,0.07553562334322744,0.013461589915669083,0.015150079536197125,0.007378340231410264,0.00976093188075573,0.007355892674164345,0.005429739364327953,0.0029600078631572017,0.0026824439534620416,0.00018959875481005078,1.0,1.0
1.6657184132084213,0.6640187593906222,0.8596192007551088,0.0005787398886524874,0.0009072143251271938,0.6081908198817085,1.3079324738382013e-05,0.09908387146019752,0.0036417784801337427,0.012296316285131418,0.0028587060144800785,0.0003423605521230177,0.00048796260240098433,0.00011623305823913938,0.08238589306090469,0.015908409177025566,0.020349394443023795,0.010102147201502203,0.012164902300218996,0.009433865572017953,0.007958848029133906,0.00474768431779343,0.004943217299710858,0.00033531250463511407,0.0,2.0
1.9024895130863726,0.6640187593906222,0.8596192007551088,0.0005787398886524874,0.0009072143251271938,0.6081908198817085,1.3079324738382013e-05,0.09908387146019752,0.0036417784801337427,0.012296316285131418,0.0028587060144800785,0.0003423605521230177,0.00048796260240098433,0.00011623305823913938,0.08238589306090469,0.015908409177025566,0.020349394443023795,0.010102147201502203,0.012164902300218996,0.009433865572017953,0.007958848029133906,0.00474768431779343,0.004943217299710858,0.00033531250463511407,1.0,2.0
1.5962725285026247,0.6252948137492028,0.8175596623797313,0.0007243486993908837,0.002771272062026638,0.5435314788785269,4.995676453892742e-05,0.08177772321429043,0.004045585276872426,0.020159136902924646,0.004281245418805566,0.00030935853414412723,0.000428937437102642,7.508762390378508e-05,0.0628820686543929,0.011285253134730689,0.012842042932854998,0.006264659441071613,0.009810251896506908,0.008480074852189325,0.006808158078029473,0.004400998588026382,0.004012316310920644,0.0009210350673441406,0.0,3.0
1.9409448310885276,0.6252948137492028,0.8175596623797313,0.0007243486993908837,0.002771272062026638,0.5435314788785269,4.995676453892742e-05,0.08177772321429043,0.004045585276872426,0.020159136902924646,0.004281245418805566,0.00030935853414412723,0.000428937437102642,7.508762390378508e-05,0.0628820686543929,0.011285253134730689,0.012842042932854998,0.006264659441071613,0.009810251896506908,0.008480074852189325,0.006808158078029473,0.004400998588026382,0.004012316310920644,0.0009210350673441406,1.0,3.0
2.142432350814985,0.9168139636457842,1.0990966514038898,0.0012339372210607776,0.0023060318055270427,0.8105567723861598,1.7277395117633077e-05,0.1464324765946859,0.0063605192958216955,0.034193984699542865,0.008426104081251688,0.00035563908758317367,0.0004909919250917782,9.075191744740799e-05,0.10438976814249104,0.021627127262650866,0.027661166814000885,0.013324891038664032,0.027191884364449054,0.014675699165832248,0.015021031576377894,0.012030444092438005,0.013045761812850765,0.0007066636507824507,0.0,4.0
3.0176409423802797,0.9168139636457842,1.0990966514038898,0.0012339372210607776,0.0023060318055270427,0.8105567723861598,1.7277395117633077e-05,0.1464324765946859,0.0063605192958216955,0.034193984699542865,0.008426104081251688,0.00035563908758317367,0.0004909919250917782,9.075191744740799e-05,0.10438976814249104,0.021627127262650866,0.027661166814000885,0.013324891038664032,0.027191884364449054,0.014675699165832248,0.015021031576377894,0.012030444092438005,0.013045761812850765,0.0007066636507824507,1.0,4.0
4.671122840271751,2.2394742906904423,2.772992646398875,0.0034307840262214084,0.014816132414734841,2.1222416808236857,3.306002853694045e-05,0.5214889205525012,0.03223120117263918,0.23305056692525106,0.04707275723223504,0.003997228379782604,0.017786564451164263,6.555896348548723e-05,0.3432770558922166,0.07291496302288154,0.10045188474643746,0.0358405500786772,0.0721988255523516,0.050153354112388714,0.04343054187789797,0.038375296745668336,0.04201168170369085,0.00022367046703216831,0.0,5.0
5.526075825887046,2.2394742906904423,2.772992646398875,0.0034307840262214084,0.014816132414734841,2.1222416808236857,3.306002853694045e-05,0.5214889205525012,0.03223120117263918,0.23305056692525106,0.04707275723223504,0.003997228379782604,0.017786564451164263,6.555896348548723e-05,0.3432770558922166,0.07291496302288154,0.10045188474643746,0.0358405500786772,0.0721988255523516,0.050153354112388714,0.04343054187789797,0.038375296745668336,0.04201168170369085,0.00022367046703216831,1.0,5.0
