poisson_1,poisson_2,poisson_3,poisson_4,poisson_5,poisson_6,poisson_7,poisson_8,poisson_9,poisson_10,poisson_11,poisson_12,poisson_13,poisson_14,poisson_15,poisson_16,poisson_17,poisson_18,poisson_19,poisson_20,poisson_21,poisson_22,poisson_23,poisson_24,label,id
-6.715174172952231,-3.157167394664228,-3.905195226114273,-0.08504915613121966,-0.14310821949061392,-2.66194352805681,-0.014101451083362804,-0.9142698114427077,-0.26946667598591034,-0.3997456301984812,-0.20615581286560314,-0.07246422144365283,-0.0672942949594102,-0.06924640647326896,-0.7202438384478285,-0.32327882721165224,-0.26864804246343965,-0.08762348747059434,-0.14721847020607015,-0.1319469964799822,-0.16196487080422628,-0.13590811746414033,-0.041309076650790644,-0.04325024627200946,0.0,1.0
-33.58071704617913,-3.157167394664228,-3.905195226114273,-0.08504915613121966,-0.14310821949061392,-2.66194352805681,-0.014101451083362804,-0.9142698114427077,-0.26946667598591034,-0.3997456301984812,-0.20615581286560314,-0.07246422144365283,-0.0672942949594102,-0.06924640647326896,-0.7202438384478285,-0.32327882721165224,-0.26864804246343965,-0.08762348747059434,-0.14721847020607015,-0.1319469964799822,-0.16196487080422628,-0.13590811746414033,-0.041309076650790644,-0.04325024627200946,1.0,1.0
-5.816744683820019,-2.7324340141854435,-3.433619456139553,-0.09738449096209933,-0.1264035473432159,-2.3220625814695666,-0.023436854454672584,-0.754185606940851,-0.22486656306446662,-0.5051959776479151,-0.2843370044174094,-0.11803686046985717,-0.1152777946071808,-0.16300268829053266,-0.4972429390149955,-0.2266482557892573,-0.20155480225736255,-0.08516282521659946,-0.12264093975065293,-0.13098690210270547,-0.15024423648118557,-0.11973358349615637,-0.04239791703929541,-0.038176254839015655,0.0,2.0
-33.74972024149466,-2.7324340141854435,-3.433619456139553,-0.09738449096209933,-0.1264035473432159,-2.3220625814695666,-0.023436854454672584,-0.754185606940851,-0.22486656306446662,-0.5051959776479151,-0.2843370044174094,-0.11803686046985717,-0.1152777946071808,-0.16300268829053266,-0.4972429390149955,-0.2266482557892573,-0.20155480225736255,-0.08516282521659946,-0.12264093975065293,-0.13098690210270547,-0.15024423648118557,-0.11973358349615637,-0.04239791703929541,-0.038176254839015655,1.0,2.0
-5.926814413794716,-2.812943199950894,-3.5413708005579565,-0.1324596997718288,-0.12939815045541536,-2.264208955627822,-0.025878747257593204,-0.7346406229068378,-0.1827744968593379,-0.30978736476291147,-0.1473197793009149,-0.052373400293816985,-0.05211005355918985,-0.05226163532304895,-0.5502075259198023,-0.25245822802932594,-0.22046376692114222,-0.08043687019198842,-0.13918419205835164,-0.15268634654326263,-0.18963050270589576,-0.16158175010784248,-0.05706494872340784,-0.05321484351108552,0.0,3.0
-33.64343295122305,-2.812943199950894,-3.5413708005579565,-0.1324596997718288,-0.12939815045541536,-2.264208955627822,-0.025878747257593204,-0.7346406229068378,-0.1827744968593379,-0.30978736476291147,-0.1473197793009149,-0.052373400293816985,-0.05211005355918985,-0.05226163532304895,-0.5502075259198023,-0.25245822802932594,-0.22046376692114222,-0.08043687019198842,-0.13918419205835164,-0.15268634654326263,-0.18963050270589576,-0.16158175010784248,-0.05706494872340784,-0.05321484351108552,1.0,3.0
-8.504398286875187,-4.0773569057080294,-5.191357740491526,-0.22400346504710456,-0.3491815930740927,-3.271007496360994,-0.02305797076446936,-1.0873303688263718,-0.2995418160112422,-0.5695635832524744,-0.2844369853483215,-0.11609426797640765,-0.12040295276746349,-0.1433545815159789,-0.724932178020623,-0.41864263383689604,-0.21832644655185618,-0.07614552171615685,-0.12237750786971446,-0.1355497101470462,-0.15179463948035732,-0.11837814665835822,-0.04325973334516675,-0.036808854428485915,0.0,4.0
-34.970160103047505,-4.0773569057080294,-5.191357740491526,-0.22400346504710456,-0.3491815930740927,-3.271007496360994,-0.02305797076446936,-1.0873303688263718,-0.2995418160112422,-0.5695635832524744,-0.2844369853483215,-0.11609426797640765,-0.12040295276746349,-0.1433545815159789,-0.724932178020623,-0.41864263383689604,-0.21832644655185618,-0.07614552171615685,-0.12237750786971446,-0.1355497101470462,-0.15179463948035732,-0.11837814665835822,-0.04325973334516675,-0.036808854428485915,1.0,4.0
-14.215214597611862,-6.212997582950635,-7.621747868700908,-0.21859833834332676,-0.22032556543206283,-5.474576179278586,-0.08267354595679421,-1.7029537879730867,-0.6893990461110207,-1.1950051614514905,-0.6256544031905946,-0.18994331086703653,-0.211233427658982,-0.17173318661082249,-1.0018572974286712,-0.5386428223842188,-0.38265145585484106,-0.11407045765723467,-0.2433749508785752,-0.26194169316011084,-0.1895832139631466,-0.12539368632235437,-0.06820877401987957,-0.07625064261947045,0.0,5.0
-48.29019457674997,-6.212997582950635,-7.621747868700908,-0.21859833834332676,-0.22032556543206283,-5.474576179278586,-0.08267354595679421,-1.7029537879730867,-0.6893990461110207,-1.1950051614514905,-0.6256544031905946,-0.18994331086703653,-0.211233427658982,-0.17173318661082249,-1.0018572974286712,-0.5386428223842188,-0.38265145585484106,-0.11407045765723467,-0.2433749508785752,-0.26194169316011084,-0.1895832139631466,-0.12539368632235437,-0.06820877401987957,-0.07625064261947045,1.0,5.0
