poisson_1,poisson_2,poisson_3,poisson_4,poisson_5,poisson_6,poisson_7,poisson_8,poisson_9,poisson_10,poisson_11,poisson_12,poisson_13,poisson_14,poisson_15,poisson_16,poisson_17,poisson_18,poisson_19,poisson_20,poisson_21,poisson_22,poisson_23,poisson_24,label,id
-5.987318892668284,-3.0598484993586013,-3.7688573900172173,-0.05112266135972732,-0.04559926639356604,-3.1187042632283664,-0.08852130167306882,-1.0347057310318917,-0.30274371591019644,-0.6233019546381229,-0.26421237462756153,-0.16490166740547352,-0.05801168281792002,-0.017069774450199304,-0.6958080242291373,-0.27769277693941774,-0.3017518758567732,-0.373290119934893,-0.18720927578212354,-0.15373256354129694,-0.13565929910008379,-0.10933735229511399,-0.07019120664665479,-0.05506016090392052,0.0,1.0
-13.296692274481046,-3.0598484993586013,-3.7688573900172173,-0.05112266135972732,-0.04559926639356604,-3.1187042632283664,-0.08852130167306882,-1.0347057310318917,-0.30274371591019644,-0.6233019546381229,-0.26421237462756153,-0.16490166740547352,-0.05801168281792002,-0.017069774450199304,-0.6958080242291373,-0.27769277693941774,-0.3017518758567732,-0.373290119934893,-0.18720927578212354,-0.15373256354129694,-0.13565929910008379,-0.10933735229511399,-0.07019120664665479,-0.05506016090392052,1.0,1.0
-5.026789601592569,-2.622516930081744,-3.2662893759249414,-0.08962382901651722,-0.028791099124930497,-2.716325099593057,-0.05121705069170446,-0.9401868278321359,-0.2854429407522616,-0.49781771932184427,-0.20560628368252765,-0.10591693232726129,-0.06046336600635982,-0.021820766595066488,-0.6163297740838587,-0.26799832698200987,-0.29435355381367856,-0.2445569573638693,-0.18340002948022516,-0.16356296839953188,-0.11747525005654325,-0.061763407688424365,-0.0403166536503754,-0.009622288479008034,0.0,2.0
-9.114057241525174,-2.622516930081744,-3.2662893759249414,-0.08962382901651722,-0.028791099124930497,-2.716325099593057,-0.05121705069170446,-0.9401868278321359,-0.2854429407522616,-0.49781771932184427,-0.20560628368252765,-0.10591693232726129,-0.06046336600635982,-0.021820766595066488,-0.6163297740838587,-0.26799832698200987,-0.29435355381367856,-0.2445569573638693,-0.18340002948022516,-0.16356296839953188,-0.11747525005654325,-0.061763407688424365,-0.0403166536503754,-0.009622288479008034,1.0,2.0
-5.17152492440281,-2.7280558896974654,-3.4394229624935235,-0.06344674640840253,-0.02141362140744718,-2.983924290213537,-0.10393602485936526,-1.0007611749528706,-0.3380657527377764,-0.6038680226082249,-0.2741334202025172,-0.13750264190204575,-0.09234975484586982,-0.033805531951951906,-0.6125529117379571,-0.24830515725613544,-0.29825197843202034,-0.24235228826944422,-0.18364166647458546,-0.18099872336259182,-0.12281234780033401,-0.07794506479361019,-0.06264260480393347,-0.04465359836061111,0.0,3.0
-9.711528966891954,-2.7280558896974654,-3.4394229624935235,-0.06344674640840253,-0.02141362140744718,-2.983924290213537,-0.10393602485936526,-1.0007611749528706,-0.3380657527377764,-0.6038680226082249,-0.2741334202025172,-0.13750264190204575,-0.09234975484586982,-0.033805531951951906,-0.6125529117379571,-0.24830515725613544,-0.29825197843202034,-0.24235228826944422,-0.18364166647458546,-0.18099872336259182,-0.12281234780033401,-0.07794506479361019,-0.06264260480393347,-0.04465359836061111,1.0,3.0
-5.337419521349098,-2.8438670968545168,-3.5772192332176616,-0.056869426759334374,-0.020109556620099056,-3.0046292095168283,-0.09327107170283,-1.0444298342689393,-0.35328514878381156,-0.442466053948678,-0.18149096225478445,-0.08664650278646491,-0.05998292858866705,-0.02557420678220268,-0.7431388365984759,-0.2826642583186345,-0.3414106853516188,-0.2980308245510628,-0.21517861635297209,-0.20053580439976315,-0.1379167344704939,-0.058963794162565364,-0.039770905113002186,-0.014830764246966055,0.0,4.0
-9.116917428599045,-2.8438670968545168,-3.5772192332176616,-0.056869426759334374,-0.020109556620099056,-3.0046292095168283,-0.09327107170283,-1.0444298342689393,-0.35328514878381156,-0.442466053948678,-0.18149096225478445,-0.08664650278646491,-0.05998292858866705,-0.02557420678220268,-0.7431388365984759,-0.2826642583186345,-0.3414106853516188,-0.2980308245510628,-0.21517861635297209,-0.20053580439976315,-0.1379167344704939,-0.058963794162565364,-0.039770905113002186,-0.014830764246966055,1.0,4.0
-9.886702412736682,-5.425811619770229,-6.860410536430152,-0.16927268662772121,-0.04007628094592519,-5.7798898215669965,-0.133286218015229,-2.0607297425161732,-0.5319541071808658,-0.970279417235929,-0.41170492868380393,-0.22320656533605643,-0.08108498466160086,-0.023759467512853405,-1.6265254214658285,-0.5429027586948791,-0.6207153473179119,-0.48062642095743513,-0.42735308757886514,-0.39289737892679,-0.4135534206586442,-0.27987908972374953,-0.0891400434444023,-0.03679291344698754,0.0,5.0
-14.412795262764448,-5.425811619770229,-6.860410536430152,-0.16927268662772121,-0.04007628094592519,-5.7798898215669965,-0.133286218015229,-2.0607297425161732,-0.5319541071808658,-0.970279417235929,-0.41170492868380393,-0.22320656533605643,-0.08108498466160086,-0.023759467512853405,-1.6265254214658285,-0.5429027586948791,-0.6207153473179119,-0.48062642095743513,-0.42735308757886514,-0.39289737892679,-0.4135534206586442,-0.27987908972374953,-0.0891400434444023,-0.03679291344698754,1.0,5.0
