poisson_1,poisson_2,poisson_3,poisson_4,label,id
-16.888008394874987,-2.0090682116525613,-1.446374232321432,-0.6160555911942538,0.0,1.0
-54.334526625651506,-2.0090682116525613,-1.446374232321432,-0.6160555911942538,1.0,1.0
-14.72003268380604,-2.170956794651943,-1.0443614088791264,-0.5709982680234589,0.0,2.0
-53.22492578412562,-2.170956794651943,-1.0443614088791264,-0.5709982680234589,1.0,2.0
-15.009787197361902,-1.5341232239820783,-1.137550482925917,-0.7201253603216173,0.0,3.0
-53.05484062853202,-1.5341232239820783,-1.137550482925917,-0.7201253603216173,1.0,3.0
-22.032056153234862,-2.624064891796934,-1.4700457447648887,-0.577486787310022,0.0,4.0
-59.4133946391064,-2.624064891796934,-1.4700457447648887,-0.577486787310022,1.0,4.0
-34.50852857427162,-4.795656805601766,-2.0896250569717267,-0.9149006920326883,0.0,5.0
-72.9073757865267,-4.795656805601766,-2.0896250569717267,-0.9149006920326883,1.0,5.0
-23.61175565209669,-3.112505567696644,-1.6102041076484284,-0.6632555553371731,0.0,6.0
-71.07394835556693,-3.112505567696644,-1.6102041076484284,-0.6632555553371731,1.0,6.0
-16.92655619213133,-2.2734904275101826,-1.173152563099734,-0.561712877062746,0.0,7.0
-80.19951869990018,-2.2734904275101826,-1.173152563099734,-0.561712877062746,1.0,7.0
-16.56746438938444,-2.489316822351384,-1.375399501812126,-0.7396292953958437,0.0,8.0
-32.592465717674486,-2.489316822351384,-1.375399501812126,-0.7396292953958437,1.0,8.0
-18.489177476582654,-2.35704856968664,-2.056067811166031,-0.891246424742917,0.0,9.0
-32.31539355359325,-2.35704856968664,-2.056067811166031,-0.891246424742917,1.0,9.0
-16.51521175462915,-2.097045001202332,-1.4782507706694332,-0.6210029712739242,0.0,10.0
-31.580206869393123,-2.097045001202332,-1.4782507706694332,-0.6210029712739242,1.0,10.0
-21.832465996838664,-2.4882801318281054,-1.7158883455570049,-1.1176665139493025,0.0,11.0
-34.08413385839958,-2.4882801318281054,-1.7158883455570049,-1.1176665139493025,1.0,11.0
-36.41471835216635,-4.741042643373703,-3.060650895310914,-2.23264626414948,0.0,12.0
-54.71072156432115,-4.741042643373703,-3.060650895310914,-2.23264626414948,1.0,12.0
-26.27774235411789,-3.278182771116235,-2.548779590448021,-1.1755806495282286,0.0,13.0
-45.0344216543358,-3.278182771116235,-2.548779590448021,-1.1755806495282286,1.0,13.0
-18.567099232011515,-2.611971811263402,-1.6045595684933005,-1.0182889698138524,0.0,14.0
-30.7227104433465,-2.611971811263402,-1.6045595684933005,-1.0182889698138524,1.0,14.0
