poisson_1,poisson_2,poisson_3,poisson_4,label,id
-16.529915262890086,-2.4711506622952584,-1.7283732716651912,-0.6330678771079761,0.0,1.0
-26.208711159100517,-2.4711506622952584,-1.7283732716651912,-0.6330678771079761,1.0,1.0
-14.274043403618293,-2.1219351339616424,-1.5259051018456375,-0.5020419572504693,0.0,2.0
-19.755068907162013,-2.1219351339616424,-1.5259051018456375,-0.5020419572504693,1.0,2.0
-15.079483778466397,-2.486568140729105,-1.4848414750430265,-0.6076181832448242,0.0,3.0
-22.758791518944577,-2.486568140729105,-1.4848414750430265,-0.6076181832448242,1.0,3.0
-15.645637730518274,-2.2000918274430887,-1.7422644790094637,-0.5951075438383668,0.0,4.0
-22.406138382410745,-2.2000918274430887,-1.7422644790094637,-0.5951075438383668,1.0,4.0
-29.683598294919307,-4.334693612110186,-3.3958224798075207,-1.5175201096552655,0.0,5.0
-36.407912541475525,-4.334693612110186,-3.3958224798075207,-1.5175201096552655,1.0,5.0
-21.177098599774354,-4.074762748447256,-1.917333708695537,-0.6537489877492817,0.0,6.0
-29.127204632104963,-4.074762748447256,-1.917333708695537,-0.6537489877492817,1.0,6.0
-13.951218678483883,-2.1330697053426775,-1.5009403208346157,-0.3329552533961362,0.0,7.0
-21.61628347563999,-2.1330697053426775,-1.5009403208346157,-0.3329552533961362,1.0,7.0
-11.571212231819231,-1.7011832191317353,-1.5522637377191018,-1.1436221274560694,0.0,8.0
-22.410306068962427,-1.7011832191317353,-1.5522637377191018,-1.1436221274560694,1.0,8.0
-10.988310945973467,-1.243168324616022,-1.3294542207933944,-0.9572043389976557,0.0,9.0
-20.914609446325926,-1.243168324616022,-1.3294542207933944,-0.9572043389976557,1.0,9.0
-11.98207859488025,-1.6097563324825614,-1.5496500487141134,-1.1402691008569263,0.0,10.0
-21.631915075197526,-1.6097563324825614,-1.5496500487141134,-1.1402691008569263,1.0,10.0
-14.915463281113944,-1.9718054951339354,-1.8226398630241647,-1.4826864417855177,0.0,11.0
-25.50744643706605,-1.9718054951339354,-1.8226398630241647,-1.4826864417855177,1.0,11.0
-25.87621889278921,-2.3750660787670768,-3.2977642718873312,-2.5992701895809205,0.0,12.0
-36.94181532455809,-2.3750660787670768,-3.2977642718873312,-2.5992701895809205,1.0,12.0
-15.723307240895565,-1.5102264351324948,-1.6936189222125222,-1.2465359334906907,0.0,13.0
-26.79888575877044,-1.5102264351324948,-1.6936189222125222,-1.2465359334906907,1.0,13.0
-10.969208418506014,-1.3326292296781617,-1.8042306234391674,-1.3075108684230372,0.0,14.0
-20.25934782646425,-1.3326292296781617,-1.8042306234391674,-1.3075108684230372,1.0,14.0
-11.464450845028637,-1.6869500147730605,-1.0219957217161664,-0.8979774236168794,0.0,15.0
-27.36565729699646,-1.6869500147730605,-1.0219957217161664,-0.8979774236168794,1.0,15.0
-14.508138386489009,-2.400174688523748,-1.6239427289510786,-1.484236262250306,0.0,16.0
-27.63827833909795,-2.400174688523748,-1.6239427289510786,-1.484236262250306,1.0,16.0
-12.92551233417771,-2.0746117693495307,-1.5524414905479489,-1.5415371810154568,0.0,17.0
-26.57990781263436,-2.0746117693495307,-1.5524414905479489,-1.5415371810154568,1.0,17.0
-17.655652379676553,-2.568750410301618,-2.333774613365904,-2.1395063250184307,0.0,18.0
-30.856280577442703,-2.568750410301618,-2.333774613365904,-2.1395063250184307,1.0,18.0
-33.91935401556134,-3.4548936805388166,-3.461814640154671,-1.660046440268502,0.0,19.0
-50.5039861320447,-3.4548936805388166,-3.461814640154671,-1.660046440268502,1.0,19.0
-22.839824497151312,-2.591680682061451,-2.6087385333169095,-0.910167861081959,0.0,20.0
-40.858003323477874,-2.591680682061451,-2.6087385333169095,-0.910167861081959,1.0,20.0
-12.811456147364197,-1.8481156962089926,-1.7965244538395382,-1.6588038771573679,0.0,21.0
-28.206099012802838,-1.8481156962089926,-1.7965244538395382,-1.6588038771573679,1.0,21.0
-12.153045797903587,-2.028283388826935,-1.946297640336411,-1.5843714547109755,0.0,22.0
-19.660069817171575,-2.028283388826935,-1.946297640336411,-1.5843714547109755,1.0,22.0
-12.192338239084279,-1.8779087940869772,-2.028015804160873,-2.612455232606937,0.0,23.0
-20.94353988931266,-1.8779087940869772,-2.028015804160873,-2.612455232606937,1.0,23.0
-12.889818808795894,-2.173060243811449,-1.9545430808412902,-2.275155531116031,0.0,24.0
-20.018095265052352,-2.173060243811449,-1.9545430808412902,-2.275155531116031,1.0,24.0
-15.801604655744768,-2.6240657719873184,-2.4427250210591183,-2.4185447218641514,0.0,25.0
-24.543171917794893,-2.6240657719873184,-2.4427250210591183,-2.4185447218641514,1.0,25.0
-27.758264743527434,-5.352783202727437,-2.310125601698587,-1.3619142462591753,0.0,26.0
-36.77696294997986,-5.352783202727437,-2.310125601698587,-1.3619142462591753,1.0,26.0
-16.557904983199364,-2.8082060322705047,-1.654742535617629,-0.8016784388510132,0.0,27.0
