poisson_1,poisson_2,poisson_3,poisson_4,label,id
-12.588926525956936,-1.7194536042611617,-1.2740917496517454,-0.7785375973905388,0.0,1.0
-31.00971849718394,-1.7194536042611617,-1.2740917496517454,-0.7785375973905388,1.0,1.0
-13.881965780955966,-2.1796640894712027,-1.2128054141034852,-0.5960698257926538,0.0,2.0
-23.8837144648067,-2.1796640894712027,-1.2128054141034852,-0.5960698257926538,1.0,2.0
-15.146895198477353,-2.0559595816001774,-1.5632632259195702,-0.889155548059307,0.0,3.0
-22.15036865281121,-2.0559595816001774,-1.5632632259195702,-0.889155548059307,1.0,3.0
-21.12005226389215,-3.344046747492712,-2.1532532503096036,-0.9784687745676592,0.0,4.0
-41.64386747506387,-3.344046747492712,-2.1532532503096036,-0.9784687745676592,1.0,4.0
-32.500193126994645,-4.681527589065354,-2.3420630656884214,-0.991726276003078,0.0,5.0
-52.563168436609885,-4.681527589065354,-2.3420630656884214,-0.991726276003078,1.0,5.0
-21.12471211544448,-3.785126258949049,-1.888648903640501,-0.7851693947103513,0.0,6.0
-38.32949281282799,-3.785126258949049,-1.888648903640501,-0.7851693947103513,1.0,6.0
-12.284612048772715,-2.2970713881065876,-1.1161200451585103,-0.5788932026109705,0.0,7.0
-28.823128150854757,-2.2970713881065876,-1.1161200451585103,-0.5788932026109705,1.0,7.0
-10.530105645853041,-1.138494802916739,-1.0443685039689399,-0.5701141792678754,0.0,8.0
-19.556432306364854,-1.138494802916739,-1.0443685039689399,-0.5701141792678754,1.0,8.0
-11.243443020799987,-1.32657083593503,-1.0398785134592572,-0.5525299069091716,0.0,9.0
-24.634202110428646,-1.32657083593503,-1.0398785134592572,-0.5525299069091716,1.0,9.0
-11.776457543178935,-1.568320844238002,-1.0408159871183784,-0.5918707134134706,0.0,10.0
-23.084936928182174,-1.568320844238002,-1.0408159871183784,-0.5918707134134706,1.0,10.0
-13.632015384714691,-1.9460643330465928,-1.4242725809447165,-0.7273528558514784,0.0,11.0
-28.67537811549232,-1.9460643330465928,-1.4242725809447165,-0.7273528558514784,1.0,11.0
-22.46691875037868,-3.4445556265869754,-1.9681239982621719,-0.9734257122788676,0.0,12.0
-40.5456897888389,-3.4445556265869754,-1.9681239982621719,-0.9734257122788676,1.0,12.0
-13.770918062369446,-1.3530114895573888,-1.2591659316730102,-0.7859067289543304,0.0,13.0
-27.346583310236156,-1.3530114895573888,-1.2591659316730102,-0.7859067289543304,1.0,13.0
-10.382677797470592,-1.1374598548429447,-0.8453606826728048,-0.5454253429853111,0.0,14.0
-20.736725440501118,-1.1374598548429447,-0.8453606826728048,-0.5454253429853111,1.0,14.0
-13.40687721400326,-2.5118161035370576,-1.1641801210239464,-0.455576921045008,0.0,15.0
-25.098468918979677,-2.5118161035370576,-1.1641801210239464,-0.455576921045008,1.0,15.0
-14.739277272147262,-2.2888230474401325,-1.3765781190652326,-0.4695404084058623,0.0,16.0
-25.5071468516428,-2.2888230474401325,-1.3765781190652326,-0.4695404084058623,1.0,16.0
-14.637916727740901,-2.078302520163163,-1.5519538933532573,-0.4565875639544288,0.0,17.0
-24.40490280910717,-2.078302520163163,-1.5519538933532573,-0.4565875639544288,1.0,17.0
-15.40491293511326,-2.138992227190897,-1.9374654059240868,-0.7382037385204967,0.0,18.0
-26.655360277011425,-2.138992227190897,-1.9374654059240868,-0.7382037385204967,1.0,18.0
-19.778441030455838,-3.1830587648366873,-2.250782180135616,-1.0540975947645848,0.0,19.0
-32.89281703479844,-3.1830587648366873,-2.250782180135616,-1.0540975947645848,1.0,19.0
-16.06427929413769,-2.4814785048426984,-1.5884817005180594,-1.1018420011241687,0.0,20.0
-29.10861213154419,-2.4814785048426984,-1.5884817005180594,-1.1018420011241687,1.0,20.0
-11.382619060942204,-1.2196898709518678,-1.1296863263510346,-0.6268630033427485,0.0,21.0
-21.421446158901176,-1.2196898709518678,-1.1296863263510346,-0.6268630033427485,1.0,21.0
-13.204925215680134,-2.9305354400036094,-1.4198429113399982,-0.7842860333487351,0.0,22.0
-23.036432384546572,-2.9305354400036094,-1.4198429113399982,-0.7842860333487351,1.0,22.0
-13.013101442183824,-1.9837480541848436,-1.817780517353782,-0.5705479302483809,0.0,23.0
-24.604862472795674,-1.9837480541848436,-1.817780517353782,-0.5705479302483809,1.0,23.0
-12.330909492151022,-1.9426696835220412,-1.7022292793481242,-0.785717251130734,0.0,24.0
-22.472488398489332,-1.9426696835220412,-1.7022292793481242,-0.785717251130734,1.0,24.0
-16.411398944545738,-2.667439748926995,-2.2149149197343547,-1.4807539322046068,0.0,25.0
-27.947740458262388,-2.667439748926995,-2.2149149197343547,-1.4807539322046068,1.0,25.0
-19.626222632170084,-2.9691169951449865,-2.6833632721462095,-1.563897812812911,0.0,26.0
-26.211662091694052,-2.9691169951449865,-2.6833632721462095,-1.563897812812911,1.0,26.0
-13.99590285604836,-2.2803576658180873,-1.4634411601977604,-0.935199639471648,0.0,27.0
-21.081998733249634,-2.2803576658180873,-1.4634411601977604,-0.935199639471648,1.0,27.0
-10.270894304658952,-1.5976424685696884,-1.3635330094804416,-0.6315394370015497,0.0,28.0
-20.491844545553988,-1.5976424685696884,-1.3635330094804416,-0.6315394370015497,1.0,28.0
-10.001322536790553,-1.547786243412645,-0.9719888881696477,-0.6710720868359772,0.0,29.0
-22.46895569170033,-1.547786243412645,-0.9719888881696477,-0.6710720868359772,1.0,29.0
-14.523642346116958,-1.6527744716824486,-1.675541422525832,-0.7751969939379819,0.0,30.0
-25.65267388239056,-1.6527744716824486,-1.675541422525832,-0.7751969939379819,1.0,30.0
-13.275693456615443,-1.573003093537153,-1.5468600759396978,-0.8145701266426499,0.0,31.0
-22.81306104163616,-1.573003093537153,-1.5468600759396978,-0.8145701266426499,1.0,31.0
-16.07188682423248,-1.754200252861267,0.39375134405570344,-1.4002169096989974,0.0,32.0
-27.955217685401635,-1.754200252861267,0.39375134405570344,-1.4002169096989974,1.0,32.0
-30.786934139386176,-3.8641239204196154,-3.5325471408956446,-1.8449158661961746,0.0,33.0
-53.789751245618845,-3.8641239204196154,-3.5325471408956446,-1.8449158661961746,1.0,33.0
-18.513452608572493,-3.47961149656669,-1.688472009269617,-1.1248668494591811,0.0,34.0
-27.972910985409158,-3.47961149656669,-1.688472009269617,-1.1248668494591811,1.0,34.0
-13.154862508290194,-1.4339849349165377,-1.7040802131825803,-1.011174217310213,0.0,35.0
-23.567258388197274,-1.4339849349165377,-1.7040802131825803,-1.011174217310213,1.0,35.0
