poisson_1,poisson_2,label,id
-14.368269251620859,-2.052842760069211,0.0,1.0
-33.205775547993426,-2.052842760069211,1.0,1.0
-16.21647017945861,-1.8095344300086253,0.0,2.0
-26.610140975408513,-1.8095344300086253,1.0,2.0
-17.358860436568193,-2.453462546296805,0.0,3.0
-24.58165436139211,-2.453462546296805,1.0,3.0
-24.77405375923945,-3.132525511941253,0.0,4.0
-46.522448490794886,-3.132525511941253,1.0,4.0
-37.38084577385462,-3.334021090722217,0.0,5.0
-57.874606167351885,-3.334021090722217,1.0,5.0
-25.080521195134907,-2.6740966272186597,0.0,6.0
-42.80751773751604,-2.6740966272186597,1.0,6.0
-14.696391807141026,-1.6955602713184135,0.0,7.0
-31.940238394198786,-1.6955602713184135,1.0,7.0
-11.691120876986133,-1.6144930759003273,0.0,8.0
-20.79762187173992,-1.6144930759003273,1.0,8.0
-12.585777934212388,-1.5924101378318483,0.0,9.0
-26.095729873503615,-1.5924101378318483,1.0,9.0
-13.372612738122257,-1.6332897183910973,0.0,10.0
-24.823777108749823,-1.6332897183910973,1.0,10.0
-15.60262119709455,-2.152242154440728,0.0,11.0
-30.8127405233912,-2.152242154440728,1.0,11.0
-25.977168030041412,-2.9416265792328886,0.0,12.0
-44.28316863792861,-2.9416265792328886,1.0,12.0
-15.148151970334311,-2.0450918285228,0.0,13.0
-28.828405156649296,-2.0450918285228,1.0,13.0
-11.534145751620827,-1.3908186471218755,0.0,14.0
-21.961799844963025,-1.3908186471218755,1.0,14.0
-16.0243840500857,-1.6204967504351089,0.0,15.0
-28.080256157406666,-1.6204967504351089,1.0,15.0
-17.188916053552475,-1.9005572011230356,0.0,16.0
-28.391614342414982,-1.9005572011230356,1.0,16.0
-16.92276251003682,-2.017821223427518,0.0,17.0
-27.179756642806183,-2.017821223427518,1.0,17.0
-17.782980636852812,-2.691654263630994,0.0,18.0
-29.667603969045217,-2.691654263630994,1.0,18.0
-23.067382457075837,-3.3062611600153105,0.0,19.0
-36.43473308569105,-3.3062611600153105,1.0,19.0
-18.633991393081487,-2.6909550084742477,0.0,20.0
-31.948457014926817,-2.6909550084742477,1.0,20.0
-12.68342802199129,-1.7668307567693091,0.0,21.0
-22.99953301826133,-1.7668307567693091,1.0,21.0
-16.29932727649657,-2.208628714904876,0.0,22.0
-26.58058413673507,-2.208628714904876,1.0,22.0
-15.170892122342252,-2.397735246266052,0.0,23.0
-27.440516014068635,-2.397735246266052,1.0,23.0
-14.472667383029261,-2.5436130675233244,0.0,24.0
-25.355485538007656,-2.5436130675233244,1.0,24.0
-19.353903754606563,-3.7515667969074684,0.0,25.0
-31.636257800573162,-3.7515667969074684,1.0,25.0
-22.73925709694595,-4.2506340963700495,0.0,26.0
-29.469116761723853,-4.2506340963700495,1.0,26.0
-16.349701615589083,-2.3996602608056037,0.0,27.0
-23.55733529260442,-2.3996602608056037,1.0,27.0
-12.004270058066368,-1.9662567768452277,0.0,28.0
-22.778334748117572,-1.9662567768452277,1.0,28.0
-11.594919419944063,-1.6435584742833953,0.0,29.0
-24.325180859774832,-1.6435584742833953,1.0,29.0
-16.244978444284243,-2.4075616440146916,0.0,30.0
-27.596767980989057,-2.4075616440146916,1.0,30.0
-14.920648476669271,-2.2994250047827336,0.0,31.0
-24.67610827626106,-2.2994250047827336,1.0,31.0
-17.870323359873055,-3.3115860132460853,0.0,32.0
-29.906718932947,-3.3115860132460853,1.0,32.0
-34.78398146705854,-5.379352694756562,0.0,33.0
-58.19992312614818,-5.379352694756562,1.0,33.0
-22.070264770507947,-2.813803307372382,0.0,34.0
-31.671876702812142,-2.813803307372382,1.0,34.0
-14.631214930849751,-2.532282080970731,0.0,35.0
-25.190528231284134,-2.532282080970731,1.0,35.0
-15.543827325802795,-2.6838237921858763,0.0,36.0
-29.232484577822788,-2.6838237921858763,1.0,36.0
-16.938486295507687,-2.0894378753691853,0.0,37.0
-31.425087629068457,-2.0894378753691853,1.0,37.0
-17.733675953877082,-2.7029974433356756,0.0,38.0
-32.27596362983331,-2.7029974433356756,1.0,38.0
-24.716687895491305,-3.069335877712433,0.0,39.0
-40.30292651216803,-3.069335877712433,1.0,39.0
-34.14353004802251,-5.414346770731299,0.0,40.0
-44.53681931818278,-5.414346770731299,1.0,40.0
-26.277765355666133,-3.7610451198765986,0.0,41.0
-41.625738119173775,-3.7610451198765986,1.0,41.0
-14.032616527056689,-1.6090053716625334,0.0,42.0
-25.46370840958889,-1.6090053716625334,1.0,42.0
-15.390277846917797,-2.093796260359909,0.0,43.0
-45.18972222438083,-2.093796260359909,1.0,43.0
-15.568059006868339,-1.859255672297877,0.0,44.0
-40.52636387617861,-1.859255672297877,1.0,44.0
-15.67642935036963,-1.7791241367814337,0.0,45.0
-47.495961786154226,-1.7791241367814337,1.0,45.0
-20.952334988167195,-2.78512479939684,0.0,46.0
-59.54787152611425,-2.78512479939684,1.0,46.0
-35.712315055015324,-5.171268413715552,0.0,47.0
-79.2320335495931,-5.171268413715552,1.0,47.0
-22.50428250936784,-3.211266216703507,0.0,48.0
-55.43160561765467,-3.211266216703507,1.0,48.0
-14.987210336509406,-2.171846682972614,0.0,49.0
-41.85245310601067,-2.171846682972614,1.0,49.0
-15.200802728541817,-1.985215406646489,0.0,50.0
-28.410297103927633,-1.985215406646489,1.0,50.0
-19.175552016926417,-2.407221250193402,0.0,51.0
-36.56362836152283,-2.407221250193402,1.0,51.0
-18.019865821856172,-2.5343321799629166,0.0,52.0
-35.2175348117928,-2.5343321799629166,1.0,52.0
-23.841620765255016,-3.520087575336902,0.0,53.0
-39.00942452566915,-3.520087575336902,1.0,53.0
-33.14520613688046,-4.333432468439696,0.0,54.0
-50.399690500707266,-4.333432468439696,1.0,54.0
-23.54485282376072,-3.8332424266400267,0.0,55.0
-35.76146352937235,-3.8332424266400267,1.0,55.0
-15.353737098198508,-2.3396663939604423,0.0,56.0
-29.77886210795822,-2.3396663939604423,1.0,56.0
-11.962877772354886,-1.039176075947239,0.0,57.0
-47.95550503113759,-1.039176075947239,1.0,57.0
-12.567755465286155,-1.291920028622087,0.0,58.0
-40.86553911543979,-1.291920028622087,1.0,58.0
-13.316986479402544,-1.611570315618735,0.0,59.0
-39.56548247769513,-1.611570315618735,1.0,59.0
-18.573610894471813,-2.3312969745906003,0.0,60.0
-84.53199770704532,-2.3312969745906003,1.0,60.0
-24.136631365669928,-3.6298601039291043,0.0,61.0
-87.71562983082185,-3.6298601039291043,1.0,61.0
-19.00080962468337,-3.2159628121369224,0.0,62.0
-53.66306421904369,-3.2159628121369224,1.0,62.0
-11.134982877069433,-1.4177921977802157,0.0,63.0
-40.82972391684473,-1.4177921977802157,1.0,63.0
-17.94272610329608,-2.1884694263964093,0.0,64.0
-25.713473565051117,-2.1884694263964093,1.0,64.0
-17.343224722914556,-1.805822146280093,0.0,65.0
-29.64570362249492,-1.805822146280093,1.0,65.0
-17.204592293847554,-2.156354403125931,0.0,66.0
-31.097194778261382,-2.156354403125931,1.0,66.0
-23.37885802179312,-2.4158854389028193,0.0,67.0
-38.23246209664967,-2.4158854389028193,1.0,67.0
-44.694804296281745,-3.97793318965023,0.0,68.0
-59.08145048705637,-3.97793318965023,1.0,68.0
-25.552814205766936,-2.3903854091963694,0.0,69.0
-39.85444922297938,-2.3903854091963694,1.0,69.0
-15.240397293694059,-2.0171820135263943,0.0,70.0
-28.726153659618603,-2.0171820135263943,1.0,70.0
-15.57859503960617,-2.127954578503477,0.0,71.0
-29.049876435100714,-2.127954578503477,1.0,71.0
-16.538802937269452,-1.9832816284020964,0.0,72.0
-27.573681863672164,-1.9832816284020964,1.0,72.0
-14.649886220150961,-1.8641775422897808,0.0,73.0
-25.867698486901418,-1.8641775422897808,1.0,73.0
-19.643543365442838,-2.2422263460399563,0.0,74.0
-30.97810537322505,-2.2422263460399563,1.0,74.0
-32.118310992108036,-4.661800705133373,0.0,75.0
-50.99822115877532,-4.661800705133373,1.0,75.0
-23.429178109785198,-3.4268296534069123,0.0,76.0
-41.76385709466467,-3.4268296534069123,1.0,76.0
-14.475581926457153,-1.9061535866017039,0.0,77.0
-28.0520513746319,-1.9061535866017039,1.0,77.0
-12.810960899913425,-1.7376366854589378,0.0,78.0
-31.16588475844992,-1.7376366854589378,1.0,78.0
-14.432014250897282,-2.081128410749727,0.0,79.0
-40.89826468077115,-2.081128410749727,1.0,79.0
-14.525242963120604,-1.9913898489807025,0.0,80.0
-44.762491952901655,-1.9913898489807025,1.0,80.0
-19.209609549417337,-3.2722267078644336,0.0,81.0
-47.779243647196154,-3.2722267078644336,1.0,81.0
-25.775175376046718,-3.502147501842046,0.0,82.0
-40.323242586744755,-3.502147501842046,1.0,82.0
-18.203548728397664,-2.4472649274746345,0.0,83.0
-35.51976717033517,-2.4472649274746345,1.0,83.0
-13.768802677182293,-2.050428613046506,0.0,84.0
-40.97890738863373,-2.050428613046506,1.0,84.0
-11.725044419860069,-2.3017528008464296,0.0,85.0
-31.501465023364744,-2.3017528008464296,1.0,85.0
-15.65011075251914,-2.9987445592635424,0.0,86.0
-34.98019730644546,-2.9987445592635424,1.0,86.0
-16.498694617084652,-3.0619639942753167,0.0,87.0
-31.692988725207215,-3.0619639942753167,1.0,87.0
-19.784876987891266,-4.442306338951312,0.0,88.0
-34.45158262809866,-4.442306338951312,1.0,88.0
-37.529462894290646,-4.085951522848063,0.0,89.0
-56.068445653052095,-4.085951522848063,1.0,89.0
-22.658463554018226,-2.620758629542138,0.0,90.0
-51.54017457654663,-2.620758629542138,1.0,90.0
-15.137230347882792,-3.0174469691505124,0.0,91.0
-28.201679337289193,-3.0174469691505124,1.0,91.0
-17.49558616679451,-2.1492540829045765,0.0,92.0
-26.91635491535817,-2.1492540829045765,1.0,92.0
-18.851847074992293,-2.287538996087278,0.0,93.0
-29.109546740129645,-2.287538996087278,1.0,93.0
-19.474376471309142,-2.641371784488342,0.0,94.0
-30.26299144491486,-2.641371784488342,1.0,94.0
-22.499614556005326,-2.9206023167217836,0.0,95.0
-33.39729646240721,-2.9206023167217836,1.0,95.0
-30.691493447040557,-3.9242493627780277,0.0,96.0
-38.06978661027824,-3.9242493627780277,1.0,96.0
-25.65739072965107,-2.1493219843011957,0.0,97.0
-32.188145043776785,-2.1493219843011957,1.0,97.0
