poisson_1,poisson_2,label,id
-19.088807113421126,-2.3615814302943363,0.0,1.0
-28.940129764013363,-2.3615814302943363,1.0,1.0
-16.48973570389944,-2.02810303849958,0.0,2.0
-22.078124378525445,-2.02810303849958,1.0,2.0
-17.677055451633578,-2.0926875799868867,0.0,3.0
-25.538445156538046,-2.0926875799868867,1.0,3.0
-17.979284142134702,-2.337560017303531,0.0,4.0
-24.913999279285235,-2.337560017303531,1.0,4.0
-34.27553977824891,-4.9138832037399425,0.0,5.0
-41.16214556812497,-4.9138832037399425,1.0,5.0
-25.387982538302595,-2.57135378054204,0.0,6.0
-33.49565092800117,-2.57135378054204,1.0,6.0
-16.156347200693517,-1.8340674234800645,0.0,7.0
-23.95122400891637,-1.8340674234800645,1.0,7.0
-13.301233310072348,-2.6971802555710838,0.0,8.0
-24.25808305513283,-2.6971802555710838,1.0,8.0
-12.25544744757417,-2.2883462136340995,0.0,9.0
-22.27662423889501,-2.2883462136340995,1.0,9.0
-13.625778273071091,-2.6939294283287154,0.0,10.0
-23.394322263435356,-2.6939294283287154,1.0,10.0
-16.916225078439766,-3.306879609839143,0.0,11.0
-27.59992413992154,-3.306879609839143,1.0,11.0
-28.299130089200844,-5.8991530517555475,0.0,12.0
-39.43810091218029,-5.8991530517555475,1.0,12.0
-17.266630386137194,-2.9409745942771224,0.0,13.0
-28.42979439345345,-2.9409745942771224,1.0,13.0
-12.338915673625024,-3.1153491650368323,0.0,14.0
-21.76032939076879,-3.1153491650368323,1.0,14.0
-13.200608574291437,-1.9204165775964839,0.0,15.0
-29.41402184764229,-1.9204165775964839,1.0,15.0
-16.98232556647963,-3.1199169104666,0.0,16.0
-30.38002643169125,-3.1199169104666,1.0,16.0
-15.05955877512497,-3.095655363820242,0.0,17.0
-28.985694425846305,-3.095655363820242,1.0,17.0
-20.324933975311524,-4.473788062748554,0.0,18.0
-33.80783612585765,-4.473788062748554,1.0,18.0
-37.67610452887811,-5.122019000826867,0.0,19.0
-54.71135632527921,-5.122019000826867,1.0,19.0
-25.61546349913874,-3.5192800784657265,0.0,20.0
-44.14189398092731,-3.5192800784657265,1.0,20.0
-14.716796932835223,-3.4553303009727188,0.0,21.0
-30.419797531801123,-3.4553303009727188,1.0,21.0
-14.221127567831672,-3.5336768623690205,0.0,22.0
-21.820819419388272,-3.5336768623690205,1.0,22.0
-14.095520687906173,-4.461194803524734,0.0,23.0
-22.932967471192228,-4.461194803524734,1.0,23.0
-15.078910435940884,-4.10242404616406,0.0,24.0
-22.257460606073323,-4.10242404616406,1.0,24.0
-18.447293581318945,-4.887767659492852,0.0,25.0
-27.24739335027334,-4.887767659492852,1.0,25.0
-33.19557128867882,-3.6720908510149,0.0,26.0
-42.31466092305618,-3.6720908510149,1.0,26.0
-19.409600811193286,-2.456460168601552,0.0,27.0
-28.7140505358891,-2.456460168601552,1.0,27.0
-14.821987387808576,-3.7044531992842167,0.0,28.0
-21.834614904171758,-3.7044531992842167,1.0,28.0
-13.867626657483697,-1.4437622875843772,0.0,29.0
-32.86193654074509,-1.4437622875843772,1.0,29.0
-13.740996670496543,-1.86452016134092,0.0,30.0
-41.348142623020294,-1.86452016134092,1.0,30.0
-12.94521743079008,-1.8163004123981636,0.0,31.0
-37.87851715484635,-1.8163004123981636,1.0,31.0
-19.39840840956822,-2.828303820928113,0.0,32.0
-47.97733287829601,-2.828303820928113,1.0,32.0
-29.145182778712297,-4.363912835563724,0.0,33.0
-46.07822405270963,-4.363912835563724,1.0,33.0
-20.386034122160027,-2.6647874603729633,0.0,34.0
-38.20026506119234,-2.6647874603729633,1.0,34.0
-12.901841756450267,-2.0740726773432243,0.0,35.0
-37.78521287825629,-2.0740726773432243,1.0,35.0
-17.792337997645518,-1.5164938700806943,0.0,36.0
-36.35026840609203,-1.5164938700806943,1.0,36.0
-15.974296252930799,-1.7250773035902967,0.0,37.0
-30.617741823014967,-1.7250773035902967,1.0,37.0
-15.142633871601902,-1.7033580867902174,0.0,38.0
-31.290310145159538,-1.7033580867902174,1.0,38.0
-22.32784065541864,-2.6620549985968864,0.0,39.0
-36.160749426124084,-2.6620549985968864,1.0,39.0
-40.44055422160727,-4.126444382195359,0.0,40.0
-91.42591215641505,-4.126444382195359,1.0,40.0
-25.671674598995878,-2.503128839521878,0.0,41.0
-44.79985329876558,-2.503128839521878,1.0,41.0
-16.973588450234047,-2.248907783944105,0.0,42.0
-34.70809647109536,-2.248907783944105,1.0,42.0
-17.088996991701833,-1.7851326607850524,0.0,43.0
-27.1066294371567,-1.7851326607850524,1.0,43.0
-17.793714948604247,-1.5429244956417278,0.0,44.0
-31.655215746736758,-1.5429244956417278,1.0,44.0
-16.897366557609985,-1.553393678917132,0.0,45.0
-35.0778024829533,-1.553393678917132,1.0,45.0
-24.78618068420542,-2.5087862081736603,0.0,46.0
-44.26814227252112,-2.5087862081736603,1.0,46.0
-36.7111823936998,-3.99268967578746,0.0,47.0
-46.49097386983476,-3.99268967578746,1.0,47.0
-30.090621523485424,-2.483261331242147,0.0,48.0
-39.565476667629355,-2.483261331242147,1.0,48.0
-17.96905879340875,-1.2906221170189838,0.0,49.0
-34.57583931129352,-1.2906221170189838,1.0,49.0
-14.825231500138443,-2.0950455740467078,0.0,50.0
-27.207998716885186,-2.0950455740467078,1.0,50.0
-16.58035703185817,-2.019282973709551,0.0,51.0
-30.927504912444192,-2.019282973709551,1.0,51.0
-16.10817763339253,-2.146110810578648,0.0,52.0
-35.872619841611936,-2.146110810578648,1.0,52.0
-18.3135309002314,-2.186320946731257,0.0,53.0
-35.37631333980789,-2.186320946731257,1.0,53.0
