poisson_1,poisson_2,label,id
-17.35616440748231,-2.1756734093444265,0.0,1.0
-36.345748300220976,-2.1756734093444265,1.0,1.0
-17.152612085981218,-1.7032910345687924,0.0,2.0
-36.29582429581592,-1.7032910345687924,1.0,2.0
-15.863161633928257,-1.589175520797653,0.0,3.0
-37.322732792179295,-1.589175520797653,1.0,3.0
-21.1600494676386,-3.0476411257441214,0.0,4.0
-39.2216597472443,-3.0476411257441214,1.0,4.0
-28.470396892086683,-3.534559320778726,0.0,5.0
-48.222273989473706,-3.534559320778726,1.0,5.0
-25.003544888346823,-3.827480829566184,0.0,6.0
-45.95196219520358,-3.827480829566184,1.0,6.0
-17.891199100601852,-2.1844498217380988,0.0,7.0
-37.234282877582245,-2.1844498217380988,1.0,7.0
-17.41079765018594,-2.278942484738991,0.0,8.0
-33.964558597466976,-2.278942484738991,1.0,8.0
-20.068213306315556,-2.03647966165272,0.0,9.0
-41.48294482939832,-2.03647966165272,1.0,9.0
-18.261850143526317,-1.7901327625479553,0.0,10.0
-41.48447871322287,-1.7901327625479553,1.0,10.0
-25.051264450201415,-3.278558469595282,0.0,11.0
-51.886076448038466,-3.278558469595282,1.0,11.0
-51.166927283612495,-4.649109290194701,0.0,12.0
-103.96029102150032,-4.649109290194701,1.0,12.0
-27.13088485988783,-2.4569150436184373,0.0,13.0
-57.01034842215586,-2.4569150436184373,1.0,13.0
-18.700492464719446,-2.1834077840333066,0.0,14.0
-55.893825709319344,-2.1834077840333066,1.0,14.0
-16.78701270719739,-2.63897910416199,0.0,15.0
-63.28426271369244,-2.63897910416199,1.0,15.0
-19.04572204500596,-3.5179583353643693,0.0,16.0
-60.82912284026065,-3.5179583353643693,1.0,16.0
-17.5754777935947,-3.3360618763979346,0.0,17.0
-61.447543863851706,-3.3360618763979346,1.0,17.0
-25.373949097292552,-4.252301128166209,0.0,18.0
-84.23153630662773,-4.252301128166209,1.0,18.0
-36.2326377281197,-5.394673588072237,0.0,19.0
-97.80863274775083,-5.394673588072237,1.0,19.0
-26.994454217430302,-4.595425086773275,0.0,20.0
-79.72000628455316,-4.595425086773275,1.0,20.0
-22.86573304354829,-4.217701547247316,0.0,21.0
-70.82514858631316,-4.217701547247316,1.0,21.0
-19.33956386747218,-3.360365359994603,0.0,22.0
-33.342504115932115,-3.360365359994603,1.0,22.0
-18.104298376326142,-2.7060841857737614,0.0,23.0
-36.908284254770706,-2.7060841857737614,1.0,23.0
-17.653813501601235,-2.8152314208275584,0.0,24.0
-73.95369591417011,-2.8152314208275584,1.0,24.0
-26.965093158841228,-4.650450316947854,0.0,25.0
-91.37595358163503,-4.650450316947854,1.0,25.0
-48.885380328570136,-5.352262250958574,0.0,26.0
-103.7175511514165,-5.352262250958574,1.0,26.0
-33.33690079944972,-5.2608347391242205,0.0,27.0
-54.64912334586052,-5.2608347391242205,1.0,27.0
-20.845609839833287,-3.8698419998283953,0.0,28.0
-39.843877029647956,-3.8698419998283953,1.0,28.0
-14.785121214915762,-1.9295674775075895,0.0,29.0
-41.841222745960295,-1.9295674775075895,1.0,29.0
-15.459933572191858,-2.122736890247097,0.0,30.0
-44.01215535026449,-2.122736890247097,1.0,30.0
-13.732266622733732,-1.5473712873442764,0.0,31.0
-47.61982932987689,-1.5473712873442764,1.0,31.0
-17.774239655926067,-1.6671123185042234,0.0,32.0
-45.10023653522876,-1.6671123185042234,1.0,32.0
-30.251372471693685,-2.911558803033813,0.0,33.0
-67.53290903693141,-2.911558803033813,1.0,33.0
-24.775911216667282,-2.468321410177168,0.0,34.0
-62.97521269536492,-2.468321410177168,1.0,34.0
-14.366299519168706,-1.6753259391348365,0.0,35.0
-40.05590808275156,-1.6753259391348365,1.0,35.0
-15.816688329077124,-1.6413327552966166,0.0,36.0
-18.828099182240976,-1.6413327552966166,1.0,36.0
-16.923329783836834,-2.1425468694033043,0.0,37.0
-19.906265946205167,-2.1425468694033043,1.0,37.0
-15.30157768844174,-1.798867504222926,0.0,38.0
-19.002739706783814,-1.798867504222926,1.0,38.0
-24.979304221722032,-3.2742922258487397,0.0,39.0
-28.6849196306498,-3.2742922258487397,1.0,39.0
-44.69842443537391,-3.849921412488584,0.0,40.0
-47.756972500667416,-3.849921412488584,1.0,40.0
-27.308057207628735,-3.3183990393899876,0.0,41.0
-30.48468967188319,-3.3183990393899876,1.0,41.0
-18.03161098743999,-2.7096918395589,0.0,42.0
-21.808618964859534,-2.7096918395589,1.0,42.0
-20.409936755987474,-2.782408806330068,0.0,43.0
-61.49075885353841,-2.782408806330068,1.0,43.0
-17.16743043163433,-2.197621888406502,0.0,44.0
-59.867519312603235,-2.197621888406502,1.0,44.0
-17.93746754393942,-2.2473697345749315,0.0,45.0
-76.42298745813468,-2.2473697345749315,1.0,45.0
-23.33920604455807,-2.4071928509154077,0.0,46.0
-91.5940759002192,-2.4071928509154077,1.0,46.0
-42.015237388829064,-5.9026560943570985,0.0,47.0
-114.70905213022343,-5.9026560943570985,1.0,47.0
-31.929621148545266,-3.631845230135923,0.0,48.0
-94.02562935233891,-3.631845230135923,1.0,48.0
-19.3701692649488,-2.341398284909019,0.0,49.0
-34.97065653691652,-2.341398284909019,1.0,49.0
-18.354213535218832,-1.5196234286222534,0.0,50.0
-21.469947134280346,-1.5196234286222534,1.0,50.0
-15.88377252134569,-1.5453112661914474,0.0,51.0
-19.39735032487306,-1.5453112661914474,1.0,51.0
-16.471211704153347,-1.4104009952843626,0.0,52.0
-19.62640893742787,-1.4104009952843626,1.0,52.0
-26.262518137955794,-2.3775806348235164,0.0,53.0
-29.47833540173724,-2.3775806348235164,1.0,53.0
-35.38527785364295,-4.261268106796933,0.0,54.0
-38.5622477609586,-4.261268106796933,1.0,54.0
-26.723751147887015,-2.6590453300045738,0.0,55.0
-33.27809543799185,-2.6590453300045738,1.0,55.0
-17.41432643147982,-1.949501151027789,0.0,56.0
-25.11087628157361,-1.949501151027789,1.0,56.0
-19.535730031139792,-2.428895250353662,0.0,57.0
