poisson_1,poisson_2,label,id
-17.743212855685442,-2.3974164786031906,0.0,1.0
-19.305551903071773,-2.3974164786031906,1.0,1.0
-14.484095339552141,-2.723643484001059,0.0,2.0
-15.090985395544521,-2.723643484001059,1.0,2.0
-14.021033613621285,-2.4042653924977913,0.0,3.0
-14.905307667770103,-2.4042653924977913,1.0,3.0
-18.098544611313173,-3.4704152679416893,0.0,4.0
-20.33580053212836,-3.4704152679416893,1.0,4.0
-38.75579230177482,-6.305575114540943,0.0,5.0
-40.92834996185002,-6.305575114540943,1.0,5.0
-26.32324800219726,-4.259560243130636,0.0,6.0
-27.046517852778152,-4.259560243130636,1.0,6.0
-15.44765502223072,-2.399234172232582,0.0,7.0
-16.081824149196564,-2.399234172232582,1.0,7.0
-15.155997484537465,-1.2966029731089748,0.0,8.0
-23.810293698943042,-1.2966029731089748,1.0,8.0
-15.73308113383905,-1.8353795562974256,0.0,9.0
-26.757614941467637,-1.8353795562974256,1.0,9.0
-16.160963542024092,-1.4275850578873133,0.0,10.0
-25.692606001329068,-1.4275850578873133,1.0,10.0
-22.83472657991888,-2.0203790933747996,0.0,11.0
-34.64146691858173,-2.0203790933747996,1.0,11.0
-44.24284101748526,-3.762144211909117,0.0,12.0
-57.98160739280411,-3.762144211909117,1.0,12.0
-25.970932946200264,-2.189151058968946,0.0,13.0
-35.614715711184544,-2.189151058968946,1.0,13.0
-16.773314477332633,-1.6981241591678327,0.0,14.0
-28.956195234304232,-1.6981241591678327,1.0,14.0
-19.724697470816864,-2.7479689228846382,0.0,15.0
-23.672251418098085,-2.7479689228846382,1.0,15.0
-16.660085512459318,-2.0242492476188545,0.0,16.0
-20.688919035951358,-2.0242492476188545,1.0,16.0
-19.844256572563836,-2.103386812997087,0.0,17.0
-29.879574770505997,-2.103386812997087,1.0,17.0
-26.375491176303512,-2.369550416130778,0.0,18.0
-37.62727017319685,-2.369550416130778,1.0,18.0
-40.633126416897085,-2.5073741772787344,0.0,19.0
-54.77747756895178,-2.5073741772787344,1.0,19.0
-27.01750821702035,-2.1870273047518367,0.0,20.0
-33.31530696871823,-2.1870273047518367,1.0,20.0
-14.880228146467743,-1.8404900881603226,0.0,21.0
-18.92229011979998,-1.8404900881603226,1.0,21.0
-13.027569425787533,-1.681789618018911,0.0,22.0
-22.93715437611263,-1.681789618018911,1.0,22.0
-14.359650032990885,-1.4974883021686765,0.0,23.0
-24.208528541160604,-1.4974883021686765,1.0,23.0
-14.225265625372117,-1.7816577226233221,0.0,24.0
-27.410764668216984,-1.7816577226233221,1.0,24.0
-19.251885195336172,-1.963747431645288,0.0,25.0
-35.516874165324,-1.963747431645288,1.0,25.0
-30.217658910827595,-2.2579512018983223,0.0,26.0
-52.47502359097098,-2.2579512018983223,1.0,26.0
-22.572053619959433,-2.2340348356237882,0.0,27.0
-39.957678733332386,-2.2340348356237882,1.0,27.0
-12.657981051553406,-1.4778124984602528,0.0,28.0
-25.24573878385513,-1.4778124984602528,1.0,28.0
-17.23748974711225,-2.045229479059344,0.0,29.0
-46.37680613443854,-2.045229479059344,1.0,29.0
-14.563093081648276,-1.9102255934551522,0.0,30.0
-36.54256659026828,-1.9102255934551522,1.0,30.0
-14.614526325320867,-2.0690178957889884,0.0,31.0
-39.091061217640345,-2.0690178957889884,1.0,31.0
-21.01498191152473,-2.783387934634675,0.0,32.0
-46.25753227697351,-2.783387934634675,1.0,32.0
-40.477408178644055,-5.220572884641797,0.0,33.0
-64.79481271209988,-5.220572884641797,1.0,33.0
-26.026399101082234,-4.547233811639899,0.0,34.0
-50.65299038421563,-4.547233811639899,1.0,34.0
-16.194409353988704,-2.899679666533757,0.0,35.0
-48.54303968076101,-2.899679666533757,1.0,35.0
-12.067819734251998,-1.7934670322028978,0.0,36.0
-30.388294168006723,-1.7934670322028978,1.0,36.0
-13.682567852264356,-2.4876280012131247,0.0,37.0
-39.04191818982872,-2.4876280012131247,1.0,37.0
-13.056791209350877,-2.5932620372049087,0.0,38.0
-36.04581084600204,-2.5932620372049087,1.0,38.0
-19.93378043294456,-4.593418493617946,0.0,39.0
-47.07879877221876,-4.593418493617946,1.0,39.0
-34.28040885873497,-6.774952737325066,0.0,40.0
-52.08980585322661,-6.774952737325066,1.0,40.0
-21.154670653973426,-3.680574131733465,0.0,41.0
-39.74288579651329,-3.680574131733465,1.0,41.0
-14.830733772415897,-2.7235271918295894,0.0,42.0
-38.005214913674536,-2.7235271918295894,1.0,42.0
-16.107589668612263,-1.9497129689852954,0.0,43.0
-22.261877419743314,-1.9497129689852954,1.0,43.0
-12.11398277365197,-1.3833647408454226,0.0,44.0
-17.965010005042586,-1.3833647408454226,1.0,44.0
-14.554199426990408,-2.427521095276461,0.0,45.0
-23.575678374643303,-2.427521095276461,1.0,45.0
-18.66428110902166,-3.939859907119171,0.0,46.0
-29.74076362213259,-3.939859907119171,1.0,46.0
-32.624378629288,-6.8571394901623535,0.0,47.0
-39.83888140292629,-6.8571394901623535,1.0,47.0
-21.257775834270433,-3.101563130180921,0.0,48.0
-27.696568540968883,-3.101563130180921,1.0,48.0
-13.91416868547185,-2.5912395465798,0.0,49.0
-23.15206270119893,-2.5912395465798,1.0,49.0
-17.8433165280469,-2.6807744049237954,0.0,50.0
