log_cosh_1,log_cosh_2,log_cosh_3,log_cosh_4,label,id
6.134791223316948,0.6548781389185376,0.38336042663723524,0.06483102713830229,0.0,1.0
9.995070709640736,0.6548781389185376,0.38336042663723524,0.06483102713830229,1.0,1.0
5.266977475163678,0.5251619768398628,0.3140414542846018,0.0415215494253334,0.0,2.0
7.4564466137123615,0.5251619768398628,0.3140414542846018,0.0415215494253334,1.0,2.0
5.589684767178763,0.6609073792690556,0.30039042843845265,0.05997861582618123,0.0,3.0
8.676746357921346,0.6609073792690556,0.30039042843845265,0.05997861582618123,1.0,3.0
5.820573954126291,0.5539660536326363,0.3883653133798664,0.05761374676033215,0.0,4.0
8.545492576717088,0.5539660536326363,0.3883653133798664,0.05761374676033215,1.0,4.0
11.340385160526859,1.367623319711069,1.0062372671934328,0.31081701216745516,0.0,5.0
14.053528756830067,1.367623319711069,1.0062372671934328,0.31081701216745516,1.0,5.0
7.961105921868077,1.2673253953989978,0.45041900640060467,0.06889703431146413,0.0,6.0
11.13774943539357,1.2673253953989978,0.45041900640060467,0.06889703431146413,1.0,6.0
5.127202836227382,0.5291454832028879,0.3055299843835596,0.01857347548132818,0.0,7.0
8.17695288514086,0.5291454832028879,0.3055299843835596,0.01857347548132818,1.0,7.0
4.185327981939538,0.3742043715467928,0.3236699973340654,0.1924150277905351,0.0,8.0
8.475262381754021,0.3742043715467928,0.3236699973340654,0.1924150277905351,1.0,8.0
3.9625974519559555,0.22282555952912225,0.2506884454186471,0.14017964352237117,0.0,9.0
7.899273245007095,0.22282555952912225,0.2506884454186471,0.14017964352237117,1.0,9.0
4.360126299116174,0.34313037640413974,0.32422438594790337,0.19149710461874686,0.0,10.0
8.212671869099523,0.34313037640413974,0.32422438594790337,0.19149710461874686,1.0,10.0
5.4921361464209895,0.4713138500976829,0.4177755421780697,0.29924699338771643,0.0,11.0
9.69506920172608,0.4713138500976829,0.4177755421780697,0.29924699338771643,1.0,11.0
9.750430022217712,0.619685824921471,0.9703873650871183,0.7025842833352741,0.0,12.0
14.12617449770148,0.619685824921471,0.9703873650871183,0.7025842833352741,1.0,12.0
5.793166063667918,0.3087019323589266,0.37167373069690085,0.22332387439630877,0.0,13.0
10.161106701606087,0.3087019323589266,0.37167373069690085,0.22332387439630877,1.0,13.0
3.968805257243932,0.25102704504206313,0.412207595794695,0.2424325938473475,0.0,14.0
7.6875646738523375,0.25102704504206313,0.412207595794695,0.2424325938473475,1.0,14.0
4.148363007198224,0.3688530661133469,0.1576612804125053,0.12506099848025426,0.0,15.0
10.498558725578702,0.3688530661133469,0.1576612804125053,0.12506099848025426,1.0,15.0
5.346950198238318,0.6284662562677087,0.3478137579476705,0.3062381615823376,0.0,16.0
10.60968990625843,0.6284662562677087,0.3478137579476705,0.3062381615823376,1.0,16.0
4.7283315837724675,0.507989690701297,0.32329351269559603,0.32115604897757744,0.0,17.0
10.205793432321494,0.507989690701297,0.32329351269559603,0.32115604897757744,1.0,17.0
6.589158361879214,0.6920730721957826,0.6037211636678974,0.5326815712540699,0.0,18.0
11.906049814555546,0.6920730721957826,0.6037211636678974,0.5326815712540699,1.0,18.0
12.987071752712643,1.0285358012553714,1.031713942337741,0.3596640742957631,0.0,19.0
19.703707349397593,1.0285358012553714,1.031713942337741,0.3596640742957631,1.0,19.0
8.623812374994559,0.6998280284333045,0.7066020519078657,0.12782393109265774,0.0,20.0
15.916776726711314,0.6998280284333045,0.7066020519078657,0.12782393109265774,1.0,20.0
4.681048640653461,0.4259459782215776,0.40825403506318014,0.36002351843885316,0.0,21.0
10.858244021257878,0.4259459782215776,0.40825403506318014,0.36002351843885316,1.0,21.0
4.420560113400619,0.4912997990501877,0.4612539619088719,0.3359697791401199,0.0,22.0
7.39808959559004,0.4912997990501877,0.4612539619088719,0.3359697791401199,1.0,22.0
4.440453840719543,0.4379352594204372,0.49158961544349783,0.6486267935953438,0.0,23.0
7.92628115024769,0.4379352594204372,0.49158961544349783,0.6486267935953438,1.0,23.0
4.715728792204406,0.5471241271578506,0.4645581364669568,0.5399722495395771,0.0,24.0
7.554408682817382,0.5471241271578506,0.4645581364669568,0.5399722495395771,1.0,24.0
5.8337174423265665,0.7145951677810146,0.6450113485903506,0.6497365007449944,0.0,25.0
9.291170122022208,0.7145951677810146,0.6450113485903506,0.6497365007449944,1.0,25.0
10.514020912017871,1.7624462579853328,0.5943008822604638,0.2600054506199602,0.0,26.0
14.102088091440578,1.7624462579853328,0.5943008822604638,0.2600054506199602,1.0,26.0
6.126593480676505,0.7828436645455941,0.3575221535998663,0.10124255972164467,0.0,27.0
9.769011311625935,0.7828436645455941,0.3575221535998663,0.10124255972164467,1.0,27.0
4.734989752473357,0.4193468447456522,0.44874879699974113,0.40842115393665784,0.0,28.0
7.487389661253472,0.4193468447456522,0.44874879699974113,0.40842115393665784,1.0,28.0
4.336049013063689,0.4350124168652021,0.1297533268974181,0.04540574611183554,0.0,29.0
11.793347356440211,0.4350124168652021,0.1297533268974181,0.04540574611183554,1.0,29.0
4.4399331216360896,0.3036473647982953,0.20538913431011666,0.07384613890729515,0.0,30.0
15.394817732163471,0.3036473647982953,0.20538913431011666,0.07384613890729515,1.0,30.0
4.159871810940333,0.2802313591547623,0.18979995666704638,0.07471875475677797,0.0,31.0
14.051115382394151,0.2802313591547623,0.18979995666704638,0.07471875475677797,1.0,31.0
6.560193525703142,0.3792085496833653,0.35123564023514303,0.20713887869562408,0.0,32.0
17.94206040208518,0.3792085496833653,0.35123564023514303,0.20713887869562408,1.0,32.0
10.009497972329548,0.6871152247276476,0.7161131629378581,0.3838420741602998,0.0,33.0
16.67483774487346,0.6871152247276476,0.7161131629378581,0.3838420741602998,1.0,33.0
6.906704063979253,0.39346205090612935,0.44649504586657945,0.09111620125876273,0.0,34.0
13.895734371247746,0.39346205090612935,0.44649504586657945,0.09111620125876273,1.0,34.0
4.158722667743964,0.26466485205292267,0.21758606035388645,0.11206260027290504,0.0,35.0
14.006336146954062,0.26466485205292267,0.21758606035388645,0.11206260027290504,1.0,35.0
5.636513438278824,0.6481473213809529,0.18397527375392622,0.02681763344287394,0.0,36.0
12.93011533429443,0.6481473213809529,0.18397527375392622,0.02681763344287394,1.0,36.0
5.0200202609809805,0.5746380069540591,0.2388625029277389,0.030556689790781303,0.0,37.0
10.800505872772286,0.5746380069540591,0.2388625029277389,0.030556689790781303,1.0,37.0
4.6274054548509564,0.643377420358847,0.21096208435300554,0.04080257220858526,0.0,38.0
11.01352731614583,0.643377420358847,0.21096208435300554,0.04080257220858526,1.0,38.0
