power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,power_error_6,power_error_7,power_error_8,power_error_9,power_error_10,label,id
0.06015327675652261,0.0005106713617492139,0.0007353810181064612,0.010215951497372993,0.0018435413165580376,0.0010978765032974137,0.0050287070022145474,0.0017107716466032423,0.003339580032402905,0.0013854334488680212,0.0,1.0
0.1381731195232506,0.0005106713617492139,0.0007353810181064612,0.010215951497372993,0.0018435413165580376,0.0010978765032974137,0.0050287070022145474,0.0017107716466032423,0.003339580032402905,0.0013854334488680212,1.0,1.0
0.07117532676497158,0.0006583498937078933,0.0007608104164688086,0.017769914177456058,0.002008597823608851,0.0009672945711954887,0.004139967702357064,0.0014880718731040958,0.0025410696591779652,0.0010681581549898784,0.0,2.0
0.16860182060714513,0.0006583498937078933,0.0007608104164688086,0.017769914177456058,0.002008597823608851,0.0009672945711954887,0.004139967702357064,0.0014880718731040958,0.0025410696591779652,0.0010681581549898784,1.0,2.0
0.0535307340235753,0.0007731537740581983,0.0007127641466804735,0.014729261031670212,0.0017752555895047715,0.0011217474889852774,0.004102801345412122,0.0013365318105186287,0.00264593653001278,0.001072676702213704,0.0,3.0
0.14063151935664356,0.0007731537740581983,0.0007127641466804735,0.014729261031670212,0.0017752555895047715,0.0011217474889852774,0.004102801345412122,0.0013365318105186287,0.00264593653001278,0.001072676702213704,1.0,3.0
0.07845105259151545,0.0007574651417175929,0.0009493709457534927,0.015619590295308058,0.002484092928529566,0.001446439320588341,0.006954473039131077,0.002260708977333574,0.004669603664900313,0.0026079254345915135,0.0,4.0
0.159794784999884,0.0007574651417175929,0.0009493709457534927,0.015619590295308058,0.002484092928529566,0.001446439320588341,0.006954473039131077,0.002260708977333574,0.004669603664900313,0.0026079254345915135,1.0,4.0
0.08985962874681468,0.0008469607390242579,0.0007886087435516388,0.01568549548749755,0.0035497196274539332,0.0016726299386489497,0.007250923617562629,0.002602253948677844,0.004442901965363251,0.0021244491410700923,0.0,5.0
0.1660674884700984,0.0008469607390242579,0.0007886087435516388,0.01568549548749755,0.0035497196274539332,0.0016726299386489497,0.007250923617562629,0.002602253948677844,0.004442901965363251,0.0021244491410700923,1.0,5.0
0.09178134379777031,0.0006488888068896833,0.0007354383157299822,0.014298806131287995,0.0029455488518186287,0.0015530637362757753,0.007209973602323982,0.002525383885348393,0.0048864893400274645,0.002474361381355901,0.0,6.0
0.18509366673131672,0.0006488888068896833,0.0007354383157299822,0.014298806131287995,0.0029455488518186287,0.0015530637362757753,0.007209973602323982,0.002525383885348393,0.0048864893400274645,0.002474361381355901,1.0,6.0
0.07152115253479732,0.0006259127732716535,0.0008064329719562983,0.01563895569942236,0.002930999762603466,0.0017716613713906694,0.004716793820073044,0.0022245546374485975,0.0036996787192269806,0.0020197567100316604,0.0,7.0
0.1690080174048182,0.0006259127732716535,0.0008064329719562983,0.01563895569942236,0.002930999762603466,0.0017716613713906694,0.004716793820073044,0.0022245546374485975,0.0036996787192269806,0.0020197567100316604,1.0,7.0
0.0670535274004251,0.0005969011411451204,0.00048187355636475685,0.009149153799020685,0.001659061873265799,0.0006272394036708307,0.005591439245829761,0.0017624378778541556,0.0032057909731649094,0.001473533839082111,0.0,8.0
0.14095617022727194,0.0005969011411451204,0.00048187355636475685,0.009149153799020685,0.001659061873265799,0.0006272394036708307,0.005591439245829761,0.0017624378778541556,0.0032057909731649094,0.001473533839082111,1.0,8.0
