power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,power_error_6,power_error_7,power_error_8,power_error_9,power_error_10,label,id
0.1329718696278019,0.001229629605870073,0.0009493225295687001,0.013002664779084166,0.002000898546596225,0.0008747588662334799,0.007426817511907025,0.003156127056456207,0.005325482613229192,0.0025874536888793927,0.0,1.0
0.3395600373284394,0.001229629605870073,0.0009493225295687001,0.013002664779084166,0.002000898546596225,0.0008747588662334799,0.007426817511907025,0.003156127056456207,0.005325482613229192,0.0025874536888793927,1.0,1.0
0.2190770182816015,0.002511583785380187,0.001037471127668852,0.01412724551745457,0.0026014385592626086,0.0012178345466517253,0.011586416875303733,0.005629946784751621,0.005547573979284143,0.0032827829267270663,0.0,2.0
0.3869366329139554,0.002511583785380187,0.001037471127668852,0.01412724551745457,0.0026014385592626086,0.0012178345466517253,0.011586416875303733,0.005629946784751621,0.005547573979284143,0.0032827829267270663,1.0,2.0
0.1641976751654422,0.002800836691011783,0.0011797592394415667,0.014035203508451057,0.0026351755715329664,0.000977053063276747,0.018042539124057018,0.004605357813366465,0.011362919175211124,0.0028219079197401684,0.0,3.0
0.24436043844299724,0.002800836691011783,0.0011797592394415667,0.014035203508451057,0.0026351755715329664,0.000977053063276747,0.018042539124057018,0.004605357813366465,0.011362919175211124,0.0028219079197401684,1.0,3.0
0.2173177609643496,0.002088835383949749,0.0015341297847768411,0.014605724092059829,0.0034484299569344876,0.001343586841056666,0.01018528689585095,0.0048017599986407,0.008094115966683428,0.0023005232077722777,0.0,4.0
0.446760141817897,0.002088835383949749,0.0015341297847768411,0.014605724092059829,0.0034484299569344876,0.001343586841056666,0.01018528689585095,0.0048017599986407,0.008094115966683428,0.0023005232077722777,1.0,4.0
0.15888115246899,0.0008060985151365168,0.002296715217536074,0.013206169823257221,0.004227925213161668,0.0015814291170479335,0.005255499119447215,0.0026982989650639775,0.004002459149506159,0.0018798605077228537,0.0,5.0
0.26365700127914643,0.0008060985151365168,0.002296715217536074,0.013206169823257221,0.004227925213161668,0.0015814291170479335,0.005255499119447215,0.0026982989650639775,0.004002459149506159,0.0018798605077228537,1.0,5.0
0.16677280338371672,0.0008524283705889025,0.0010686268054015712,0.014681580042142551,0.0029693315591052343,0.0010977094103475065,0.0051648440270403466,0.002285662731550056,0.002854687155610616,0.0016987548446851704,0.0,6.0
0.31002513511988516,0.0008524283705889025,0.0010686268054015712,0.014681580042142551,0.0029693315591052343,0.0010977094103475065,0.0051648440270403466,0.002285662731550056,0.002854687155610616,0.0016987548446851704,1.0,6.0
0.18904369232578994,0.013724756654844981,0.0012779559804841495,0.011871109010846221,0.0022598047379237276,0.0011282245812738129,0.007628853254436689,0.008985629868863533,0.00356945407619529,0.003639960290544456,0.0,7.0
0.46359576469532104,0.013724756654844981,0.0012779559804841495,0.011871109010846221,0.0022598047379237276,0.0011282245812738129,0.007628853254436689,0.008985629868863533,0.00356945407619529,0.003639960290544456,1.0,7.0
0.07842512906182943,0.0009042738975109598,0.0006841599518388006,0.026275175863574897,0.0018103660413779316,0.0007972912146086581,0.004151209732863877,0.0020578359054966382,0.006337606258877362,0.002556993759042387,0.0,8.0
0.14842718143057246,0.0009042738975109598,0.0006841599518388006,0.026275175863574897,0.0018103660413779316,0.0007972912146086581,0.004151209732863877,0.0020578359054966382,0.006337606258877362,0.002556993759042387,1.0,8.0
0.10707317080608605,0.0012642381879446102,0.0007161238378562909,0.05539442726949217,0.002541180937142188,0.001042439115338423,0.005749400291360307,0.003593968357460985,0.004830671040861893,0.004946943747951289,0.0,9.0
0.24141607440878288,0.0012642381879446102,0.0007161238378562909,0.05539442726949217,0.002541180937142188,0.001042439115338423,0.005749400291360307,0.003593968357460985,0.004830671040861893,0.004946943747951289,1.0,9.0
0.1350405751670042,0.001196310327589598,0.0007512745088739103,0.0576524482698752,0.002847190314154171,0.001343525750078546,0.004875292552226757,0.004178834261008075,0.009097179660507004,0.013924995239128456,0.0,10.0
