power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,power_error_6,power_error_7,power_error_8,power_error_9,power_error_10,label,id
0.06946949949317434,0.0007689705828468587,0.00035707119730578405,0.008288709144527125,0.0019171645630245656,0.0008116368845062014,0.005357693006553985,0.0012003580664383577,0.0027254373378230346,0.0010732648073422846,0.0,1.0
0.23168474942358333,0.0007689705828468587,0.00035707119730578405,0.008288709144527125,0.0019171645630245656,0.0008116368845062014,0.005357693006553985,0.0012003580664383577,0.0027254373378230346,0.0010732648073422846,1.0,1.0
0.06566960079435952,0.0008415937115949878,0.0004115790346371337,0.008409244084848186,0.0035844875791234414,0.0013309263352534143,0.0044288470987548225,0.0011351687649512907,0.002634325080236707,0.001015689775740004,0.0,2.0
0.24744417856775666,0.0008415937115949878,0.0004115790346371337,0.008409244084848186,0.0035844875791234414,0.0013309263352534143,0.0044288470987548225,0.0011351687649512907,0.002634325080236707,0.001015689775740004,1.0,2.0
0.06425715330462509,0.0008486605995630654,0.0005664453279929255,0.00614988443880401,0.0017309806540517533,0.0007041271540539418,0.004634531153801093,0.0012191701710380486,0.003151153081830617,0.0012262246525284524,0.0,3.0
0.23665530711705687,0.0008486605995630654,0.0005664453279929255,0.00614988443880401,0.0017309806540517533,0.0007041271540539418,0.004634531153801093,0.0012191701710380486,0.003151153081830617,0.0012262246525284524,1.0,3.0
0.090885335071051,0.0014489083528478734,0.0004960098325598406,0.007128326696631699,0.0029414623122287946,0.001304533332187888,0.004967501184634747,0.0011322540308070044,0.002630980634989786,0.0009807700214438033,0.0,4.0
0.2551372297772937,0.0014489083528478734,0.0004960098325598406,0.007128326696631699,0.0029414623122287946,0.001304533332187888,0.004967501184634747,0.0011322540308070044,0.002630980634989786,0.0009807700214438033,1.0,4.0
0.08348149157587288,0.001176119022132331,0.0009096508356629834,0.009907219055440685,0.004481610689943653,0.001536979949764437,0.0060032357571998,0.0017089788470761444,0.0031667984665689638,0.0013012993733206104,0.0,5.0
0.18114457346796137,0.001176119022132331,0.0009096508356629834,0.009907219055440685,0.004481610689943653,0.001536979949764437,0.0060032357571998,0.0017089788470761444,0.0031667984665689638,0.0013012993733206104,1.0,5.0
0.07387359982863488,0.0009276723263722447,0.0005504869939813864,0.005752390559135321,0.003064105627338807,0.0012886437398545122,0.0064218736976516515,0.0015084057137853878,0.002396936291577588,0.0010001379644311878,0.0,6.0
0.23108106831169004,0.0009276723263722447,0.0005504869939813864,0.005752390559135321,0.003064105627338807,0.0012886437398545122,0.0064218736976516515,0.0015084057137853878,0.002396936291577588,0.0010001379644311878,1.0,6.0
