power_error_1,power_error_2,power_error_3,power_error_4,power_error_5,power_error_6,power_error_7,power_error_8,power_error_9,power_error_10,label,id
0.07400354013415583,0.0009756941298110861,0.000839560844613467,0.014471438552856231,0.002493728560254938,0.0009569396654368549,0.005423090632912053,0.0017959418526116708,0.00335773114046326,0.0015144118287888728,0.0,1.0
0.08161093158814525,0.0009756941298110861,0.000839560844613467,0.014471438552856231,0.002493728560254938,0.0009569396654368549,0.005423090632912053,0.0017959418526116708,0.00335773114046326,0.0015144118287888728,1.0,1.0
0.06696678761801969,0.0007217647523053109,0.0009145756689821795,0.014727812790340208,0.0020395944909943437,0.000807659520053307,0.007665593647718173,0.001730701668806465,0.0059525822514621815,0.0019518680962654976,0.0,2.0
0.07016142453845198,0.0007217647523053109,0.0009145756689821795,0.014727812790340208,0.0020395944909943437,0.000807659520053307,0.007665593647718173,0.001730701668806465,0.0059525822514621815,0.0019518680962654976,1.0,2.0
0.06192119484624153,0.0010727836184210799,0.001119920561252919,0.01708364554158969,0.0016718789016554156,0.0007377185102617746,0.006224441609932847,0.0017081552932472826,0.00643290831308055,0.0020188294944666436,0.0,3.0
0.06642127648964452,0.0010727836184210799,0.001119920561252919,0.01708364554158969,0.0016718789016554156,0.0007377185102617746,0.006224441609932847,0.0017081552932472826,0.00643290831308055,0.0020188294944666436,1.0,3.0
0.06550017845855817,0.0010756443625441283,0.0009350284896006472,0.020699089926475043,0.002130524565503503,0.0008702301489696251,0.008629842132657349,0.002248807378397709,0.011528737025006439,0.0028113115269758075,0.0,4.0
0.0748354023794629,0.0010756443625441283,0.0009350284896006472,0.020699089926475043,0.002130524565503503,0.0008702301489696251,0.008629842132657349,0.002248807378397709,0.011528737025006439,0.0028113115269758075,1.0,4.0
0.13220123189451463,0.0013636238173622888,0.0012362382099321914,0.029757387602701413,0.0031178620113637896,0.0015411643746966496,0.009874254385438215,0.002941698306315103,0.008568129576601151,0.003280137728833975,0.0,5.0
0.14093246960430422,0.0013636238173622888,0.0012362382099321914,0.029757387602701413,0.0031178620113637896,0.0015411643746966496,0.009874254385438215,0.002941698306315103,0.008568129576601151,0.003280137728833975,1.0,5.0
0.09922706130398873,0.0010633308019351185,0.0008269797355310633,0.01631865295922149,0.0033197757190691324,0.0012224130864754172,0.006372701758166067,0.0022665587984807348,0.004772507438719863,0.0018984661785135706,0.0,6.0
0.10237408675629445,0.0010633308019351185,0.0008269797355310633,0.01631865295922149,0.0033197757190691324,0.0012224130864754172,0.006372701758166067,0.0022665587984807348,0.004772507438719863,0.0018984661785135706,1.0,6.0
0.06704101845756508,0.0014970457891408306,0.0008248543631993408,0.011277728013748949,0.0017440126366752866,0.0006949020756086489,0.005397739799832866,0.001806514828037408,0.004241577992608162,0.0016733665270119134,0.0,7.0
0.0701946152441064,0.0014970457891408306,0.0008248543631993408,0.011277728013748949,0.0017440126366752866,0.0006949020756086489,0.005397739799832866,0.001806514828037408,0.004241577992608162,0.0016733665270119134,1.0,7.0
0.06924165026455303,0.0019033892450578203,0.00035670010701992157,0.007253725112534744,0.0021626591873084365,0.0008959315755846487,0.005448552374851936,0.002001655721590196,0.002319530469222915,0.0011724915384637778,0.0,8.0
0.11700743719160342,0.0019033892450578203,0.00035670010701992157,0.007253725112534744,0.0021626591873084365,0.0008959315755846487,0.005448552374851936,0.002001655721590196,0.002319530469222915,0.0011724915384637778,1.0,8.0
0.08379425844654709,0.0030338453643055357,0.0003322501083325375,0.007403179487642699,0.002425069973342335,0.001553412296257793,0.007181837676905079,0.002624382096492792,0.003122246319813448,0.0017609241923050086,0.0,9.0
0.1549573194181873,0.0030338453643055357,0.0003322501083325375,0.007403179487642699,0.002425069973342335,0.001553412296257793,0.007181837676905079,0.002624382096492792,0.003122246319813448,0.0017609241923050086,1.0,9.0
