power_error_1,power_error_2,label,id
0.018771479274353697,0.0029506825375202436,0.0,1.0
0.020437881249535318,0.0029506825375202436,1.0,1.0
0.02030252754659002,0.003546122008770488,0.0,2.0
0.021160435116002324,0.003546122008770488,1.0,2.0
0.01901890018779622,0.00346174882801151,0.0,3.0
0.020228089967972488,0.00346174882801151,1.0,3.0
0.02247748425562413,0.004571301751837871,0.0,4.0
0.025284426574982262,0.004571301751837871,1.0,4.0
0.030163820291516912,0.005463890426612554,0.0,5.0
0.031876852695177565,0.005463890426612554,1.0,5.0
0.024205803962895144,0.0037926447001479526,0.0,6.0
0.02487758809858722,0.0037926447001479526,1.0,6.0
0.017998293621749737,0.0030722733516664372,0.0,7.0
0.01874270173557796,0.0030722733516664372,1.0,7.0
0.015509872312748824,0.002577162094455711,0.0,8.0
0.02445298984715431,0.002577162094455711,1.0,8.0
0.01886140093783542,0.0035454488623773493,0.0,9.0
0.03225086284181397,0.0035454488623773493,1.0,9.0
0.018575318701758742,0.003234606428288495,0.0,10.0
0.029662292412125427,0.003234606428288495,1.0,10.0
0.021682849825293747,0.0038326732189004416,0.0,11.0
0.03304483029512068,0.0038326732189004416,1.0,11.0
0.02962434873211161,0.004774667537817607,0.0,12.0
0.03897182711934641,0.004774667537817607,1.0,12.0
0.022287735540890447,0.0031553146527842344,0.0,13.0
0.03066695924130338,0.0031553146527842344,1.0,13.0
0.018696493793416615,0.0030596773849797033,0.0,14.0
0.03245495071238371,0.0030596773849797033,1.0,14.0
0.01912189878318143,0.0036180170149907173,0.0,15.0
0.022984129968560703,0.0036180170149907173,1.0,15.0
0.018214089641462823,0.0032217369627464336,0.0,16.0
0.022658740274639124,0.0032217369627464336,1.0,16.0
0.019768624729568068,0.0032833977301336,0.0,17.0
0.029886654674184433,0.0032833977301336,1.0,17.0
0.022422193762844492,0.003443008402894913,0.0,18.0
0.03211251809180051,0.003443008402894913,1.0,18.0
0.023959958103079274,0.003174049489258548,0.0,19.0
0.032410641480640934,0.003174049489258548,1.0,19.0
0.01939944289186554,0.003133043927560172,0.0,20.0
0.023965038036674217,0.003133043927560172,1.0,20.0
0.01578148170442534,0.003117462244234349,0.0,21.0
0.020102729415750496,0.003117462244234349,1.0,21.0
0.017086581023936197,0.0027275348217729164,0.0,22.0
0.03024243262654966,0.0027275348217729164,1.0,22.0
0.020177505526166876,0.0028158638719969387,0.0,23.0
0.034209352491934804,0.0028158638719969387,1.0,23.0
0.024705650542487845,0.003042736902440297,0.0,24.0
0.048062639854951614,0.003042736902440297,1.0,24.0
0.023528305494531433,0.0030830870075166535,0.0,25.0
0.043765372278165335,0.0030830870075166535,1.0,25.0
0.024028583967255428,0.002840040459848102,0.0,26.0
0.04203396235998518,0.002840040459848102,1.0,26.0
0.020380921227946346,0.0028448187542191067,0.0,27.0
0.036311438432624014,0.0028448187542191067,1.0,27.0
0.017701506690520525,0.002681718849706218,0.0,28.0
0.03555924053918542,0.002681718849706218,1.0,28.0
0.017260031929458138,0.0032096681219493544,0.0,29.0
0.047001743229695504,0.0032096681219493544,1.0,29.0
0.019095980874271962,0.0038039159732395507,0.0,30.0
0.048493965605027306,0.0038039159732395507,1.0,30.0
0.019600693006534428,0.003993733432001919,0.0,31.0
0.05315291465671045,0.003993733432001919,1.0,31.0
0.021716480600640374,0.004137092897918312,0.0,32.0
0.04832364178614097,0.004137092897918312,1.0,32.0
0.02984212691348879,0.0052268436484870446,0.0,33.0
0.04813070790814249,0.0052268436484870446,1.0,33.0
0.024298722565602695,0.0049028306949798,0.0,34.0
0.04774615331590145,0.0049028306949798,1.0,34.0
0.019600504962178432,0.004212030689507957,0.0,35.0
0.05973160745402897,0.004212030689507957,1.0,35.0
0.012529274817218843,0.0031751324735716934,0.0,36.0
0.03179371796984457,0.0031751324735716934,1.0,36.0
0.015169260835757592,0.004667674917088755,0.0,37.0
0.043787643670896347,0.004667674917088755,1.0,37.0
0.014654111371522893,0.004668835653970878,0.0,38.0
0.04088541064526455,0.004668835653970878,1.0,38.0
0.019082475682995762,0.005888317765273127,0.0,39.0
0.045555503951654155,0.005888317765273127,1.0,39.0
0.024799656609248627,0.006139271799328952,0.0,40.0
0.03788406042354659,0.006139271799328952,1.0,40.0
0.017628097934762253,0.004540480680460619,0.0,41.0
0.03332687012152558,0.004540480680460619,1.0,41.0
0.014956631916677196,0.004387461393630148,0.0,42.0
0.03869560922014883,0.004387461393630148,1.0,42.0
0.015957810726677617,0.002892471144461683,0.0,43.0
0.022108759426569785,0.002892471144461683,1.0,43.0
0.014626014249749379,0.0031539969804332347,0.0,44.0
0.02175166325048132,0.0031539969804332347,1.0,44.0
0.017804206639206933,0.004154325705370804,0.0,45.0
0.028969240037521302,0.004154325705370804,1.0,45.0
0.02043708359058643,0.005849800457737101,0.0,46.0
0.03272696735294495,0.005849800457737101,1.0,46.0
0.027413580794278948,0.0063928488158591515,0.0,47.0
0.03355916841126778,0.0063928488158591515,1.0,47.0
0.01851716424818697,0.00406422166484381,0.0,48.0
0.024180339003573813,0.00406422166484381,1.0,48.0
0.014275862394187695,0.004899459897258543,0.0,49.0
0.023844243497249812,0.004899459897258543,1.0,49.0
0.01751898313676778,0.0036854558369433703,0.0,50.0
0.02609124742615253,0.0036854558369433703,1.0,50.0
0.01817459404302282,0.004280275451060722,0.0,51.0
0.02352143082418344,0.004280275451060722,1.0,51.0
0.017897502346749465,0.004005627434480298,0.0,52.0
0.021712576287740364,0.004005627434480298,1.0,52.0
0.023008132754898714,0.005200110310874911,0.0,53.0
0.03151777739240462,0.005200110310874911,1.0,53.0
0.027530630375291368,0.005488763338390613,0.0,54.0
0.03355502393988842,0.005488763338390613,1.0,54.0
0.0209972533057389,0.0044313763251159185,0.0,55.0
0.026975553690618288,0.0044313763251159185,1.0,55.0
0.01794787813655262,0.003891862824576748,0.0,56.0
0.025045534087676038,0.003891862824576748,1.0,56.0
0.02033191562626938,0.002851704608748831,0.0,57.0
0.03263138685204182,0.002851704608748831,1.0,57.0
0.021866716288437546,0.0026474838700643343,0.0,58.0
0.042247226178292026,0.0026474838700643343,1.0,58.0
0.021204392251474743,0.0027275345817462282,0.0,59.0
0.04119106247552378,0.0027275345817462282,1.0,59.0
0.02305375476267374,0.00309375056073804,0.0,60.0
0.04027543693260284,0.00309375056073804,1.0,60.0
0.02530329926876111,0.0038826207890791885,0.0,61.0
0.03222944086286767,0.0038826207890791885,1.0,61.0
0.023300652762859416,0.003276207969466766,0.0,62.0
0.03213780997107533,0.003276207969466766,1.0,62.0
0.01952364055872494,0.0024779996202956575,0.0,63.0
0.03561771172596358,0.0024779996202956575,1.0,63.0
0.018772723392407556,0.0027695256009567853,0.0,64.0
0.04326681517547299,0.0027695256009567853,1.0,64.0
0.021670294222700087,0.0025857041254477224,0.0,65.0
0.040127244602373435,0.0025857041254477224,1.0,65.0
0.021163858016116227,0.0028206024227289575,0.0,66.0
0.050107411529489575,0.0028206024227289575,1.0,66.0
0.025446433465748892,0.0032139547212517478,0.0,67.0
0.05462851832043101,0.0032139547212517478,1.0,67.0
0.026264102509117652,0.003666171174322809,0.0,68.0
0.052073942551410055,0.003666171174322809,1.0,68.0
0.020614206488155463,0.0033268995340737695,0.0,69.0
0.041537897287486816,0.0033268995340737695,1.0,69.0
0.021054742867156945,0.0032409526687228567,0.0,70.0
0.03311701580951036,0.0032409526687228567,1.0,70.0
0.013985133508786367,0.002310458615062077,0.0,71.0
0.01959344963652438,0.002310458615062077,1.0,71.0
0.014615919023982868,0.002592126265864594,0.0,72.0
0.020102680040016693,0.002592126265864594,1.0,72.0
0.01604500426854956,0.002575457657546603,0.0,73.0
0.020401762664480322,0.002575457657546603,1.0,73.0
0.016706152318637618,0.002825993133033781,0.0,74.0
0.02080765699761247,0.002825993133033781,1.0,74.0
0.02243602914555687,0.0037261213536553574,0.0,75.0
