power_error_1,power_error_2,label,id
0.017992273361758862,0.0045578416820334965,0.0,1.0
0.04198660260942296,0.0045578416820334965,1.0,1.0
0.026046316189180307,0.006516571976915331,0.0,2.0
0.043037437369791626,0.006516571976915331,1.0,2.0
0.025833876445778545,0.007216769705472846,0.0,3.0
0.03674520824711214,0.007216769705472846,1.0,3.0
0.0301700565033431,0.005814830347393522,0.0,4.0
0.05729625390880258,0.005814830347393522,1.0,4.0
0.02587627235052608,0.0036745679431137435,0.0,5.0
0.04029844097567985,0.0036745679431137435,1.0,5.0
0.023376458242997625,0.003328273791876016,0.0,6.0
0.04017187920326482,0.003328273791876016,1.0,6.0
0.020414906063579655,0.005617272526466385,0.0,7.0
0.04481061667623886,0.005617272526466385,1.0,7.0
0.018709074625522206,0.003664423260042228,0.0,8.0
0.03348011093149456,0.003664423260042228,1.0,8.0
0.025759808844957863,0.005026454735080019,0.0,9.0
0.054036708292051434,0.005026454735080019,1.0,9.0
0.030358242925200125,0.005894217559976358,0.0,10.0
0.05697986306863361,0.005894217559976358,1.0,10.0
0.027833523254314353,0.005241248306747868,0.0,11.0
0.05560104510480967,0.005241248306747868,1.0,11.0
0.02233445948025353,0.004238770436836005,0.0,12.0
0.03832060922998738,0.004238770436836005,1.0,12.0
0.017040777960746826,0.0035113635261598925,0.0,13.0
0.032633584895145736,0.0035113635261598925,1.0,13.0
0.021261590918389955,0.005914013490756958,0.0,14.0
0.04080544431708521,0.005914013490756958,1.0,14.0
0.024774247570677935,0.00366288367294301,0.0,15.0
0.04375012832991699,0.00366288367294301,1.0,15.0
0.03217315383136117,0.008607172618314191,0.0,16.0
0.053615490508437225,0.008607172618314191,1.0,16.0
0.03526812465044513,0.007460237918292178,0.0,17.0
0.057163238081770804,0.007460237918292178,1.0,17.0
0.03411617576964905,0.007412051221114095,0.0,18.0
0.0574724260172726,0.007412051221114095,1.0,18.0
0.022624594677111767,0.004652319006747102,0.0,19.0
0.035927927590503755,0.004652319006747102,1.0,19.0
0.021161092890842798,0.004147232528519567,0.0,20.0
0.03650668624011626,0.004147232528519567,1.0,20.0
0.02947213102614406,0.006096448997763693,0.0,21.0
0.05398739030908175,0.006096448997763693,1.0,21.0
0.026543610609588996,0.00546003439073418,0.0,22.0
0.04358896125222684,0.00546003439073418,1.0,22.0
0.04523180270357539,0.00865915641370937,0.0,23.0
0.08316028674095234,0.00865915641370937,1.0,23.0
0.05653700912517881,0.008663811295825476,0.0,24.0
0.10101888631489975,0.008663811295825476,1.0,24.0
0.043575307201996566,0.010895154843668578,0.0,25.0
0.07209858384734706,0.010895154843668578,1.0,25.0
0.027106603537785053,0.0058997921965702775,0.0,26.0
0.03524509203144741,0.0058997921965702775,1.0,26.0
0.020464857959724286,0.0040499613720476136,0.0,27.0
0.02959476475503071,0.0040499613720476136,1.0,27.0
0.029497346661457983,0.00842120141352302,0.0,28.0
0.05660361756913946,0.00842120141352302,1.0,28.0
0.019710290777170732,0.004782843059025722,0.0,29.0
0.04172086372487257,0.004782843059025722,1.0,29.0
0.037763628475161466,0.017596124314686733,0.0,30.0
0.06488805545176361,0.017596124314686733,1.0,30.0
0.04227641753615202,0.013004132254607823,0.0,31.0
0.07076824349326978,0.013004132254607823,1.0,31.0
0.03708083780318321,0.011672196660337916,0.0,32.0
0.06272719104296881,0.011672196660337916,1.0,32.0
0.03284829552793794,0.005411613029643713,0.0,33.0
0.055479707961559196,0.005411613029643713,1.0,33.0
0.023257037703798025,0.0040368034623702465,0.0,34.0
0.03351330470929579,0.0040368034623702465,1.0,34.0
0.032333325888940036,0.009153309004198317,0.0,35.0
0.05622288582782929,0.009153309004198317,1.0,35.0
0.026886826966985775,0.0038379600699687357,0.0,36.0
0.05106986666995103,0.0038379600699687357,1.0,36.0
0.04941267399337105,0.004932798617144515,0.0,37.0
0.09345140593561557,0.004932798617144515,1.0,37.0
0.05731878666004604,0.005893301900132049,0.0,38.0
0.10663790329047698,0.005893301900132049,1.0,38.0
0.0450880189381236,0.005886649790940093,0.0,39.0
0.07444766077970993,0.005886649790940093,1.0,39.0
0.03329319338534908,0.005165475128806651,0.0,40.0
0.04361205295876534,0.005165475128806651,1.0,40.0
0.026794671772223725,0.004576181858923145,0.0,41.0
0.04272122833838686,0.004576181858923145,1.0,41.0
0.03607579778598229,0.005194664698398292,0.0,42.0
0.06630033271902547,0.005194664698398292,1.0,42.0
0.0327878247848414,0.0037533964139112317,0.0,43.0
0.0990709204179631,0.0037533964139112317,1.0,43.0
0.07004937419218155,0.0048735622221512155,0.0,44.0
0.19380762577526545,0.0048735622221512155,1.0,44.0
0.043824554779060804,0.0047695871184912095,0.0,45.0
0.13861370847260251,0.0047695871184912095,1.0,45.0
0.03561020197192686,0.005516171500539459,0.0,46.0
0.10427825106246598,0.005516171500539459,1.0,46.0
0.03247185567280976,0.005247573940005267,0.0,47.0
