power_error_1,power_error_2,label,id
0.016113648554777323,0.002558729820342778,0.0,1.0
0.04922136477774535,0.002558729820342778,1.0,1.0
0.01509377308410746,0.0022266427790604,0.0,2.0
0.05084731230510772,0.0022266427790604,1.0,2.0
0.014513396045148352,0.0024639231233066616,0.0,3.0
0.049060413299849795,0.0024639231233066616,1.0,3.0
0.018007386471296898,0.002576933342559763,0.0,4.0
0.046280731542142794,0.002576933342559763,1.0,4.0
0.021695659127980757,0.0033594323352137017,0.0,5.0
0.043582469285471964,0.0033594323352137017,1.0,5.0
0.017644460751559274,0.002752129685720157,0.0,6.0
0.050352938450624364,0.002752129685720157,1.0,6.0
0.015415117555940027,0.002213739807282833,0.0,7.0
0.06912449988168945,0.002213739807282833,1.0,7.0
0.016161073248155303,0.0028511485528746323,0.0,8.0
0.03013035940524911,0.0028511485528746323,1.0,8.0
0.018658689704347732,0.0033733543987807917,0.0,9.0
0.031370425789284534,0.0033733543987807917,1.0,9.0
0.01650645306202649,0.002566707306451194,0.0,10.0
0.030217180757898306,0.002566707306451194,1.0,10.0
0.01859221049323302,0.0032066869330063643,0.0,11.0
0.02817264389005289,0.0032066869330063643,1.0,11.0
0.024098390209115073,0.005053524051677131,0.0,12.0
0.03511298145997409,0.005053524051677131,1.0,12.0
0.022561150300132494,0.0038236129083420575,0.0,13.0
0.037380315404321025,0.0038236129083420575,1.0,13.0
0.017044283008527988,0.003139997502492104,0.0,14.0
0.027061829142087983,0.003139997502492104,1.0,14.0
0.015067903564069002,0.0024978104213609262,0.0,15.0
0.0194210183297641,0.0024978104213609262,1.0,15.0
0.014332789728490742,0.0018779895209514103,0.0,16.0
0.02069840375847567,0.0018779895209514103,1.0,16.0
0.015055599676326739,0.002641628948092343,0.0,17.0
0.021465585030604438,0.002641628948092343,1.0,17.0
0.01875119130413164,0.002844581197621524,0.0,18.0
0.02384366573595658,0.002844581197621524,1.0,18.0
0.025413922402394595,0.0040875915490189525,0.0,19.0
0.029630042355282007,0.0040875915490189525,1.0,19.0
0.016559606123589723,0.002392044574981832,0.0,20.0
0.02086931698504081,0.002392044574981832,1.0,20.0
0.0140949751861194,0.0018408385640199829,0.0,21.0
0.018562324766995805,0.0018408385640199829,1.0,21.0
0.01634865706880412,0.002281309049356678,0.0,22.0
0.022747808572071065,0.002281309049356678,1.0,22.0
0.015640651951897164,0.0023250108671073843,0.0,23.0
0.020208129768840698,0.0023250108671073843,1.0,23.0
0.016551962681034763,0.0021060713156224207,0.0,24.0
0.022673079950352577,0.0021060713156224207,1.0,24.0
0.02098593753924741,0.0030120810085030696,0.0,25.0
0.024638533041240942,0.0030120810085030696,1.0,25.0
0.029516149977452538,0.005083331972501256,0.0,26.0
0.032494677340811004,0.005083331972501256,1.0,26.0
0.01820602061942467,0.002523570067123176,0.0,27.0
0.021609592125741827,0.002523570067123176,1.0,27.0
0.01652094470042662,0.0022154266882366616,0.0,28.0
0.024563290928441187,0.0022154266882366616,1.0,28.0
0.013944718661238748,0.0022138334192126994,0.0,29.0
0.027792379376754994,0.0022138334192126994,1.0,29.0
0.015892038810074352,0.0024740981777639755,0.0,30.0
0.03363338885188225,0.0024740981777639755,1.0,30.0
0.01597417841948647,0.0028804382677695283,0.0,31.0
0.030385598469669785,0.0028804382677695283,1.0,31.0
0.02100291020397082,0.003103243686403788,0.0,32.0
0.03901149935555425,0.003103243686403788,1.0,32.0
0.028603863569305745,0.003973114666075378,0.0,33.0
0.04185997678319083,0.003973114666075378,1.0,33.0
0.019149975355140115,0.0025857932415896245,0.0,34.0
0.03294259596439236,0.0025857932415896245,1.0,34.0
0.014831841673114654,0.0019566819348996053,0.0,35.0
0.03616352767972974,0.0019566819348996053,1.0,35.0
0.018339189048780867,0.0027594601778592313,0.0,36.0
0.022845491695888436,0.0027594601778592313,1.0,36.0
0.02099103168795044,0.0036744844091790192,0.0,37.0
0.02551866613361434,0.0036744844091790192,1.0,37.0
0.020004028610492136,0.0035677102728604608,0.0,38.0
0.025528209480903067,0.0035677102728604608,1.0,38.0
