gamma_1,gamma_2,gamma_3,gamma_4,label,id
0.02952688482061161,0.004520709175690474,0.0037303160220756304,0.0019118546391911906,0.0,1.0
0.10585825662073578,0.004520709175690474,0.0037303160220756304,0.0019118546391911906,1.0,1.0
0.02761177400909265,0.004958598597936792,0.003173782914147605,0.0018406724863564428,0.0,2.0
0.11258395154712808,0.004958598597936792,0.003173782914147605,0.0018406724863564428,1.0,2.0
0.025790563710966552,0.003762610147366008,0.003449998708339841,0.0021533621866716146,0.0,3.0
0.10156165606536094,0.003762610147366008,0.003449998708339841,0.0021533621866716146,1.0,3.0
0.0341252399118015,0.004871567739038518,0.00385180396272089,0.0018148276010108155,0.0,4.0
0.10120663037405908,0.004871567739038518,0.00385180396272089,0.0018148276010108155,1.0,4.0
0.039972707886635206,0.00689248032823242,0.005036998684638139,0.002458967383198729,0.0,5.0
0.09077694954340165,0.00689248032823242,0.005036998684638139,0.002458967383198729,1.0,5.0
0.03667417492371472,0.004660113214936867,0.004281613618079216,0.0018875378625278216,0.0,6.0
0.12482951049233115,0.004660113214936867,0.004281613618079216,0.0018875378625278216,1.0,6.0
0.0293075844509314,0.004519089863355585,0.0031088901713385297,0.0017933309202424752,0.0,7.0
0.16774932902254802,0.004519089863355585,0.0031088901713385297,0.0017933309202424752,1.0,7.0
0.03691451347943353,0.004328781524158831,0.0043633535303850834,0.0021886677977840385,0.0,8.0
0.07692014629244426,0.004328781524158831,0.0043633535303850834,0.0021886677977840385,1.0,8.0
0.04069966429527305,0.00459694548584233,0.0048633573202336855,0.002576267206101157,0.0,9.0
0.07469406314105509,0.00459694548584233,0.0048633573202336855,0.002576267206101157,1.0,9.0
0.03602207601206464,0.004033553689838598,0.0036065095366373257,0.0020000960665313983,0.0,10.0
0.0726158978598308,0.004033553689838598,0.0036065095366373257,0.0020000960665313983,1.0,10.0
0.038851712192656596,0.004365899440825771,0.004285994669491533,0.0029628418660063716,0.0,11.0
0.06279654233661391,0.004365899440825771,0.004285994669491533,0.0029628418660063716,1.0,11.0
0.048775970879275654,0.006577878889147737,0.006564640242113118,0.004927201900505107,0.0,12.0
0.07620759803314003,0.006577878889147737,0.006564640242113118,0.004927201900505107,1.0,12.0
0.05254236602997153,0.005204561443689748,0.005451486280314555,0.003022694116507907,0.0,13.0
0.09567108210475261,0.005204561443689748,0.005451486280314555,0.003022694116507907,1.0,13.0
0.038055266313654634,0.004428781225356282,0.00431531693149001,0.0028029644688127853,0.0,14.0
0.0655243414551463,0.004428781225356282,0.00431531693149001,0.0028029644688127853,1.0,14.0
0.02838532956916806,0.0044440418358622225,0.0037452380554436893,0.0019943423085257983,0.0,15.0
0.03809856251834587,0.0044440418358622225,0.0037452380554436893,0.0019943423085257983,1.0,15.0
0.026780169062889048,0.0048692084757639975,0.0027655986556736067,0.0015025522060967411,0.0,16.0
0.041254875262652035,0.0048692084757639975,0.0027655986556736067,0.0015025522060967411,1.0,16.0
0.029758457304151165,0.004101112768060133,0.0038106699605067185,0.0022627042015184173,0.0,17.0
0.04482166203493643,0.004101112768060133,0.0038106699605067185,0.0022627042015184173,1.0,17.0
0.03816861308476449,0.006556353581962604,0.004243448708372899,0.0023126114147529186,0.0,18.0
0.05120501460379767,0.006556353581962604,0.004243448708372899,0.0023126114147529186,1.0,18.0
0.05254467907644944,0.009345718845670259,0.005848838808875101,0.003369926383460786,0.0,19.0
0.06377943494629168,0.009345718845670259,0.005848838808875101,0.003369926383460786,1.0,19.0
0.030809807989117033,0.005365562277018565,0.0035913298403289495,0.0019385770526216817,0.0,20.0
0.04045226645649258,0.005365562277018565,0.0035913298403289495,0.0019385770526216817,1.0,20.0
0.026977701645636287,0.004781844544963665,0.002740239653034493,0.0013247782737244584,0.0,21.0
0.037391218129067205,0.004781844544963665,0.002740239653034493,0.0013247782737244584,1.0,21.0
0.03470694004223862,0.004718630436314264,0.0032417648279867706,0.0016470244688608915,0.0,22.0
0.05130527530355433,0.004718630436314264,0.0032417648279867706,0.0016470244688608915,1.0,22.0
0.031023522758816924,0.004797398516857232,0.0032013248026170338,0.001930702926812522,0.0,23.0
0.04197297073544615,0.004797398516857232,0.0032013248026170338,0.001930702926812522,1.0,23.0
0.033685553586813466,0.004851853138061912,0.002874460617121599,0.0016798331330494243,0.0,24.0
0.048798816687797064,0.004851853138061912,0.002874460617121599,0.0016798331330494243,1.0,24.0
0.04335696111687026,0.005589803517265235,0.003706739036334561,0.0029098942190026733,0.0,25.0
0.052412516205695425,0.005589803517265235,0.003706739036334561,0.0029098942190026733,1.0,25.0
0.06360381705264606,0.007563200459804964,0.006957125120071961,0.004341150991804987,0.0,26.0
0.07144075271874772,0.007563200459804964,0.006957125120071961,0.004341150991804987,1.0,26.0
0.03519234040201091,0.0055244471170960985,0.0034192309021925382,0.0018615671559896185,0.0,27.0
0.043090787964035204,0.0055244471170960985,0.0034192309021925382,0.0018615671559896185,1.0,27.0
0.03452558876715894,0.004485867051889247,0.0030234704559006786,0.0016525799130522323,0.0,28.0
0.054884219012675484,0.004485867051889247,0.0030234704559006786,0.0016525799130522323,1.0,28.0
0.023973667391496534,0.0036950572488989586,0.0030003393381448085,0.002038875693397557,0.0,29.0
0.05174020292123638,0.0036950572488989586,0.0030003393381448085,0.002038875693397557,1.0,29.0
0.026137228085489905,0.004758373003633132,0.0032478821542194503,0.002315686323091093,0.0,30.0
0.060679620606051365,0.004758373003633132,0.0032478821542194503,0.002315686323091093,1.0,30.0
0.02838093222767668,0.004699252197121417,0.0037912068189931425,0.0027770065951022715,0.0,31.0
0.05905750202257831,0.004699252197121417,0.0037912068189931425,0.0027770065951022715,1.0,31.0
