gamma_1,gamma_2,gamma_3,gamma_4,label,id
0.029124318194771792,0.004984974866120151,0.004184699888722498,0.002604520441969349,0.0,1.0
0.0694183784831317,0.004984974866120151,0.004184699888722498,0.002604520441969349,1.0,1.0
0.030015344144862066,0.006316015987213319,0.003450647087909875,0.002044220975031763,0.0,2.0
0.07391547419232447,0.006316015987213319,0.003450647087909875,0.002044220975031763,1.0,2.0
0.026608666201703546,0.005512800113161909,0.0032259894850312776,0.0020547175960943243,0.0,3.0
0.07277158350017121,0.005512800113161909,0.0032259894850312776,0.0020547175960943243,1.0,3.0
0.03229748137418742,0.006571688886346294,0.005426602224739341,0.004045353689469344,0.0,4.0
0.0677573370875253,0.006571688886346294,0.005426602224739341,0.004045353689469344,1.0,4.0
0.03858286472828043,0.00728176029366967,0.006057981699553405,0.0037551256452732495,0.0,5.0
0.07359430902283082,0.00728176029366967,0.006057981699553405,0.0037551256452732495,1.0,5.0
0.039695478244250904,0.006573187132534741,0.005872759763660529,0.0040707318075279275,0.0,6.0
0.0834649645471015,0.006573187132534741,0.005872759763660529,0.0040707318075279275,1.0,6.0
0.030800932788296098,0.006327890785064572,0.004330341818041372,0.003138988820416966,0.0,7.0
0.07576630933367978,0.006327890785064572,0.004330341818041372,0.003138988820416966,1.0,7.0
0.0339956177478169,0.004643698307474242,0.004401700762390881,0.002446316042765684,0.0,8.0
0.07433686245483928,0.004643698307474242,0.004401700762390881,0.002446316042765684,1.0,8.0
0.043491366920308305,0.006673882922247909,0.005064421262796603,0.002228577590760228,0.0,9.0
0.10694432894240569,0.006673882922247909,0.005064421262796603,0.002228577590760228,1.0,9.0
0.0388007925866134,0.006526774819215042,0.004594480691185954,0.001921324681975367,0.0,10.0
0.10678200053090725,0.006526774819215042,0.004594480691185954,0.001921324681975367,1.0,10.0
0.04664347435460492,0.008281774126317476,0.005914567152232486,0.003534497073027776,0.0,11.0
0.11742695252215807,0.008281774126317476,0.005914567152232486,0.003534497073027776,1.0,11.0
0.06100519552355488,0.010503775208634991,0.006786868004457602,0.0038454125104672165,0.0,12.0
0.15070782121781345,0.010503775208634991,0.006786868004457602,0.0038454125104672165,1.0,12.0
0.03983534478869766,0.007009980107926417,0.0045053850216376645,0.0025338567330464024,0.0,13.0
0.09807073884222284,0.007009980107926417,0.0045053850216376645,0.0025338567330464024,1.0,13.0
0.03174082403586809,0.006439642018080338,0.0048776958115346325,0.0024879908081838487,0.0,14.0
0.11798978361487,0.006439642018080338,0.0048776958115346325,0.0024879908081838487,1.0,14.0
0.030911162881503973,0.0043256323132960794,0.004621070665656202,0.0045360970100398745,0.0,15.0
0.1469561473729848,0.0043256323132960794,0.004621070665656202,0.0045360970100398745,1.0,15.0
0.03482587865013498,0.006038112157780162,0.005798550941360503,0.009312954917696015,0.0,16.0
0.13978032027431286,0.006038112157780162,0.005798550941360503,0.009312954917696015,1.0,16.0
0.028516480303554026,0.0054546997259143915,0.005848798631664209,0.00999543097001343,0.0,17.0
0.12281588742256355,0.0054546997259143915,0.005848798631664209,0.00999543097001343,1.0,17.0
0.03191228703921567,0.006867125773955873,0.007967435143458879,0.00780761316578138,0.0,18.0
0.1310535198152083,0.006867125773955873,0.007967435143458879,0.00780761316578138,1.0,18.0
0.03837657013516749,0.007660887335729782,0.007389311019630362,0.006421753093182492,0.0,19.0
0.12468824145522373,0.007660887335729782,0.007389311019630362,0.006421753093182492,1.0,19.0
0.034371219006123166,0.005186976028183743,0.006276388787927356,0.005471748115938535,0.0,20.0
0.1205744186816955,0.005186976028183743,0.006276388787927356,0.005471748115938535,1.0,20.0
0.036868687632783725,0.005634471866089896,0.0071817282382520276,0.00661928811660939,0.0,21.0
0.1392608567921676,0.005634471866089896,0.0071817282382520276,0.00661928811660939,1.0,21.0
0.0302801434217983,0.005304421993977737,0.005580605125363736,0.00311271752600506,0.0,22.0
0.05674800171432315,0.005304421993977737,0.005580605125363736,0.00311271752600506,1.0,22.0
0.030437742340656992,0.005998938620832117,0.004978211867486149,0.0028481083684011033,0.0,23.0
0.07026276579508606,0.005998938620832117,0.004978211867486149,0.0028481083684011033,1.0,23.0
0.02992171734429583,0.0051674228032867475,0.004970907129086655,0.0027111189630066868,0.0,24.0
0.1597149751512439,0.0051674228032867475,0.004970907129086655,0.0027111189630066868,1.0,24.0
0.04403557918651835,0.007745713932894027,0.006171257089345961,0.003548202548227408,0.0,25.0
0.19719420575708524,0.007745713932894027,0.006171257089345961,0.003548202548227408,1.0,25.0
0.05781104950260918,0.010387488589655103,0.006418765931504478,0.003513076145436944,0.0,26.0
0.14821698770895875,0.010387488589655103,0.006418765931504478,0.003513076145436944,1.0,26.0
0.044667319467290856,0.006632972626982259,0.007019768484965105,0.003427830890267103,0.0,27.0
0.080170184450997,0.006632972626982259,0.007019768484965105,0.003427830890267103,1.0,27.0
0.03292208043094158,0.005592133970582669,0.00567724711691886,0.0030894949438864394,0.0,28.0
0.06932140620615046,0.005592133970582669,0.00567724711691886,0.0030894949438864394,1.0,28.0
0.024499717256979192,0.005513178482773551,0.003827468012786106,0.002501871354053442,0.0,29.0
0.0814532133336825,0.005513178482773551,0.003827468012786106,0.002501871354053442,1.0,29.0
0.027649120487552192,0.009060305696978244,0.0039140607138690164,0.0023707295438044618,0.0,30.0
0.094280117426226,0.009060305696978244,0.0039140607138690164,0.0023707295438044618,1.0,30.0
0.022705332828020452,0.007584086966463399,0.0034141668374401135,0.0019530534111518172,0.0,31.0
0.09648360989758631,0.007584086966463399,0.0034141668374401135,0.0019530534111518172,1.0,31.0
0.024360978786315712,0.009065428209118931,0.003725107068210942,0.001957340529882501,0.0,32.0
0.07310213652521824,0.009065428209118931,0.003725107068210942,0.001957340529882501,1.0,32.0
0.03782829980115787,0.009626386997102276,0.005322474580031766,0.002882947692167015,0.0,33.0
0.10065169647448124,0.009626386997102276,0.005322474580031766,0.002882947692167015,1.0,33.0
0.03570467021140722,0.0075925667014078435,0.004514216735682641,0.0023073349542812593,0.0,34.0
0.11028495467126342,0.0075925667014078435,0.004514216735682641,0.0023073349542812593,1.0,34.0
0.022486388660253986,0.007508516502114038,0.0033895092808879923,0.001892478766214456,0.0,35.0
0.0743535996318645,0.007508516502114038,0.0033895092808879923,0.001892478766214456,1.0,35.0
0.02681940248647896,0.004937912706031611,0.0031556512325314756,0.0017976815868334661,0.0,36.0
0.03286528855152193,0.004937912706031611,0.0031556512325314756,0.0017976815868334661,1.0,36.0
0.031182717058062526,0.0049134660890275406,0.0047536903082288084,0.0025238271485390484,0.0,37.0
0.0377744785369063,0.0049134660890275406,0.0047536903082288084,0.0025238271485390484,1.0,37.0
0.03100925110434627,0.006119310146146972,0.003924604415829425,0.0021488329788024174,0.0,38.0
0.04038178166442341,0.006119310146146972,0.003924604415829425,0.0021488329788024174,1.0,38.0
0.041160900337570805,0.007376913729108203,0.0061900757226625025,0.0035563422146980272,0.0,39.0
0.04878462471468392,0.007376913729108203,0.0061900757226625025,0.0035563422146980272,1.0,39.0
0.046649830955307614,0.007319370455874719,0.0059592451562435755,0.0033022253695902393,0.0,40.0
0.05051780762360192,0.007319370455874719,0.0059592451562435755,0.0033022253695902393,1.0,40.0
0.03858420089729808,0.006996890092918928,0.005441300427491136,0.002901245140725983,0.0,41.0
0.044038108671034415,0.006996890092918928,0.005441300427491136,0.002901245140725983,1.0,41.0
0.03208108116402597,0.005775749772816585,0.004890495139497464,0.00287878299003852,0.0,42.0
0.040235724571834997,0.005775749772816585,0.004890495139497464,0.00287878299003852,1.0,42.0
0.039544305169936234,0.004163719038475122,0.00546714277998106,0.0026452289069966994,0.0,43.0
0.14644988552385518,0.004163719038475122,0.00546714277998106,0.0026452289069966994,1.0,43.0
0.03314785119973518,0.0036978286346784905,0.005242681026371709,0.002315654483808771,0.0,44.0
