gamma_1,gamma_2,gamma_3,gamma_4,label,id
0.03742899691540691,0.004883522931492745,0.006462477239250308,0.0039235709155596155,0.0,1.0
0.10085284832369856,0.004883522931492745,0.006462477239250308,0.0039235709155596155,1.0,1.0
0.06848266069851006,0.006642844429569195,0.010398872902636302,0.004708546722498763,0.0,2.0
0.12772633580718296,0.006642844429569195,0.010398872902636302,0.004708546722498763,1.0,2.0
0.06510969818194345,0.006039528513767767,0.01187734194227108,0.005360550718041424,0.0,3.0
0.09993419856787833,0.006039528513767767,0.01187734194227108,0.005360550718041424,1.0,3.0
0.08533334127478875,0.007453004242700789,0.00880182807423635,0.004297524531431396,0.0,4.0
0.19362588829260918,0.007453004242700789,0.00880182807423635,0.004297524531431396,1.0,4.0
0.052319931829615474,0.007667756755770583,0.0049490550537028,0.003054924535237369,0.0,5.0
0.0891294045896327,0.007667756755770583,0.0049490550537028,0.003054924535237369,1.0,5.0
0.055589932256852936,0.007034810951720871,0.004731187340570653,0.0025519757289016454,0.0,6.0
0.10857625948795935,0.007034810951720871,0.004731187340570653,0.0025519757289016454,1.0,6.0
0.055519840364604445,0.005781583957812586,0.0090621877929693,0.004089479895382553,0.0,7.0
0.14761033358883502,0.005781583957812586,0.0090621877929693,0.004089479895382553,1.0,7.0
0.029866185344314733,0.006135897139490698,0.0039728594294357045,0.004576864396434122,0.0,8.0
0.05778124132587514,0.006135897139490698,0.0039728594294357045,0.004576864396434122,1.0,8.0
0.03661594133497026,0.012113163600907306,0.005828031413221524,0.0055453971584107364,0.0,9.0
0.08610552448567566,0.012113163600907306,0.005828031413221524,0.0055453971584107364,1.0,9.0
0.0460714020433004,0.013342076442400153,0.005357990087177633,0.012161535026131709,0.0,10.0
0.09704071737585585,0.013342076442400153,0.005357990087177633,0.012161535026131709,1.0,10.0
0.04098021987089018,0.013521983699966267,0.004878836948532417,0.01063618199003491,0.0,11.0
0.09277664555695919,0.013521983699966267,0.004878836948532417,0.01063618199003491,1.0,11.0
0.03761396240883741,0.008627882663046371,0.005316082730607796,0.004063347357441405,0.0,12.0
0.0712572626122645,0.008627882663046371,0.005316082730607796,0.004063347357441405,1.0,12.0
0.026439049658248948,0.0054903898655402905,0.003750556675446326,0.004451532428341842,0.0,13.0
0.05473448965862371,0.0054903898655402905,0.003750556675446326,0.004451532428341842,1.0,13.0
0.03058890884579757,0.009023662671370225,0.007358006273614048,0.005975926213978244,0.0,14.0
0.0641554613266404,0.009023662671370225,0.007358006273614048,0.005975926213978244,1.0,14.0
0.05703789181078234,0.007915344537901436,0.006865685526542098,0.002075698419546246,0.0,15.0
0.11581985882625334,0.007915344537901436,0.006865685526542098,0.002075698419546246,1.0,15.0
0.07626214450962188,0.00885960642269179,0.13363120970411124,0.0025711014164149226,0.0,16.0
0.14465874794378886,0.00885960642269179,0.13363120970411124,0.0025711014164149226,1.0,16.0
0.09040131831951514,0.008588423920937949,0.02817022250279999,0.0025153436414240282,0.0,17.0
0.16656906181631514,0.008588423920937949,0.02817022250279999,0.0025153436414240282,1.0,17.0
0.09311968456834929,0.007804183348057325,0.0353408218987501,0.002808097966922052,0.0,18.0
0.18051404529964854,0.007804183348057325,0.0353408218987501,0.002808097966922052,1.0,18.0
0.04578047502485694,0.0072137128641274195,0.0081840596308842,0.0030197303428280975,0.0,19.0
0.07993622957802504,0.0072137128641274195,0.0081840596308842,0.0030197303428280975,1.0,19.0
0.04415560945103403,0.006330782314398764,0.006929714498530082,0.0032314131644537447,0.0,20.0
0.08477134968410516,0.006330782314398764,0.006929714498530082,0.0032314131644537447,1.0,20.0
0.05955981913274355,0.007009917645734998,0.0364969297399087,0.0028103215407688786,0.0,21.0
0.1221641451724711,0.007009917645734998,0.0364969297399087,0.0028103215407688786,1.0,21.0
0.0742955524740112,0.008483031361909976,0.01751550847798944,0.002864729363952101,0.0,22.0
0.141965275901617,0.008483031361909976,0.01751550847798944,0.002864729363952101,1.0,22.0
0.10277531913721383,0.013071325385991095,0.027490054126751762,0.003247208323694295,0.0,23.0
0.22734451495064967,0.013071325385991095,0.027490054126751762,0.003247208323694295,1.0,23.0
0.1288283450413359,0.017131076911862664,0.11287565384904052,0.003255002806722196,0.0,24.0
0.28266186134103055,0.017131076911862664,0.11287565384904052,0.003255002806722196,1.0,24.0
0.11153313847275959,0.011992134554329681,0.09422029334098614,0.005358454897266274,0.0,25.0
0.21691039992671834,0.011992134554329681,0.09422029334098614,0.005358454897266274,1.0,25.0
0.05790411669300344,0.007915054849325642,0.012173469464407116,0.0038034526574408645,0.0,26.0
0.07976165751349829,0.007915054849325642,0.012173469464407116,0.0038034526574408645,1.0,26.0
0.042574718708693116,0.006376532580071093,0.007830600659561426,0.002801025874692442,0.0,27.0
0.06636950516379958,0.006376532580071093,0.007830600659561426,0.002801025874692442,1.0,27.0
0.07973378996621516,0.007378770671671919,-0.048924888879576356,0.0027245681674687994,0.0,28.0
0.18184813926364907,0.007378770671671919,-0.048924888879576356,0.0027245681674687994,1.0,28.0
0.03938437036767617,0.006142794172078414,0.008197583067116376,0.0036641217511403923,0.0,29.0
0.09585464358539353,0.006142794172078414,0.008197583067116376,0.0036641217511403923,1.0,29.0
0.06333461551581587,0.012583645134815136,-0.04841125194008167,0.0050817929188502475,0.0,30.0
0.12109497932037216,0.012583645134815136,-0.04841125194008167,0.0050817929188502475,1.0,30.0
0.07191634635180799,0.014376208643632538,-0.0953677758490119,0.004802864911346294,0.0,31.0
0.13450806369522672,0.014376208643632538,-0.0953677758490119,0.004802864911346294,1.0,31.0
0.05587075205744663,0.01502732580784949,16.250805902519403,0.005649998999380124,0.0,32.0
0.10391365764075067,0.01502732580784949,16.250805902519403,0.005649998999380124,1.0,32.0
0.05564206549776607,0.011342115475500236,0.00896324505963264,0.003860447332691308,0.0,33.0
0.10399686883997461,0.011342115475500236,0.00896324505963264,0.003860447332691308,1.0,33.0
0.043265995502887566,0.0090578388910596,0.0062912927148035536,0.003267503465580024,0.0,34.0
0.06771610109370574,0.0090578388910596,0.0062912927148035536,0.003267503465580024,1.0,34.0
0.05107878277128819,0.011495099289611233,-0.2670825421038603,0.004086373929636622,0.0,35.0
0.09770133377399493,0.011495099289611233,-0.2670825421038603,0.004086373929636622,1.0,35.0
0.09844356490371098,0.005674746667030828,0.004477741880376307,0.0041868638414355175,0.0,36.0
0.22643705523388746,0.005674746667030828,0.004477741880376307,0.0041868638414355175,1.0,36.0
0.45891496009018873,0.007637343253823481,0.005090557479791702,0.006948805356588927,0.0,37.0
1.639478011266967,0.007637343253823481,0.005090557479791702,0.006948805356588927,1.0,37.0
1.2055159934272583,0.009258095868198701,0.005887068845000787,0.008632835036906705,0.0,38.0
23.00042125187679,0.009258095868198701,0.005887068845000787,0.008632835036906705,1.0,38.0
0.1797124864203159,0.00986312371294229,0.0057227946479252445,0.009230965879495567,0.0,39.0
0.36972801562155544,0.00986312371294229,0.0057227946479252445,0.009230965879495567,1.0,39.0
0.08599642818510222,0.00818890417816931,0.006717052213712993,0.004983900852306711,0.0,40.0
0.1207117243313971,0.00818890417816931,0.006717052213712993,0.004983900852306711,1.0,40.0
0.061143029997367204,0.008454601117560578,0.005950227959181209,0.0042188047237932125,0.0,41.0
0.1094754952999124,0.008454601117560578,0.005950227959181209,0.0042188047237932125,1.0,41.0
0.49765169242255736,0.006523304073105862,0.006420636833853077,0.004999431219538497,0.0,42.0
1.8074949521268482,0.006523304073105862,0.006420636833853077,0.004999431219538497,1.0,42.0
0.07333382098051677,0.00834122893210898,0.005037849319128096,0.003117274647906676,0.0,43.0
0.29703072631899907,0.00834122893210898,0.005037849319128096,0.003117274647906676,1.0,43.0
0.6498349731215614,0.011303679962985314,0.0060663155295404,0.004645177250965471,0.0,44.0
