power_error_1,label,id
0.010536092611167471,0.0,1.0
0.020919202326285177,1.0,1.0
0.010855653386975238,0.0,2.0
0.022037254001762725,1.0,2.0
0.010117930054714177,0.0,3.0
0.022743948112560648,1.0,3.0
0.012477685065157828,0.0,4.0
0.021917613022503456,1.0,4.0
0.01407097887032999,0.0,5.0
0.022879912945842868,1.0,5.0
0.01324858746733927,0.0,6.0
0.023022499202816887,1.0,6.0
0.011064227085069253,0.0,7.0
0.021871646185785493,1.0,7.0
0.01088770714376704,0.0,8.0
0.020170456704471647,1.0,8.0
0.01295840664925941,0.0,9.0
0.025731725934613533,1.0,9.0
0.01199306578549589,0.0,10.0
0.02612802837080908,1.0,10.0
0.014315723233965853,0.0,11.0
0.028141488861091635,1.0,11.0
0.020423812407105644,0.0,12.0
0.04025966181425946,1.0,12.0
0.013787036530202868,0.0,13.0
0.027966036103915445,1.0,13.0
0.011613238782529046,0.0,14.0
0.03275800532533736,1.0,14.0
0.011319490101777966,0.0,15.0
0.03911531871213636,1.0,15.0
0.014069199019288724,0.0,16.0
0.040795754114382764,1.0,16.0
0.013262221580703714,0.0,17.0
0.041789226505900695,1.0,17.0
0.01540491850285613,0.0,18.0
0.04687677950324521,1.0,18.0
0.016788442925780585,0.0,19.0
0.04229755100288561,1.0,19.0
0.014024353706377859,0.0,20.0
0.03803205509094251,1.0,20.0
0.015023487094464126,0.0,21.0
0.04237936409863702,1.0,21.0
0.011202377797350064,0.0,22.0
0.01820310593235431,1.0,22.0
0.011276606882062353,0.0,23.0
0.02162037048384175,1.0,23.0
0.010987547359438445,0.0,24.0
0.042196195419278215,1.0,24.0
0.014193300778947988,0.0,25.0
0.044168947108983336,1.0,25.0
0.019059915611230636,0.0,26.0
0.038884010357508235,1.0,26.0
0.014858359070963905,0.0,27.0
0.023203892612847506,1.0,27.0
0.011683589441242653,0.0,28.0
0.0208102693910259,1.0,28.0
0.009814123160187024,0.0,29.0
0.02598706643133978,1.0,29.0
0.010999167407128611,0.0,30.0
0.029278395068694205,1.0,30.0
0.009793225915949366,0.0,31.0
0.032015525945081884,1.0,31.0
0.011093768001085389,0.0,32.0
0.026969282688745502,1.0,32.0
0.015191413703271166,0.0,33.0
0.032640120707847727,1.0,33.0
0.012980305279848593,0.0,34.0
0.03157635972057119,1.0,34.0
0.009631247531837897,0.0,35.0
0.0253330906337386,1.0,35.0
0.009933452349679068,0.0,36.0
0.01166021054178123,1.0,36.0
0.011054961618167871,0.0,37.0
0.012798822592536866,1.0,37.0
0.010684506321123726,0.0,38.0
0.01301725728705191,1.0,38.0
0.014469557914964223,0.0,39.0
0.01638753055458227,1.0,39.0
0.017575429870340706,0.0,40.0
0.018695189876907478,1.0,40.0
0.013936921064127925,0.0,41.0
0.01539732123854301,1.0,41.0
0.011303438857497447,0.0,42.0
0.013380686870364627,1.0,42.0
0.01202731386637483,0.0,43.0
0.03382702836960653,1.0,43.0
0.011349876947275411,0.0,44.0
0.03700207255159971,1.0,44.0
0.011571128384188351,0.0,45.0
0.04613905810621023,1.0,45.0
0.012858354274801026,0.0,46.0
0.04799240458871493,1.0,46.0
0.01825763236466251,0.0,47.0
0.04692376248036207,1.0,47.0
0.014681074741136684,0.0,48.0
0.041046934617214606,1.0,48.0
0.01138775303487583,0.0,49.0
0.019674611979785567,1.0,49.0
0.011295713678217256,0.0,50.0
0.01308198140370758,1.0,50.0
0.010816417901748653,0.0,51.0
0.013015632179912329,1.0,51.0
0.010989743176149265,0.0,52.0
0.012945627459825498,1.0,52.0
0.014964227370959628,0.0,53.0
0.016663209765136525,1.0,53.0
0.015958303215553554,0.0,54.0
0.01725274711537975,1.0,54.0
0.01333369933386854,0.0,55.0
0.01634314161792051,1.0,55.0
0.011188617995968021,0.0,56.0
0.015685273976595505,1.0,56.0
0.011159546158923735,0.0,57.0
0.01714569413402858,1.0,57.0
0.010200024826500578,0.0,58.0
0.017230561191143887,1.0,58.0
0.010742135626820746,0.0,59.0
0.018124611873837324,1.0,59.0
0.012596124970580073,0.0,60.0
0.01778900263068034,1.0,60.0
0.01686331382752403,0.0,61.0
0.02055720996445568,1.0,61.0
0.014099292582660468,0.0,62.0
0.017409427693222335,1.0,62.0
0.010827247117241165,0.0,63.0
0.018991318899228532,1.0,63.0
0.01150001810959844,0.0,64.0
0.014534680998064757,1.0,64.0
0.01174314792956394,0.0,65.0
0.015161444464418196,1.0,65.0
0.01218470388737564,0.0,66.0
0.015298820581531113,1.0,66.0
0.013961490038463276,0.0,67.0
0.017026348260097093,1.0,67.0
0.01431679947776125,0.0,68.0
0.016746891276972674,1.0,68.0
0.01264077310274243,0.0,69.0
0.015198828959653025,1.0,69.0
0.011265982373382557,0.0,70.0
0.014680433987423424,1.0,70.0
0.012222217068953234,0.0,71.0
0.024119202957500557,1.0,71.0
0.012251476782545243,0.0,72.0
0.03334047898157088,1.0,72.0
0.0123613242170953,0.0,73.0
0.02537102726813091,1.0,73.0
0.015338052984945115,0.0,74.0
0.02723285627228086,1.0,74.0
0.016197015419481098,0.0,75.0
0.0328734704994162,1.0,75.0
0.0125994175655517,0.0,76.0
0.026918037653770887,1.0,76.0
0.010402981594671462,0.0,77.0
0.02303760976236533,1.0,77.0
0.010595972041019346,0.0,78.0
0.015097646168428869,1.0,78.0
0.011047359876193055,0.0,79.0
0.015861005816646997,1.0,79.0
0.009895607646588965,0.0,80.0
0.01438394458533092,1.0,80.0
0.013895856873122961,0.0,81.0
0.017367018569717303,1.0,81.0
0.016802041044960775,0.0,82.0
0.019377851108629992,1.0,82.0
0.013038247734533019,0.0,83.0
0.015844167495271205,1.0,83.0
0.009862069719033948,0.0,84.0
0.01392013462111444,1.0,84.0
0.010948238316211212,0.0,85.0
0.02717509613937521,1.0,85.0
0.012449949348783499,0.0,86.0
0.025084437020932968,1.0,86.0
0.011148802284777283,0.0,87.0
0.024162282553507695,1.0,87.0
0.013201999510286916,0.0,88.0
0.023361510805841444,1.0,88.0
0.015471577577248687,0.0,89.0
0.022099872582417985,1.0,89.0
0.013074585217798782,0.0,90.0
0.022423355624226954,1.0,90.0
0.011829911380963436,0.0,91.0
0.029687519531106498,1.0,91.0
0.010319159718931293,0.0,92.0
0.01653671016340843,1.0,92.0
0.010295807927404574,0.0,93.0
0.01681170961594622,1.0,93.0
0.00998872025466967,0.0,94.0
0.016229828948813654,1.0,94.0
0.012050513673003919,0.0,95.0
0.017429266428334138,1.0,95.0
0.016384472005694733,0.0,96.0
0.020066290387524208,1.0,96.0
0.012860109561673072,0.0,97.0
0.019593712021466352,1.0,97.0
0.01110843671563275,0.0,98.0
0.015528939309166654,1.0,98.0
0.010343052789662915,0.0,99.0
0.01677238413088215,1.0,99.0
0.010409599049609537,0.0,100.0
