power_error_1,label,id
0.013480112724846897,0.0,1.0
0.01975413134361558,1.0,1.0
0.015449402406238983,0.0,2.0
0.020171040411629336,1.0,2.0
0.016441209491967645,0.0,3.0
0.0230740098651763,1.0,3.0
0.015444669847812094,0.0,4.0
0.020794606851369087,1.0,4.0
0.017253336090332652,0.0,5.0
0.02033313761327248,1.0,5.0
0.014498333534618383,0.0,6.0
0.018755515190105213,1.0,6.0
0.013733078263153162,0.0,7.0
0.019756172938079356,1.0,7.0
0.012652729938787008,0.0,8.0
0.02143834683773923,1.0,8.0
0.015120919560627704,0.0,9.0
0.025708061784391254,1.0,9.0
0.01741741663073307,0.0,10.0
0.02803830363189468,1.0,10.0
0.014816091734063931,0.0,11.0
0.022774617873211247,1.0,11.0
0.015599265927676837,0.0,12.0
0.02075659394808487,1.0,12.0
0.011837043378815137,0.0,13.0
0.018460976314745334,1.0,13.0
0.014962105400755297,0.0,14.0
0.02426452260194067,1.0,14.0
0.011797656333337054,0.0,15.0
0.02463410919325908,1.0,15.0
0.018426973813723126,0.0,16.0
0.030900809976171773,1.0,16.0
0.01699273065353046,0.0,17.0
0.030251608688078115,1.0,17.0
0.017099813359427937,0.0,18.0
0.02656978493835503,1.0,18.0
0.018180774033883417,0.0,19.0
0.025542859762104592,1.0,19.0
0.015151121921109291,0.0,20.0
0.02495173950447974,1.0,20.0
0.015401962048035603,0.0,21.0
0.028948430301132533,1.0,21.0
0.015335714689853367,0.0,22.0
0.021989516765604743,1.0,22.0
0.02349376959392054,0.0,23.0
0.034883671197398505,1.0,23.0
0.024452173748062425,0.0,24.0
0.03378201371639801,1.0,24.0
0.019993399100598105,0.0,25.0
0.027647006633136163,1.0,25.0
0.017764986176647003,0.0,26.0
0.022225470371920877,1.0,26.0
0.012741304554704642,0.0,27.0
0.018231802182925836,1.0,27.0
0.017658442359391513,0.0,28.0
0.024440034861875484,1.0,28.0
0.01084011632915533,0.0,29.0
0.02451274361111466,1.0,29.0
0.013618818418670896,0.0,30.0
0.038349287447686356,1.0,30.0
0.013540295984955257,0.0,31.0
0.037008460170646934,1.0,31.0
0.01580847970653915,0.0,32.0
0.036709621243946146,1.0,32.0
0.01565318147930044,0.0,33.0
0.023696113693985478,1.0,33.0
0.012208678866479866,0.0,34.0
0.02178792621577929,1.0,34.0
0.012382864257515457,0.0,35.0
0.03345666572706981,1.0,35.0
0.012692016572398643,0.0,36.0
0.02509461282565797,1.0,36.0
0.014653574008258502,0.0,37.0
0.027015982393171056,1.0,37.0
0.014386129932051425,0.0,38.0
0.028473074684095448,1.0,38.0
0.016465646639367365,0.0,39.0
0.025761145086361813,1.0,39.0
0.01870643745626713,0.0,40.0
0.04073028606909306,1.0,40.0
0.014335376487424518,0.0,41.0
0.024243360721809208,1.0,41.0
0.013635745819700545,0.0,42.0
0.02649676290982139,1.0,42.0
0.012072858080468757,0.0,43.0
0.018552636081651554,1.0,43.0
0.015324989392928815,0.0,44.0
0.026478318037424727,1.0,44.0
0.015746616734148882,0.0,45.0
0.031548098339630286,1.0,45.0
0.017343232909813506,0.0,46.0
0.029938217383886877,1.0,46.0
0.01780955400435187,0.0,47.0
0.02215422938447696,1.0,47.0
0.01562880744901755,0.0,48.0
0.020233033178611408,1.0,48.0
0.014283782339064573,0.0,49.0
0.0267883775334723,1.0,49.0
0.01204398528929212,0.0,50.0
0.021003751919096467,1.0,50.0
0.017329188344403224,0.0,51.0
0.03104337834234005,1.0,51.0
0.017756242470397844,0.0,52.0
0.037561596972412334,1.0,52.0
0.016724415973578596,0.0,53.0
0.030943246635621886,1.0,53.0
0.01724963510216237,0.0,54.0
0.024424918559366314,1.0,54.0
0.01392943729180432,0.0,55.0
0.023867221651899025,1.0,55.0
0.015249080104720559,0.0,56.0
0.03829007976013419,1.0,56.0
0.010547082768887066,0.0,57.0
0.024512006383957813,1.0,57.0
0.012749656998530751,0.0,58.0
0.03144410497051012,1.0,58.0
0.012504263155986335,0.0,59.0
0.033174223535051846,1.0,59.0
0.013946655532878804,0.0,60.0
0.03652186759890512,1.0,60.0
0.01425060984187058,0.0,61.0
0.022631806675800704,1.0,61.0
0.012932245312839845,0.0,62.0
0.022904048607680444,1.0,62.0
0.01184001112752332,0.0,63.0
0.02896499711723163,1.0,63.0
0.01189892435169755,0.0,64.0
0.031120589565834366,1.0,64.0
0.018177576138543722,0.0,65.0
0.04628359202596065,1.0,65.0
0.019407548661073557,0.0,66.0
0.041942655147110854,1.0,66.0
0.017933865874694116,0.0,67.0
0.041261155906530816,1.0,67.0
0.01449064616681351,0.0,68.0
0.026878320452703393,1.0,68.0
0.013800659657940539,0.0,69.0
0.02854527338726732,1.0,69.0
0.015867422978114092,0.0,70.0
0.03538807226916869,1.0,70.0
0.01208184246943169,0.0,71.0
0.022450084249206248,1.0,71.0
0.014206512405649484,0.0,72.0
0.02699749075663679,1.0,72.0
0.013234408995863851,0.0,73.0
0.02755408134771258,1.0,73.0
0.015309505272526008,0.0,74.0
0.030067339052713,1.0,74.0
0.016402268497785897,0.0,75.0
0.023880436200096694,1.0,75.0
0.015004119973261934,0.0,76.0
0.020799807333481534,1.0,76.0
0.013052711382098419,0.0,77.0
0.02306524401042923,1.0,77.0
0.01122794125228895,0.0,78.0
0.038520930745504695,1.0,78.0
0.01534192861451432,0.0,79.0
0.04652343359087631,1.0,79.0
0.01551198231962351,0.0,80.0
0.043446945759158105,1.0,80.0
0.018123781079176584,0.0,81.0
0.03736691167367318,1.0,81.0
0.016003286698618023,0.0,82.0
0.038195143307066824,1.0,82.0
0.013582024389713433,0.0,83.0
0.03767514271097109,1.0,83.0
0.01234155073081371,0.0,84.0
0.03536003152616719,1.0,84.0
0.011025151512730334,0.0,85.0
0.034109314146869615,1.0,85.0
0.013992937476874705,0.0,86.0
0.039109483486906876,1.0,86.0
0.015174899804149116,0.0,87.0
0.03483422534157509,1.0,87.0
0.01573304189230925,0.0,88.0
0.030397290799385947,1.0,88.0
0.015347726780402787,0.0,89.0
0.04508512638871764,1.0,89.0
0.012447144153863795,0.0,90.0
0.02269062983554099,1.0,90.0
0.013351317411186364,0.0,91.0
0.03767304817454762,1.0,91.0
0.012905940885285093,0.0,92.0
0.0173180756057589,1.0,92.0
0.020230882972009413,0.0,93.0
0.02704018851055917,1.0,93.0
0.0185124485048114,0.0,94.0
0.02621764085981232,1.0,94.0
0.018009862413297006,0.0,95.0
0.02443338855839404,1.0,95.0
0.016749817831580843,0.0,96.0
0.01864477896877373,1.0,96.0
0.01506615052508183,0.0,97.0
0.01755155150424197,1.0,97.0
0.016284331139158136,0.0,98.0
0.02280902307204346,1.0,98.0
0.011710355109445477,0.0,99.0
0.020418485012184105,1.0,99.0
0.015238634591798078,0.0,100.0
0.02087340038919338,1.0,100.0
0.0164725282453757,0.0,101.0
0.023719697636519113,1.0,101.0
0.01748408795000694,0.0,102.0
0.022959804774144783,1.0,102.0
0.0173907944416351,0.0,103.0
0.021619668684370073,1.0,103.0
0.012918986597875243,0.0,104.0
0.017212984034752632,1.0,104.0
0.013236059189728925,0.0,105.0
0.018364494764483756,1.0,105.0
0.010392608779789626,0.0,106.0
0.01810617160237459,1.0,106.0
0.013293879712510608,0.0,107.0
0.02106300540831984,1.0,107.0
0.0125592486494436,0.0,108.0
0.017537090925927545,1.0,108.0
0.015044660338007904,0.0,109.0
0.020014588859979775,1.0,109.0
0.018148016560908507,0.0,110.0
0.021396526381943518,1.0,110.0
0.01514802168698858,0.0,111.0
0.019723386636923714,1.0,111.0
0.01296176008535251,0.0,112.0
0.01978349573585297,1.0,112.0
0.01187015245007931,0.0,113.0
0.028160113212519874,1.0,113.0
0.01581114492148035,0.0,114.0
0.04374990468643139,1.0,114.0
0.01449174337738558,0.0,115.0
0.032735799289369226,1.0,115.0
0.018667586857885332,0.0,116.0
0.038893802593892274,1.0,116.0
0.01661676395332693,0.0,117.0
0.03440311862653984,1.0,117.0
0.01354404863816834,0.0,118.0
0.03027587406361146,1.0,118.0
0.013777369545877341,0.0,119.0
0.03057222055168652,1.0,119.0
0.012096610816001913,0.0,120.0
0.03526885982655975,1.0,120.0
0.016287074251676515,0.0,121.0
0.034358710960824816,1.0,121.0
0.016774202845035092,0.0,122.0
0.03023768457088178,1.0,122.0
0.020235563856230206,0.0,123.0
0.032454839149983,1.0,123.0
0.019131679571495298,0.0,124.0
