power_error_1,label,id
0.01061806826734819,0.0,1.0
0.030302899690975455,1.0,1.0
0.010055647262048729,0.0,2.0
0.03180988555822287,1.0,2.0
0.009736567274371034,0.0,3.0
0.030587949289487836,1.0,3.0
0.012374335046430788,0.0,4.0
0.030326194065746454,1.0,4.0
0.015678037620651748,0.0,5.0
0.030381988348061526,1.0,5.0
0.012421885777437967,0.0,6.0
0.03365986390746102,1.0,6.0
0.010341539182206521,0.0,7.0
0.04340923047974251,1.0,7.0
0.011051806659240443,0.0,8.0
0.01965871784671937,1.0,8.0
0.011991500021588908,0.0,9.0
0.019158604341426154,1.0,9.0
0.01067927070566078,0.0,10.0
0.01865855165040621,1.0,10.0
0.012428175079479036,0.0,11.0
0.018170316558189046,1.0,11.0
0.016914762941582995,0.0,12.0
0.023774706037065496,1.0,12.0
0.014635139148217777,0.0,13.0
0.023185771444603757,1.0,13.0
0.011488412213508036,0.0,14.0
0.017503149862083147,1.0,14.0
0.010512604875996208,0.0,15.0
0.013288186543401973,1.0,15.0
0.010292405717451445,0.0,16.0
0.014592990624638024,1.0,16.0
0.010863656117025776,0.0,17.0
0.015109120754337001,1.0,17.0
0.013934791052878336,0.0,18.0
0.01748530305721502,1.0,18.0
0.018402335682137873,0.0,19.0
0.021232296390103197,1.0,19.0
0.01213091228095472,0.0,20.0
0.015093433656751408,1.0,20.0
0.010147450822811715,0.0,21.0
0.01317569687042733,1.0,21.0
0.01094370297330556,0.0,22.0
0.01488417355977982,1.0,22.0
0.010167818069986269,0.0,23.0
0.012858026351631345,1.0,23.0
0.010976816815911766,0.0,24.0
0.014735593072775607,1.0,24.0
0.012927060010413998,0.0,25.0
0.014941953566662974,1.0,25.0
0.01829938089674783,0.0,26.0
0.01991050751130269,1.0,26.0
0.012318749398287213,0.0,27.0
0.01444460295412236,1.0,27.0
0.010609624439097638,0.0,28.0
0.015328715670979166,1.0,28.0
0.009254412606658166,0.0,29.0
0.01756542663645951,1.0,29.0
0.009932760588334434,0.0,30.0
0.019794686817979915,1.0,30.0
0.010645593940844425,0.0,31.0
0.01919219093017562,1.0,31.0
0.013591950943063263,0.0,32.0
0.024144483836960228,1.0,32.0
0.01754904231850235,0.0,33.0
0.024855520682238834,1.0,33.0
0.012479259740526124,0.0,34.0
0.02071732600873936,1.0,34.0
0.009708973677338778,0.0,35.0
0.02255304370394672,1.0,35.0
0.011228898427023659,0.0,36.0
0.013678610634336676,1.0,36.0
0.012952969802234211,0.0,37.0
0.015378949380777935,1.0,37.0
0.012426557366565638,0.0,38.0
0.015403980451448045,1.0,38.0
0.0172404072928113,0.0,39.0
0.019738919572444145,1.0,39.0
0.017893027305634784,0.0,40.0
0.019746904985870256,1.0,40.0
0.015762150361395458,0.0,41.0
0.01780002641427528,1.0,41.0
0.012823435880179621,0.0,42.0
0.01559911331770856,1.0,42.0
