cm_1_power,cm_2_power,load_1_power,load_2_power,load_3_power,load_4_power,load_5_power,load_6_power,load_7_power,load_8_power,load_9_power,load_10_power,load_11_power,load_12_power,load_13_power,load_14_power,load_15_power,load_16_power,load_17_power,load_18_power,load_19_power,load_20_power,load_21_power,load_22_power,load_23_power,load_24_power,load_25_power,load_26_power,load_27_power,load_28_power,load_29_power,load_30_power,load_31_power,load_32_power,load_33_power,load_34_power,load_35_power,load_36_power,load_37_power,load_38_power,load_39_power,load_40_power,load_41_power,load_42_power,load_43_power,load_44_power,load_45_power,load_46_power,load_47_power,load_48_power,load_49_power,load_50_power,load_51_power,load_52_power,load_53_power,load_54_power,load_55_power,label,id
957.005367,711.040061,4.735265,11.332728,21.923247,21.009588,-3.431743,21.848004,-0.420771,53.537383,1.441394,9.303542,3.935691,5.740341,35.468343,20.683713,45.801301,76.416437,48.619187,14.709079,66.328613,40.706608,13.253061,22.377049,14.505688,52.406386,73.311812,140.300912,6.173266,17.627073,16.717545,66.370597,39.373949,28.169593,56.443003,10.252624,34.396266,56.436932,15.434187,34.528864,55.353168,22.727143,14.704504,-2.35919,14.771411,15.435814,18.104001,-2.048007,14.099041,22.687463,32.194831,6.052642,70.060086,19.018389,64.00569,20.907078,43.753367,1.0,6.0
641.367585,267.367302,12.294974,3.620884,26.066158,1.922851,-13.457714,15.768938,-13.698659,30.894378,6.329316,3.549747,-5.980106,-17.03733,10.921795,4.172607,34.022049,111.587025,18.434199,7.531232,77.651001,30.272003,-0.123402,9.931598,2.858194,30.06151,24.886622,34.505136,-0.2614,2.98079,9.923956,85.121569,39.042306,14.004224,70.916042,7.69258,36.990216,-6.954186,3.123283,23.129319,13.354754,14.554843,6.552808,-17.587944,1.699485,15.87904,7.123963,-17.564619,1.942473,-0.307162,25.723003,-10.372304,39.953544,-9.02923,30.397376,19.265414,39.860404,0.0,7.0
641.367585,267.367302,-3.351644,3.620884,26.066158,1.922851,-13.457714,15.768938,-13.698659,30.894378,6.329316,3.549747,-5.980106,-17.03733,10.921795,4.172607,34.022049,111.587025,18.434199,7.531232,77.651001,30.272003,-0.123402,9.931598,2.858194,30.06151,24.886622,34.505136,-0.2614,2.98079,9.923956,85.121569,39.042306,14.004224,70.916042,7.69258,36.990216,-6.954186,3.123283,23.129319,13.354754,14.554843,6.552808,-17.587944,1.699485,15.87904,7.123963,-17.564619,1.942473,-0.307162,25.723003,-10.372304,39.953544,-9.02923,30.397376,19.265414,39.860404,1.0,7.0
556.356699,389.962594,26.206043,17.318077,8.447804,25.730078,2.786374,27.700881,9.62327,28.444604,49.918797,12.482556,10.955425,-13.349577,46.371477,24.986964,4.990845,55.37747,21.639666,15.745387,-17.303265,9.540699,-6.337997,24.372807,3.68339,4.743339,19.788099,66.889245,-12.758512,12.508049,21.005587,2.685093,8.92239,77.145441,9.692989,28.255544,31.430161,18.537677,16.298465,9.327151,9.107209,20.620768,23.265689,37.92584,42.73235,32.242607,6.77842,9.329496,3.076257,1.188045,15.935271,5.404105,-7.365254,2.399517,6.998352,5.032403,16.007818,0.0,8.0
556.356699,389.962594,26.206043,9.100112,8.447804,25.730078,2.786374,27.700881,9.62327,28.444604,49.918797,12.482556,10.955425,-13.349577,46.371477,24.986964,4.990845,55.37747,21.639666,15.745387,-17.303265,9.540699,-6.337997,24.372807,3.68339,4.743339,19.788099,66.889245,-12.758512,12.508049,21.005587,2.685093,8.92239,77.145441,9.692989,28.255544,31.430161,18.537677,16.298465,9.327151,9.107209,20.620768,23.265689,37.92584,42.73235,32.242607,6.77842,9.329496,3.076257,1.188045,15.935271,5.404105,-7.365254,2.399517,6.998352,5.032403,16.007818,1.0,8.0
436.223074,280.552611,6.949871,27.770493,9.267932,26.556902,-12.561388,24.002542,10.630859,27.77103,88.05111,5.327715,7.377219,-26.538512,45.55542,25.977035,10.812966,20.308761,17.315894,4.793839,-34.091935,9.280745,-7.635684,12.448235,-2.581795,8.0222,34.38843,57.113655,-13.806828,11.455165,10.079805,4.289185,-2.370762,35.261085,7.464063,26.714292,27.614147,2.34118,17.676457,0.284762,12.050429,13.51665,21.158623,32.170531,9.103808,28.258126,40.809587,-9.046918,19.434901,4.273951,13.094696,-11.243861,-9.472905,-0.204756,9.668549,1.612253,5.628723,0.0,9.0
436.223074,280.552611,6.949871,15.435457,9.267932,26.556902,-12.561388,24.002542,10.630859,27.77103,88.05111,5.327715,7.377219,-26.538512,45.55542,25.977035,10.812966,20.308761,17.315894,4.793839,-34.091935,9.280745,-7.635684,12.448235,-2.581795,8.0222,34.38843,57.113655,-13.806828,11.455165,10.079805,4.289185,-2.370762,35.261085,7.464063,26.714292,27.614147,2.34118,17.676457,0.284762,12.050429,13.51665,21.158623,32.170531,9.103808,28.258126,40.809587,-9.046918,19.434901,4.273951,13.094696,-11.243861,-9.472905,-0.204756,9.668549,1.612253,5.628723,1.0,9.0
394.01783,245.473294,2.345203,15.393507,4.287098,19.465542,-1.204659,26.281229,6.767206,25.218945,37.310085,10.623721,7.56716,-23.73472,44.052369,27.982216,11.633114,26.483977,22.979159,10.106706,-40.004775,9.741503,-19.007551,16.234362,2.99056,1.203398,25.544273,57.326794,-6.643396,5.315095,14.277519,4.730888,2.501332,43.931115,2.8248,31.84993,40.726973,-4.672115,20.760584,-5.654517,9.615983,15.270131,25.675138,38.100345,1.691065,46.096198,2.409072,-9.154245,9.211199,4.266765,10.555967,-4.924795,-11.703706,-0.881462,2.33557,2.275761,7.708946,0.0,10.0
394.01783,245.473294,2.345203,4.904114,4.287098,19.465542,-1.204659,26.281229,6.767206,25.218945,37.310085,10.623721,7.56716,-23.73472,44.052369,27.982216,11.633114,26.483977,22.979159,10.106706,-40.004775,9.741503,-19.007551,16.234362,2.99056,1.203398,25.544273,57.326794,-6.643396,5.315095,14.277519,4.730888,2.501332,43.931115,2.8248,31.84993,40.726973,-4.672115,20.760584,-5.654517,9.615983,15.270131,25.675138,38.100345,1.691065,46.096198,2.409072,-9.154245,9.211199,4.266765,10.555967,-4.924795,-11.703706,-0.881462,2.33557,2.275761,7.708946,1.0,10.0
500.913588,363.675195,21.602599,25.520155,9.284063,15.874248,-0.21767,23.544645,7.645612,31.65264,71.810013,5.228891,3.529938,-30.083814,43.237161,29.500563,14.758258,17.023483,51.829326,5.027183,-30.586396,10.010867,-13.81934,12.075996,2.047352,6.286286,41.284546,55.063407,-4.334361,36.398397,9.900109,8.424712,0.784525,46.155186,4.40026,23.984028,41.287188,2.630913,27.779344,0.093586,11.337362,12.453357,19.979958,80.566733,-0.095815,55.992045,-1.916068,-10.322404,34.898027,5.459407,10.197419,-12.279097,-10.271237,0.699105,17.380501,4.10516,3.922129,0.0,11.0
500.913588,363.675195,21.602599,11.611026,9.284063,15.874248,-0.21767,23.544645,7.645612,31.65264,71.810013,5.228891,3.529938,-30.083814,43.237161,29.500563,14.758258,17.023483,51.829326,5.027183,-30.586396,10.010867,-13.81934,12.075996,2.047352,6.286286,41.284546,55.063407,-4.334361,36.398397,9.900109,8.424712,0.784525,46.155186,4.40026,23.984028,41.287188,2.630913,27.779344,0.093586,11.337362,12.453357,19.979958,80.566733,-0.095815,55.992045,-1.916068,-10.322404,34.898027,5.459407,10.197419,-12.279097,-10.271237,0.699105,17.380501,4.10516,3.922129,1.0,11.0
1037.031947,614.379108,27.438742,41.904897,15.400507,37.296731,15.514732,31.893787,13.326395,32.759782,101.74649,12.831976,11.753802,-21.290231,49.040991,35.974631,13.224608,120.740101,72.748669,41.978081,-3.949785,13.458989,6.686227,28.780448,6.76443,5.270315,52.840265,80.819868,10.65514,56.092295,21.396626,45.238107,8.133711,10.873901,12.896257,38.783879,52.187801,5.842648,70.526105,21.574702,24.900327,21.079848,15.826953,49.995503,8.529432,70.200446,39.831127,11.233085,84.099013,8.955906,20.981567,0.019405,0.193853,9.257852,39.047346,13.941348,8.395664,0.0,12.0
1037.031947,614.379108,27.438742,25.326749,15.400507,37.296731,15.514732,31.893787,13.326395,32.759782,101.74649,12.831976,11.753802,-21.290231,49.040991,35.974631,13.224608,120.740101,72.748669,41.978081,-3.949785,13.458989,6.686227,28.780448,6.76443,5.270315,52.840265,80.819868,10.65514,56.092295,21.396626,45.238107,8.133711,10.873901,12.896257,38.783879,52.187801,5.842648,70.526105,21.574702,24.900327,21.079848,15.826953,49.995503,8.529432,70.200446,39.831127,11.233085,84.099013,8.955906,20.981567,0.019405,0.193853,9.257852,39.047346,13.941348,8.395664,1.0,12.0
790.920522,515.470411,20.893298,35.804665,15.248467,36.844286,6.799464,36.601469,15.954211,56.672767,78.241217,11.725284,11.813004,-12.330364,67.091518,35.293101,11.02203,83.108787,19.310879,11.937684,2.94433,14.61159,-0.358147,22.735397,9.289804,10.48498,14.339458,80.259001,-2.306828,70.795891,16.901048,24.136242,8.784031,3.995073,11.358776,40.047493,34.273496,11.995597,24.351739,7.215435,21.243447,17.040184,19.091429,32.775623,16.606168,56.954868,25.492192,18.445911,51.952657,7.363708,29.353617,1.272017,-3.46765,6.983625,17.884587,13.411978,10.812494,0.0,13.0
790.920522,515.470411,20.893298,23.471994,15.248467,36.844286,6.799464,36.601469,15.954211,56.672767,78.241217,11.725284,11.813004,-12.330364,67.091518,35.293101,11.02203,83.108787,19.310879,11.937684,2.94433,14.61159,-0.358147,22.735397,9.289804,10.48498,14.339458,80.259001,-2.306828,70.795891,16.901048,24.136242,8.784031,3.995073,11.358776,40.047493,34.273496,11.995597,24.351739,7.215435,21.243447,17.040184,19.091429,32.775623,16.606168,56.954868,25.492192,18.445911,51.952657,7.363708,29.353617,1.272017,-3.46765,6.983625,17.884587,13.411978,10.812494,1.0,13.0
483.481318,208.333309,12.353482,15.575175,6.692361,17.859919,1.882302,24.535375,13.770429,41.593129,75.431802,7.104723,9.860628,-22.092769,85.640061,23.265379,10.475545,31.385748,-8.953334,5.406447,-20.891984,4.097116,-13.849388,24.553517,-5.4748,7.867232,1.963357,51.94052,-17.645638,8.924197,13.51003,22.06987,1.524299,-6.069958,3.507197,25.114919,36.476055,14.323011,14.492135,8.887767,19.674046,13.732628,11.764689,26.165499,9.411589,-6.961782,-1.516604,7.069336,30.209787,0.205684,15.40477,6.033152,-13.65724,7.65391,11.781501,-0.090754,16.316892,0.0,14.0
483.481318,208.333309,12.353482,6.126087,6.692361,17.859919,1.882302,24.535375,13.770429,41.593129,75.431802,7.104723,9.860628,-22.092769,85.640061,23.265379,10.475545,31.385748,-8.953334,5.406447,-20.891984,4.097116,-13.849388,24.553517,-5.4748,7.867232,1.963357,51.94052,-17.645638,8.924197,13.51003,22.06987,1.524299,-6.069958,3.507197,25.114919,36.476055,14.323011,14.492135,8.887767,19.674046,13.732628,11.764689,26.165499,9.411589,-6.961782,-1.516604,7.069336,30.209787,0.205684,15.40477,6.033152,-13.65724,7.65391,11.781501,-0.090754,16.316892,1.0,14.0
577.271861,391.577,5.460419,15.828539,8.39483,25.374164,14.157148,-17.041631,6.568896,5.733711,14.179823,35.275267,9.147616,10.57628,22.160166,50.241624,11.231088,7.658786,18.990164,24.815159,2.071851,3.410873,9.441907,50.163005,16.577492,27.620197,12.398156,18.225124,8.852354,59.962765,75.332094,33.054449,66.250774,32.510708,13.575816,8.569986,-3.921537,6.21596,1.07751,21.067826,28.433098,31.076042,2.032552,22.032834,6.953192,-68.920114,9.683357,3.006375,35.787761,34.341738,-16.780317,47.913301,9.222989,19.305524,14.243985,16.027645,27.543763,0.0,15.0
577.271861,391.577,5.460419,15.828539,-2.559412,25.374164,14.157148,-17.041631,6.568896,5.733711,14.179823,35.275267,9.147616,10.57628,22.160166,50.241624,11.231088,7.658786,18.990164,24.815159,2.071851,3.410873,9.441907,50.163005,16.577492,27.620197,12.398156,18.225124,8.852354,59.962765,75.332094,33.054449,66.250774,32.510708,13.575816,8.569986,-3.921537,6.21596,1.07751,21.067826,28.433098,31.076042,2.032552,22.032834,6.953192,-68.920114,9.683357,3.006375,35.787761,34.341738,-16.780317,47.913301,9.222989,19.305524,14.243985,16.027645,27.543763,1.0,15.0
478.245219,195.814825,-0.160336,4.835211,9.215357,26.321238,8.645721,-33.865224,1.249667,-11.024832,5.546116,49.220199,12.040334,18.927878,38.072514,44.944757,2.835982,23.56213,2.601156,26.037719,-6.274332,11.372537,7.182916,38.030263,17.978552,31.240972,17.624319,17.975656,-2.228284,22.559445,34.302697,29.770009,56.826595,28.679466,12.815048,18.149303,-7.613538,-0.4739,4.162506,13.653988,22.226431,10.574754,5.851977,13.628152,14.215067,-114.295737,10.566202,0.011291,30.877201,3.836092,-26.098581,40.185679,9.099286,17.644979,4.169058,12.807064,26.949255,0.0,16.0
478.245219,195.814825,-0.160336,4.835211,-1.039338,26.321238,8.645721,-33.865224,1.249667,-11.024832,5.546116,49.220199,12.040334,18.927878,38.072514,44.944757,2.835982,23.56213,2.601156,26.037719,-6.274332,11.372537,7.182916,38.030263,17.978552,31.240972,17.624319,17.975656,-2.228284,22.559445,34.302697,29.770009,56.826595,28.679466,12.815048,18.149303,-7.613538,-0.4739,4.162506,13.653988,22.226431,10.574754,5.851977,13.628152,14.215067,-114.295737,10.566202,0.011291,30.877201,3.836092,-26.098581,40.185679,9.099286,17.644979,4.169058,12.807064,26.949255,1.0,16.0
430.062901,239.751469,-3.499895,10.31668,4.225214,19.245422,23.394345,-39.519475,-6.808412,-4.639452,10.648279,35.020229,9.689719,13.536672,24.956811,55.567808,1.687606,22.149396,-4.469289,27.950006,-5.685196,13.964822,2.697724,37.4711,21.091147,40.56293,-0.013976,26.140115,2.734563,25.996692,42.847263,29.011802,57.089921,46.600808,10.213227,4.037208,-3.82585,2.285894,4.258639,15.530454,22.445261,16.170304,6.347151,9.699219,9.171187,-112.491735,6.745076,-5.766824,24.172328,15.199617,-30.518651,41.463647,9.52407,30.029096,2.998641,10.866328,24.342589,0.0,17.0
430.062901,239.751469,-3.499895,10.31668,-5.191062,19.245422,23.394345,-39.519475,-6.808412,-4.639452,10.648279,35.020229,9.689719,13.536672,24.956811,55.567808,1.687606,22.149396,-4.469289,27.950006,-5.685196,13.964822,2.697724,37.4711,21.091147,40.56293,-0.013976,26.140115,2.734563,25.996692,42.847263,29.011802,57.089921,46.600808,10.213227,4.037208,-3.82585,2.285894,4.258639,15.530454,22.445261,16.170304,6.347151,9.699219,9.171187,-112.491735,6.745076,-5.766824,24.172328,15.199617,-30.518651,41.463647,9.52407,30.029096,2.998641,10.866328,24.342589,1.0,17.0
466.963827,321.887414,4.711611,5.17713,9.231343,15.719554,18.636818,-30.51019,-5.895769,-12.192494,12.075142,28.584142,11.398975,13.119525,9.266977,66.13963,2.590843,24.556111,2.89425,29.49641,-8.056863,8.64666,4.22582,62.547305,28.514716,40.632061,1.001731,21.745883,0.924448,36.965358,45.496721,24.585295,54.538991,55.718349,17.437101,6.255638,-3.068577,-1.423141,5.331402,12.609615,21.491275,59.732009,6.991352,9.560353,44.148183,-111.586734,7.47014,-8.03308,22.573321,5.933772,-29.843909,38.600873,9.825714,22.584587,5.469599,14.901801,31.086598,0.0,18.0
466.963827,321.887414,4.711611,5.17713,-1.675181,15.719554,18.636818,-30.51019,-5.895769,-12.192494,12.075142,28.584142,11.398975,13.119525,9.266977,66.13963,2.590843,24.556111,2.89425,29.49641,-8.056863,8.64666,4.22582,62.547305,28.514716,40.632061,1.001731,21.745883,0.924448,36.965358,45.496721,24.585295,54.538991,55.718349,17.437101,6.255638,-3.068577,-1.423141,5.331402,12.609615,21.491275,59.732009,6.991352,9.560353,44.148183,-111.586734,7.47014,-8.03308,22.573321,5.933772,-29.843909,38.600873,9.825714,22.584587,5.469599,14.901801,31.086598,1.0,18.0
909.166829,629.253926,46.376225,42.273452,15.335522,37.046082,22.894668,-3.74065,38.36133,0.427904,15.538741,55.675894,24.946774,21.56289,19.229787,73.67841,3.887512,25.491859,6.206787,36.018388,9.825826,16.051567,12.653051,86.778665,72.659137,38.85766,17.8244,51.074887,8.150471,43.4946,10.750088,35.239231,80.820738,71.357045,11.727958,28.386961,10.444876,5.323516,8.899709,21.542372,29.650107,67.070934,12.259968,52.587266,65.044797,-54.971193,13.29393,1.423715,28.170799,20.135302,-6.760197,48.886902,13.292506,27.387545,24.867041,17.388933,32.121046,0.0,19.0
909.166829,629.253926,46.376225,42.273452,3.240573,37.046082,22.894668,-3.74065,38.36133,0.427904,15.538741,55.675894,24.946774,21.56289,19.229787,73.67841,3.887512,25.491859,6.206787,36.018388,9.825826,16.051567,12.653051,86.778665,72.659137,38.85766,17.8244,51.074887,8.150471,43.4946,10.750088,35.239231,80.820738,71.357045,11.727958,28.386961,10.444876,5.323516,8.899709,21.542372,29.650107,67.070934,12.259968,52.587266,65.044797,-54.971193,13.29393,1.423715,28.170799,20.135302,-6.760197,48.886902,13.292506,27.387545,24.867041,17.388933,32.121046,1.0,19.0
784.766462,574.409316,26.642544,12.025594,15.165149,36.453765,23.031785,3.053644,24.496873,1.532621,14.095022,55.336512,21.331528,18.599278,14.969486,55.266839,14.92298,25.243828,12.343114,35.181442,6.335947,24.006307,11.031797,80.901638,24.884677,44.378384,12.674919,21.667665,8.659956,49.754111,3.731395,54.08891,79.57593,57.317921,15.709207,21.992029,10.017924,6.166605,7.350657,17.348697,32.055355,32.684965,14.65933,27.980424,73.513313,-37.207947,16.064211,5.85337,29.124189,15.760081,-13.26586,53.385976,14.228768,21.063534,15.938082,16.018387,55.044195,0.0,20.0
784.766462,574.409316,26.642544,12.025594,3.122442,36.453765,23.031785,3.053644,24.496873,1.532621,14.095022,55.336512,21.331528,18.599278,14.969486,55.266839,14.92298,25.243828,12.343114,35.181442,6.335947,24.006307,11.031797,80.901638,24.884677,44.378384,12.674919,21.667665,8.659956,49.754111,3.731395,54.08891,79.57593,57.317921,15.709207,21.992029,10.017924,6.166605,7.350657,17.348697,32.055355,32.684965,14.65933,27.980424,73.513313,-37.207947,16.064211,5.85337,29.124189,15.760081,-13.26586,53.385976,14.228768,21.063534,15.938082,16.018387,55.044195,1.0,20.0
384.809432,256.755203,7.384271,5.57599,6.658862,17.651251,0.079954,-20.367388,-14.819933,6.338927,31.191263,29.343902,19.652182,21.029947,26.044293,45.105123,1.758573,1.406864,14.614238,23.082484,-2.726024,15.544818,3.369485,37.963758,14.923612,40.33185,6.607837,15.835489,1.538256,52.660417,-6.074832,13.143775,52.038932,-6.899518,15.76767,4.553,-3.341742,-0.276069,0.243255,14.052632,27.442888,26.213157,7.392603,13.939511,25.182567,-100.977554,13.937736,-6.259707,29.900273,13.009733,-32.966308,38.935733,3.944451,25.453307,3.093327,9.134297,40.294768,0.0,21.0
384.809432,256.755203,7.384271,5.57599,-2.774841,17.651251,0.079954,-20.367388,-14.819933,6.338927,31.191263,29.343902,19.652182,21.029947,26.044293,45.105123,1.758573,1.406864,14.614238,23.082484,-2.726024,15.544818,3.369485,37.963758,14.923612,40.33185,6.607837,15.835489,1.538256,52.660417,-6.074832,13.143775,52.038932,-6.899518,15.76767,4.553,-3.341742,-0.276069,0.243255,14.052632,27.442888,26.213157,7.392603,13.939511,25.182567,-100.977554,13.937736,-6.259707,29.900273,13.009733,-32.966308,38.935733,3.944451,25.453307,3.093327,9.134297,40.294768,1.0,21.0
548.425503,358.279062,-8.669361,3.293633,2.241918,11.459959,9.737303,21.093689,27.485285,7.132422,7.257934,10.995242,14.674111,5.000727,21.958803,7.702251,17.509832,10.940139,16.614795,19.245624,67.041487,35.970451,50.429724,9.669601,-7.484647,3.937088,10.397781,13.978226,2.479498,20.020301,14.76065,14.117507,11.436997,9.627824,-7.293115,24.678297,8.462978,41.34087,54.665423,32.627888,-68.247214,2.47654,59.817258,11.316233,24.550937,27.606402,30.062713,12.244272,14.469328,9.487977,6.939687,29.802837,8.844567,26.063903,8.764726,25.180928,44.270927,0.0,22.0
548.425503,358.279062,-8.669361,3.293633,2.241918,2.111854,9.737303,21.093689,27.485285,7.132422,7.257934,10.995242,14.674111,5.000727,21.958803,7.702251,17.509832,10.940139,16.614795,19.245624,67.041487,35.970451,50.429724,9.669601,-7.484647,3.937088,10.397781,13.978226,2.479498,20.020301,14.76065,14.117507,11.436997,9.627824,-7.293115,24.678297,8.462978,41.34087,54.665423,32.627888,-68.247214,2.47654,59.817258,11.316233,24.550937,27.606402,30.062713,12.244272,14.469328,9.487977,6.939687,29.802837,8.844567,26.063903,8.764726,25.180928,44.270927,1.0,22.0
